"blkgroup","medc_allworkersblkgr","medc_livewithin40blkgr","medc_25_resblkgr","workersInblkgr","liveoutsideCvilleblkgr","liveinsideCvilleblkgr","perc_workers_liveinCvilleblkgr","perc_workers_liveoutsideCvilleblkgr","workersw40blkgr","workers25blkgr","avgc_allworkersblkgr","avgc_livewithin40blkgr","avgc_25_resblkgr","county"
"510030101001",12.0950362571881,8.61187624908526,9.62876539307126,140,25,115,82.1428571428571,17.8571428571429,129,137,14.055296178112,9.48008475570469,12.1901465136538,"51003"
"510030101002",14.5040898549632,12.1039519593929,13.6354153715175,214,32,182,85.0467289719626,14.9532710280374,202,209,14.2654635896175,11.3283619821677,12.7251854896519,"51003"
"510030101003",13.1726865088955,9.82789160821824,13.1726865088955,166,35,131,78.9156626506024,21.0843373493976,156,163,14.0585278765416,10.3865977018522,12.8446876996523,"51003"
"510030102011",50.6654487958686,7.97929765661357,18.9253738848851,339,177,162,47.787610619469,52.212389380531,197,229,40.3206270583314,8.98412726364668,17.1641268828075,"51003"
"510030102012",45.271639257437,9.95616712463593,23.1208794501802,420,207,213,50.7142857142857,49.2857142857143,258,319,38.5831672769665,9.12449999685098,20.0090543115045,"51003"
"510030102021",18.6759070534127,9.95250688956656,14.9691849046903,106,38,68,64.1509433962264,35.8490566037736,90,102,21.5163002743086,11.1836246586035,17.3206450098611,"51003"
"510030102022",26.716577189704,10.3477637005428,16.691245133789,225,82,143,63.5555555555556,36.4444444444444,182,203,23.884074939148,9.77623478595701,15.7060374712488,"51003"
"510030103001",35.1055226353931,10.5038569096831,15.0393311264373,432,201,231,53.4722222222222,46.5277777777778,313,357,32.4790325472189,10.708183534968,17.1912910255115,"51003"
"510030103002",30.7309864387308,11.4820299144733,18.6121896336809,121,46,75,61.9834710743802,38.0165289256198,91,103,29.6628535753952,11.7997831248225,17.9223655716748,"51003"
"510030103003",31.3502828527631,9.72780201313954,15.5441041150613,2876,1215,1661,57.7538247566064,42.2461752433936,2098,2357,31.2500377488023,10.0992117321142,16.2642438423135,"51003"
"510030103004",36.541171920133,11.601773532194,21.4742041852167,101,47,54,53.4653465346535,46.5346534653465,71,81,34.1302000016326,10.9342426013462,17.9693627990967,"51003"
"510030103005",24.2619074582715,10.5374102374557,16.8745604098227,74,26,48,64.8648648648649,35.1351351351351,60,68,23.5545824351168,10.2840257632143,16.7625860768306,"51003"
"510030104011",21.6144117132528,10.3420651729953,12.089132296722,177,52,125,70.6214689265537,29.3785310734463,146,155,24.7640423646439,9.97934580903853,13.8777844043546,"51003"
"510030104012",17.6043596504782,11.4911545833636,14.2305290213064,131,33,98,74.8091603053435,25.1908396946565,105,119,24.085298729189,11.1991257583217,16.8723451515582,"51003"
"510030104013",45.5494696007531,13.6728914021893,26.7363589107669,732,399,333,45.4918032786885,54.5081967213115,451,552,39.1777329684929,13.1038514223475,22.838357378493,"51003"
"510030104021",23.6306298998529,13.2955487206561,19.2052455601494,371,149,222,59.8382749326146,40.1617250673854,292,341,25.4775998574867,13.3130404852094,19.5766439874521,"51003"
"510030104022",46.1354587197439,11.3377198574974,29.6805233254526,871,548,323,37.0838117106774,62.9161882893226,384,589,45.7825983712054,11.5458524051315,29.2884367000669,"51003"
"510030105001",17.1046190151599,11.0472667319088,11.5966243068982,42,13,29,69.0476190476191,30.952380952381,35,37,22.7619279040739,11.563276978144,13.9309839469908,"51003"
"510030105002",32.0163238976453,12.6632771503183,18.7832840811709,1411,667,744,52.7285613040397,47.2714386959603,1048,1180,32.0882561671778,12.747105962155,18.8310497829345,"51003"
"510030105003",32.5832368613846,12.6925129673166,18.4716936059507,5798,2577,3221,55.5536391859262,44.4463608140738,4308,4869,32.2677230203728,12.6854794190301,18.5096881928684,"51003"
"510030106011",29.7492383849576,9.61602361333039,14.9949372086991,771,298,473,61.348897535668,38.651102464332,583,642,30.0249884707348,10.0486919859114,15.224533349909,"51003"
"510030106012",37.8215936372477,9.43250333029221,14.6022924560388,1529,647,882,57.6847612818836,42.3152387181164,1094,1268,32.0745147050503,10.0515193979846,17.4880525225135,"51003"
"510030106013",28.1740686517122,9.75379890781759,15.880062201646,2290,978,1312,57.292576419214,42.707423580786,1653,1878,31.3351034216551,9.82316915563546,16.590176471708,"51003"
"510030106021",18.2784730741419,10.1142336106281,14.3293367146643,286,94,192,67.1328671328671,32.8671328671329,242,261,21.8535278130084,10.2748737054981,14.4882522150648,"51003"
"510030106022",33.1405238018208,10.3622390635384,20.5142427931258,60,27,33,55,45,44,52,29.6058353751586,11.3495401449533,21.323848218027,"51003"
"510030107001",34.7182132276533,10.4377432325718,17.3684116398734,1213,523,690,56.883759274526,43.116240725474,865,987,33.6473688948222,10.6297066953873,17.3009347548564,"51003"
"510030107002",33.6995191471883,10.0184890295864,17.5961663414694,1229,496,733,59.6419853539463,40.3580146460537,904,1027,31.8591497555709,10.2392354098597,16.8586466261783,"51003"
"510030107003",17.6698559980803,7.61329935141995,10.1459106887776,14027,3346,10681,76.1460041348827,23.8539958651173,11908,12609,20.5334321195082,8.00145845993333,11.2268868971342,"51003"
"510030108001",37.1826053633197,11.9802747477198,21.2248638900958,3294,1556,1738,52.762598664238,47.237401335762,2339,2714,32.7351348660779,11.5011160311866,19.2138635135503,"51003"
"510030108002",26.9279096556826,12.1431540098712,18.2530422345893,77,27,50,64.9350649350649,35.0649350649351,63,70,26.2833805659652,11.6120695626609,17.3151477187556,"51003"
"510030108003",16.6439179660336,11.9892742371599,14.9640919815281,87,36,51,58.6206896551724,41.3793103448276,75,79,21.5673772698181,11.1559563139619,14.1433950295718,"51003"
"510030108004",49.3678427971167,8.29917552379419,17.0604091309829,81,37,44,54.320987654321,45.679012345679,53,63,39.2766780149309,9.64213570772394,18.6467197501173,"51003"
"510030108005",30.0882855865516,10.7862184096125,15.5313111954967,324,123,201,62.037037037037,37.962962962963,248,275,30.3899771676695,11.3231720070336,16.8995419069989,"51003"
"510030109011",37.9003519056432,8.89006146200631,15.8343334873548,766,292,474,61.8798955613577,38.1201044386423,558,628,37.6008538892429,10.8539807307021,17.8223009221192,"51003"
"510030109012",36.6535205232346,8.66075739394175,17.1120287424616,36,13,23,63.8888888888889,36.1111111111111,27,29,32.7022935621751,9.61306880792747,16.2501246075131,"51003"
"510030109021",19.0870391618133,7.44424698247651,13.0272364614999,328,106,222,67.6829268292683,32.3170731707317,271,297,22.8424813348579,9.19066747181776,13.9345874544823,"51003"
"510030109022",32.0087264361677,10.9061400466553,19.8558006686683,270,142,128,47.4074074074074,52.5925925925926,188,222,32.0087264361677,10.9061400466553,19.8558006686683,"51003"
"510030109031",23.5377202365607,10.8505232047422,21.781780832209,45,14,31,68.8888888888889,31.1111111111111,37,42,19.7261475326538,9.89983647685688,16.519714437002,"51003"
"510030109032",36.0213598991839,7.38681445312128,17.9048422674858,298,146,152,51.006711409396,48.993288590604,189,224,38.3177345292064,8.02981340497243,18.4951211075374,"51003"
"510030110001",16.2651138672442,10.157720054035,11.9691990928536,478,92,386,80.7531380753138,19.2468619246862,430,457,16.7222023048542,10.2484352864844,13.422281249377,"51003"
"510030110002",19.5424887984864,10.3176481272233,13.9842592361021,1478,356,1122,75.9133964817321,24.0866035182679,1323,1399,17.9579647860188,11.0036119806296,13.6746521034117,"51003"
"510030110003",24.3728608982532,12.991181254747,16.9004397325124,277,72,205,74.0072202166065,25.9927797833935,239,257,24.0161595022241,12.6157693950571,16.1181918981933,"51003"
"510030110004",13.6652311256474,10.2918313851661,12.1268182453365,221,44,177,80.0904977375566,19.9095022624434,199,209,17.7693345346582,11.3639596687041,13.7745861822929,"51003"
"510030110005",23.0665243059175,11.1359570595478,11.6733763808194,91,26,65,71.4285714285714,28.5714285714286,74,74,25.2692103936558,10.7881258872186,12.0272194941574,"51003"
"510030111001",21.5011780104041,11.7874395772595,14.9220174097924,358,115,243,67.877094972067,32.122905027933,309,330,21.5182600076435,11.6208862291096,14.9070697111143,"51003"
"510030111002",23.1345653662545,12.5582879747345,15.407340610449,306,91,215,70.2614379084967,29.7385620915033,274,286,21.4229683134144,11.8919366608229,14.2181822246078,"51003"
"510030111003",26.1207655824206,11.4145483143809,13.7761003079541,316,106,210,66.4556962025316,33.5443037974684,272,284,23.8975321646362,11.4240873187149,13.9488654027205,"51003"
"510030111004",19.0340046722005,12.641725047152,14.5845792815007,438,152,286,65.296803652968,34.703196347032,391,407,21.579477412908,12.5807521153296,14.5644504717936,"51003"
"510030111005",25.9879582972371,12.7883822816008,16.0689176053447,94,29,65,69.1489361702128,30.8510638297872,81,89,21.7913496543071,12.3309788845727,16.7642149185222,"51003"
"510030112011",13.6795333475387,11.8509968096722,13.6640463788134,130,29,101,77.6923076923077,22.3076923076923,120,127,17.68739932207,11.685117240067,14.9100291306898,"51003"
"510030112012",18.5255819672747,14.0023848322439,13.351709295764,135,33,102,75.5555555555556,24.4444444444444,123,122,21.4217642724258,12.53425714756,12.8775504450802,"51003"
"510030112013",15.6531080917647,12.2093331743839,13.6658916865936,578,149,429,74.2214532871972,25.7785467128028,517,531,19.7887845490773,12.1926048478325,14.0333011280842,"51003"
"510030112021",22.4822980181997,11.7746153257969,15.4401647972954,714,303,411,57.563025210084,42.436974789916,504,582,36.433446257064,12.0722779449991,19.4844758593995,"51003"
"510030112022",25.8315953409779,14.6591284135497,18.3585983131501,174,61,113,64.9425287356322,35.0574712643678,142,162,26.7160297570826,14.205000765973,20.3307882559383,"51003"
"510030113011",37.9084509857128,8.15985055689637,13.4932652458489,76,32,44,57.8947368421053,42.1052631578947,53,57,35.9255829518773,8.6842587078663,13.4194607522996,"51003"
"510030113012",15.9030230365264,8.62121480822388,12.2590076838724,488,122,366,75,25,416,444,20.0409747802629,8.84517114174363,12.802391044104,"51003"
"510030113013",14.9012247650796,7.58642441752724,10.983302456447,135,32,103,76.2962962962963,23.7037037037037,116,127,18.1855539908018,8.6472425951417,12.9191242331742,"51003"
"510030113014",23.0682314407536,10.564446763902,15.1321554770528,459,149,310,67.5381263616558,32.4618736383442,363,406,25.5972492860495,10.335347786611,16.3572568663943,"51003"
"510030113021",14.4164680533568,10.4892691060979,13.1167045922425,409,99,310,75.7946210268949,24.2053789731051,352,377,20.884651464127,10.4565064503875,14.5125015192599,"51003"
"510030113022",14.654685659147,10.4929409069227,12.3854435276179,1064,196,868,81.5789473684211,18.4210526315789,992,1038,14.697791236668,10.3172862174522,12.5536923885838,"51003"
"510030113031",22.1014171730478,10.5773121241279,15.5271627565077,1298,490,808,62.2496147919877,37.7503852080123,1020,1141,26.6841872097554,10.6916301354459,16.4986679958856,"51003"
"510030113032",21.7323513486711,10.2773036496055,15.1024140435136,1339,495,844,63.0321135175504,36.9678864824496,1060,1192,26.3938756705648,11.0231927900247,16.6553426830655,"51003"
"510030114001",21.5093257899248,12.8561934940408,16.4646882162613,177,71,106,59.8870056497175,40.1129943502825,143,158,25.2292183359185,12.6183383006901,17.8711794898519,"51003"
"510030114002",16.2233154809831,10.8734540624528,10.8734540624528,208,72,136,65.3846153846154,34.6153846153846,179,189,20.8780808195582,9.84396788089593,12.469985138165,"51003"
"510030114003",17.88906371597,10.9560636171275,10.9560636171275,92,21,71,77.1739130434783,22.8260869565217,85,89,19.0156223020566,11.6344016919516,13.7907910419656,"51003"
"510030114004",16.8777830382874,13.1112628258675,15.345868025222,33,7,26,78.7878787878788,21.2121212121212,29,32,20.2100788623082,11.1784944625257,17.9532420539209,"51003"
"510650201011",19.1437433695222,10.4604071397325,12.4433337007321,2106,701,1405,66.7141500474834,33.2858499525166,1707,1872,21.749095690535,10.9919014628113,15.1836028562706,"51065"
"510650201012",20.5404299572724,12.8529081355322,17.9066737072846,157,51,106,67.515923566879,32.484076433121,122,144,26.2970402886548,12.8113151515072,20.3873903572902,"51065"
"510650201013",19.7215599230856,8.88457165269737,15.8376239607614,82,29,53,64.6341463414634,35.3658536585366,69,73,20.3075668685976,10.7346865114561,13.7435092861387,"51065"
"510650201021",15.1252350835796,5.75348450128327,9.76200832429538,353,75,278,78.7535410764873,21.2464589235127,304,327,18.1948658441216,7.22872650445739,11.3673657144896,"51065"
"510650201022",9.85223519337002,6.03806989007635,9.85223519337002,131,19,112,85.4961832061069,14.5038167938931,116,123,14.8986240108498,6.36816279248841,9.30791640219674,"51065"
"510650201023",35.6831910695378,10.0499307624228,20.1294403887776,341,121,220,64.5161290322581,35.4838709677419,254,300,30.1581985788815,8.82649302016941,16.8992964042254,"51065"
"510650202001",35.1777419522975,12.3216541824301,25.3180068572644,173,63,110,63.5838150289017,36.4161849710983,129,153,32.5698676369206,12.730482412991,22.4444826267187,"51065"
"510650202002",33.1298141751232,13.9678924600214,26.2099851286404,70,37,33,47.1428571428571,52.8571428571429,51,60,35.6642093398405,13.1145707163569,21.1786702043495,"51065"
"510650202003",24.000391008489,10.7702550749942,15.3581391954772,253,98,155,61.2648221343874,38.7351778656126,206,227,23.889844464829,10.3295633449351,15.5369989940505,"51065"
"510650202004",24.7982152254703,9.31455335856275,15.0207612468209,215,99,116,53.953488372093,46.046511627907,173,188,25.1055509266341,9.19187763854632,13.7117230516963,"51065"
"510650203001",17.4523608708963,8.164257102545,14.7915829266697,243,78,165,67.9012345679012,32.0987654320988,206,228,18.8886917265,8.62402782641838,14.4412973978622,"51065"
"510650203002",12.2198827364493,8.27527073777128,12.2198827364493,101,22,79,78.2178217821782,21.7821782178218,93,101,12.968549463911,9.04701785855937,12.968549463911,"51065"
"510650203003",13.1713024077979,7.25293229585255,11.4645742116963,27,7,20,74.0740740740741,25.9259259259259,24,26,13.397427453698,7.52450899901379,11.6976504143897,"51065"
"510790301011",7.54436077718833,7.54436077718833,7.54436077718833,101,33,68,67.3267326732673,32.6732673267327,99,100,9.36207025645054,8.37895957419891,8.75469673842252,"51079"
"510790301012",10.4573755356556,7.37218090478679,8.28558233582891,1092,315,777,71.1538461538462,28.8461538461538,1007,1048,12.2528771187537,7.76809875389865,9.74868886498028,"51079"
"510790301021",23.8501744150473,10.6147968123879,15.7076341843125,146,47,99,67.8082191780822,32.1917808219178,123,131,21.5784958598732,10.8408402542469,14.8958605332054,"51079"
"510790301022",11.2280609823595,8.3787143648679,8.3787143648679,27,4,23,85.1851851851852,14.8148148148148,25,25,14.1253836920833,7.02572707131228,7.02572707131228,"51079"
"510790301023",23.6121996542467,12.9256466962363,19.0582952032535,100,41,59,59,41,86,91,20.4838044063707,10.3879665510601,15.0035868206688,"51079"
"510790301024",8.67403858352105,8.16110931466566,8.67403858352105,63,11,52,82.5396825396825,17.4603174603175,60,62,10.8835568996966,7.08919957546535,8.68600323296693,"51079"
"510790302001",26.0052821227335,9.82267960345428,16.7663990151875,514,234,280,54.4747081712062,45.5252918287938,391,452,27.1329120195984,10.2516390460366,16.8682223616327,"51079"
"510790302002",21.0344599315927,9.66955952293452,13.8871609742397,167,79,88,52.6946107784431,47.3053892215569,129,137,26.526733266751,10.3488222760874,13.2625260813185,"51079"
"510790302003",46.5273789731346,14.5262297476641,28.4976462373463,634,393,241,38.01261829653,61.98738170347,406,500,37.1296454566026,12.8676232278158,22.6147484800312,"51079"
"510790302004",31.3529933084775,11.6735282803691,18.4094110957018,512,279,233,45.5078125,54.4921875,373,428,31.8089767016833,11.468455343502,18.0164679806227,"51079"
"511099501001",31.3720130233508,10.5851801844287,15.3620230593918,215,114,101,46.9767441860465,53.0232558139535,154,155,39.7770254425848,11.9716601280734,18.678374051844,"51109"
"511099501002",43.0293129157095,18.3744788738945,27.850796983019,1785,1387,398,22.296918767507,77.703081232493,1239,1142,43.2684247802807,17.6756295286589,26.3657395090317,"51109"
"511099501003",19.7375583502975,14.1828321751631,19.4247521294356,55,30,25,45.4545454545455,54.5454545454545,44,45,29.5701943085113,12.6371926905085,19.7159378797449,"51109"
"511099501004",19.0144579221457,13.8320301023568,17.4573332817405,68,28,40,58.8235294117647,41.1764705882353,60,60,23.4899554099166,14.2336327671476,16.9020872355691,"51109"
"511099502011",35.2390992110423,16.028050943707,22.700975000668,504,237,267,52.9761904761905,47.0238095238095,382,412,30.3932250335388,15.2172456711039,21.4501763709429,"51109"
"511099502012",24.6845507964177,15.6985804987627,22.5391473808266,138,64,74,53.6231884057971,46.3768115942029,109,118,26.3190130604547,15.4696128273724,20.8556388295301,"51109"
"511099502013",24.3634312493705,13.9954776706918,18.2538185447942,1492,596,896,60.0536193029491,39.9463806970509,1240,1298,24.9001524548659,13.9965044982097,18.0084774053758,"51109"
"511099502021",17.3503254765887,11.2449049537824,13.6140106066808,366,141,225,61.4754098360656,38.5245901639344,324,335,18.3272510696695,11.4371298087845,15.0277449095502,"51109"
"511099502022",14.290457268313,12.3553233672809,13.1361881350298,912,190,722,79.1666666666667,20.8333333333333,869,881,14.7042471356343,12.2645961134967,13.3784652524874,"51109"
"511099503001",23.9603146475223,15.9998073704618,19.6143660978188,587,229,358,60.9880749574106,39.0119250425894,498,544,25.4091856353095,16.1739642748508,20.7159980793189,"51109"
"511099503002",47.9716564722451,13.3191074035745,21.6116863741964,548,295,253,46.1678832116788,53.8321167883212,354,421,40.7642340406186,13.9196396741573,21.885985289461,"51109"
"511099503003",52.4181068271897,16.6212266243979,34.5222097010221,2339,1690,649,27.7469003847798,72.2530996152202,1074,1591,48.4370632940501,15.4173718191776,30.5196606095003,"51109"
"511099504001",36.9348004152883,13.6404957216311,25.5541066006227,136,51,85,62.5,37.5,91,122,33.8064924960973,12.0376128109799,24.9161730050753,"51109"
"511099504002",26.5461407046474,12.2423774544974,16.8700461180036,78,31,47,60.2564102564103,39.7435897435897,61,68,35.5636299991319,14.2772274238648,20.1201761584917,"51109"
"511099505001",13.0023561410494,11.3336490026129,10.6246940780312,69,21,48,69.5652173913043,30.4347826086957,65,60,12.7740598682609,10.6544389893213,10.120489447567,"51109"
"511099505002",18.3805528765098,10.6596806281522,13.5783406953974,209,95,114,54.5454545454545,45.4545454545455,180,173,20.2687055978454,10.4687469578421,13.9243336980337,"51109"
"511099505003",14.4510899794315,10.2179817226787,11.2682739806981,190,97,93,48.9473684210526,51.0526315789474,162,159,19.0727847460586,11.0222213553748,13.011114722892,"51109"
"511259501001",12.9974498214811,12.7536378329128,12.7536378329128,82,22,60,73.1707317073171,26.8292682926829,75,77,20.4643371105813,12.1074062547327,14.458997297647,"51125"
"511259501002",16.5266254641138,11.2913402322128,12.8748071437252,838,268,570,68.019093078759,31.980906921241,783,803,16.7678924556389,11.3229615857875,12.7848076482151,"51125"
"511259501003",24.9186613357298,13.4400798560819,17.2200383601587,183,61,122,66.6666666666667,33.3333333333333,159,168,24.5996996324722,12.0638101606758,15.3993072502979,"51125"
"511259501004",18.7095184972473,10.817782112433,16.2023636163461,67,21,46,68.6567164179104,31.3432835820896,57,60,26.5417716702412,12.1406638383209,16.3075506263623,"51125"
"511259502001",15.8794605478075,9.41091376204721,13.7749679782139,104,48,56,53.8461538461538,46.1538461538462,98,103,15.3364157340506,10.5507663722415,13.7578820187839,"51125"
"511259502002",18.7631216325893,11.2162068257407,13.263583452972,477,189,288,60.377358490566,39.622641509434,449,458,17.3603641384324,11.1985470871921,12.7286011110625,"51125"
"511259502003",20.8039750157395,11.2547256120969,13.70101859278,353,143,210,59.4900849858357,40.5099150141643,321,336,20.1211633557519,11.14795353123,14.457461582361,"51125"
"511259502004",15.0360379442903,11.7806319265693,13.2096675866806,377,135,242,64.1909814323607,35.8090185676393,350,362,16.5497081931933,11.2341010020528,13.2965634470701,"51125"
"511259503001",24.3138753411423,12.2203731993085,16.3748834693579,415,206,209,50.3614457831325,49.6385542168675,341,367,26.8907423020245,12.4387659991615,16.5118177335347,"51125"
"511259503002",20.9753040814641,11.1798510871543,16.1257153987375,158,58,100,63.2911392405063,36.7088607594937,139,146,18.4484015642046,10.2996846298238,13.280764254139,"51125"
"511259503003",11.4911614042274,10.3115769948857,11.4911614042274,171,62,109,63.7426900584795,36.2573099415205,165,165,12.9725908961883,10.3463592240478,11.2012649305331,"51125"
"511259503004",19.4756651484987,12.3232357958353,16.0499263761434,466,230,236,50.6437768240343,49.3562231759657,422,437,18.7183212398731,12.2047678628215,15.2448122166782,"51125"
"515400002011",25.1125395299614,9.58923597638064,12.32430129748,538,170,368,68.4014869888476,31.5985130111524,428,473,24.6158550853122,9.20286424530453,14.1178000694267,"51540"
"515400002012",19.8569267424317,6.71285236666634,10.3483304698742,663,150,513,77.3755656108597,22.6244343891403,566,601,20.5873092052545,7.3344455924667,11.2291236999725,"51540"
"515400002013",23.9017637692746,6.60339752318975,6.60339752318975,9,2,7,77.7777777777778,22.2222222222222,8,8,22.5371405899512,7.23049222721158,7.23049222721158,"51540"
"515400002021",19.7387771833657,7.79405872766479,10.6669874894648,792,204,588,74.2424242424242,25.7575757575758,667,707,21.6282666103364,7.94458075931221,11.2688565083986,"51540"
"515400002022",39.1497569881516,7.12048711753766,13.7178213878031,508,202,306,60.2362204724409,39.7637795275591,353,384,34.1741908937147,7.38590474233093,12.8165661291398,"51540"
"515400002023",34.2826662254309,7.23257552473578,12.2500945588276,694,251,443,63.8328530259366,36.1671469740634,500,543,31.5191469276071,7.14495199508408,12.2780890763749,"51540"
"515400003021",24.231670275455,9.31799799954782,13.6345867089924,2368,838,1530,64.6114864864865,35.3885135135135,1907,2071,23.541269340475,9.85434561442811,14.1130095347353,"51540"
"515400003022",21.7301765821005,11.1756166609519,16.8325284190207,246,84,162,65.8536585365854,34.1463414634146,203,222,21.7239284439149,11.1782401999297,15.7825594476196,"51540"
