"blkgroup","medc_allworkersblkgr","medc_livewithin40blkgr","medc_25_resblkgr","workersInblkgr","liveoutsideCvilleblkgr","liveinsideCvilleblkgr","perc_workers_liveinCvilleblkgr","perc_workers_liveoutsideCvilleblkgr","workersw40blkgr","workers25blkgr","avgc_allworkersblkgr","avgc_livewithin40blkgr","avgc_25_resblkgr","county"
"515400004011",28.7741822769048,8.5718637693252,14.7990743388223,430,169,261,60.6976744186046,39.3023255813954,329,370,28.7724787079155,9.01142856319829,16.1292937148811,"51540"
"515400004012",36.6689399817939,10.8451721151087,16.6002375087385,164,77,87,53.0487804878049,46.9512195121951,112,126,36.2596690307435,9.18356079558484,16.7133874597422,"51540"
"515400004021",20.5181277149695,10.1728304812228,14.2888765431526,395,105,290,73.4177215189873,26.5822784810127,330,369,21.5483492576253,10.0359976573214,14.2688619684633,"51540"
"515400004022",20.5568512029942,8.99970486834724,15.5940292236848,424,174,250,58.9622641509434,41.0377358490566,303,353,34.9597635400526,9.18723067743185,17.4435308539817,"51540"
"515400004023",19.2240707908857,9.91201453239886,14.9496518407857,1115,330,785,70.4035874439462,29.5964125560538,969,1068,18.8793024163993,10.3764980037746,15.0777733509214,"51540"
"515400004024",16.5654750382485,7.62538268765006,10.6801901754612,48,10,38,79.1666666666667,20.8333333333333,42,46,18.0842578786569,9.08641564620041,14.0188600558251,"51540"
"515400005011",21.964916239299,6.06197350473914,6.55613558579799,96,24,72,75,25,80,83,21.6926568810945,6.57032433623157,8.84354673570407,"51540"
"515400005012",20.962747588793,8.88079824726269,15.1371098517528,143,52,91,63.6363636363636,36.3636363636364,120,135,20.5252956016743,9.15874541579354,15.2778749936831,"51540"
"515400005013",12.2945804519793,4.16554109557945,12.2945804519793,11,2,9,81.8181818181818,18.1818181818182,10,11,10.341911789865,3.64341343853373,10.341911789865,"51540"
"515400005021",35.9596843403559,8.9514521878122,19.9481168818409,54,33,21,38.8888888888889,61.1111111111111,31,46,45.7094065955488,11.8059379739259,30.8683694358832,"51540"
"515400005022",8.23166583407689,7.41044127201616,8.23166583407689,41,8,33,80.4878048780488,19.5121951219512,36,41,13.3122509906981,6.81604473864264,13.3122509906981,"51540"
"515400005023",25.0949890799351,8.48978236519592,14.2682585224943,120,36,84,70,30,95,108,24.8867468373548,8.98412330799776,16.6433133871593,"51540"
"515400005024",20.7019490476756,10.6125640156679,10.6855383846176,18,5,13,72.2222222222222,27.7777777777778,16,17,19.2045608768548,8.98916458834795,15.3776803528362,"51540"
"515400005025",33.1239717717993,13.1739699112164,22.1178549010992,245,117,128,52.2448979591837,47.7551020408163,188,214,27.8075645736315,12.3338865671014,19.1384075286052,"51540"
"515400006001",18.0104626243587,10.7376749718491,14.8842488845924,8661,2321,6340,73.2017088096063,26.7982911903937,7610,8330,17.6252631294957,10.3815952859577,14.4984861658333,"51540"
"515400006002",26.2592120500765,11.8417961393629,16.6191491300107,204,70,134,65.6862745098039,34.3137254901961,164,182,25.0350474812553,11.0092794398166,15.9161107567618,"51540"
"515400007001",12.6725227043739,6.12896670905071,7.98445610944416,912,140,772,84.6491228070175,15.3508771929825,830,859,13.3411676567017,6.0492295897703,7.99941588823588,"51540"
"515400007002",36.3650493775807,9.55803849465141,17.6048202085065,488,209,279,57.172131147541,42.827868852459,342,391,33.0095312602738,9.77768703782468,17.0551658646678,"51540"
"515400007003",41.6593653202297,9.7618557184499,17.4339784008223,1671,793,878,52.5433871932974,47.4566128067026,1087,1256,38.5152771402582,9.77592174149483,17.9974002526727,"51540"
"515400007004",27.585051114842,8.99231437359204,14.2017888154351,668,232,436,65.2694610778443,34.7305389221557,508,562,28.9162334765798,8.87472196442769,14.2508628962323,"51540"
"515400008001",25.8490855336241,17.0101557710136,19.904050625687,21,8,13,61.9047619047619,38.0952380952381,17,20,25.641627840086,14.7755553484653,22.0642340106468,"51540"
"515400008002",4.67174958025222,3.49638337526637,4.67174958025222,9,2,7,77.7777777777778,22.2222222222222,8,9,10.9305503372975,3.42300102565808,10.9305503372975,"51540"
"515400008003",44.5932004551619,8.33627279031345,8.33627279031345,16,7,9,56.25,43.75,14,14,37.9617749410577,13.4588173915225,13.4588173915225,"51540"
"515400008004",32.3656234357503,10.8500267667403,18.4586553423715,2727,1228,1499,54.968830216355,45.031169783645,1919,2214,32.7098609188902,10.6653119867243,18.3822280002918,"51540"
"515400009001",21.5042759513273,10.4498404859243,13.5895422013629,408,163,245,60.0490196078431,39.9509803921569,308,345,30.3218137605304,10.3324842950093,16.0137908321842,"51540"
"515400009002",29.489009600905,7.62348481005812,13.9383665193948,540,210,330,61.1111111111111,38.8888888888889,395,443,29.0029321574149,7.59478914650495,13.5870710792041,"51540"
"515400010001",30.4219378678387,7.75641717771297,12.5948686438455,9821,3175,6646,67.6713165665411,32.3286834334589,7522,8183,31.0670506446587,8.00210639908647,13.1426538857638,"51540"
"515400010002",14.8903948728509,8.97563036109375,10.925643160763,3500,808,2692,76.9142857142857,23.0857142857143,3044,3226,19.6921654977024,8.88872412835862,12.0605604740623,"51540"
"515400010003",30.1423011643321,8.0158205983558,13.8567511530176,726,220,506,69.6969696969697,30.3030303030303,567,617,29.2929206459854,7.94520872148542,13.5109329907964,"51540"
