OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,TRACT,TRACTFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXPB,DRGT_EXPP,DRGT_EXPPE,DRGT_EXPA,DRGT_EXPT,DRGT_HLRB,DRGT_HLRP,DRGT_HLRA,DRGT_HLRR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPT,HRCN_HLRB,HRCN_HLRP,HRCN_HLRR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,SWND_EVNTS,SWND_AFREQ,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,NRI_VER
47346,T51065020101,Virginia,VA,51,Fluvanna,County,065,51065,020101,51065020101,5571,551401000,1000124.0178836874,43.21722697929997,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,126,7,NA,NA,NA,611186.8998178091,611186.8998178091,NA,NA,0.003197016827632,Very High,8,0.658978583,551400512.923741,5570.996819090683,41225376461.27106,41776776974.1948,1.169e-12,3.97179186e-7,Very Low,6,0.065824905750703,550733910.4082843,5564.072557943038,41174136928.77849,41724870839.186775,1.62759095466e-4,1.432475846e-6,Very Low,3,0.136363636,1649205.914788535,11.836097981657076,87587125.06426236,50281.879358778,89286612.85840967,2.25157910495e-4,4.0034745846e-5,0.009312590251987,Very Low,369,11.53125,551401000,5571,41225400000,1000124.0178836873,41777801124.01788,8.246272455e-6,2.88967465e-7,1.96043189889e-4,Very Low,October 2020
47471,T51065020300,Virginia,VA,51,Fluvanna,County,065,51065,020300,51065020300,5311,530703000,2454071.573327004,101.604572581786,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,154,8.555555555,NA,NA,NA,2096304.6178009294,2096304.6178009294,NA,NA,0.003197016827632,Very High,8,0.658978583,530702957.0753446,5310.999809359631,39301398589.26127,39832101546.33662,1.169e-12,3.97179186e-7,Very Low,7,0.065896796417623,530380270.43017125,5307.788352549456,39277633808.86598,39808014079.29615,1.62759095466e-4,1.432475846e-6,Very Low,3,0.136363636,3600533.9899170413,35.576304129849916,263264650.5608894,168074.20055911093,267033258.75136554,2.25157910495e-4,4.0034745846e-5,0.009312590251987,Very Low,368,11.528246587664366,530703000,5311,39301400000,2454071.5733270044,39834557071.573326,8.246272455e-6,2.88967465e-7,1.96043189889e-4,Very Low,October 2020
48413,T51003010201,Virginia,VA,51,Albemarle,County,003,51003,010201,51003010201,4664,589443000,998608.429077633,27.013697858870007,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,70,3.888888888,NA,NA,NA,898747.5861698696,898747.5861698696,NA,NA,0.003222721593883,Very High,6,0.494233937,589442850.5857284,4663.998141472578,34513586246.89708,35103029097.48281,1.169e-12,1.05870116e-7,Very Low,9,0.070463403441951,589442850.5857284,4663.998141472578,34513586246.89708,35103029097.48281,1.62759095466e-4,1.432475846e-6,Very Low,59,2.681818181,14450941.142284216,102.66697761370716,759735634.3414329,44928.67651145963,774231504.1602286,4.212615319e-5,9.587985825e-6,0.011180958695048,Very Low,390,12.209496930535488,589443000,4664,34513600000,998608.4290776331,35104041608.42908,2.383242596e-6,3.39560824e-7,3.13207755948e-4,Very Low,October 2020
48503,T51079030102,Virginia,VA,51,Greene,County,079,51079,030102,51079030102,5393,569304000,2592134.2807866237,63.871860033451966,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,70,3.888888888,NA,NA,NA,2592134.2807866237,2592134.2807866237,NA,NA,0.004763244767691,Very High,6,0.394778902385167,546678925.7392299,5230.999538008095,38709396581.2599,39256075506.99913,1.169e-12,5.350162e-7,Relatively Low,9,0.071808988091676,569303922.7738645,5392.9995009484655,39908196307.01865,40477500229.79251,1.62759095466e-4,1.599039024e-6,Very Low,37,1.681818181,3620317.4525643126,36.554254547387856,270501483.6506702,85771.03542342733,274207572.13865787,0.002905738123433,4.040049986e-6,0.00974192730972,Very Low,396,12.406250000000002,569304000,5393,39908200000,2592134.280786625,40480096134.280785,7.876500003e-6,2.93942923e-7,2.84351616215e-4,Very Low,October 2020
48508,T51003010800,Virginia,VA,51,Albemarle,County,003,51003,010800,51003010800,5325,707799000,125364.62400861268,5.304250357002,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,77,4.277777777,NA,NA,NA,125364.62400861268,125364.62400861268,NA,NA,0.003222721593883,Very High,6,0.494233937,707799000,5325,39405000000,40112799000,1.169e-12,1.05870116e-7,Very Low,9,0.065824905750703,704074505.1181805,5312.927738654577,39315665266.04387,40019739771.16205,1.62759095466e-4,1.432475846e-6,Very Low,59,2.681818181,699096.0036844261,5.62924608123043,41656421.001105174,488.6130636246078,42356005.617853224,4.212615319e-5,9.587985825e-6,0.011180958695048,Very Low,368,11.531249999999996,707799000,5325,39405000000,125364.62400861265,40112924364.62401,2.383242596e-6,3.39560824e-7,3.13207755948e-4,Very Low,October 2020
48509,T51003011000,Virginia,VA,51,Albemarle,County,003,51003,011000,51003011000,6292,1265188000,1252749.7725420012,29.301436379106008,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,77,4.277777777,NA,NA,NA,1138863.4295836375,1138863.4295836375,NA,NA,0.003222721593883,Very High,6,0.494233937,1265187009.0107918,6291.996404795327,46560773395.48542,47825960404.496216,1.169e-12,1.05870116e-7,Very Low,9,0.065824905750703,1265128624.948129,6291.647635006419,46558192499.04749,47823321123.99562,1.62759095466e-4,1.432475846e-6,Very Low,59,2.681818181,24200819.307005316,120.72173260845436,893340821.3025622,86212.03767113657,917627852.6472386,4.212615319e-5,9.587985825e-6,0.011180958695048,Very Low,369,11.531250000000014,1265188000,6292,46560800000,1252749.7725420012,47827240749.772545,2.383242596e-6,3.39560824e-7,3.13207755948e-4,Very Low,October 2020
48904,T51003011302,Virginia,VA,51,Albemarle,County,003,51003,011302,51003011302,3765,256617000,926.8035770067767,1.149504418808,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,91,5.055555555,NA,NA,NA,926.8035770067767,926.8035770067767,NA,NA,0.003222721593883,Very High,6,0.494233937,256617000,3765,27861000000,28117617000,1.169e-12,1.05870116e-7,Very Low,9,0.065824905750703,256617000,3765,27861000000,28117617000,1.62759095466e-4,1.432475846e-6,Very Low,59,2.681818181,1697457.6536517604,26.046386055725325,192743256.8123674,259.2300915945572,194440973.69611079,4.212615319e-5,9.587985825e-6,0.011180958695048,Very Low,369,11.53125,256617000,3765,27861000000,926.8035770067764,28117617926.803577,2.383242596e-6,3.39560824e-7,3.13207755948e-4,Very Low,October 2020
48905,T51003011303,Virginia,VA,51,Albemarle,County,003,51003,011303,51003011303,3738,433514000,37396.80283081113,2.221350211846,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,91,5.055555555,NA,NA,NA,37396.80283081113,37396.80283081113,NA,NA,0.003222721593883,Very High,6,0.494233937,433514000,3738,27661200000,28094714000,1.169e-12,1.05870116e-7,Very Low,9,0.065824905750703,432446652.31367284,3729.661898736011,27599498050.646484,28031944702.960155,1.62759095466e-4,1.432475846e-6,Very Low,59,2.681818181,4525869.329309985,26.319140037800537,194761636.27972397,1249.0987529106822,199288754.70778686,4.212615319e-5,9.587985825e-6,0.011180958695048,Very Low,368,11.531249999999998,433514000,3738,27661200000,37396.80283081113,28094751396.80283,2.383242596e-6,3.39560824e-7,3.13207755948e-4,Very Low,October 2020
48914,T51079030200,Virginia,VA,51,Greene,County,079,51079,030200,51079030200,9145,930017000,2116843.926430797,34.119930265499995,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,63,3.5,NA,NA,NA,1646434.1650017314,1646434.1650017314,NA,NA,0.004763244767691,Very High,12,0.495703218044361,928821089.8344392,9131.140317518702,67570438349.638405,68499259439.47285,1.169e-12,5.350162e-7,Relatively Low,9,0.071808988091676,929748530.8880057,9141.458362293204,67646791880.9697,68576540411.85771,1.62759095466e-4,1.599039024e-6,Very Low,37,1.681818181,180999.0124180062,2.303512920873986,17045995.614467494,99728.79107216738,17326723.417957667,0.002905738123433,4.040049986e-6,0.00974192730972,Very Low,397,12.40625,930017000,9145,67673000000,2116843.9264307967,68605133843.92643,7.876500003e-6,2.93942923e-7,2.84351616215e-4,Very Low,October 2020
53993,T51065020102,Virginia,VA,51,Fluvanna,County,065,51065,020102,51065020102,9341,1352245000,65779.18763956157,8.510916270462001,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,105,5.833333333,NA,NA,NA,52623.350111649255,52623.350111649255,NA,NA,0.003197016827632,Very High,8,0.658978583,1352244989.5137959,9340.999931011815,69123399489.48743,70475644479.00122,1.169e-12,3.97179186e-7,Very Low,6,0.065824905750703,1349737674.0249345,9320.811472195757,68974004894.24861,70323742568.27354,1.62759095466e-4,1.432475846e-6,Very Low,3,0.136363636,604070.6033887363,4.934769214829265,36517292.18973656,3181.503642172653,37124544.296767466,2.25157910495e-4,4.0034745846e-5,0.009312590251987,Very Low,369,11.531250000000002,1352245000,9341,69123400000,65779.18763956155,70475710779.18764,8.246272455e-6,2.88967465e-7,1.96043189889e-4,Very Low,October 2020
56067,T51125950100,Virginia,VA,51,Nelson,County,125,51125,950100,51125950100,5696,659239000,8841211.09870548,195.18340273580012,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,154,8.555555555,NA,NA,NA,8841211.09870548,8841211.09870548,NA,NA,0.001647768690088,Relatively Moderate,5,0.411860060346739,659238938.8580962,5695.999385065058,42150395449.48143,42809634388.33952,1.189e-12,4.05211287e-7,Very Low,8,0.066225363140868,658926875.1932387,5694.352147667998,42138205892.74319,42797132767.936424,1.62759095466e-4,1.432475846e-6,Very Low,44,2,40036228.78998466,262.4667031505386,1942253603.3139856,1212940.3426765979,1983502772.446647,3.79931160657e-4,4.0034745846e-5,0.001053870185073,Very Low,363,11.366875133356501,659239000,5696,42150400000,8841211.098705476,42818480211.09871,1.071730145e-5,3.4353209e-7,3.78734814352e-4,Very Low,October 2020
56720,T51003010202,Virginia,VA,51,Albemarle,County,003,51003,010202,51003010202,3077,617744000,1398073.0841907565,22.37889277118001,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,70,3.888888888,NA,NA,NA,1258265.7757716808,1258265.7757716808,NA,NA,0.003222721593883,Very High,6,0.494233937,617743603.1821655,3076.9982121843236,22769786770.163994,23387530373.34616,1.169e-12,1.05870116e-7,Very Low,9,0.065930396832805,617743603.1821655,3076.9982121843236,22769786770.163994,23387530373.34616,1.62759095466e-4,1.432475846e-6,Very Low,59,2.681818181,5116081.272095604,23.423856192341336,173336535.8233259,27212.60898730914,178479829.7044088,4.212615319e-5,9.587985825e-6,0.011180958695048,Very Low,369,11.546675037888264,617744000,3077,22769800000,1398073.0841907572,23388942073.08419,2.383242596e-6,3.39560824e-7,3.13207755948e-4,Very Low,October 2020
