"BlockCode","Blkgr","tract","resproviders","bb253_num","bb253_per","bbmin_dl","bbmax_dl","bbmin_up","bbmax_up","avgMaxAdDown","avgMaxAdUp"
"510030101001067","510030101001","51003010100",6,4,66.7,2,100,0.064,10,39,3.394
"510030101001068","510030101001","51003010100",6,4,66.7,2,100,0.064,10,39,3.394
"510030101001069","510030101001","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101001070","510030101001","51003010100",6,4,66.7,2,100,0.064,10,42.3333333333333,3.394
"510030101001071","510030101001","51003010100",6,4,66.7,2,100,0.064,10,42.3333333333333,3.394
"510030101001072","510030101001","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101001073","510030101001","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101001074","510030101001","51003010100",7,5,71.4,2,987,0.064,35,174.428571428571,7.90914285714286
"510030101001075","510030101001","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101001076","510030101001","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101001077","510030101001","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101001078","510030101001","51003010100",6,3,50,2,987,0.064,35,189.333333333333,7.31066666666667
"510030101001079","510030101001","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101001080","510030101001","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101001081","510030101001","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101001082","510030101001","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101001083","510030101001","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101001084","510030101001","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002000","510030101002","51003010100",7,4,57.1,2,100,0.064,5,32,2.302
"510030101002001","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002002","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002003","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002004","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002005","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002006","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002007","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002008","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002009","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002010","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002011","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002012","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002013","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002014","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002015","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002016","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002017","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002018","510030101002","51003010100",4,3,75,2,100,1.3,3,38,2.575
"510030101002019","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002020","510030101002","51003010100",4,3,75,2,100,1.3,3,38,2.575
"510030101002021","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002022","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002023","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002024","510030101002","51003010100",6,3,50,2,100,0.064,10,39.8333333333333,3.019
"510030101002025","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002026","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002027","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002028","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002029","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002030","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002031","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002032","510030101002","51003010100",4,3,75,2,100,1.3,5,46.75,3.075
"510030101002033","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002034","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002035","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002036","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002037","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002038","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002039","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002040","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002041","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002042","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002043","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002044","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002045","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002046","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002047","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002048","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002049","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002050","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002051","510030101002","51003010100",6,4,66.7,2,100,0.064,5,35.6666666666667,2.56066666666667
"510030101002052","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002053","510030101002","51003010100",5,2,40,2,100,0.064,3,27.8,1.6728
"510030101002054","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002055","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002056","510030101002","51003010100",8,5,62.5,2,987,0.064,35,156.375,7.108
"510030101002057","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002058","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002059","510030101002","51003010100",6,3,50,2,100,0.064,3,26.1666666666667,1.81066666666667
"510030101002060","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002061","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002062","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002063","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002064","510030101002","51003010100",6,4,66.7,2,100,0.064,3,32.3333333333333,2.22733333333333
"510030101002065","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002066","510030101002","51003010100",5,2,40,2,100,0.064,3,27.8,1.6728
"510030101002067","510030101002","51003010100",6,3,50,2,100,0.064,3,27.3333333333333,1.894
"510030101002068","510030101002","51003010100",4,2,50,1.5,100,0.512,3,32.125,1.953
"510030101002069","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002070","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002071","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002072","510030101002","51003010100",5,2,40,2,100,0.064,3,27.8,1.6728
"510030101002073","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002074","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002075","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002076","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002077","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002078","510030101002","51003010100",6,3,50,2,100,0.064,3,28.1666666666667,1.97733333333333
"510030101002079","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002080","510030101002","51003010100",6,3,50,2,100,0.064,3,28.1666666666667,1.97733333333333
"510030101002081","510030101002","51003010100",4,2,50,1.5,100,0.5,3,32.125,1.95
"510030101002082","510030101002","51003010100",4,2,50,2,100,0.512,3,33.25,1.953
"510030101002083","510030101002","51003010100",4,2,50,1.5,100,0.512,3,32.125,1.953
"510030101002084","510030101002","51003010100",6,3,50,2,100,0.064,3,26.6666666666667,1.81266666666667
"510030101002085","510030101002","51003010100",6,3,50,2,100,0.064,3,29,1.97733333333333
"510030101002086","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002087","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002088","510030101002","51003010100",6,3,50,2,100,0.064,3,29,1.97733333333333
"510030101002089","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002090","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002091","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002092","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002093","510030101002","51003010100",6,4,66.7,2,100,0.064,10,39,3.394
"510030101002094","510030101002","51003010100",6,4,66.7,2,100,0.064,10,39,3.394
"510030101002095","510030101002","51003010100",6,3,50,2,100,0.064,3,28.1666666666667,1.97733333333333
"510030101002096","510030101002","51003010100",6,3,50,2,100,0.064,3,28.1666666666667,1.85233333333333
"510030101002097","510030101002","51003010100",6,3,50,2,100,0.064,3,27,1.85533333333333
"510030101002098","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002099","510030101002","51003010100",5,2,40,1.5,100,0.064,3,26.1,1.5728
"510030101002100","510030101002","51003010100",6,4,66.7,2,100,0.064,5,35.6666666666667,2.56066666666667
"510030101002101","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002102","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002103","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002104","510030101002","51003010100",5,2,40,2,100,0.064,3,26.4,1.5728
"510030101002105","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002106","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.8728
"510030101002107","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002108","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002109","510030101002","51003010100",5,2,40,2,100,0.064,3,26.8,1.6264
"510030101002110","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002111","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002112","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002113","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002114","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002115","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002116","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002117","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002118","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002119","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002120","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002121","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002122","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002123","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002124","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002125","510030101002","51003010100",1,1,100,100,100,3,3,100,3
"510030101002126","510030101002","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101002127","510030101002","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101002128","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002129","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002130","510030101002","51003010100",1,1,100,100,100,3,3,100,3
"510030101002131","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002132","510030101002","51003010100",5,2,40,2,100,0.064,3,27.8,1.6264
"510030101002133","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002134","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002135","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002136","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002137","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002138","510030101002","51003010100",5,2,40,2,100,0.064,3,27,1.5728
"510030101002139","510030101002","51003010100",6,4,66.7,2,100,0.064,5,35.6666666666667,2.56066666666667
"510030101002140","510030101002","51003010100",6,3,50,2,100,0.064,3,29,1.97733333333333
"510030101002141","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002142","510030101002","51003010100",1,1,100,100,100,3,3,100,3
"510030101002143","510030101002","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101002144","510030101002","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101002145","510030101002","51003010100",5,3,60,2,100,0.064,10,41.8,3.4728
"510030101002146","510030101002","51003010100",1,1,100,100,100,3,3,100,3
"510030101002147","510030101002","51003010100",4,2,50,2,100,0.768,3,34.25,2.017
"510030101002148","510030101002","51003010100",5,3,60,2,100,0.064,10,41.8,3.4728
"510030101002149","510030101002","51003010100",1,1,100,100,100,3,3,100,3
"510030101002150","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002151","510030101002","51003010100",1,1,100,100,100,3,3,100,3
"510030101002152","510030101002","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101002153","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002154","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002155","510030101002","51003010100",4,3,75,2,100,1.3,5,46.75,3.075
"510030101002156","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002157","510030101002","51003010100",5,2,40,2,100,0.064,3,26.4,1.5752
"510030101002158","510030101002","51003010100",5,2,40,2,100,0.064,3,26.6,1.5752
"510030101002159","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002160","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002161","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002162","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002163","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002164","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002165","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002166","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002167","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002168","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002169","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002170","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002171","510030101002","51003010100",4,3,75,2,100,1.3,3,41.75,2.575
"510030101002172","510030101002","51003010100",5,3,60,2,100,0.064,5,37.8,2.4728
"510030101002173","510030101002","51003010100",1,1,100,100,100,3,3,100,3
"510030101002174","510030101002","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101002175","510030101002","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101002176","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002177","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002178","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002179","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002180","510030101002","51003010100",5,2,40,2,100,0.064,3,27.8,1.6728
"510030101002181","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002182","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002183","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101002184","510030101002","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101002185","510030101002","51003010100",6,3,50,1.5,100,0.064,3,25.9166666666667,1.81066666666667
"510030101002186","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002187","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002188","510030101002","51003010100",3,2,66.7,2,100,1.3,3,42.3333333333333,2.43333333333333
"510030101002189","510030101002","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101003000","510030101003","51003010100",7,3,42.9,2,100,0.064,3,23.5714285714286,1.66171428571429
"510030101003001","510030101003","51003010100",7,4,57.1,2,100,0.064,10,33.8571428571429,2.98057142857143
"510030101003002","510030101003","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101003003","510030101003","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101003004","510030101003","51003010100",5,2,40,2,100,0.064,3,27.8,1.6728
"510030101003005","510030101003","51003010100",5,3,60,2,100,0.064,40,41.8,9.4728
"510030101003006","510030101003","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101003007","510030101003","51003010100",5,3,60,2,100,0.064,10,41.8,3.4728
"510030101003008","510030101003","51003010100",5,3,60,2,120,0.064,10,49.8,3.4728
"510030101003009","510030101003","51003010100",5,3,60,2,100,0.064,10,45.8,3.4728
"510030101003010","510030101003","51003010100",5,3,60,2,100,0.064,10,41.8,3.4728
"510030101003011","510030101003","51003010100",6,4,66.7,2,100,0.064,10,42.3333333333333,3.394
"510030101003012","510030101003","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101003013","510030101003","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101003014","510030101003","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101003015","510030101003","51003010100",5,3,60,2,100,0.064,10,41.8,3.4728
"510030101003016","510030101003","51003010100",7,5,71.4,2,940,0.064,940,170.571428571429,137.194857142857
"510030101003017","510030101003","51003010100",5,2,40,2,100,0.064,3,29.8,1.7728
"510030101003018","510030101003","51003010100",5,2,40,2,100,0.064,3,27.8,1.6728
"510030101003019","510030101003","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101003020","510030101003","51003010100",6,4,66.7,2,120,0.064,10,45.6666666666667,3.394
"510030101003021","510030101003","51003010100",6,4,66.7,2,100,0.064,10,39,3.394
"510030101003022","510030101003","51003010100",7,3,42.9,2,100,0.064,3,26.2857142857143,1.80457142857143
"510030101003023","510030101003","51003010100",6,4,66.7,2,100,0.064,3,32.3333333333333,2.22733333333333
"510030101003024","510030101003","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101003025","510030101003","51003010100",6,4,66.7,2,100,0.064,10,42.3333333333333,3.394
"510030101003026","510030101003","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101003027","510030101003","51003010100",6,4,66.7,2,100,0.064,5,32.3333333333333,2.56066666666667
"510030101003028","510030101003","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101003029","510030101003","51003010100",5,3,60,2,100,0.064,3,30.8,2.0728
"510030101003030","510030101003","51003010100",6,3,50,2,100,0.064,3,26.1666666666667,1.81066666666667
"510030101003031","510030101003","51003010100",3,2,66.7,2,100,0.064,3,42.3333333333333,2.02133333333333
"510030101003032","510030101003","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101003033","510030101003","51003010100",5,3,60,2,100,0.064,3,33.8,2.0728
"510030101003034","510030101003","51003010100",4,2,50,2,100,0.064,3,32.25,1.841
"510030101003035","510030101003","51003010100",2,1,50,2,100,0.064,3,51,1.532
"510030101003036","510030101003","51003010100",5,3,60,2,100,0.064,10,41.8,3.4728
"510030101003037","510030101003","51003010100",6,4,66.7,2,100,0.064,10,39,3.394
"510030101003038","510030101003","51003010100",6,4,66.7,2,100,0.064,10,39,3.394
"510030101003039","510030101003","51003010100",6,4,66.7,2,100,0.064,5,35.6666666666667,2.56066666666667
