,GEOID,mean,median,min,max,spatial_region
1692,510030109031,99.7973802162848,100.2871285304,87.48760067600003,107.95921622240003,blkgps
1697,510030109032,99.27825262856254,99.24244489760007,91.16552691680003,109.39642527200004,blkgps
1710,510030110001,87.98406271876806,87.42115436719997,80.89834172000005,107.00681912960005,blkgps
1759,510030110002,86.24565549169832,85.05000553280004,77.99808338960004,105.31859069120006,blkgps
1803,510030110003,84.18995070739226,83.33347588880005,79.41806561840004,102.03811181600003,blkgps
1841,510030110004,84.18341701036928,83.28302591360004,77.62647625520003,99.34211436080002,blkgps
1891,510030110005,87.12325528322812,86.73023580440004,81.49143655040001,97.25766904400005,blkgps
1918,510030111001,89.60746378536514,89.47114604240002,79.32947054000006,110.16424928480002,blkgps
1975,510030111002,90.26594341362268,89.84090744600005,78.16050770000004,108.14378930240002,blkgps
2009,510030111003,87.36217957063046,86.38077743960005,77.54649458720004,112.71874071199998,blkgps
2069,510030111004,93.61516235542628,93.24812650280002,83.19443083520007,110.50632472640005,blkgps
2125,510030111005,85.46589588202615,83.77891225520003,77.63878112720003,103.05818570480005,blkgps
2153,510030112011,81.2437973366694,80.5365784832,61.68182311760004,102.26575194800007,blkgps
2295,510030112012,84.73709389065603,83.80352199920004,78.53703678320001,102.85515531680002,blkgps
2389,510030112013,81.77056938628448,80.84173930880002,66.29491963040005,102.76779072560002,blkgps
2544,510030112021,83.69955245209532,82.1522081768,73.89810003920005,107.99613083840003,blkgps
2665,510030112022,85.29299906441264,84.50366921600005,75.05106654560008,103.51715743040002,blkgps
2764,510030113011,84.06674345735408,82.42537633520007,80.05545798800004,101.59759739840007,blkgps
2779,510030113012,83.65221235616147,82.86958221440004,75.90379417520002,113.1715600016,blkgps
2856,510030113013,85.18594741179771,84.42491803520005,79.41314366960003,107.59007006240002,blkgps
2963,510030113014,84.39858470247559,83.27933445200006,77.29301422400003,106.8407033576,blkgps
3058,510030113021,93.5751331371364,93.72986224160006,83.45160266000003,103.87153774400002,blkgps
3085,510030113022,87.48906746783534,86.42999692760002,81.06076603040005,111.50671082000007,blkgps
3110,510030113031,92.16375101243462,90.89851119440004,81.23303423840002,120.26285773520001,blkgps
3127,510030113032,93.07905929178868,92.38678546280005,81.42252926720003,113.55424152080002,blkgps
3156,510030114001,84.77339772804939,83.79552383240001,78.49520021840006,107.31321044240003,blkgps
3225,510030114002,85.304234186354,84.56334784520003,76.13635625600006,105.69388928720004,blkgps
3273,510030114003,84.63979667233895,83.28056493920002,74.08513409360003,109.43949232400006,blkgps
3434,510030114004,81.28042176624177,80.98201484960003,70.30384692800004,101.23214270000003,blkgps
3550,510650201011,90.13011077809912,88.75664534603804,82.32962639024761,114.24221683018364,blkgps
3640,510650201012,91.04725619032165,90.15433539541192,85.4255992097697,121.58588371110483,blkgps
3726,510650201013,83.81054848999447,82.84128100880007,79.59894723680003,99.42209602880003,blkgps
3759,510650201021,84.6665075965291,83.70016107440007,78.55426360400004,105.28782851120002,blkgps
3857,510650201022,85.94175792751598,85.62464305520002,79.44021438800004,102.87361262480002,blkgps
3931,510650201023,86.91211382825757,86.79545162600002,79.61863503200004,107.78325655280003,blkgps
3992,510650202001,90.05956089090691,88.82764625194615,82.56879400080749,112.69277643346594,blkgps
4104,510650202002,88.96507891795643,88.01346633701087,73.2410480273096,113.06683862804802,blkgps
4262,510650202003,89.55588159603288,88.4099338182765,79.06614738981315,116.39288582000968,blkgps
4387,510650202004,87.85359974590389,87.82313177026298,73.15145628953786,135.85151268833962,blkgps
4503,510650203001,90.50808898724362,89.50532399007346,82.35158546175276,111.7999122097555,blkgps
4661,510650203002,90.08925950014918,88.68142439710184,78.54835003829918,113.88385364923522,blkgps
4855,510650203003,84.31613415353267,83.08245650000002,74.45304976640003,106.437103556,blkgps
4922,510790301011,76.2656655513773,75.95670512480008,52.574987350400036,104.33666190559997,blkgps
5035,510790301012,87.01388740198628,86.68286204720003,74.87879833760005,111.77987897840006,blkgps
5146,510790301021,77.57764537626569,77.48497022720002,48.18706999520002,105.51423815600002,blkgps
5268,510790301022,85.41635249040941,85.35639684560002,73.78120375520007,96.22282930880004,blkgps
5294,510790301023,85.70225797476546,85.17551522720002,74.8234264136,101.71203270800004,blkgps
5329,510790301024,84.62689223457618,84.17512913360001,70.60162483040003,99.5488362104,blkgps
5397,510790302001,92.49980960646847,91.66510472000002,85.14598353440003,115.48610642480004,blkgps
5457,510790302002,82.59465291028053,83.05538578160002,69.11150483120002,101.73049001600002,blkgps
5513,510790302003,86.93966727775414,85.71323813360002,75.71429914640002,112.01490203360004,blkgps
5611,510790302004,86.95464078156766,86.1045330632,70.95477465680004,109.16755465280004,blkgps
5665,511099501001,92.42681177179458,91.53898393959719,83.88693786144079,115.13017931400992,blkgps
5944,511099501002,92.66283483681961,91.46689886291301,79.73324662158606,133.2824457576944,blkgps
6174,511099501003,90.10542906379003,89.00521865432604,83.94030139063896,114.92526103262597,blkgps
6217,511099501004,90.72892362097878,89.5496900027515,83.63348168805449,110.97827910211318,blkgps
6319,511099502011,91.85954480676644,90.8453274409938,78.51191121120802,117.94448554008,blkgps
6413,511099502012,90.63593377282362,89.44961251640005,82.70961887840002,112.10595808640002,blkgps
6474,511099502013,90.50441940088682,89.15635687517793,84.54447365049826,115.58603038199581,blkgps
6551,511099502021,92.7209229235565,91.23559218026602,83.77048012125998,120.90127744757282,blkgps
6781,511099502022,91.48300576027464,90.0743350823373,81.53086754660897,119.42874771624558,blkgps
6839,511099503001,90.9540306752084,89.95705052195525,73.19779620328374,115.12003971141417,blkgps
7004,511099503002,92.74981907363556,91.81003911727521,74.39344602073479,121.31414716315801,blkgps
7221,511099503003,92.58405134471187,91.45723247552833,79.06182761226454,119.27229223457988,blkgps
7368,511099504001,89.71732230400676,88.88952866600262,84.58622407424359,111.91936643558898,blkgps
7424,511099504002,89.87495025196291,88.94684690614676,83.07502051546973,110.23171275976307,blkgps
7524,511099505001,90.89841616733142,89.73015244334609,83.14685913623372,110.92452614921815,blkgps
7594,511099505002,90.48096658271048,89.50265512139968,77.18960178999875,119.87958018318204,blkgps
7701,511099505003,87.57748715877794,87.18401511199617,74.94302786585978,109.41762848474694,blkgps
7883,511259501001,83.05925679901004,81.80151932480004,76.30493300240005,109.25245826960004,blkgps
8192,511259501002,81.49133150809938,80.97217095200003,72.74759450720006,101.28136218800005,blkgps
8394,511259501003,83.46794401353314,82.08822284240004,76.50796339040002,101.50900232000004,blkgps
8510,511259501004,84.69791404900334,83.00370531920001,77.09244481040002,112.65844683920007,blkgps
8782,511259502001,75.55129050172945,75.83980884080002,55.40756888480002,97.64527251199999,blkgps
8842,511259502002,81.42675246808388,80.85527466800004,71.78043156800001,100.38679799360004,blkgps
9016,511259502003,80.23629962328317,80.20557742640005,57.39234473840002,105.34443092240005,blkgps
9090,511259502004,83.08262874838721,82.31832394880006,69.35391080960002,103.22307098960003,blkgps
9206,511259503001,81.24735087696801,80.31632127440002,63.37005155600007,119.49626420960004,blkgps
9409,511259503002,80.83140690821047,81.03615628640003,62.463182489600015,100.08655911680005,blkgps
9512,511259503003,73.57014823006023,74.22903870846933,44.994860934145805,101.01658334575347,blkgps
9722,511259503004,84.91717795905636,84.20466082640006,70.61269921520001,103.89983894960001,blkgps
9932,515400002011,94.71729261064569,94.21344371120004,88.29233930480007,104.57660690960006,blkgps
9947,515400002012,100.21780676730108,100.42494309680005,91.11015499280003,108.73196218400007,blkgps
9972,515400002013,96.57598415759678,96.52306818560005,88.63441474640003,102.71487977600005,blkgps
9984,515400002021,102.40522331212601,101.92367650640003,97.08909229760002,108.2779124072,blkgps
10017,515400002022,102.67012718870345,102.9314455232,97.21460199200003,107.55561642080004,blkgps
10029,515400002023,101.1957963156306,100.77317097440006,92.77500417440004,108.88208162240007,blkgps
10045,515400003021,100.23650122028003,99.80969949680004,91.65033887360003,108.54861959120005,blkgps
10086,515400003022,94.91797762474353,95.58912840080002,84.13821451759999,108.50678302640004,blkgps
10114,515400004011,99.40997080157214,99.35318874560005,89.84644463840006,107.38088723840005,blkgps
10144,515400004012,94.17134979742339,94.73332455320003,84.54427529360002,104.72549586080002,blkgps
10167,515400004021,100.9305702026798,101.26721158520004,94.1543803256,106.65120832880005,blkgps
10181,515400004022,99.49666665146908,99.55683437720003,95.23720906160003,104.54584472960002,blkgps
10217,515400004023,98.48805596949063,99.31319791160004,83.31009663200003,109.36566309200002,blkgps
10240,515400004024,96.07071600537648,97.06202157920002,84.25388031440006,102.14270322800002,blkgps
10260,515400005011,96.73906239502955,97.81754072000004,85.10906891840001,107.48301767600005,blkgps
10280,515400005012,95.93889914093779,95.23720906160007,89.74185322640005,111.55469982080007,blkgps
10297,515400005013,94.71097742637382,94.42078080440005,90.28572856879998,100.98358428560002,blkgps
10306,515400005021,93.6219764304996,92.48460919520004,86.86497415280003,108.56953787360005,blkgps
10320,515400005022,91.68199595338186,91.61834620640003,86.17220985920002,97.26628245440003,blkgps
10329,515400005023,88.60535655753522,88.50705932120006,82.83635906000002,97.85937728480008,blkgps
10343,515400005024,90.4717402001993,89.89135742120004,85.67386254320003,97.19368370960002,blkgps
10352,515400005025,94.76264837931684,94.58997279440007,84.55534967840003,112.22654583200004,blkgps
10365,515400006001,98.27863032374115,98.64319763120002,87.07292648960004,109.21431316640003,blkgps
10394,515400006002,96.04705645405834,96.26528111720003,83.82074882000005,106.56753519920007,blkgps
10414,515400007001,90.3891283277317,89.25211932080002,84.96633240320004,107.17539587600005,blkgps
10439,515400007002,89.46242433657044,89.14322120360009,78.47674291040005,109.6043776088,blkgps
10467,515400007003,101.43210541505003,101.99381427680002,78.36846003680006,124.58309829440006,blkgps
10491,515400007004,96.175187019863,95.29135049840005,88.39200876800003,108.26806850960004,blkgps
10516,515400008001,91.43142899779512,91.45469140880004,83.92287925760009,103.57129886720004,blkgps
10525,515400008002,92.20160901840067,91.28857563680002,83.34455027360002,123.42028789040008,blkgps
10540,515400008003,88.93039157277745,88.71501165800002,82.94710290800002,96.73102052240006,blkgps
10552,515400008004,102.28329980026861,102.31866289760005,86.69762789360003,116.44096449200003,blkgps
10591,515400009001,93.60182114745949,93.08570219240005,81.93318145520001,112.11826295840005,blkgps
10619,515400009002,90.82646244009095,90.60073329200004,83.94379754000002,102.80101388000003,blkgps
10643,515400010001,106.02138854396094,106.10610249920005,97.75355538560007,113.70805242080002,blkgps
10710,515400010002,98.24823274365984,97.94120468360002,87.68940057680001,110.59368931760004,blkgps
10752,515400010003,95.18319441486625,93.86952253880004,88.22835397040004,106.73488145840003,blkgps
