,file,min,max,mean,count,median,nodata,masked_count,spatial_unit,GEOID,basename,full_path,prop_nodata,entity_id,start_date,end_date,start_year,end_year,cloud_cover,area,shp_percent,spatial_bounds,spatial_coverage
6,LC08_L2SP_016034_20200922_20201005_02_T1,63.843789128000026,92.58797011999998,69.13198849987543,150737,67.77519573200006,2831.0,146236,tracts,51109950202,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0184348301729527,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
7,LC08_L2SP_016034_20200922_20201005_02_T1,53.32312356800007,92.6187323,69.319991911725,371302,68.32891497200004,8931.0,489026,tracts,51109950300,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.023488229585543603,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
8,LC08_L2SP_016034_20200922_20201005_02_T1,64.32367913600007,93.36317705600004,70.1322136535913,98614,69.17795113999996,51.0,107236,tracts,51079030200,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0005169006233213399,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
9,LC08_L2SP_016034_20200922_20201005_02_T1,55.421104244000034,88.17052107199999,66.68681946089187,162634,66.25554404000007,21826.0,244766,tracts,51079030102,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.11832375582782174,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
10,LC08_L2SP_016034_20200922_20201005_02_T1,65.89870275199996,100.604594228,75.58476154382308,6510,74.71514354000004,0.0,8475,tracts,51003011303,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
11,LC08_L2SP_016034_20200922_20201005_02_T1,59.00182199600002,83.73461471600004,67.13239520177406,249756,66.41550737600008,0.0,236796,tracts,51003011201,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
12,LC08_L2SP_016034_20200922_20201005_02_T1,60.78602843600011,88.89035608400002,68.48692654729311,105676,67.39374470000007,0.0,161492,tracts,51003011202,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
13,LC08_L2SP_016034_20200922_20201005_02_T1,64.17602067200005,86.1771318080001,70.38811357605229,66494,69.78088986800003,0.0,84034,tracts,51003010202,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
14,LC08_L2SP_016034_20200922_20201005_02_T1,62.82248475200011,98.03287598000006,69.01719907821501,78777,67.7936530400001,0.0,73377,tracts,51003010201,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
15,LC08_L2SP_016034_20200922_20201005_02_T1,59.78318136800002,90.2500444400001,69.09972609686645,266429,68.43965881999998,0.0,213121,tracts,51003010401,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,8756.939748,97.15471472573707,"[[-80.14489, 36.40826], [-80.14489, 38.52658], [-77.5313, 38.52658], [-77.5313, 36.40826], [-80.14489, 36.40826]]","[[-80.14489, 36.80681], [-78.06929, 36.40826], [-77.5313, 38.12674], [-79.65504, 38.52658], [-80.14489, 36.80681]]"
