"h_geocode","avgc_all","medc_all","commutersInBlockall","avgc_within40","medc_within40","commuterw40","avgc_25_employees","medc_25_employees","commuter25","avgc_workinRegion","medc_workinRegion","commuterinRegion"
"510030101001049",23.6942705221884,6.6755342122623,20,9.86805264347989,6.51369849920435,17,17.1424150239661,6.56333786228543,19,5.6106505334814,5.91406887052818,14
"510030101001052",17.5637494214455,7.22853021773318,5,5.05224287643443,5.88692007598449,4,5.05224287643443,5.88692007598449,4,5.05224287643443,5.88692007598449,4
"510030101001053",39.0508907061372,6.46735625096316,11,6.02714036901772,6.32290919650255,9,33.2059026419978,6.39513272373286,10,6.02714036901772,6.32290919650255,9
"510030101001054",24.1728088194181,4.33334101881275,121,7.16334572920276,3.93537159138203,96,19.6787411142166,4.27233499274078,115,5.26926578090339,3.82591647973721,87
"510030101001055",23.7687507698412,4.47028946162768,81,7.44372852809771,3.50607638520812,63,20.0681932306123,4.15789911621864,77,5.37623831038607,3.40098699017152,55
"510030101001056",2.29200148653972,2.29200148653972,1,2.29200148653972,2.29200148653972,1,2.29200148653972,2.29200148653972,1,2.29200148653972,2.29200148653972,1
"510030101001057",32.6521671753248,4.77239265871071,111,7.73783934582244,2.72903775227563,81,20.596554176123,3.04120565716353,96,3.98590909664509,2.44578148276058,69
"510030101001059",3.9060333265628,3.57978107651303,3,3.9060333265628,3.57978107651303,3,3.9060333265628,3.57978107651303,3,3.9060333265628,3.57978107651303,3
"510030101001061",6.78149736571553,5.13878144726073,4,6.78149736571553,5.13878144726073,4,6.78149736571553,5.13878144726073,4,6.78149736571553,5.13878144726073,4
"510030101001062",4.02032995390798,4.02032995390798,1,4.02032995390798,4.02032995390798,1,4.02032995390798,4.02032995390798,1,4.02032995390798,4.02032995390798,1
"510030101001064",20.9605971023834,6.01037048292,27,9.34836255216079,5.6550749033454,22,11.8225667525703,5.67348385224213,23,5.94062797924667,5.13877363437471,18
"510030101001068",23.8925505258476,23.8925505258476,1,23.8925505258476,23.8925505258476,1,23.8925505258476,23.8925505258476,1,NA,NA,NA
"510030101001070",28.8215838136355,5.38489114321516,64,6.44142358456719,3.97325227109841,49,19.3808279891425,4.47720532175316,57,4.82917050293101,3.84482757597207,45
"510030101001071",21.2222633946054,3.55855483862819,34,6.26152620301762,3.32726712005605,31,16.8216367265374,3.39334398933475,32,3.80703378097369,2.89866992864837,27
"510030101001074",21.3460850914461,4.45732199816879,20,7.60374233837052,3.65441843628422,16,21.3460850914461,4.45732199816879,20,3.5318027020775,3.35668696011575,13
"510030101001078",19.054099825851,2.63504071837101,18,3.16773555455161,2.13727433053945,16,12.3985567654347,2.22039406935685,17,3.16773555455161,2.13727433053945,16
"510030101002000",28.8520163558969,12.4943813318576,67,10.8967987258864,11.7909801033755,50,25.7137518609156,12.1642393509143,63,10.9114612871856,11.7891065988497,47
"510030101002024",38.5659450816716,16.5282839231617,45,14.5668458270751,16.0994486052289,31,37.5468175126515,16.5015994171779,43,14.8048381895508,16.1265552411736,28
"510030101002027",43.357790705817,15.7532386882748,23,16.7762898452319,14.1666451813766,16,36.5019558129469,15.014285048706,21,17.073724659168,13.803936930747,13
"510030101002032",13.5204377608221,13.5204377608221,1,13.5204377608221,13.5204377608221,1,13.5204377608221,13.5204377608221,1,13.5204377608221,13.5204377608221,1
"510030101002037",44.6869107197638,14.6490237779229,49,11.6374620353583,13.2229118388559,32,32.9169275921411,13.309634827307,43,11.6374620353583,13.2229118388559,32
"510030101002038",17.8631803706592,15.1087226011382,7,17.8631803706592,15.1087226011382,7,17.8631803706592,15.1087226011382,7,15.0639301347903,14.9443766912016,6
"510030101002041",105.266103654406,105.29192206101,3,NA,NA,NA,95.906340252443,95.906340252443,1,NA,NA,NA
"510030101002044",42.0393943359958,42.0393943359958,2,12.0378610879495,12.0378610879495,1,12.0378610879495,12.0378610879495,1,12.0378610879495,12.0378610879495,1
"510030101002050",50.2556846483401,50.2556846483401,2,12.3106014179804,12.3106014179804,1,50.2556846483401,50.2556846483401,2,12.3106014179804,12.3106014179804,1
"510030101002051",27.7985005282567,12.4742289781077,37,12.4205174588645,11.6920650715488,30,21.921010945498,12.4135464025989,34,11.1722632281718,11.4645002682876,28
"510030101002052",11.9081988670965,11.9081988670965,1,11.9081988670965,11.9081988670965,1,11.9081988670965,11.9081988670965,1,11.9081988670965,11.9081988670965,1
"510030101002056",27.8698506136268,10.0353298108914,52,9.95547625588834,9.21708889789137,39,25.8571895364883,9.95483354580112,50,8.95559227452548,9.09504169243625,37
"510030101002061",24.6450298957936,24.6450298957936,1,24.6450298957936,24.6450298957936,1,24.6450298957936,24.6450298957936,1,NA,NA,NA
"510030101002064",8.1143090394524,7.79212490500472,3,8.1143090394524,7.79212490500472,3,8.1143090394524,7.79212490500472,3,8.1143090394524,7.79212490500472,3
"510030101002067",8.35114818516419,8.72805687978346,4,8.35114818516419,8.72805687978346,4,8.35114818516419,8.72805687978346,4,8.35114818516419,8.72805687978346,4
"510030101002068",40.1589573651066,40.1589573651066,2,1.41143534990095,1.41143534990095,1,1.41143534990095,1.41143534990095,1,1.41143534990095,1.41143534990095,1
"510030101002069",12.2233774404518,12.2233774404518,1,12.2233774404518,12.2233774404518,1,12.2233774404518,12.2233774404518,1,12.2233774404518,12.2233774404518,1
"510030101002077",72.885548121735,72.885548121735,1,NA,NA,NA,72.885548121735,72.885548121735,1,NA,NA,NA
"510030101002078",3.70272153022978,3.70272153022978,1,3.70272153022978,3.70272153022978,1,3.70272153022978,3.70272153022978,1,3.70272153022978,3.70272153022978,1
"510030101002080",39.0801607823413,20.0996130914464,10,11.7343503985734,8.81737045338987,6,30.5322451357093,9.72753826922355,8,11.7343503985734,8.81737045338987,6
"510030101002082",70.8458107323933,74.3202057452727,5,8.71064412057357,8.71064412057357,2,69.9772119791735,47.7766822847002,4,8.71064412057357,8.71064412057357,2
"510030101002084",11.8036986030492,11.8036986030492,1,11.8036986030492,11.8036986030492,1,11.8036986030492,11.8036986030492,1,NA,NA,NA
"510030101002085",6.21618400115882,6.21618400115882,2,6.21618400115882,6.21618400115882,2,6.21618400115882,6.21618400115882,2,6.21618400115882,6.21618400115882,2
"510030101002088",6.49033330849849,6.49033330849849,1,6.49033330849849,6.49033330849849,1,6.49033330849849,6.49033330849849,1,6.49033330849849,6.49033330849849,1
"510030101002091",81.5218039900351,81.5218039900351,1,NA,NA,NA,81.5218039900351,81.5218039900351,1,NA,NA,NA
"510030101002094",8.71443894249864,7.72652045579963,12,8.71443894249864,7.72652045579963,12,8.71443894249864,7.72652045579963,12,7.85895929689577,7.72652045579963,11
"510030101002095",20.113957245645,7.37046039242049,15,8.67059225822386,6.64976704331711,13,20.113957245645,7.37046039242049,15,7.52906660287917,6.61979332493441,12
"510030101002096",10.8606478551695,7.75308451187056,5,10.8606478551695,7.75308451187056,5,10.8606478551695,7.75308451187056,5,7.77140329130616,7.75308451187056,4
"510030101002099",9.47517402140686,9.47517402140686,1,9.47517402140686,9.47517402140686,1,9.47517402140686,9.47517402140686,1,9.47517402140686,9.47517402140686,1
"510030101002100",36.1748840905302,12.1368257570163,51,13.8763623352012,11.2391289231012,36,30.8680649090922,11.6791960457896,46,11.4069129403659,10.5337755257358,31
"510030101002104",12.3457799516932,12.3457799516932,1,12.3457799516932,12.3457799516932,1,12.3457799516932,12.3457799516932,1,12.3457799516932,12.3457799516932,1
"510030101002110",27.9724655627605,13.9967656590594,7,12.4911192229197,12.2153852671792,5,27.9724655627605,13.9967656590594,7,13.6369369998266,12.2153852671792,3
"510030101002111",83.8440722657091,83.8440722657091,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510030101002112",20.7641739330679,20.7641739330679,2,20.7641739330679,20.7641739330679,2,20.7641739330679,20.7641739330679,2,20.7641739330679,20.7641739330679,2
"510030101002113",39.8426362332354,14.1639615868487,38,14.0792377794211,13.2888854588754,26,31.5069499431456,14.05895499177,34,13.5357619775885,13.2680897027526,25
"510030101002115",11.3568921289176,11.3568921289176,1,11.3568921289176,11.3568921289176,1,11.3568921289176,11.3568921289176,1,11.3568921289176,11.3568921289176,1
"510030101002118",29.4992474279238,14.0512347605641,9,13.421307867777,13.9757813383042,7,23.2743157452005,14.0135080494342,8,13.421307867777,13.9757813383042,7
"510030101002120",11.8635199790338,11.8635199790338,1,11.8635199790338,11.8635199790338,1,11.8635199790338,11.8635199790338,1,11.8635199790338,11.8635199790338,1
"510030101002122",14.4470578875183,14.4470578875183,2,14.4470578875183,14.4470578875183,2,14.4470578875183,14.4470578875183,2,14.4470578875183,14.4470578875183,2
"510030101002123",13.9723520067588,13.9723520067588,2,13.9723520067588,13.9723520067588,2,13.9723520067588,13.9723520067588,2,13.9723520067588,13.9723520067588,2
"510030101002124",34.6748117996312,13.1488500433893,12,14.474862742952,10.89676144635,9,34.6855812626289,11.6896548625374,11,8.7673108388698,9.14894822847717,6
"510030101002129",26.3594086441653,12.4343489698333,19,11.0814062766339,11.9082485133871,15,19.5952160612862,11.9082485133871,17,11.0814062766339,11.9082485133871,15
"510030101002131",44.0686843879867,14.4593485647025,25,13.2998587972307,13.7705589161688,16,42.9770882531147,14.4416792708895,24,12.3736271053994,13.1803250239592,14
"510030101002134",13.6789046027317,13.6789046027317,1,13.6789046027317,13.6789046027317,1,13.6789046027317,13.6789046027317,1,13.6789046027317,13.6789046027317,1
"510030101002135",90.4971758593237,90.4971758593237,2,NA,NA,NA,87.9783974658183,87.9783974658183,1,NA,NA,NA
"510030101002136",13.8623366931896,13.8623366931896,2,13.8623366931896,13.8623366931896,2,13.8623366931896,13.8623366931896,2,13.8623366931896,13.8623366931896,2
"510030101002137",36.4269028652565,13.4535298166568,6,12.2275758319806,12.744299082098,4,36.4269028652565,13.4535298166568,6,12.2275758319806,12.744299082098,4
"510030101002139",24.1562190394346,10.3503448178968,33,12.8224082087729,9.75550137632218,29,24.1562190394346,10.3503448178968,33,9.96679351728144,8.98595245088647,22
"510030101002140",13.8871618662145,8.73100961278076,5,6.61169860996614,6.63642711317197,4,13.8871618662145,8.73100961278076,5,6.61169860996614,6.63642711317197,4
"510030101002145",43.0587918782739,12.6374569880776,8,10.7723489278484,11.8135855999656,5,36.7504576630001,12.2563507967517,7,10.7723489278484,11.8135855999656,5
"510030101002148",34.1103536015333,17.1317877575972,30,14.0578772967969,16.8286953936361,21,30.5093512684651,17.0725690744191,27,17.1033687910878,16.8286953936361,18
"510030101002155",34.7471620563295,14.8733279642281,13,16.1671860875096,13.8093922562617,11,16.1671860875096,13.8093922562617,11,14.9450408714505,13.8093922562617,9
"510030101002157",12.9337839783345,13.3921347505614,5,12.9337839783345,13.3921347505614,5,12.9337839783345,13.3921347505614,5,12.9337839783345,13.3921347505614,5
"510030101002168",29.7338649002751,13.2784918591544,10,14.5800026601532,12.6301654981662,9,30.5958763867204,12.6301654981662,9,10.3216432556214,11.9795695818138,6
"510030101002171",14.5289324388956,14.5289324388956,2,14.5289324388956,14.5289324388956,2,14.5289324388956,14.5289324388956,2,14.5289324388956,14.5289324388956,2
"510030101002172",24.0543861088752,15.4072921118401,7,14.4271825696934,15.2091788141629,6,24.0543861088752,15.4072921118401,7,14.4271825696934,15.2091788141629,6
"510030101002174",28.739150725875,28.739150725875,1,28.739150725875,28.739150725875,1,28.739150725875,28.739150725875,1,NA,NA,NA
"510030101002175",111.954213823629,111.954213823629,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510030101002180",16.6889391027146,6.23076322233991,10,8.86884255847583,5.1800983036518,9,8.86884255847583,5.1800983036518,9,4.65650885709279,4.60277891685264,7
"510030101002185",38.4070742959803,34.1704281561213,4,6.84517200659604,6.84517200659604,2,38.4070742959803,34.1704281561213,4,6.84517200659604,6.84517200659604,2
"510030101003000",39.7746906122123,7.45284080970889,5,6.3705489072416,6.19558359851816,3,27.1274607473784,6.82421220411353,4,6.3705489072416,6.19558359851816,3
"510030101003001",45.1109271166453,8.41627602489858,33,8.20962721215879,6.53493931710815,21,39.7312970906607,7.90304880144274,30,6.57096301002175,6.23933801432182,18
"510030101003002",2.42856778699575,2.42856778699575,1,2.42856778699575,2.42856778699575,1,2.42856778699575,2.42856778699575,1,2.42856778699575,2.42856778699575,1
"510030101003003",52.3949245494414,24.0742354561719,4,4.21922902283685,4.21922902283685,2,4.21922902283685,4.21922902283685,2,4.21922902283685,4.21922902283685,2
"510030101003005",25.0259127077872,5.53581784395781,9,7.13771195343357,4.2151248387979,7,16.1750607770341,4.87547134137785,8,3.87256206760687,3.67072886330908,6
"510030101003007",37.060964003474,6.65356485975497,12,8.79453293481211,4.91625977880175,9,37.060964003474,6.65356485975497,12,5.44099429533055,4.63599253575681,8
"510030101003009",14.750694588116,5.61339546045903,8,6.17423333629233,5.33879109002823,7,14.750694588116,5.61339546045903,8,6.17423333629233,5.33879109002823,7
"510030101003010",26.5677694065626,10.8476496950117,8,9.3739044729057,6.40453106226275,6,9.3739044729057,6.40453106226275,6,7.2703900741613,6.3121282179881,5
"510030101003011",30.4471144578714,8.93708356029267,20,11.4978288371599,6.72806304426987,15,19.9404910622658,6.72806304426987,17,7.19609038930971,6.45411514179109,13
"510030101003015",24.6985529051669,12.9311333697643,7,10.5764647613027,8.56146566480638,5,24.6985529051669,12.9311333697643,7,7.49330539695439,8.05414405164804,4
"510030101003016",38.2749008816963,8.15388993069893,31,9.34462740132567,6.39241909875467,22,25.4158942214331,6.57071246539958,27,6.24676764989099,6.18802254578699,19
"510030101003017",42.6208091383965,8.10991437634461,7,7.72786379303451,6.65914875904323,5,7.72786379303451,6.65914875904323,5,7.72786379303451,6.65914875904323,5
"510030101003018",7.99684067830108,6.25475095826654,4,7.99684067830108,6.25475095826654,4,7.99684067830108,6.25475095826654,4,4.71573552559244,3.06829444371085,3
"510030101003020",74.4129898511212,72.6066490277653,3,NA,NA,NA,80.497230943374,80.497230943374,2,NA,NA,NA
"510030101003021",6.40698693572821,6.40698693572821,2,6.40698693572821,6.40698693572821,2,6.40698693572821,6.40698693572821,2,6.40698693572821,6.40698693572821,2
"510030101003022",3.45682755993594,3.45682755993594,1,3.45682755993594,3.45682755993594,1,3.45682755993594,3.45682755993594,1,3.45682755993594,3.45682755993594,1
"510030101003023",27.4773868288624,11.3342315294337,11,13.0782503216183,10.2446361143645,9,21.3169147295477,10.7894338218991,10,9.45733318556365,8.72605389318521,7
"510030101003025",5.97320876195246,6.20075369459567,6,5.97320876195246,6.20075369459567,6,5.97320876195246,6.20075369459567,6,5.97320876195246,6.20075369459567,6
"510030101003033",4.4905934480138,4.14816948451497,3,4.4905934480138,4.14816948451497,3,4.4905934480138,4.14816948451497,3,2.76981621546557,2.76981621546557,2
"510030101003037",20.4897462941531,6.59475005233747,30,8.01290205953857,6.2007136014155,24,18.3744107519508,6.2835896857871,29,6.33611899066101,6.08920185829213,22
"510030101003038",37.0597421810398,5.49067686076057,5,5.92272013452441,5.01807574797591,4,5.92272013452441,5.01807574797591,4,5.92272013452441,5.01807574797591,4
"510030101003040",9.86264405281092,9.86264405281092,1,9.86264405281092,9.86264405281092,1,9.86264405281092,9.86264405281092,1,9.86264405281092,9.86264405281092,1
"510030101003042",10.4156909978389,7.46941078524759,8,10.4156909978389,7.46941078524759,8,10.4156909978389,7.46941078524759,8,7.0455109747952,7.36384615567556,7
"510030101003047",63.5504095334851,43.9726447807973,6,9.42949447909785,9.91290478627621,3,43.0122167333488,10.4708677598633,5,9.42949447909785,9.91290478627621,3
"510030101003056",39.2227861218643,15.661196563133,10,13.8108045557445,14.1241114600633,6,34.2347674027414,15.3151019466824,9,13.3715072309767,12.9331209734442,5
"510030101003058",31.3705241710917,7.37339852055992,7,10.3348848695477,7.04417538050402,5,24.8879102545447,7.20878695053197,6,5.89196529190857,7.02586135532143,4
"510030101003063",27.5112393279372,12.5391360153404,47,11.4391532354452,11.6277432169646,38,19.9899903029288,11.9169466965843,43,9.86914654082775,11.3710565839173,31
"510030101003065",30.7672145573629,11.9710904784905,16,12.7686504479446,11.0188115259048,13,16.1857937254567,11.2795500858323,14,9.85461314225055,10.2444278713044,10
"510030101003066",29.7068567062668,10.614105311925,102,10.4801962931554,9.20904591137092,78,22.3702405432356,10.1749039960412,94,9.43142371172616,9.20134787649381,72
"510030101003069",23.535420372436,9.57819664189192,71,9.74316843463162,8.98597511051386,59,18.9035840042576,9.37593069060287,68,9.0259047205431,8.89785690941771,55
"510030101003072",11.7644712008415,9.59190894554924,8,11.7644712008415,9.59190894554924,8,11.7644712008415,9.59190894554924,8,9.51568980470784,9.40759909916181,7
"510030101003073",33.9911357827693,16.6964530598654,6,11.014046787581,8.41511015734717,4,11.014046787581,8.41511015734717,4,6.55971888349109,7.81434469481423,3
"510030101003074",34.9493230143574,9.46489597507809,23,11.1702275488443,7.76689053710266,16,32.1960899150812,9.30651589346293,22,7.11948460396116,7.61489698618557,12
"510030101003075",9.04557136594787,9.04557136594787,1,9.04557136594787,9.04557136594787,1,9.04557136594787,9.04557136594787,1,9.04557136594787,9.04557136594787,1
"510030101003076",49.8958830755046,49.8958830755046,2,2.23358101152799,2.23358101152799,1,49.8958830755046,49.8958830755046,2,2.23358101152799,2.23358101152799,1
"510030101003077",8.98808274279826,8.98808274279826,1,8.98808274279826,8.98808274279826,1,8.98808274279826,8.98808274279826,1,8.98808274279826,8.98808274279826,1
"510030101003078",13.7017342906121,7.41144108845705,12,9.07605306423669,7.41075859488523,11,13.7017342906121,7.41144108845705,12,7.13288424709052,7.19416064419234,10
"510030101003079",36.158677922177,12.4571003742984,6,9.35604650477181,11.0756433462165,4,36.158677922177,12.4571003742984,6,9.35604650477181,11.0756433462165,4
"510030101003081",37.9033227151938,11.5616021113652,13,8.91679553070281,11.5616021113652,10,18.3185756365109,11.5616021113652,11,8.91679553070281,11.5616021113652,10
"510030101003082",37.275421678619,13.9630344991116,33,12.6433342747744,12.7791969516507,23,29.2968004629358,13.5229707258754,30,11.8596523846591,12.3428137190169,21
"510030101003090",40.6567868355261,11.4952337722505,27,12.1852442329016,10.891816102406,20,34.3464041225947,11.011706768991,24,10.729211917496,10.8039806697773,18
"510030101003091",11.2874093072953,11.2971591721882,6,11.2874093072953,11.2971591721882,6,11.2874093072953,11.2971591721882,6,11.2874093072953,11.2971591721882,6
"510030101003093",5.56636040608195,5.56636040608195,1,5.56636040608195,5.56636040608195,1,5.56636040608195,5.56636040608195,1,5.56636040608195,5.56636040608195,1
"510030101003097",29.6011557942827,11.7118507906213,7,7.56870574570947,4.06237813673066,5,29.6011557942827,11.7118507906213,7,7.56870574570947,4.06237813673066,5
"510030101003098",8.76179944773992,11.4884553351871,3,8.76179944773992,11.4884553351871,3,8.76179944773992,11.4884553351871,3,8.76179944773992,11.4884553351871,3
"510030101003100",10.7608373953736,10.5094311603663,5,10.7608373953736,10.5094311603663,5,10.7608373953736,10.5094311603663,5,10.7608373953736,10.5094311603663,5
"510030101003102",25.0669815729428,9.86414664816328,4,7.42772487779623,8.5153189831929,3,25.0669815729428,9.86414664816328,4,7.42772487779623,8.5153189831929,3
"510030102011000",31.1056641978701,11.6557457929992,18,13.4028095073209,10.3958026237699,13,31.1056641978701,11.6557457929992,18,9.12732872195311,9.75046616196731,11
"510030102011001",37.3542730891804,29.2560191899662,4,8.99788656365075,8.99788656365075,2,22.4475224581057,9.16524413291682,3,8.99788656365075,8.99788656365075,2
"510030102011002",23.7415130908448,8.72346265844615,57,8.62788744841415,8.13647286671895,47,17.9885725527039,8.22757739922431,53,8.35544875084446,7.95848220360361,45
"510030102011006",28.7817651932875,6.83184965127754,12,4.75367336049951,4.83799991871793,8,14.5883801704459,6.27665018796984,10,4.75367336049951,4.83799991871793,8
"510030102011007",4.52407989713355,4.52407989713355,2,4.52407989713355,4.52407989713355,2,4.52407989713355,4.52407989713355,2,4.52407989713355,4.52407989713355,2
"510030102011008",23.626975344935,5.73461058874798,48,6.74625586907631,5.48041742873075,36,20.3504910252981,5.69496042177632,45,5.99800279126588,5.46511057066087,33
"510030102011009",25.1588247625627,5.15853735486274,14,6.9166509854412,4.78029945623967,10,19.0581197022605,5.15853735486274,13,4.19502601618074,4.40206155761659,9
"510030102011010",17.4124088916544,5.8577501021863,4,4.87006540923477,5.16438036792642,3,4.87006540923477,5.16438036792642,3,4.87006540923477,5.16438036792642,3
"510030102011011",4.59953315836691,4.59953315836691,1,4.59953315836691,4.59953315836691,1,4.59953315836691,4.59953315836691,1,4.59953315836691,4.59953315836691,1
"510030102011012",22.6293641477565,4.51814404508597,12,6.05495874510973,4.02217755304325,9,22.6293641477565,4.51814404508597,12,5.05660151800207,4.01653544030481,8
"510030102011013",5.57176930161492,5.57176930161492,1,5.57176930161492,5.57176930161492,1,5.57176930161492,5.57176930161492,1,5.57176930161492,5.57176930161492,1
"510030102011014",5.38901347011627,4.5098916372528,4,5.38901347011627,4.5098916372528,4,5.38901347011627,4.5098916372528,4,5.38901347011627,4.5098916372528,4
"510030102011015",0.736700995815342,0.736700995815342,1,0.736700995815342,0.736700995815342,1,0.736700995815342,0.736700995815342,1,0.736700995815342,0.736700995815342,1
"510030102011016",9.60369132312823,5.6935122810348,20,6.57864929448627,5.6935122810348,19,9.60369132312823,5.6935122810348,20,4.7369596786152,5.17811160457046,18
"510030102011020",27.9858119641139,6.31594644170373,11,8.77559573636166,5.54565092965678,7,25.2187771139292,5.93715402420437,10,5.16268541151721,5.47344670724343,6
"510030102011021",23.5676798606481,7.34335696334747,10,10.9448037015609,6.45389311081323,8,23.5676798606481,7.34335696334747,10,6.85720352126794,6.41405245333469,7
"510030102011022",20.3076836119663,4.92740347864433,144,4.93358393043552,4.25426736107902,116,13.9045020114406,4.622068557615,133,4.26393345290313,4.25426736107902,111
"510030102011024",3.71809344428605,4.16546028361966,10,3.71809344428605,4.16546028361966,10,3.71809344428605,4.16546028361966,10,3.71809344428605,4.16546028361966,10
"510030102011028",11.4289245249188,6.21748438374472,4,11.4289245249188,6.21748438374472,4,11.4289245249188,6.21748438374472,4,5.59863856767676,4.98302163405422,3
"510030102011029",6.7137841943024,6.21913620512192,9,6.7137841943024,6.21913620512192,9,6.7137841943024,6.21913620512192,9,5.68510491404736,6.19750535085512,8
"510030102011030",24.5731143279933,7.43734447705298,48,7.20728960788538,6.43054974797426,39,21.941885017783,7.32053739428938,46,5.95982577589638,6.43054974797426,37
"510030102011031",23.2101736322703,7.54687272639284,3,5.95774600305709,5.95774600305709,2,23.2101736322703,7.54687272639284,3,5.95774600305709,5.95774600305709,2
"510030102011032",27.823343963871,8.28632166613116,94,8.28243310366709,7.14346061825757,68,21.7066727694624,8.13731540017501,87,7.67453175682838,7.12363324375066,64
"510030102011035",23.5354287260486,9.05669058385744,61,10.0663386098671,9.05669058385744,51,15.5035648358669,9.05669058385744,53,8.29827703781563,9.05669058385744,46
"510030102011036",26.8755007696112,21.3960688632175,6,18.6249425693403,7.58099599077716,5,18.6249425693403,7.58099599077716,5,14.478392777761,7.52779455608104,4
