"w_geocode","avgc_allworkers","medc_allworkers","workersinBlockall","liveoutsideCville","liveinsideCville","perc_workers_liveinCville","perc_workers_liveoutsideCville","avgc_livewithin40","medc_livewithin40","workerw40","avgc_25_res","medc_25_res","workers25"
"510030102011038",16.3960505974392,11.6399480996816,6,1,5,83.3333333333333,16.6666666666667,10.1721538564141,6.34820004849122,5,16.3960505974392,11.6399480996816,6
"510030102011046",28.200945662591,21.0832401051027,6,3,3,50,50,13.3151595079868,7.24254940087221,4,18.9888835578469,8.12380518138312,5
"510030102011049",50.6654487958686,51.6505935731038,141,89,52,36.8794326241135,63.1205673758865,7.97929765661357,4.25298447498297,63,18.9253738848851,5.11769571821933,77
"510030102011052",24.3613920818315,4.00941715775647,12,3,9,75,25,6.35956735087618,3.17555719429396,9,6.35956735087618,3.17555719429396,9
"510030102011056",13.5645748984076,13.5645748984076,2,1,1,50,50,13.5645748984076,13.5645748984076,2,7.97829876333986,7.97829876333986,1
"510030102011060",23.8671915433653,8.46439160510545,10,5,5,50,50,6.34394915072711,3.94878020213192,7,18.5959314106803,4.64241010837462,9
"510030102011066",29.7555889730848,24.7524768246838,8,4,4,50,50,12.0583629235105,4.96622406752175,5,19.4680310931441,12.7017656870487,6
"510030102011068",2.25726762515682,2.25726762515682,1,0,1,100,0,2.25726762515682,2.25726762515682,1,2.25726762515682,2.25726762515682,1
"510030102011073",44.7396899262135,30.7189135166619,15,9,6,40,60,7.22166331956748,4.45505577062315,8,20.7060351907375,5.94770880996192,11
"510030102011080",30.22824248998,16.1536042809634,11,6,5,45.4545454545455,54.5454545454545,11.6609285116755,10.7514175676215,8,20.270732974335,11.3994399030215,9
"510030102011082",21.3114703963474,10.3519599941821,5,2,3,60,40,13.3785481079059,8.05455545872676,4,13.3785481079059,8.05455545872676,4
"510030102012000",29.0268066574586,5.05523777040473,27,8,19,70.3703703703704,29.6296296296296,5.20205763352053,3.759428279737,19,14.9675072700931,4.12604946340586,23
"510030102012002",5.88188543303723,5.88188543303723,1,0,1,100,0,5.88188543303723,5.88188543303723,1,5.88188543303723,5.88188543303723,1
"510030102012003",29.1655639304138,21.8573154143442,8,5,3,37.5,62.5,14.242959873475,7.53500956150168,6,14.242959873475,7.53500956150168,6
"510030102012005",55.4611583513547,55.4611583513547,2,1,1,50,50,3.1889890990526,3.1889890990526,1,3.1889890990526,3.1889890990526,1
"510030102012008",4.14991036907361,4.14991036907361,2,0,2,100,0,4.14991036907361,4.14991036907361,2,4.14991036907361,4.14991036907361,2
"510030102012012",49.3864000094805,49.1019485783041,10,7,3,30,70,15.6740121093796,3.95821844086771,5,26.6035107313262,18.4086397550747,6
"510030102012015",14.3116435319389,4.5588133180786,17,5,12,70.5882352941177,29.4117647058824,8.18614278806466,3.96511525821079,15,11.5485649504701,4.2619642881447,16
"510030102012020",2.88308734504488,3.26651799490306,3,0,3,100,0,2.88308734504488,3.26651799490306,3,2.88308734504488,3.26651799490306,3
"510030102012021",33.0832398892479,6.68716353916091,19,7,12,63.1578947368421,36.8421052631579,4.97114483770486,4.85693844905662,12,23.1803385487922,6.44381049289184,17
"510030102012022",22.9125472366855,8.44789274779333,39,8,31,79.4871794871795,20.5128205128205,7.46641093729867,3.79188335222582,32,8.79599922328813,3.84775012004402,33
"510030102012025",17.978806423983,11.8795559619278,19,5,14,73.6842105263158,26.3157894736842,12.1967486493807,5.92258311860034,17,12.1967486493807,5.92258311860034,17
"510030102012028",38.4930139160672,25.1431895527628,4,2,2,50,50,2.14181195805528,2.14181195805528,2,17.3620050389212,2.48398790487261,3
"510030102012029",54.3559270686909,57.4660826215998,16,11,5,31.25,68.75,14.6848131876703,14.3420562356378,7,32.3253970021035,23.0303437071152,10
"510030102012030",41.815481687072,5.67348385224213,7,3,4,57.1428571428571,42.8571428571429,3.85674836733553,4.07277820584273,4,41.815481687072,5.67348385224213,7
"510030102012031",45.271639257437,31.7288898949102,246,145,101,41.0569105691057,58.9430894308943,9.95616712463593,4.17216135373673,132,23.1208794501802,10.2241094924122,174
"510030102021002",18.6759070534127,8.71460058870789,19,7,12,63.1578947368421,36.8421052631579,10.9386433742445,5.53717219860073,17,14.9691849046903,7.12588639365431,18
"510030102021007",31.9604057725184,21.6967085519195,13,8,5,38.4615384615385,61.5384615384615,18.4675567564582,21.1267334294049,11,21.5431342711703,21.4117209906622,12
"510030102021012",1.66968492728013,1.66968492728013,2,0,2,100,0,1.66968492728013,1.66968492728013,2,1.66968492728013,1.66968492728013,2
"510030102021017",0.864773498717492,0.598128464933112,3,0,3,100,0,0.864773498717492,0.598128464933112,3,0.864773498717492,0.598128464933112,3
"510030102021018",10.8517714476561,2.39338475690625,3,1,2,66.6666666666667,33.3333333333333,10.8517714476561,2.39338475690625,3,10.8517714476561,2.39338475690625,3
"510030102021020",51.4908038920983,51.4908038920983,2,1,1,50,50,NA,NA,NA,51.4908038920983,51.4908038920983,2
"510030102021024",22.7624306882256,6.6067055549872,4,2,2,50,50,4.95161799521991,5.15860991862584,3,22.7624306882256,6.6067055549872,4
"510030102021028",2.72729006929487,2.72729006929487,1,0,1,100,0,2.72729006929487,2.72729006929487,1,2.72729006929487,2.72729006929487,1
"510030102021029",4.09154785113007,4.09154785113007,2,0,2,100,0,4.09154785113007,4.09154785113007,2,4.09154785113007,4.09154785113007,2
"510030102021035",23.4144501185015,6.03037711670616,10,3,7,70,30,7.4857467192871,4.40078956072376,8,11.473415282406,4.74672883951863,9
"510030102021036",38.8058972009853,38.8058972009853,2,2,0,0,100,27.8983520135717,27.8983520135717,1,38.8058972009853,38.8058972009853,2
"510030102021037",32.4548324125235,7.65979782214879,7,2,5,71.4285714285714,28.5714285714286,6.56679713182973,5.2097828514337,5,14.401686996542,6.43479033679124,6
"510030102021039",41.1043382522185,35.9970208667965,3,1,2,66.6666666666667,33.3333333333333,21.8524001965331,21.8524001965331,2,41.1043382522185,35.9970208667965,3
"510030102021040",18.4300816421682,16.4563851056109,4,2,2,50,50,18.4300816421682,16.4563851056109,4,18.4300816421682,16.4563851056109,4
"510030102021042",24.2147986035352,22.9594488490548,8,4,4,50,50,17.8586265414928,22.8458408124777,7,24.2147986035352,22.9594488490548,8
"510030102021043",14.6642498429799,3.67681061752749,23,5,18,78.2608695652174,21.7391304347826,9.05324233147707,3.34564063542956,21,14.6642498429799,3.67681061752749,23
"510030102022000",20.2905369722907,8.27199878270839,62,18,44,70.9677419354839,29.0322580645161,9.01302909081856,5.37950549368511,52,13.2174682922245,6.06926078115966,56
"510030102022002",26.716577189704,9.67647919034896,113,44,69,61.0619469026549,38.9380530973451,10.3477637005428,6.40370565383698,90,16.691245133789,7.90061960880282,101
"510030102022003",2.00126438742377,2.00126438742377,1,0,1,100,0,2.00126438742377,2.00126438742377,1,2.00126438742377,2.00126438742377,1
"510030102022013",22.4707268456485,7.26362066000903,40,16,24,60,40,8.98190382810661,4.96388870929528,31,17.877625869859,5.93553177277263,37
"510030102022016",27.1202945153498,23.8101508393667,7,4,3,42.8571428571429,57.1428571428571,15.4333759075199,13.675062912945,6,15.4333759075199,13.675062912945,6
"510030102022020",3.12897338445648,3.12897338445648,2,0,2,100,0,3.12897338445648,3.12897338445648,2,3.12897338445648,3.12897338445648,2
"510030103001000",26.0216271014762,6.49294015956179,34,12,22,64.7058823529412,35.2941176470588,9.95287331427751,5.17638306547467,29,11.655538396423,5.3016812187941,30
"510030103001005",36.2448234288262,36.2448234288262,2,1,1,50,50,5.80659121999617,5.80659121999617,1,5.80659121999617,5.80659121999617,1
"510030103001007",3.24536568175905,3.24536568175905,1,0,1,100,0,3.24536568175905,3.24536568175905,1,3.24536568175905,3.24536568175905,1
"510030103001010",35.1055226353931,13.1073686942689,115,58,57,49.5652173913044,50.4347826086956,10.5038569096831,5.05807690521937,81,15.0393311264373,5.47470751341073,89
"510030103001011",25.1758591497556,19.7780003754777,8,4,4,50,50,10.2448000886038,4.90396362382942,5,19.3225771181127,9.35476087650602,7
"510030103001012",46.6589175913618,45.6397931033159,4,4,0,0,100,25.2550016000872,25.2550016000872,2,25.2550016000872,25.2550016000872,2
"510030103001013",15.3073401194495,6.54648093313691,12,2,10,83.3333333333333,16.6666666666667,9.95857357055783,6.29436635852823,11,9.95857357055783,6.29436635852823,11
"510030103001014",37.4543691857548,23.4642115685611,177,94,83,46.8926553672316,53.1073446327684,12.3427250307751,5.60565524122205,118,22.2187770631084,12.2936975211399,146
"510030103001020",23.1921854742188,5.24462535930101,79,26,53,67.0886075949367,32.9113924050633,8.23759826452414,4.02305348888903,65,12.8688359077616,4.35768689402633,70
"510030103002004",30.7309864387308,14.1514127566668,90,38,52,57.7777777777778,42.2222222222222,11.4820299144733,6.77063189792961,65,18.6121896336809,8.18357776640132,75
"510030103002009",4.1264249448174,4.1264249448174,1,0,1,100,0,4.1264249448174,4.1264249448174,1,4.1264249448174,4.1264249448174,1
"510030103002010",26.213473213224,26.213473213224,2,0,2,100,0,26.213473213224,26.213473213224,2,26.213473213224,26.213473213224,2
"510030103002011",20.3347271689971,9.21133694057874,24,5,19,79.1666666666667,20.8333333333333,11.716460622421,7.08575848746901,21,14.0142281590331,7.57179751055308,22
"510030103002012",126.990202116937,126.990202116937,2,2,0,0,100,NA,NA,NA,60.3737650104676,60.3737650104676,1
"510030103002016",12.424637737988,12.424637737988,2,1,1,50,50,12.424637737988,12.424637737988,2,12.424637737988,12.424637737988,2
"510030103003001",28.4039666010707,11.3626053594073,304,119,185,60.8552631578947,39.1447368421053,9.8405026596341,5.62843687529959,221,16.3676823834368,6.56514873342958,250
"510030103003009",31.3502828527631,10.5361934901609,1703,697,1006,59.0722254844392,40.9277745155608,9.72780201313954,5.04284391879546,1248,15.5441041150613,6.1657285815578,1391
"510030103003011",25.4786964815523,30.8557272178029,5,2,3,60,40,16.6300680505988,16.5655326932342,4,25.4786964815523,30.8557272178029,5
"510030103003017",27.4885227675588,10.9064677419067,536,215,321,59.8880597014925,40.1119402985075,10.7803587760403,5.24886577185606,418,16.0790860345229,6.37243216296385,461
"510030103003022",39.6022235815703,23.1388305684301,328,182,146,44.5121951219512,55.4878048780488,11.1129853778317,5.09711992265189,207,20.324804688403,9.13369965907018,250
"510030103004002",4.64180992493754,4.23772990273983,8,1,7,87.5,12.5,4.64180992493754,4.23772990273983,8,4.64180992493754,4.23772990273983,8
"510030103004003",39.1512372025545,16.5869781696734,32,17,15,46.875,53.125,10.0106208062729,5.37007292861462,20,13.9646228281352,6.30871532460927,22
"510030103004008",34.239577687183,26.6052977716872,23,12,11,47.8260869565217,52.1739130434783,11.601773532194,5.08772104353298,14,23.475198077263,15.5130405869963,19
"510030103004009",36.541171920133,13.9971604691655,26,11,15,57.6923076923077,42.3076923076923,14.1474680543574,8.42227151465757,21,21.4742041852167,8.62088563141899,22
"510030103004014",48.7759988543378,48.7759988543378,2,1,1,50,50,28.9459643536636,28.9459643536636,1,48.7759988543378,48.7759988543378,2
"510030103004017",42.8278037553229,13.0447332289913,6,3,3,50,50,7.51809963563929,6.0025161291388,4,7.51809963563929,6.0025161291388,4
"510030103004018",20.4001947349636,11.2856631188963,3,2,1,33.3333333333333,66.6666666666667,8.28416928635172,8.28416928635172,2,20.4001947349636,11.2856631188963,3
"510030103004019",3.87596910947104,3.87596910947104,1,0,1,100,0,3.87596910947104,3.87596910947104,1,3.87596910947104,3.87596910947104,1
"510030103005004",27.3844707308145,4.61918557402601,13,6,7,53.8461538461538,46.1538461538462,10.5434329874272,3.10269627877123,10,13.6133708293358,3.40945630249762,11
"510030103005007",14.1463942949513,19.365221429198,3,0,3,100,0,14.1463942949513,19.365221429198,3,14.1463942949513,19.365221429198,3
"510030103005008",29.0290550871219,6.0099257333076,14,6,8,57.1428571428571,42.8571428571429,9.91746159404099,5.54255472537766,11,16.829689169017,5.79722117725904,13
"510030103005014",12.885638413618,12.885638413618,2,1,1,50,50,12.885638413618,12.885638413618,2,12.885638413618,12.885638413618,2
"510030103005016",8.44268967643758,7.73871699136261,4,1,3,75,25,8.44268967643758,7.73871699136261,4,8.44268967643758,7.73871699136261,4
"510030103005017",24.2619074582715,12.8791285179636,25,7,18,72,28,10.5374102374557,7.97597233013899,20,20.297690068211,8.39108173986472,23
"510030103005020",20.9311772772095,9.24842941207676,13,5,8,61.5384615384615,38.4615384615385,8.97857152171792,7.87536778716516,10,16.8745604098227,8.64920261363754,12
"510030104011012",35.7992370726241,13.9691409709145,17,8,9,52.9411764705882,47.0588235294118,10.3173705128734,7.93813133970696,11,21.6642337569111,9.3505336749532,14
"510030104011019",33.556587607248,10.35448359211,19,5,14,73.6842105263158,26.3157894736842,11.3964199152843,7.77199002300364,16,10.0292304880827,6.68795963133243,15
"510030104011022",21.3019818487793,21.3019818487793,1,0,1,100,0,21.3019818487793,21.3019818487793,1,21.3019818487793,21.3019818487793,1
"510030104011028",21.6144117132528,8.27410718347452,25,8,17,68,32,8.16908235813044,7.89500991262478,21,10.3229882209159,8.05188768909526,22
"510030104011031",49.6645036853022,30.6456622377128,4,2,2,50,50,21.6826623015747,24.1037560677429,3,21.6826623015747,24.1037560677429,3
"510030104011036",13.4732887631421,6.32603118161033,7,2,5,71.4285714285714,28.5714285714286,5.98819787679053,5.42787260502172,6,5.98819787679053,5.42787260502172,6
"510030104011041",7.20032688208525,6.0037883266496,3,0,3,100,0,7.20032688208525,6.0037883266496,3,7.20032688208525,6.0037883266496,3
"510030104011045",22.0042146260712,12.8229339189816,4,2,2,50,50,9.16033286110142,10.7150805604943,3,9.16033286110142,10.7150805604943,3
"510030104011047",15.5213324848442,15.5213324848442,1,1,0,0,100,15.5213324848442,15.5213324848442,1,15.5213324848442,15.5213324848442,1
"510030104011049",29.9991674282858,7.63452805453558,6,1,5,83.3333333333333,16.6666666666667,10.4702724125867,6.05623842387117,5,10.4702724125867,6.05623842387117,5
"510030104011052",33.8651873193906,33.8651873193906,2,1,1,50,50,3.56171683903845,3.56171683903845,1,33.8651873193906,33.8651873193906,2
"510030104011055",21.4380786697668,7.5772853935258,5,1,4,80,20,10.881349069819,6.72606532769133,4,21.4380786697668,7.5772853935258,5
"510030104011056",12.424867032145,8.65985642469656,5,0,5,100,0,12.424867032145,8.65985642469656,5,12.424867032145,8.65985642469656,5
"510030104011059",12.0412045199317,12.3896757308003,3,0,3,100,0,12.0412045199317,12.3896757308003,3,12.0412045199317,12.3896757308003,3
"510030104011060",12.089132296722,7.39727484717114,5,1,4,80,20,12.089132296722,7.39727484717114,5,12.089132296722,7.39727484717114,5
"510030104011069",28.9651153172305,14.7941098448605,6,3,3,50,50,10.7643265121827,11.3075248406121,4,21.2848803061987,11.6746741681972,5
"510030104011071",18.161799596904,8.42993841335385,20,4,16,80,20,10.3420651729953,7.43195222877638,18,12.3350552645507,7.43195222877638,18
"510030104011074",3.45507136945929,3.32453581568023,3,0,3,100,0,3.45507136945929,3.32453581568023,3,3.45507136945929,3.32453581568023,3
"510030104011075",18.7447495888849,13.4794298897212,8,3,5,62.5,37.5,13.5265411529441,7.45821467200319,7,18.7447495888849,13.4794298897212,8
"510030104011082",14.0839843984967,14.0839843984967,2,1,1,50,50,14.0839843984967,14.0839843984967,2,14.0839843984967,14.0839843984967,2
"510030104011084",3.71616375800394,3.71616375800394,1,0,1,100,0,3.71616375800394,3.71616375800394,1,3.71616375800394,3.71616375800394,1
"510030104011088",11.7329201390429,8.20898253727552,11,2,9,81.8181818181818,18.1818181818182,7.5092431488075,6.8912156708431,10,7.5092431488075,6.8912156708431,10
"510030104011091",45.1171309022011,10.1083204393354,17,7,10,58.8235294117647,41.1764705882353,7.72175466248265,5.78153274648694,11,21.7850514024124,6.10887274795479,13
"510030104011094",9.20203226334353,9.20203226334353,2,0,2,100,0,9.20203226334353,9.20203226334353,2,9.20203226334353,9.20203226334353,2
"510030104012004",25.1053231303716,11.2653285168945,21,5,16,76.1904761904762,23.8095238095238,10.2606120553584,8.53541233305359,16,15.273000667953,9.96640367388929,18
"510030104012016",12.3288095224133,11.7432402300673,3,1,2,66.6666666666667,33.3333333333333,12.3288095224133,11.7432402300673,3,12.3288095224133,11.7432402300673,3
"510030104012026",57.58856326132,23.8702948887242,9,4,5,55.5555555555556,44.4444444444444,9.85132303774895,3.69907920992617,5,15.2587707183838,10.0299967581593,6
"510030104012029",17.6043596504782,9.7833081656364,6,2,4,66.6666666666667,33.3333333333333,11.4054702245067,3.71112978050003,5,17.6043596504782,9.7833081656364,6
"510030104012033",13.8898975358291,10.6202286225322,17,4,13,76.4705882352941,23.5294117647059,8.00479437869865,7.25999257947124,15,11.1684306539269,8.9401106010017,16
"510030104012042",5.43210898966993,4.18284977470174,3,1,2,66.6666666666667,33.3333333333333,5.43210898966993,4.18284977470174,3,5.43210898966993,4.18284977470174,3
"510030104012044",12.6900208710733,9.57873366331878,6,0,6,100,0,12.6900208710733,9.57873366331878,6,12.6900208710733,9.57873366331878,6
"510030104012052",15.1628331992481,11.1048220542206,34,5,29,85.2941176470588,14.7058823529412,11.4911545833636,10.2270111692642,30,14.2305290213064,10.8723395132884,33
