STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,Year,June,July,August,JuneF,JulyF,AugustF,NAMES,Totpcp,Totpcpinch
51,003,011400,2,510030114002,Block Group 2,1990,28.85,31.16,28.86,83.94,88.09,83.95,Albemarle,1155.72,45.5
51,003,011400,3,510030114003,Block Group 3,1990,28.75,31.1,28.71,83.75,87.98,83.68,Albemarle,1190.81,46.88
51,003,011400,4,510030114004,Block Group 4,1990,28.31,30.63,28.21,82.96,87.13,82.78,Albemarle,1271.49,50.06
51,065,020101,1,510650201011,Block Group 1,1990,28.96,31.09,28.76,84.14,87.96,83.77,Fluvanna,1147.42,45.17
51,065,020101,2,510650201012,Block Group 2,1990,28.94,31.06,28.65,84.09,87.91,83.57,Fluvanna,1179.42,46.43
51,065,020101,3,510650201013,Block Group 3,1990,28.98,31.12,28.72,84.17,88.01,83.69,Fluvanna,1168.05,45.99
51,065,020102,1,510650201021,Block Group 1,1990,28.98,31.13,28.76,84.16,88.04,83.76,Fluvanna,1156.37,45.53
51,065,020102,2,510650201022,Block Group 2,1990,28.95,31.12,28.78,84.12,88.01,83.8,Fluvanna,1147.76,45.19
51,065,020102,3,510650201023,Block Group 3,1990,28.91,31.09,28.73,84.04,87.96,83.72,Fluvanna,1159.22,45.64
51,065,020200,1,510650202001,Block Group 1,1990,28.96,31.06,28.77,84.12,87.9,83.78,Fluvanna,1140.83,44.91
51,065,020200,2,510650202002,Block Group 2,1990,29.06,31.17,28.98,84.31,88.11,84.16,Fluvanna,1113.24,43.83
51,065,020200,3,510650202003,Block Group 3,1990,29.04,31.21,29.04,84.27,88.17,84.27,Fluvanna,1102.39,43.4
51,065,020200,4,510650202004,Block Group 4,1990,29.03,31.25,29.11,84.26,88.25,84.39,Fluvanna,1090.45,42.93
51,065,020300,1,510650203001,Block Group 1,1990,28.9,31.11,28.79,84.03,87.99,83.83,Fluvanna,1150.5,45.3
51,065,020300,2,510650203002,Block Group 2,1990,28.91,31.15,28.93,84.04,88.08,84.08,Fluvanna,1132.54,44.59
51,065,020300,3,510650203003,Block Group 3,1990,28.88,31.15,28.88,83.98,88.07,83.99,Fluvanna,1145.93,45.12
51,079,030101,1,510790301011,Block Group 1,1990,26.79,29.27,26.71,80.22,84.68,80.07,Greene,1228.2,48.35
51,079,030101,2,510790301012,Block Group 2,1990,28.95,30.94,28.27,84.11,87.7,82.89,Greene,1120.52,44.11
51,079,030102,1,510790301021,Block Group 1,1990,26.98,29.47,26.92,80.56,85.05,80.46,Greene,1215.81,47.87
51,079,030102,2,510790301022,Block Group 2,1990,28.94,30.97,28.29,84.09,87.74,82.91,Greene,1129.29,44.46
51,079,030102,3,510790301023,Block Group 3,1990,28.86,30.91,28.24,83.94,87.65,82.82,Greene,1137.62,44.79
51,079,030102,4,510790301024,Block Group 4,1990,28.78,30.88,28.2,83.8,87.58,82.76,Greene,1133.15,44.61
51,079,030200,1,510790302001,Block Group 1,1990,28.93,31,28.32,84.08,87.81,82.98,Greene,1165.41,45.88
51,079,030200,2,510790302002,Block Group 2,1990,28.91,30.99,28.29,84.03,87.78,82.93,Greene,1145.85,45.11
51,079,030200,3,510790302003,Block Group 3,1990,28.98,30.99,28.32,84.16,87.79,82.97,Greene,1137.61,44.79
51,079,030200,4,510790302004,Block Group 4,1990,28.85,30.95,28.26,83.93,87.72,82.87,Greene,1166,45.91
51,109,950100,1,511099501001,Block Group 1,1990,29.41,31.36,28.8,84.95,88.45,83.84,Louisa,1136.72,44.75
51,109,950100,2,511099501002,Block Group 2,1990,29.32,31.27,28.73,84.77,88.28,83.71,Louisa,1145.74,45.11
51,109,950100,3,511099501003,Block Group 3,1990,29.25,31.24,28.75,84.65,88.22,83.75,Louisa,1128.57,44.43
51,109,950100,4,511099501004,Block Group 4,1990,29.27,31.28,28.87,84.69,88.3,83.97,Louisa,1106.78,43.57
51,109,950201,1,511099502011,Block Group 1,1990,29.14,31.1,28.61,84.44,87.98,83.5,Louisa,1125.71,44.32
51,109,950201,2,511099502012,Block Group 2,1990,29.01,31.03,28.59,84.21,87.85,83.46,Louisa,1150.44,45.29
51,109,950201,3,511099502013,Block Group 3,1990,29.13,31.12,28.71,84.44,88.02,83.68,Louisa,1128.36,44.42
51,109,950202,1,511099502021,Block Group 1,1990,29.22,31.16,28.63,84.59,88.09,83.54,Louisa,1132.78,44.6
51,109,950202,2,511099502022,Block Group 2,1990,29.12,31.12,28.65,84.42,88.01,83.58,Louisa,1140.35,44.9
51,109,950300,1,511099503001,Block Group 1,1990,29.14,31.09,28.56,84.44,87.96,83.41,Louisa,1136.75,44.75
51,109,950300,2,511099503002,Block Group 2,1990,29,31.04,28.55,84.21,87.88,83.4,Louisa,1161.51,45.73
51,109,950300,3,511099503003,Block Group 3,1990,28.94,31.04,28.59,84.09,87.86,83.47,Louisa,1176.58,46.32
51,109,950400,1,511099504001,Block Group 1,1990,28.97,31.03,28.65,84.15,87.85,83.57,Louisa,1143.93,45.04
51,109,950400,2,511099504002,Block Group 2,1990,29.1,31.12,28.77,84.38,88.02,83.78,Louisa,1122.8,44.2
51,109,950500,1,511099505001,Block Group 1,1990,29.39,31.37,28.84,84.9,88.47,83.91,Louisa,1107.35,43.6
51,109,950500,2,511099505002,Block Group 2,1990,29.4,31.41,28.93,84.92,88.53,84.07,Louisa,1074.14,42.29
51,109,950500,3,511099505003,Block Group 3,1990,29.43,31.46,29.02,84.98,88.63,84.23,Louisa,1065.76,41.96
51,125,950100,1,511259501001,Block Group 1,1990,28.65,30.98,28.64,83.57,87.77,83.55,Nelson,1226.09,48.27
51,125,950100,2,511259501002,Block Group 2,1990,28.41,30.65,28.33,83.14,87.18,82.99,Nelson,1279.1,50.36
51,125,950100,3,511259501003,Block Group 3,1990,28.57,30.88,28.53,83.43,87.59,83.36,Nelson,1228.36,48.36
51,125,950100,4,511259501004,Block Group 4,1990,28.67,30.96,28.66,83.61,87.73,83.58,Nelson,1222.89,48.15
51,125,950200,1,511259502001,Block Group 1,1990,27.7,29.11,27.75,81.86,84.4,81.96,Nelson,1422.69,56.01
51,125,950200,2,511259502002,Block Group 2,1990,28.24,30.62,28.12,82.84,87.11,82.62,Nelson,1276.95,50.27
51,125,950200,3,511259502003,Block Group 3,1990,27.87,29.88,27.84,82.17,85.78,82.1,Nelson,1351.59,53.21
51,125,950200,4,511259502004,Block Group 4,1990,27.84,30.11,27.79,82.12,86.2,82.02,Nelson,1294.57,50.97
51,125,950300,1,511259503001,Block Group 1,1990,28.32,30.41,28.24,82.98,86.73,82.83,Nelson,1307.92,51.49
51,125,950300,2,511259503002,Block Group 2,1990,28.33,30.42,28.28,83,86.76,82.9,Nelson,1297.66,51.09
51,125,950300,3,511259503003,Block Group 3,1990,27.94,28.77,28.02,82.29,83.79,82.43,Nelson,1423.24,56.03
51,125,950300,4,511259503004,Block Group 4,1990,28.53,30.8,28.5,83.35,87.44,83.31,Nelson,1233.88,48.58
51,540,000201,1,515400002011,Block Group 1,1990,28.76,31.04,28.41,83.77,87.87,83.13,Charlottesville,1242.86,48.93
51,540,000201,2,515400002012,Block Group 2,1990,28.82,31.09,28.46,83.87,87.96,83.22,Charlottesville,1235.72,48.65
51,540,000201,3,515400002013,Block Group 3,1990,28.75,31.04,28.4,83.76,87.87,83.12,Charlottesville,1243.73,48.97
51,540,000202,1,515400002021,Block Group 1,1990,28.8,31.08,28.45,83.84,87.95,83.2,Charlottesville,1238.67,48.77
51,540,000202,2,515400002022,Block Group 2,1990,28.78,31.06,28.43,83.8,87.91,83.17,Charlottesville,1240.76,48.85
51,540,000202,3,515400002023,Block Group 3,1990,28.75,31.04,28.41,83.76,87.88,83.13,Charlottesville,1243.87,48.97
51,540,000302,1,515400003021,Block Group 1,1990,28.88,31.13,28.51,83.98,88.04,83.32,Charlottesville,1226.3,48.28
51,540,000302,2,515400003022,Block Group 2,1990,29.04,31.27,28.63,84.27,88.28,83.53,Charlottesville,1203.8,47.39
51,540,000401,1,515400004011,Block Group 1,1990,28.89,31.16,28.53,84,88.09,83.35,Charlottesville,1227.32,48.32
51,540,000401,2,515400004012,Block Group 2,1990,28.86,31.15,28.51,83.95,88.07,83.32,Charlottesville,1227.35,48.32
51,540,000402,1,515400004021,Block Group 1,1990,28.89,31.15,28.52,83.99,88.06,83.34,Charlottesville,1225.4,48.24
51,540,000402,2,515400004022,Block Group 2,1990,28.89,31.16,28.53,84.01,88.08,83.36,Charlottesville,1224.5,48.21
51,540,000402,3,515400004023,Block Group 3,1990,28.88,31.14,28.53,83.99,88.06,83.35,Charlottesville,1221.38,48.09
51,540,000402,4,515400004024,Block Group 4,1990,28.9,31.17,28.54,84.02,88.11,83.37,Charlottesville,1222.99,48.15
51,540,000501,1,515400005011,Block Group 1,1990,28.84,31.12,28.48,83.91,88.01,83.27,Charlottesville,1233.75,48.57
51,540,000501,2,515400005012,Block Group 2,1990,28.8,31.09,28.45,83.84,87.96,83.21,Charlottesville,1239.57,48.8
51,540,000501,3,515400005013,Block Group 3,1990,28.84,31.12,28.48,83.91,88.02,83.27,Charlottesville,1234.95,48.62
51,540,000502,1,515400005021,Block Group 1,1990,28.86,31.16,28.51,83.96,88.08,83.32,Charlottesville,1225.84,48.26
51,540,000502,2,515400005022,Block Group 2,1990,28.76,31.07,28.43,83.77,87.92,83.17,Charlottesville,1245.09,49.02
51,540,000502,3,515400005023,Block Group 3,1990,28.74,31.06,28.42,83.74,87.9,83.15,Charlottesville,1244.4,48.99
51,540,000502,4,515400005024,Block Group 4,1990,28.79,31.1,28.46,83.83,87.98,83.22,Charlottesville,1236.77,48.69
51,540,000502,5,515400005025,Block Group 5,1990,28.83,31.13,28.49,83.89,88.04,83.28,Charlottesville,1230.23,48.43
51,540,000600,1,515400006001,Block Group 1,1990,28.76,31.05,28.42,83.76,87.9,83.15,Charlottesville,1244.37,48.99
51,540,000600,2,515400006002,Block Group 2,1990,28.7,31.02,28.38,83.66,87.84,83.09,Charlottesville,1251.07,49.25
51,540,000700,1,515400007001,Block Group 1,1990,28.82,31.08,28.44,83.87,87.94,83.19,Charlottesville,1236.42,48.68
51,540,000700,2,515400007002,Block Group 2,1990,28.76,31.04,28.4,83.76,87.87,83.12,Charlottesville,1243.2,48.94
51,540,000700,3,515400007003,Block Group 3,1990,28.81,31.09,28.43,83.86,87.95,83.17,Charlottesville,1241.16,48.86
51,540,000700,4,515400007004,Block Group 4,1990,28.65,30.96,28.33,83.57,87.72,82.99,Charlottesville,1255.52,49.43
51,540,000800,1,515400008001,Block Group 1,1990,28.85,31.08,28.44,83.92,87.95,83.19,Charlottesville,1230.13,48.43
51,540,000800,2,515400008002,Block Group 2,1990,28.89,31.13,28.49,84,88.03,83.28,Charlottesville,1229.17,48.39
51,540,000800,3,515400008003,Block Group 3,1990,28.87,31.11,28.46,83.97,88,83.23,Charlottesville,1229.65,48.41
51,540,000800,4,515400008004,Block Group 4,1990,28.81,31.07,28.42,83.87,87.93,83.16,Charlottesville,1236.97,48.7
51,540,000900,1,515400009001,Block Group 1,1990,28.98,31.19,28.55,84.16,88.14,83.4,Charlottesville,1221.71,48.1
51,540,000900,2,515400009002,Block Group 2,1990,28.89,31.14,28.5,84.01,88.05,83.3,Charlottesville,1227.12,48.31
51,540,001000,1,515400010001,Block Group 1,1990,28.83,31.1,28.48,83.9,87.99,83.26,Charlottesville,1234.08,48.59
51,540,001000,2,515400010002,Block Group 2,1990,28.86,31.12,28.48,83.96,88.02,83.27,Charlottesville,1230.21,48.43
51,540,001000,3,515400010003,Block Group 3,1990,28.88,31.13,28.5,83.99,88.04,83.31,Charlottesville,1225.65,48.25
51,003,010100,1,510030101001,Block Group 1,2000,28.52,27.89,28.06,83.34,82.21,82.51,Albemarle,918.53,36.16
51,003,010100,2,510030101002,Block Group 2,2000,27.29,26.71,26.45,81.12,80.07,79.61,Albemarle,1069.76,42.12
51,003,010100,3,510030101003,Block Group 3,2000,28.59,27.96,28.14,83.46,82.33,82.64,Albemarle,951.01,37.44
51,003,010201,1,510030102011,Block Group 1,2000,28.79,28.23,28.5,83.83,82.82,83.29,Albemarle,927.14,36.5
51,003,010201,2,510030102012,Block Group 2,2000,28.74,28.14,28.38,83.74,82.66,83.08,Albemarle,919.22,36.19
51,003,010202,1,510030102021,Block Group 1,2000,28.74,28.14,28.36,83.73,82.65,83.06,Albemarle,939.15,36.97
51,003,010202,2,510030102022,Block Group 2,2000,28.73,28.14,28.37,83.72,82.65,83.06,Albemarle,931.56,36.68
51,003,010300,1,510030103001,Block Group 1,2000,28.84,28.26,28.53,83.91,82.87,83.35,Albemarle,929.46,36.59
51,003,010300,2,510030103002,Block Group 2,2000,28.9,28.33,28.62,84.02,82.99,83.51,Albemarle,923.09,36.34
51,003,010300,3,510030103003,Block Group 3,2000,28.8,28.22,28.48,83.84,82.8,83.26,Albemarle,933.13,36.74
51,003,010300,4,510030103004,Block Group 4,2000,28.87,28.29,28.57,83.97,82.93,83.43,Albemarle,927.95,36.53
51,003,010300,5,510030103005,Block Group 5,2000,28.94,28.36,28.66,84.09,83.05,83.58,Albemarle,928.88,36.57
51,003,010401,1,510030104011,Block Group 1,2000,28.65,28.11,28.33,83.57,82.6,82.99,Albemarle,967.98,38.11
51,003,010401,2,510030104012,Block Group 2,2000,28.65,28.13,28.36,83.56,82.64,83.05,Albemarle,978.1,38.51
51,003,010401,3,510030104013,Block Group 3,2000,28.88,28.35,28.62,83.99,83.03,83.51,Albemarle,966.05,38.03
51,003,010402,1,510030104021,Block Group 1,2000,29.11,28.56,28.89,84.4,83.42,84,Albemarle,942.15,37.09
51,003,010402,2,510030104022,Block Group 2,2000,29.19,28.66,29.02,84.55,83.59,84.23,Albemarle,930.31,36.63
51,003,010500,1,510030105001,Block Group 1,2000,28.71,28.16,28.37,83.69,82.69,83.07,Albemarle,982.62,38.69
51,003,010500,2,510030105002,Block Group 2,2000,28.82,28.26,28.5,83.88,82.87,83.3,Albemarle,976.01,38.43
51,003,010500,3,510030105003,Block Group 3,2000,29.02,28.46,28.77,84.24,83.23,83.78,Albemarle,951.24,37.45
51,003,010601,1,510030106011,Block Group 1,2000,28.89,28.31,28.59,84,82.96,83.46,Albemarle,943.43,37.14
51,003,010601,2,510030106012,Block Group 2,2000,28.96,28.38,28.68,84.12,83.09,83.62,Albemarle,937.63,36.91
51,003,010601,3,510030106013,Block Group 3,2000,28.87,28.29,28.55,83.96,82.92,83.39,Albemarle,952.3,37.49
51,003,010602,1,510030106021,Block Group 1,2000,28.97,28.4,28.7,84.15,83.11,83.65,Albemarle,945.93,37.24
51,003,010602,2,510030106022,Block Group 2,2000,28.99,28.41,28.72,84.18,83.15,83.69,Albemarle,946.05,37.25
51,003,010700,1,510030107001,Block Group 1,2000,28.86,28.28,28.54,83.94,82.9,83.37,Albemarle,949.44,37.38
51,003,010700,2,510030107002,Block Group 2,2000,28.78,28.19,28.43,83.8,82.75,83.17,Albemarle,949.4,37.38
51,003,010700,3,510030107003,Block Group 3,2000,28.75,28.16,28.39,83.74,82.69,83.1,Albemarle,959.41,37.77
51,003,010800,1,510030108001,Block Group 1,2000,28.8,28.21,28.46,83.84,82.78,83.22,Albemarle,948.1,37.33
51,003,010800,2,510030108002,Block Group 2,2000,28.76,28.18,28.41,83.77,82.72,83.13,Albemarle,962,37.87
51,003,010800,3,510030108003,Block Group 3,2000,28.79,28.2,28.43,83.82,82.76,83.18,Albemarle,964.39,37.97
51,003,010800,4,510030108004,Block Group 4,2000,28.73,28.14,28.36,83.71,82.66,83.04,Albemarle,966.2,38.04
51,003,010800,5,510030108005,Block Group 5,2000,28.71,28.12,28.32,83.67,82.61,82.98,Albemarle,972.56,38.29
51,003,010901,1,510030109011,Block Group 1,2000,28.75,28.16,28.38,83.75,82.69,83.08,Albemarle,981.03,38.62
51,003,010901,2,510030109012,Block Group 2,2000,28.77,28.19,28.41,83.79,82.74,83.14,Albemarle,974.07,38.35
51,003,010902,1,510030109021,Block Group 1,2000,28.69,28.1,28.28,83.64,82.58,82.91,Albemarle,997.18,39.26
51,003,010902,2,510030109022,Block Group 2,2000,28.69,28.1,28.28,83.64,82.58,82.91,Albemarle,997.18,39.26
51,003,010903,1,510030109031,Block Group 1,2000,28.77,28.19,28.4,83.79,82.74,83.12,Albemarle,984.69,38.77
51,003,010903,2,510030109032,Block Group 2,2000,28.83,28.24,28.48,83.9,82.84,83.27,Albemarle,974.65,38.37
51,003,011000,1,510030110001,Block Group 1,2000,28.7,28.1,28.3,83.66,82.58,82.94,Albemarle,962.75,37.9
51,003,011000,2,510030110002,Block Group 2,2000,28.73,28.13,28.33,83.71,82.64,83,Albemarle,986.48,38.84
51,003,011000,3,510030110003,Block Group 3,2000,28.59,27.97,28.12,83.45,82.34,82.62,Albemarle,981.57,38.64
51,003,011000,4,510030110004,Block Group 4,2000,28.6,27.98,28.13,83.48,82.37,82.63,Albemarle,1008.27,39.7
51,003,011000,5,510030110005,Block Group 5,2000,28.69,28.08,28.27,83.64,82.54,82.89,Albemarle,970.28,38.2
51,003,011100,1,510030111001,Block Group 1,2000,28.54,27.9,28.04,83.37,82.23,82.48,Albemarle,995.14,39.18
51,003,011100,2,510030111002,Block Group 2,2000,28.58,27.94,28.08,83.44,82.29,82.54,Albemarle,1005.43,39.58
51,003,011100,3,510030111003,Block Group 3,2000,28.5,27.86,27.97,83.31,82.15,82.34,Albemarle,1020.99,40.2
51,003,011100,4,510030111004,Block Group 4,2000,28.47,27.82,27.92,83.24,82.08,82.25,Albemarle,1015.08,39.96
51,003,011100,5,510030111005,Block Group 5,2000,28.23,27.6,27.61,82.82,81.68,81.7,Albemarle,1034.95,40.75
51,003,011201,1,510030112011,Block Group 1,2000,27.77,27.15,26.94,81.98,80.87,80.49,Albemarle,1119.61,44.08
51,003,011201,2,510030112012,Block Group 2,2000,28.52,27.86,27.95,83.34,82.16,82.31,Albemarle,1045.7,41.17
51,003,011201,3,510030112013,Block Group 3,2000,28.46,27.82,27.85,83.22,82.08,82.14,Albemarle,1090.26,42.92
51,003,011202,1,510030112021,Block Group 1,2000,28.59,27.99,28.1,83.47,82.38,82.58,Albemarle,1034.21,40.72
51,003,011202,2,510030112022,Block Group 2,2000,28.75,28.12,28.27,83.75,82.62,82.88,Albemarle,1035.69,40.78
51,003,011301,1,510030113011,Block Group 1,2000,28.96,28.37,28.63,84.13,83.07,83.53,Albemarle,976.25,38.43
51,003,011301,2,510030113012,Block Group 2,2000,28.87,28.29,28.49,83.97,82.92,83.27,Albemarle,996.07,39.22
51,003,011301,3,510030113013,Block Group 3,2000,29.16,28.61,28.92,84.48,83.5,84.05,Albemarle,942.72,37.11
51,003,011301,4,510030113014,Block Group 4,2000,29.15,28.58,28.85,84.47,83.44,83.93,Albemarle,952.79,37.51
51,003,011302,1,510030113021,Block Group 1,2000,28.98,28.39,28.67,84.16,83.1,83.61,Albemarle,966.3,38.04
51,003,011302,2,510030113022,Block Group 2,2000,28.96,28.37,28.64,84.13,83.07,83.55,Albemarle,971.46,38.25
51,003,011303,1,510030113031,Block Group 1,2000,29,28.41,28.7,84.2,83.14,83.66,Albemarle,963.81,37.95
51,003,011303,2,510030113032,Block Group 2,2000,28.97,28.4,28.67,84.15,83.11,83.61,Albemarle,968.08,38.11
51,003,011400,1,510030114001,Block Group 1,2000,29.15,28.56,28.83,84.47,83.4,83.89,Albemarle,952.08,37.48
51,003,011400,2,510030114002,Block Group 2,2000,29.43,28.86,29.18,84.97,83.95,84.52,Albemarle,889.65,35.03
51,003,011400,3,510030114003,Block Group 3,2000,29.23,28.61,28.89,84.62,83.5,83.99,Albemarle,941.38,37.06
51,003,011400,4,510030114004,Block Group 4,2000,28.72,28.09,28.21,83.7,82.56,82.77,Albemarle,1056.4,41.59
51,065,020101,1,510650201011,Block Group 1,2000,29.27,28.77,29.12,84.68,83.78,84.41,Fluvanna,944.83,37.2
51,065,020101,2,510650201012,Block Group 2,2000,29.12,28.61,28.95,84.42,83.5,84.11,Fluvanna,948.39,37.34
51,065,020101,3,510650201013,Block Group 3,2000,29.23,28.72,29.08,84.62,83.7,84.35,Fluvanna,930.91,36.65
51,065,020102,1,510650201021,Block Group 1,2000,29.29,28.78,29.14,84.72,83.8,84.45,Fluvanna,924.8,36.41
51,065,020102,2,510650201022,Block Group 2,2000,29.32,28.81,29.16,84.77,83.86,84.49,Fluvanna,929.83,36.61
51,065,020102,3,510650201023,Block Group 3,2000,29.26,28.75,29.09,84.67,83.75,84.36,Fluvanna,933.65,36.76
51,065,020200,1,510650202001,Block Group 1,2000,29.2,28.7,29.03,84.57,83.66,84.25,Fluvanna,973,38.31
51,065,020200,2,510650202002,Block Group 2,2000,29.44,28.95,29.28,85,84.11,84.71,Fluvanna,955.16,37.6
51,065,020200,3,510650202003,Block Group 3,2000,29.58,29.1,29.41,85.24,84.38,84.93,Fluvanna,927.55,36.52
51,065,020200,4,510650202004,Block Group 4,2000,29.59,29.13,29.4,85.27,84.43,84.93,Fluvanna,935.48,36.83
51,065,020300,1,510650203001,Block Group 1,2000,29.34,28.83,29.16,84.81,83.89,84.48,Fluvanna,920.67,36.25
51,065,020300,2,510650203002,Block Group 2,2000,29.49,29,29.29,85.09,84.21,84.72,Fluvanna,900.14,35.44
51,065,020300,3,510650203003,Block Group 3,2000,29.46,28.94,29.24,85.04,84.09,84.64,Fluvanna,885.71,34.87
51,079,030101,1,510790301011,Block Group 1,2000,26.69,26.14,25.81,80.03,79.05,78.46,Greene,1079.23,42.49
51,079,030101,2,510790301012,Block Group 2,2000,28.72,28.09,28.3,83.7,82.56,82.94,Greene,977.08,38.47
51,079,030102,1,510790301021,Block Group 1,2000,26.91,26.35,26.07,80.43,79.43,78.93,Greene,1057.21,41.62
51,079,030102,2,510790301022,Block Group 2,2000,28.72,28.08,28.29,83.7,82.54,82.93,Greene,961.22,37.84
51,079,030102,3,510790301023,Block Group 3,2000,28.66,28.04,28.24,83.58,82.47,82.83,Greene,965.84,38.03
51,079,030102,4,510790301024,Block Group 4,2000,28.58,27.94,28.12,83.44,82.29,82.61,Greene,933.02,36.73
51,079,030200,1,510790302001,Block Group 1,2000,28.76,28.2,28.45,83.76,82.75,83.2,Greene,938.36,36.94
51,079,030200,2,510790302002,Block Group 2,2000,28.72,28.11,28.33,83.7,82.59,83,Greene,939.45,36.99
51,079,030200,3,510790302003,Block Group 3,2000,28.76,28.18,28.41,83.77,82.72,83.15,Greene,959.43,37.77
51,079,030200,4,510790302004,Block Group 4,2000,28.68,28.1,28.33,83.63,82.59,82.99,Greene,944.21,37.17
51,109,950100,1,511099501001,Block Group 1,2000,28.96,28.4,28.73,84.13,83.12,83.72,Louisa,980.76,38.61
51,109,950100,2,511099501002,Block Group 2,2000,28.92,28.39,28.7,84.06,83.09,83.67,Louisa,947.24,37.29
51,109,950100,3,511099501003,Block Group 3,2000,28.95,28.39,28.71,84.1,83.1,83.68,Louisa,980.82,38.61
51,109,950100,4,511099501004,Block Group 4,2000,29.13,28.59,28.92,84.43,83.45,84.05,Louisa,981.8,38.65
51,109,950201,1,511099502011,Block Group 1,2000,28.89,28.37,28.67,84,83.07,83.6,Louisa,985.96,38.82
51,109,950201,2,511099502012,Block Group 2,2000,28.88,28.37,28.65,83.98,83.06,83.58,Louisa,986.52,38.84
51,109,950201,3,511099502013,Block Group 3,2000,28.99,28.48,28.8,84.18,83.26,83.84,Louisa,982.87,38.7
51,109,950202,1,511099502021,Block Group 1,2000,28.85,28.32,28.62,83.93,82.98,83.51,Louisa,948.67,37.35
51,109,950202,2,511099502022,Block Group 2,2000,28.88,28.35,28.65,83.99,83.03,83.57,Louisa,968.58,38.13
51,109,950300,1,511099503001,Block Group 1,2000,28.87,28.36,28.64,83.96,83.04,83.55,Louisa,958.96,37.75
51,109,950300,2,511099503002,Block Group 2,2000,28.9,28.39,28.7,84.02,83.11,83.65,Louisa,947.66,37.31
51,109,950300,3,511099503003,Block Group 3,2000,29,28.49,28.81,84.2,83.29,83.86,Louisa,951.45,37.46
51,109,950400,1,511099504001,Block Group 1,2000,29,28.5,28.81,84.2,83.29,83.85,Louisa,967.72,38.1
51,109,950400,2,511099504002,Block Group 2,2000,29.07,28.56,28.88,84.33,83.4,83.99,Louisa,986.67,38.85
51,109,950500,1,511099505001,Block Group 1,2000,28.98,28.39,28.73,84.17,83.1,83.72,Louisa,1001.57,39.43
51,109,950500,2,511099505002,Block Group 2,2000,29.11,28.53,28.87,84.4,83.36,83.96,Louisa,1001.72,39.44
51,109,950500,3,511099505003,Block Group 3,2000,29.22,28.65,28.98,84.6,83.57,84.17,Louisa,998.82,39.32
51,125,950100,1,511259501001,Block Group 1,2000,29.1,28.45,28.68,84.39,83.21,83.62,Nelson,943.69,37.15
51,125,950100,2,511259501002,Block Group 2,2000,28.9,28.24,28.39,84.02,82.83,83.1,Nelson,1017.49,40.06
51,125,950100,3,511259501003,Block Group 3,2000,29,28.29,28.49,84.2,82.93,83.28,Nelson,914.51,36
51,125,950100,4,511259501004,Block Group 4,2000,29.03,28.34,28.56,84.26,83.01,83.4,Nelson,908.9,35.78
51,125,950200,1,511259502001,Block Group 1,2000,28.61,27.93,28.11,83.49,82.27,82.59,Nelson,1195.48,47.07
51,125,950200,2,511259502002,Block Group 2,2000,28.65,27.98,28.07,83.56,82.36,82.52,Nelson,1072.55,42.23
51,125,950200,3,511259502003,Block Group 3,2000,28.46,27.8,27.87,83.23,82.05,82.16,Nelson,1133.21,44.61
51,125,950200,4,511259502004,Block Group 4,2000,28.25,27.59,27.57,82.85,81.66,81.63,Nelson,1095.64,43.14
51,125,950300,1,511259503001,Block Group 1,2000,28.86,28.16,28.3,83.95,82.69,82.95,Nelson,1014,39.92
51,125,950300,2,511259503002,Block Group 2,2000,28.82,28.09,28.23,83.88,82.55,82.82,Nelson,993.36,39.11
51,125,950300,3,511259503003,Block Group 3,2000,27.9,27.07,27.28,82.23,80.73,81.1,Nelson,1188.48,46.79
51,125,950300,4,511259503004,Block Group 4,2000,28.94,28.19,28.34,84.09,82.74,83.01,Nelson,969.2,38.16
51,540,000201,1,515400002011,Block Group 1,2000,28.86,28.28,28.53,83.95,82.9,83.35,Charlottesville,966.87,38.07
51,540,000201,2,515400002012,Block Group 2,2000,28.92,28.34,28.61,84.05,83.01,83.5,Charlottesville,960.27,37.81
51,540,000201,3,515400002013,Block Group 3,2000,28.85,28.27,28.51,83.93,82.88,83.32,Charlottesville,968,38.11
51,540,000202,1,515400002021,Block Group 1,2000,28.91,28.33,28.59,84.04,82.99,83.47,Charlottesville,963.71,37.94
51,540,000202,2,515400002022,Block Group 2,2000,28.88,28.3,28.56,83.99,82.94,83.41,Charlottesville,965.29,38
51,540,000202,3,515400002023,Block Group 3,2000,28.86,28.28,28.53,83.95,82.9,83.35,Charlottesville,968.59,38.13
51,540,000302,1,515400003021,Block Group 1,2000,28.99,28.41,28.71,84.18,83.15,83.68,Charlottesville,953.53,37.54
51,540,000302,2,515400003022,Block Group 2,2000,29.13,28.56,28.9,84.43,83.4,84.03,Charlottesville,935.18,36.82
51,540,000401,1,515400004011,Block Group 1,2000,29.01,28.43,28.74,84.23,83.18,83.73,Charlottesville,953.51,37.54
51,540,000401,2,515400004012,Block Group 2,2000,29,28.42,28.72,84.21,83.16,83.69,Charlottesville,957.68,37.7
51,540,000402,1,515400004021,Block Group 1,2000,29.01,28.43,28.73,84.21,83.18,83.72,Charlottesville,952.85,37.51
51,540,000402,2,515400004022,Block Group 2,2000,29.03,28.45,28.75,84.25,83.21,83.76,Charlottesville,952.18,37.49
51,540,000402,3,515400004023,Block Group 3,2000,29.02,28.45,28.75,84.23,83.2,83.74,Charlottesville,953.74,37.55
