STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,Year,June,July,August,JuneF,JulyF,AugustF,NAMES,Totpcp,Totpcpinch
51,540,000402,4,515400004024,Block Group 4,2000,29.04,28.46,28.77,84.27,83.23,83.78,Charlottesville,952.21,37.49
51,540,000501,1,515400005011,Block Group 1,2000,28.96,28.38,28.66,84.13,83.08,83.59,Charlottesville,959.19,37.76
51,540,000501,2,515400005012,Block Group 2,2000,28.92,28.34,28.61,84.06,83.01,83.49,Charlottesville,964.53,37.97
51,540,000501,3,515400005013,Block Group 3,2000,28.96,28.38,28.66,84.13,83.08,83.59,Charlottesville,960.12,37.8
51,540,000502,1,515400005021,Block Group 1,2000,29,28.42,28.72,84.21,83.16,83.69,Charlottesville,957.18,37.68
51,540,000502,2,515400005022,Block Group 2,2000,28.89,28.31,28.56,84,82.95,83.41,Charlottesville,969.75,38.18
51,540,000502,3,515400005023,Block Group 3,2000,28.89,28.3,28.56,84.01,82.95,83.4,Charlottesville,972.96,38.31
51,540,000502,4,515400005024,Block Group 4,2000,28.94,28.35,28.62,84.09,83.03,83.52,Charlottesville,966.2,38.04
51,540,000502,5,515400005025,Block Group 5,2000,28.98,28.39,28.68,84.17,83.11,83.62,Charlottesville,963.27,37.92
51,540,000600,1,515400006001,Block Group 1,2000,28.88,28.29,28.55,83.98,82.93,83.38,Charlottesville,969.37,38.16
51,540,000600,2,515400006002,Block Group 2,2000,28.85,28.26,28.5,83.92,82.87,83.29,Charlottesville,977.43,38.48
51,540,000700,1,515400007001,Block Group 1,2000,28.89,28.31,28.57,84,82.95,83.43,Charlottesville,957.67,37.7
51,540,000700,2,515400007002,Block Group 2,2000,28.84,28.26,28.51,83.92,82.87,83.31,Charlottesville,966.51,38.05
51,540,000700,3,515400007003,Block Group 3,2000,28.87,28.29,28.55,83.97,82.92,83.39,Charlottesville,958.93,37.75
51,540,000700,4,515400007004,Block Group 4,2000,28.77,28.18,28.4,83.78,82.72,83.11,Charlottesville,981.53,38.64
51,540,000800,1,515400008001,Block Group 1,2000,28.88,28.3,28.57,83.98,82.95,83.43,Charlottesville,956.97,37.68
51,540,000800,2,515400008002,Block Group 2,2000,28.94,28.36,28.65,84.09,83.05,83.57,Charlottesville,948.38,37.34
51,540,000800,3,515400008003,Block Group 3,2000,28.9,28.33,28.6,84.03,82.99,83.48,Charlottesville,949.38,37.38
51,540,000800,4,515400008004,Block Group 4,2000,28.86,28.28,28.54,83.95,82.9,83.37,Charlottesville,954.96,37.6
51,540,000900,1,515400009001,Block Group 1,2000,29.02,28.45,28.77,84.24,83.21,83.78,Charlottesville,944.02,37.17
51,540,000900,2,515400009002,Block Group 2,2000,28.96,28.39,28.68,84.13,83.1,83.62,Charlottesville,949.04,37.36
51,540,001000,1,515400010001,Block Group 1,2000,28.95,28.37,28.65,84.1,83.06,83.56,Charlottesville,959.43,37.77
51,540,001000,2,515400010002,Block Group 2,2000,28.95,28.37,28.66,84.11,83.07,83.59,Charlottesville,954.52,37.58
51,540,001000,3,515400010003,Block Group 3,2000,28.97,28.4,28.69,84.15,83.12,83.65,Charlottesville,951.52,37.46
51,003,010100,1,510030101001,Block Group 1,2010,30.79,32.44,30.18,87.42,90.38,86.32,Albemarle,939.81,37
51,003,010100,2,510030101002,Block Group 2,2010,30.05,31.72,29.44,86.1,89.1,85,Albemarle,1123.43,44.23
51,003,010100,3,510030101003,Block Group 3,2010,30.81,32.39,30.12,87.47,90.29,86.21,Albemarle,971.43,38.25
51,003,010201,1,510030102011,Block Group 1,2010,31.07,32.8,30.6,87.93,91.04,87.09,Albemarle,1011.4,39.82
51,003,010201,2,510030102012,Block Group 2,2010,30.97,32.65,30.43,87.74,90.77,86.78,Albemarle,992.48,39.07
51,003,010202,1,510030102021,Block Group 1,2010,30.95,32.56,30.33,87.71,90.6,86.59,Albemarle,957.38,37.69
51,003,010202,2,510030102022,Block Group 2,2010,30.96,32.61,30.39,87.73,90.69,86.7,Albemarle,971.35,38.24
51,003,010300,1,510030103001,Block Group 1,2010,31.07,32.74,30.55,87.92,90.93,86.98,Albemarle,1011.73,39.83
51,003,010300,2,510030103002,Block Group 2,2010,31.15,32.83,30.63,88.07,91.09,87.14,Albemarle,992.32,39.07
51,003,010300,3,510030103003,Block Group 3,2010,31.03,32.7,30.5,87.85,90.86,86.9,Albemarle,990.67,39
51,003,010300,4,510030103004,Block Group 4,2010,31.09,32.75,30.55,87.96,90.95,86.99,Albemarle,968.36,38.12
51,003,010300,5,510030103005,Block Group 5,2010,31.15,32.8,30.59,88.07,91.03,87.07,Albemarle,957.18,37.68
51,003,010401,1,510030104011,Block Group 1,2010,30.85,32.62,30.46,87.52,90.71,86.83,Albemarle,1034.87,40.74
51,003,010401,2,510030104012,Block Group 2,2010,30.88,32.71,30.56,87.59,90.87,87,Albemarle,1029.37,40.53
51,003,010401,3,510030104013,Block Group 3,2010,31.06,32.8,30.61,87.91,91.04,87.1,Albemarle,1011.46,39.82
51,003,010402,1,510030104021,Block Group 1,2010,31.25,32.9,30.66,88.25,91.22,87.19,Albemarle,956.69,37.67
51,003,010402,2,510030104022,Block Group 2,2010,31.37,33.04,30.8,88.47,91.47,87.44,Albemarle,954.98,37.6
51,003,010500,1,510030105001,Block Group 1,2010,30.87,32.59,30.41,87.56,90.66,86.74,Albemarle,1019.22,40.13
51,003,010500,2,510030105002,Block Group 2,2010,30.96,32.65,30.45,87.74,90.77,86.81,Albemarle,1002.12,39.45
51,003,010500,3,510030105003,Block Group 3,2010,31.17,32.81,30.59,88.11,91.06,87.06,Albemarle,962.1,37.88
51,003,010601,1,510030106011,Block Group 1,2010,31.08,32.72,30.51,87.95,90.9,86.92,Albemarle,959.73,37.78
51,003,010601,2,510030106012,Block Group 2,2010,31.15,32.78,30.58,88.07,91.01,87.04,Albemarle,952.97,37.52
51,003,010601,3,510030106013,Block Group 3,2010,31.06,32.69,30.48,87.9,90.84,86.86,Albemarle,968.34,38.12
51,003,010602,1,510030106021,Block Group 1,2010,31.16,32.78,30.57,88.08,91.01,87.03,Albemarle,958.15,37.72
51,003,010602,2,510030106022,Block Group 2,2010,31.17,32.8,30.58,88.11,91.03,87.05,Albemarle,955.26,37.61
51,003,010700,1,510030107001,Block Group 1,2010,31.05,32.68,30.46,87.88,90.82,86.83,Albemarle,965.32,38
51,003,010700,2,510030107002,Block Group 2,2010,30.97,32.61,30.39,87.75,90.69,86.71,Albemarle,973.1,38.31
51,003,010700,3,510030107003,Block Group 3,2010,30.93,32.57,30.36,87.68,90.63,86.66,Albemarle,985.77,38.81
51,003,010800,1,510030108001,Block Group 1,2010,31,32.62,30.4,87.79,90.72,86.73,Albemarle,968.2,38.12
51,003,010800,2,510030108002,Block Group 2,2010,30.95,32.58,30.37,87.71,90.64,86.66,Albemarle,985.15,38.79
51,003,010800,3,510030108003,Block Group 3,2010,30.96,32.59,30.37,87.73,90.66,86.67,Albemarle,982.02,38.66
51,003,010800,4,510030108004,Block Group 4,2010,30.91,32.54,30.33,87.64,90.58,86.59,Albemarle,992.98,39.09
51,003,010800,5,510030108005,Block Group 5,2010,30.88,32.51,30.29,87.59,90.52,86.53,Albemarle,996.14,39.22
51,003,010901,1,510030109011,Block Group 1,2010,30.91,32.54,30.32,87.64,90.57,86.57,Albemarle,990.11,38.98
51,003,010901,2,510030109012,Block Group 2,2010,30.94,32.56,30.34,87.68,90.61,86.61,Albemarle,985.42,38.8
51,003,010902,1,510030109021,Block Group 1,2010,30.82,32.47,30.25,87.48,90.44,86.45,Albemarle,1009.19,39.73
51,003,010902,2,510030109022,Block Group 2,2010,30.82,32.47,30.25,87.48,90.44,86.45,Albemarle,1009.19,39.73
51,003,010903,1,510030109031,Block Group 1,2010,30.91,32.54,30.32,87.64,90.58,86.57,Albemarle,991.64,39.04
51,003,010903,2,510030109032,Block Group 2,2010,30.98,32.6,30.37,87.76,90.68,86.67,Albemarle,976.95,38.46
51,003,011000,1,510030110001,Block Group 1,2010,30.89,32.49,30.25,87.61,90.48,86.46,Albemarle,974.67,38.37
51,003,011000,2,510030110002,Block Group 2,2010,30.87,32.49,30.26,87.57,90.48,86.46,Albemarle,996.58,39.24
51,003,011000,3,510030110003,Block Group 3,2010,30.78,32.35,30.1,87.4,90.23,86.17,Albemarle,995.82,39.21
51,003,011000,4,510030110004,Block Group 4,2010,30.75,32.33,30.08,87.34,90.19,86.14,Albemarle,1018.66,40.1
51,003,011000,5,510030110005,Block Group 5,2010,30.88,32.45,30.21,87.58,90.42,86.37,Albemarle,975.02,38.39
51,003,011100,1,510030111001,Block Group 1,2010,30.73,32.26,29.97,87.31,90.06,85.94,Albemarle,1011.2,39.81
51,003,011100,2,510030111002,Block Group 2,2010,30.73,32.26,29.97,87.32,90.07,85.94,Albemarle,1016.4,40.02
51,003,011100,3,510030111003,Block Group 3,2010,30.65,32.18,29.88,87.17,89.92,85.78,Albemarle,1045.69,41.17
51,003,011100,4,510030111004,Block Group 4,2010,30.63,32.15,29.85,87.13,89.87,85.72,Albemarle,1044.02,41.1
51,003,011100,5,510030111005,Block Group 5,2010,30.45,32.02,29.72,86.81,89.64,85.5,Albemarle,1088.71,42.86
51,003,011201,1,510030112011,Block Group 1,2010,29.93,31.58,29.28,85.88,88.84,84.71,Albemarle,1246.9,49.09
51,003,011201,2,510030112012,Block Group 2,2010,30.6,32.1,29.78,87.07,89.79,85.61,Albemarle,1106.06,43.55
51,003,011201,3,510030112013,Block Group 3,2010,30.42,32.02,29.73,86.75,89.64,85.52,Albemarle,1175.68,46.29
51,003,011202,1,510030112021,Block Group 1,2010,30.65,32.28,30.04,87.16,90.11,86.07,Albemarle,1055.56,41.56
51,003,011202,2,510030112022,Block Group 2,2010,30.73,32.33,30.04,87.31,90.19,86.06,Albemarle,1110.97,43.74
51,003,011301,1,510030113011,Block Group 1,2010,31.04,32.66,30.4,87.88,90.78,86.72,Albemarle,966.91,38.07
51,003,011301,2,510030113012,Block Group 2,2010,30.87,32.53,30.27,87.57,90.56,86.48,Albemarle,1011.65,39.83
51,003,011301,3,510030113013,Block Group 3,2010,31.21,32.86,30.58,88.17,91.16,87.05,Albemarle,954.32,37.57
51,003,011301,4,510030113014,Block Group 4,2010,31.13,32.76,30.43,88.04,90.98,86.77,Albemarle,1006.81,39.64
51,003,011302,1,510030113021,Block Group 1,2010,31.1,32.7,30.45,87.98,90.85,86.8,Albemarle,956.08,37.64
51,003,011302,2,510030113022,Block Group 2,2010,31.06,32.67,30.41,87.92,90.8,86.74,Albemarle,963.03,37.91
51,003,011303,1,510030113031,Block Group 1,2010,31.12,32.72,30.47,88.01,90.9,86.85,Albemarle,955.59,37.62
51,003,011303,2,510030113032,Block Group 2,2010,31.08,32.71,30.46,87.95,90.87,86.84,Albemarle,963.54,37.93
51,003,011400,1,510030114001,Block Group 1,2010,31.13,32.75,30.39,88.03,90.94,86.7,Albemarle,1063.11,41.85
51,003,011400,2,510030114002,Block Group 2,2010,31.38,33.01,30.61,88.48,91.42,87.09,Albemarle,1020.64,40.18
51,003,011400,3,510030114003,Block Group 3,2010,31.21,32.81,30.42,88.18,91.05,86.76,Albemarle,1081.07,42.56
51,003,011400,4,510030114004,Block Group 4,2010,30.62,32.26,29.93,87.11,90.06,85.87,Albemarle,1210.54,47.66
51,065,020101,1,510650201011,Block Group 1,2010,31.43,33.18,30.86,88.58,91.72,87.54,Fluvanna,989.47,38.96
51,065,020101,2,510650201012,Block Group 2,2010,31.37,33.11,30.86,88.46,91.61,87.55,Fluvanna,987.95,38.9
51,065,020101,3,510650201013,Block Group 3,2010,31.44,33.15,30.87,88.59,91.67,87.57,Fluvanna,970.89,38.22
51,065,020102,1,510650201021,Block Group 1,2010,31.45,33.13,30.84,88.6,91.64,87.5,Fluvanna,961.3,37.85
51,065,020102,2,510650201022,Block Group 2,2010,31.42,33.13,30.8,88.55,91.63,87.44,Fluvanna,971.14,38.23
51,065,020102,3,510650201023,Block Group 3,2010,31.35,33.06,30.75,88.43,91.51,87.36,Fluvanna,972.62,38.29
51,065,020200,1,510650202001,Block Group 1,2010,31.41,33.19,30.85,88.53,91.74,87.53,Fluvanna,1019.07,40.12
51,065,020200,2,510650202002,Block Group 2,2010,31.65,33.41,30.97,88.97,92.15,87.74,Fluvanna,991.76,39.05
51,065,020200,3,510650202003,Block Group 3,2010,31.62,33.37,30.9,88.92,92.06,87.62,Fluvanna,962,37.87
51,065,020200,4,510650202004,Block Group 4,2010,31.6,33.35,30.85,88.88,92.02,87.53,Fluvanna,990.03,38.98
51,065,020300,1,510650203001,Block Group 1,2010,31.34,33.06,30.7,88.42,91.5,87.26,Fluvanna,976.21,38.43
51,065,020300,2,510650203002,Block Group 2,2010,31.41,33.12,30.69,88.54,91.62,87.25,Fluvanna,985.82,38.81
51,065,020300,3,510650203003,Block Group 3,2010,31.39,33.06,30.64,88.5,91.5,87.15,Fluvanna,1005.36,39.58
51,079,030101,1,510790301011,Block Group 1,2010,29.75,31.66,29.16,85.55,88.99,84.49,Greene,1152.73,45.38
51,079,030101,2,510790301012,Block Group 2,2010,30.81,32.59,30.37,87.46,90.67,86.67,Greene,1047.21,41.23
51,079,030102,1,510790301021,Block Group 1,2010,29.96,31.7,29.43,85.94,89.06,84.97,Greene,1093.95,43.07
51,079,030102,2,510790301022,Block Group 2,2010,30.84,32.58,30.34,87.52,90.64,86.62,Greene,1012.22,39.85
51,079,030102,3,510790301023,Block Group 3,2010,30.81,32.56,30.34,87.46,90.61,86.6,Greene,1028.1,40.48
51,079,030102,4,510790301024,Block Group 4,2010,30.78,32.48,30.22,87.4,90.46,86.4,Greene,978.35,38.52
51,079,030200,1,510790302001,Block Group 1,2010,31,32.77,30.57,87.81,90.98,87.03,Greene,1033.39,40.68
51,079,030200,2,510790302002,Block Group 2,2010,30.92,32.64,30.41,87.65,90.75,86.74,Greene,1015.33,39.97
51,079,030200,3,510790302003,Block Group 3,2010,30.94,32.74,30.54,87.69,90.93,86.97,Greene,1051.05,41.38
51,079,030200,4,510790302004,Block Group 4,2010,30.92,32.67,30.46,87.66,90.81,86.84,Greene,1037.59,40.85
51,109,950100,1,511099501001,Block Group 1,2010,31.86,33.65,31.26,89.35,92.57,88.27,Louisa,1043.91,41.1
51,109,950100,2,511099501002,Block Group 2,2010,31.72,33.51,31.17,89.09,92.31,88.11,Louisa,1030.64,40.58
51,109,950100,3,511099501003,Block Group 3,2010,31.7,33.5,31.12,89.06,92.3,88.02,Louisa,1072.12,42.21
51,109,950100,4,511099501004,Block Group 4,2010,31.78,33.58,31.14,89.2,92.44,88.05,Louisa,1054.7,41.52
51,109,950201,1,511099502011,Block Group 1,2010,31.45,33.27,31.01,88.62,91.89,87.82,Louisa,1038.76,40.9
51,109,950201,2,511099502012,Block Group 2,2010,31.34,33.16,30.9,88.41,91.69,87.62,Louisa,1054.09,41.5
51,109,950201,3,511099502013,Block Group 3,2010,31.58,33.38,31.06,88.84,92.08,87.9,Louisa,1051.4,41.39
51,109,950202,1,511099502021,Block Group 1,2010,31.54,33.34,31.07,88.77,92.02,87.92,Louisa,1056.92,41.61
51,109,950202,2,511099502022,Block Group 2,2010,31.5,33.31,31,88.71,91.97,87.81,Louisa,1061.04,41.77
51,109,950300,1,511099503001,Block Group 1,2010,31.37,33.21,30.97,88.47,91.77,87.75,Louisa,1006,39.61
51,109,950300,2,511099503002,Block Group 2,2010,31.33,33.14,30.92,88.39,91.65,87.66,Louisa,1003.96,39.53
51,109,950300,3,511099503003,Block Group 3,2010,31.33,33.11,30.88,88.4,91.6,87.59,Louisa,1006.64,39.63
51,109,950400,1,511099504001,Block Group 1,2010,31.36,33.17,30.89,88.45,91.7,87.6,Louisa,1054.69,41.52
51,109,950400,2,511099504002,Block Group 2,2010,31.56,33.36,31,88.81,92.05,87.8,Louisa,1053.8,41.49
51,109,950500,1,511099505001,Block Group 1,2010,31.88,33.67,31.24,89.38,92.61,88.23,Louisa,1061.13,41.78
51,109,950500,2,511099505002,Block Group 2,2010,31.89,33.7,31.21,89.4,92.65,88.17,Louisa,1030.36,40.57
51,109,950500,3,511099505003,Block Group 3,2010,31.88,33.7,31.17,89.38,92.66,88.1,Louisa,1009.74,39.75
51,125,950100,1,511259501001,Block Group 1,2010,31.08,32.65,30.25,87.95,90.76,86.44,Nelson,1068.19,42.05
51,125,950100,2,511259501002,Block Group 2,2010,30.65,32.24,29.87,87.17,90.03,85.76,Nelson,1177.32,46.35
51,125,950100,3,511259501003,Block Group 3,2010,30.95,32.46,30.08,87.71,90.43,86.14,Nelson,1086.4,42.77
51,125,950100,4,511259501004,Block Group 4,2010,31.11,32.61,30.2,88,90.7,86.37,Nelson,1084.37,42.69
51,125,950200,1,511259502001,Block Group 1,2010,29.33,31.08,28.71,84.79,87.94,83.68,Nelson,1424.18,56.07
51,125,950200,2,511259502002,Block Group 2,2010,30.55,32.09,29.76,86.99,89.77,85.56,Nelson,1216.57,47.9
51,125,950200,3,511259502003,Block Group 3,2010,29.94,31.56,29.21,85.89,88.81,84.59,Nelson,1298.69,51.13
51,125,950200,4,511259502004,Block Group 4,2010,30.08,31.65,29.31,86.14,88.97,84.76,Nelson,1223.49,48.17
51,125,950300,1,511259503001,Block Group 1,2010,30.41,31.98,29.61,86.74,89.56,85.3,Nelson,1229.24,48.4
51,125,950300,2,511259503002,Block Group 2,2010,30.44,31.95,29.6,86.79,89.51,85.28,Nelson,1206.54,47.5
51,125,950300,3,511259503003,Block Group 3,2010,29.09,30.85,28.47,84.36,87.53,83.25,Nelson,1415.4,55.72
51,125,950300,4,511259503004,Block Group 4,2010,30.87,32.28,29.95,87.56,90.11,85.91,Nelson,1134.62,44.67
51,540,000201,1,515400002011,Block Group 1,2010,31.01,32.64,30.42,87.82,90.75,86.75,Charlottesville,972.59,38.29
51,540,000201,2,515400002012,Block Group 2,2010,31.07,32.69,30.47,87.93,90.85,86.84,Charlottesville,964.38,37.97
51,540,000201,3,515400002013,Block Group 3,2010,31,32.63,30.4,87.81,90.73,86.73,Charlottesville,973.21,38.32
51,540,000202,1,515400002021,Block Group 1,2010,31.06,32.67,30.45,87.91,90.81,86.8,Charlottesville,962.52,37.89
51,540,000202,2,515400002022,Block Group 2,2010,31.03,32.66,30.43,87.86,90.78,86.78,Charlottesville,967.55,38.09
51,540,000202,3,515400002023,Block Group 3,2010,31.01,32.63,30.41,87.82,90.74,86.73,Charlottesville,971.47,38.25
51,540,000302,1,515400003021,Block Group 1,2010,31.13,32.76,30.53,88.04,90.96,86.95,Charlottesville,959.84,37.79
51,540,000302,2,515400003022,Block Group 2,2010,31.28,32.89,30.65,88.31,91.2,87.16,Charlottesville,933.94,36.77
51,540,000401,1,515400004011,Block Group 1,2010,31.16,32.76,30.53,88.09,90.97,86.95,Charlottesville,951.17,37.45
51,540,000401,2,515400004012,Block Group 2,2010,31.14,32.74,30.5,88.05,90.93,86.9,Charlottesville,952.37,37.49
51,540,000402,1,515400004021,Block Group 1,2010,31.15,32.77,30.53,88.07,90.98,86.96,Charlottesville,955.85,37.63
51,540,000402,2,515400004022,Block Group 2,2010,31.17,32.78,30.54,88.1,91,86.98,Charlottesville,951.86,37.47
51,540,000402,3,515400004023,Block Group 3,2010,31.15,32.78,30.54,88.08,91,86.98,Charlottesville,955.5,37.62
51,540,000402,4,515400004024,Block Group 4,2010,31.18,32.78,30.54,88.12,91.01,86.97,Charlottesville,948.28,37.33
51,540,000501,1,515400005011,Block Group 1,2010,31.1,32.72,30.48,87.99,90.89,86.87,Charlottesville,959.15,37.76
51,540,000501,2,515400005012,Block Group 2,2010,31.06,32.67,30.44,87.92,90.81,86.8,Charlottesville,964.16,37.96
51,540,000501,3,515400005013,Block Group 3,2010,31.11,32.71,30.47,87.99,90.88,86.85,Charlottesville,958.72,37.74
51,540,000502,1,515400005021,Block Group 1,2010,31.14,32.74,30.49,88.05,90.93,86.89,Charlottesville,951.01,37.44
51,540,000502,2,515400005022,Block Group 2,2010,31.03,32.64,30.41,87.86,90.75,86.73,Charlottesville,971.25,38.24
51,540,000502,3,515400005023,Block Group 3,2010,31.02,32.63,30.39,87.84,90.73,86.7,Charlottesville,971.68,38.26
51,540,000502,4,515400005024,Block Group 4,2010,31.07,32.67,30.43,87.92,90.81,86.77,Charlottesville,962.65,37.9
51,540,000502,5,515400005025,Block Group 5,2010,31.11,32.71,30.46,87.99,90.87,86.83,Charlottesville,955.78,37.63
51,540,000600,1,515400006001,Block Group 1,2010,31.02,32.64,30.41,87.84,90.75,86.74,Charlottesville,970.24,38.2
51,540,000600,2,515400006002,Block Group 2,2010,30.98,32.59,30.36,87.76,90.67,86.65,Charlottesville,979.9,38.58
51,540,000700,1,515400007001,Block Group 1,2010,31.06,32.68,30.46,87.9,90.82,86.83,Charlottesville,966.56,38.05
51,540,000700,2,515400007002,Block Group 2,2010,31,32.63,30.41,87.81,90.73,86.73,Charlottesville,973.98,38.35
51,540,000700,3,515400007003,Block Group 3,2010,31.04,32.65,30.43,87.87,90.78,86.78,Charlottesville,966.08,38.03
51,540,000700,4,515400007004,Block Group 4,2010,30.92,32.55,30.33,87.65,90.58,86.59,Charlottesville,988.97,38.94
51,540,000800,1,515400008001,Block Group 1,2010,31.07,32.7,30.49,87.92,90.86,86.88,Charlottesville,970.84,38.22
51,540,000800,2,515400008002,Block Group 2,2010,31.12,32.74,30.52,88.01,90.93,86.93,Charlottesville,958.27,37.73
51,540,000800,3,515400008003,Block Group 3,2010,31.09,32.71,30.5,87.96,90.88,86.9,Charlottesville,963.87,37.95
51,540,000800,4,515400008004,Block Group 4,2010,31.04,32.66,30.44,87.87,90.79,86.8,Charlottesville,969.5,38.17
51,540,000900,1,515400009001,Block Group 1,2010,31.21,32.83,30.62,88.18,91.1,87.11,Charlottesville,950.84,37.43
51,540,000900,2,515400009002,Block Group 2,2010,31.13,32.75,30.53,88.03,90.95,86.95,Charlottesville,955.46,37.62
51,540,001000,1,515400010001,Block Group 1,2010,31.09,32.71,30.48,87.97,90.88,86.87,Charlottesville,964.17,37.96
51,540,001000,2,515400010002,Block Group 2,2010,31.11,32.73,30.5,87.99,90.91,86.9,Charlottesville,956.37,37.65
51,540,001000,3,515400010003,Block Group 3,2010,31.13,32.76,30.53,88.04,90.96,86.96,Charlottesville,955.73,37.63
51,003,010100,1,510030101001,Block Group 1,2020,28.01,32.22,28.94,82.41,90,84.09,Albemarle,1447.62,56.99
51,003,010100,2,510030101002,Block Group 2,2020,27.37,31.69,28.4,81.27,89.04,83.12,Albemarle,1534.44,60.41
51,003,010100,3,510030101003,Block Group 3,2020,27.94,32.13,28.86,82.3,89.83,83.95,Albemarle,1461.83,57.55
51,003,010201,1,510030102011,Block Group 1,2020,28.33,32.62,29.18,82.99,90.72,84.52,Albemarle,1547.03,60.91
51,003,010201,2,510030102012,Block Group 2,2020,28.2,32.46,29.08,82.75,90.42,84.34,Albemarle,1521.72,59.91
51,003,010202,1,510030102021,Block Group 1,2020,28.09,32.32,28.97,82.56,90.17,84.14,Albemarle,1498.69,59
51,003,010202,2,510030102022,Block Group 2,2020,28.15,32.4,29.02,82.66,90.31,84.24,Albemarle,1523.1,59.96
51,003,010300,1,510030103001,Block Group 1,2020,28.28,32.56,29.12,82.9,90.61,84.41,Albemarle,1533.43,60.37
51,003,010300,2,510030103002,Block Group 2,2020,28.34,32.63,29.18,83.02,90.73,84.52,Albemarle,1518.61,59.79
51,003,010300,3,510030103003,Block Group 3,2020,28.24,32.51,29.09,82.83,90.53,84.36,Albemarle,1532.79,60.35
51,003,010300,4,510030103004,Block Group 4,2020,28.28,32.56,29.12,82.91,90.6,84.41,Albemarle,1521.23,59.89
51,003,010300,5,510030103005,Block Group 5,2020,28.31,32.58,29.14,82.96,90.65,84.45,Albemarle,1503.89,59.21
51,003,010401,1,510030104011,Block Group 1,2020,28.23,32.57,29.07,82.81,90.62,84.32,Albemarle,1602.24,63.08
51,003,010401,2,510030104012,Block Group 2,2020,28.32,32.7,29.13,82.98,90.85,84.43,Albemarle,1641.51,64.63
51,003,010401,3,510030104013,Block Group 3,2020,28.31,32.66,29.11,82.96,90.79,84.39,Albemarle,1546.15,60.87
51,003,010402,1,510030104021,Block Group 1,2020,28.33,32.64,29.12,82.99,90.74,84.42,Albemarle,1558.18,61.35
51,003,010402,2,510030104022,Block Group 2,2020,28.44,32.77,29.22,83.2,90.99,84.59,Albemarle,1532.53,60.34
51,003,010500,1,510030105001,Block Group 1,2020,28.14,32.47,28.98,82.66,90.45,84.17,Albemarle,1540.5,60.65
51,003,010500,2,510030105002,Block Group 2,2020,28.17,32.48,29,82.7,90.46,84.19,Albemarle,1534.53,60.41
51,003,010500,3,510030105003,Block Group 3,2020,28.27,32.55,29.08,82.89,90.6,84.35,Albemarle,1517.5,59.74
51,003,010601,1,510030106011,Block Group 1,2020,28.24,32.5,29.07,82.83,90.51,84.33,Albemarle,1506.92,59.33
51,003,010601,2,510030106012,Block Group 2,2020,28.29,32.56,29.12,82.92,90.6,84.41,Albemarle,1490.96,58.7
51,003,010601,3,510030106013,Block Group 3,2020,28.19,32.46,29.03,82.75,90.42,84.26,Albemarle,1512.79,59.56
51,003,010602,1,510030106021,Block Group 1,2020,28.27,32.53,29.09,82.88,90.56,84.36,Albemarle,1491.97,58.74
51,003,010602,2,510030106022,Block Group 2,2020,28.27,32.54,29.09,82.89,90.57,84.36,Albemarle,1489.65,58.65
51,003,010700,1,510030107001,Block Group 1,2020,28.19,32.45,29.03,82.74,90.41,84.26,Albemarle,1510.66,59.47
51,003,010700,2,510030107002,Block Group 2,2020,28.13,32.4,28.99,82.64,90.32,84.18,Albemarle,1526.63,60.1
51,003,010700,3,510030107003,Block Group 3,2020,28.1,32.37,28.96,82.58,90.27,84.13,Albemarle,1538.72,60.58
51,003,010800,1,510030108001,Block Group 1,2020,28.14,32.39,29,82.65,90.31,84.19,Albemarle,1517.9,59.76
51,003,010800,2,510030108002,Block Group 2,2020,28.1,32.37,28.96,82.58,90.26,84.13,Albemarle,1539.42,60.61
51,003,010800,3,510030108003,Block Group 3,2020,28.1,32.36,28.96,82.58,90.25,84.13,Albemarle,1541.84,60.7
51,003,010800,4,510030108004,Block Group 4,2020,28.07,32.33,28.93,82.53,90.2,84.08,Albemarle,1546.77,60.9
51,003,010800,5,510030108005,Block Group 5,2020,28.04,32.31,28.91,82.48,90.15,84.04,Albemarle,1556.27,61.27
51,003,010901,1,510030109011,Block Group 1,2020,28.06,32.32,28.92,82.5,90.18,84.06,Albemarle,1552.41,61.12
51,003,010901,2,510030109012,Block Group 2,2020,28.08,32.34,28.94,82.54,90.21,84.09,Albemarle,1548.76,60.97
51,003,010902,1,510030109021,Block Group 1,2020,28,32.28,28.87,82.39,90.1,83.96,Albemarle,1586.3,62.45
51,003,010902,2,510030109022,Block Group 2,2020,28,32.28,28.87,82.39,90.1,83.96,Albemarle,1586.3,62.45
51,003,010903,1,510030109031,Block Group 1,2020,28.05,32.32,28.91,82.49,90.18,84.05,Albemarle,1570.31,61.82
51,003,010903,2,510030109032,Block Group 2,2020,28.1,32.36,28.95,82.57,90.25,84.11,Albemarle,1553.27,61.15
51,003,011000,1,510030110001,Block Group 1,2020,28.02,32.25,28.91,82.44,90.05,84.03,Albemarle,1526.56,60.1
51,003,011000,2,510030110002,Block Group 2,2020,28.01,32.27,28.89,82.42,90.08,84,Albemarle,1570.93,61.85
51,003,011000,3,510030110003,Block Group 3,2020,27.91,32.12,28.82,82.24,89.82,83.88,Albemarle,1539.67,60.62
51,003,011000,4,510030110004,Block Group 4,2020,27.89,32.12,28.8,82.2,89.82,83.84,Albemarle,1606.75,63.26
51,003,011000,5,510030110005,Block Group 5,2020,27.99,32.2,28.88,82.38,89.96,83.98,Albemarle,1534.93,60.43
