STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,tree_can
51,125,950100,1204,511259501001204,Block 1204,23.25
51,125,950100,4255,511259501004255,Block 4255,60.95853161114888
51,125,950100,1203,511259501001203,Block 1203,34.2962962962963
51,125,950100,1202,511259501001202,Block 1202,19
51,125,950100,4086,511259501004086,Block 4086,86.07692307692308
51,125,950100,1290,511259501001290,Block 1290,43.45
51,125,950100,4158,511259501004158,Block 4158,51.10204081632653
51,125,950100,4235,511259501004235,Block 4235,92.6923076923077
51,125,950100,4252,511259501004252,Block 4252,85.25
51,125,950100,4272,511259501004272,Block 4272,45.75
51,125,950100,4222,511259501004222,Block 4222,0
51,125,950100,4221,511259501004221,Block 4221,10
51,125,950200,3071,511259502003071,Block 3071,2.8531468531468533
51,125,950300,3200,511259503003200,Block 3200,89.0909090909091
51,125,950100,2068,511259501002068,Block 2068,15.666666666666666
51,125,950100,2162,511259501002162,Block 2162,87.16326530612245
51,125,950100,1096,511259501001096,Block 1096,83.42857142857143
51,125,950200,4052,511259502004052,Block 4052,13
51,125,950200,3037,511259502003037,Block 3037,52.333333333333336
51,125,950300,3039,511259503003039,Block 3039,80.5
51,125,950300,1060,511259503001060,Block 1060,34.666666666666664
51,125,950200,2140,511259502002140,Block 2140,37.5
51,125,950100,2019,511259501002019,Block 2019,58.75905797101449
51,125,950100,2061,511259501002061,Block 2061,49.96969696969697
51,125,950300,3128,511259503003128,Block 3128,10.5
51,125,950300,2042,511259503002042,Block 2042,22
51,125,950300,2050,511259503002050,Block 2050,77.2
51,125,950300,2087,511259503002087,Block 2087,37
51,125,950300,2054,511259503002054,Block 2054,0
51,125,950300,1152,511259503001152,Block 1152,44
51,125,950300,1118,511259503001118,Block 1118,0
51,125,950300,1167,511259503001167,Block 1167,19.480225988700564
51,125,950300,4153,511259503004153,Block 4153,0
51,125,950100,1309,511259501001309,Block 1309,81.78292329956585
51,125,950100,4052,511259501004052,Block 4052,0
51,125,950100,1210,511259501001210,Block 1210,48.333333333333336
51,125,950100,4038,511259501004038,Block 4038,16
51,125,950100,4015,511259501004015,Block 4015,41.52812858783008
51,125,950300,4017,511259503004017,Block 4017,0
51,125,950100,2121,511259501002121,Block 2121,40
51,109,950300,2064,511099503002064,Block 2064,84.12896405919662
51,109,950300,2196,511099503002196,Block 2196,28.142857142857142
51,109,950202,1123,511099502021123,Block 1123,77.76470588235294
51,109,950300,3042,511099503003042,Block 3042,77.88791593695271
51,109,950300,3056,511099503003056,Block 3056,38.80357142857143
51,109,950100,4000,511099501004000,Block 4000,68.01935483870967
51,109,950100,4004,511099501004004,Block 4004,44.75060056780956
51,109,950100,3011,511099501003011,Block 3011,62.776119402985074
51,109,950300,3082,511099503003082,Block 3082,63.52334861606385
51,109,950500,2046,511099505002046,Block 2046,66.23230088495575
51,109,950100,1084,511099501001084,Block 1084,53.5
51,109,950100,1270,511099501001270,Block 1270,0
51,109,950100,1271,511099501001271,Block 1271,1.7105263157894737
51,109,950100,1083,511099501001083,Block 1083,48.5609756097561
51,109,950100,1269,511099501001269,Block 1269,0
51,109,950100,1082,511099501001082,Block 1082,66.56
51,109,950100,1272,511099501001272,Block 1272,3.7349397590361444
51,109,950100,1273,511099501001273,Block 1273,78.11616161616162
51,109,950500,1030,511099505001030,Block 1030,67.63636363636364
51,109,950100,1099,511099501001099,Block 1099,52.83720930232558
51,109,950100,1100,511099501001100,Block 1100,0.3333333333333333
51,109,950100,1041,511099501001041,Block 1041,7.363636363636363
51,109,950100,1097,511099501001097,Block 1097,53.37096774193548
51,109,950100,1030,511099501001030,Block 1030,0
51,109,950100,1038,511099501001038,Block 1038,12.285714285714286
51,109,950300,1105,511099503001105,Block 1105,33.666666666666664
51,109,950300,1103,511099503001103,Block 1103,0.03461538461538462
51,109,950300,1076,511099503001076,Block 1076,4.1824324324324325
51,003,011201,3082,510030112013082,Block 3082,64.01751824817518
51,003,011201,3073,510030112013073,Block 3073,78.41944847605225
51,003,011201,3084,510030112013084,Block 3084,89.70470869912211
51,003,011201,3078,510030112013078,Block 3078,86.84231536926147
51,003,011301,4071,510030113014071,Block 4071,50.733333333333334
51,003,010902,1019,510030109021019,Block 1019,63.9811320754717
51,003,011301,4030,510030113014030,Block 4030,69.31428571428572
51,003,011302,1000,510030113021000,Block 1000,57.41202672605791
51,003,011302,1010,510030113021010,Block 1010,58.27058823529412
51,003,011302,2006,510030113022006,Block 2006,17.49484536082474
51,003,011000,1013,510030110001013,Block 1013,66.25
51,003,011302,2002,510030113022002,Block 2002,23.555555555555557
51,003,011303,2001,510030113032001,Block 2001,54.37984496124031
51,003,011302,1009,510030113021009,Block 1009,56.625
51,003,011302,1008,510030113021008,Block 1008,63
51,003,011302,1004,510030113021004,Block 1004,41
51,003,011302,2001,510030113022001,Block 2001,43.89473684210526
51,003,011400,1013,510030114001013,Block 1013,2.857142857142857
51,003,010903,2003,510030109032003,Block 2003,8
51,003,011301,4070,510030113014070,Block 4070,12.193069306930694
51,003,010903,1002,510030109031002,Block 1002,11.654545454545454
51,003,011303,1009,510030113031009,Block 1009,64.42857142857143
51,109,950300,1160,511099503001160,Block 1160,56.43223905723906
51,109,950300,2029,511099503002029,Block 2029,37.054054054054056
51,109,950300,1119,511099503001119,Block 1119,72.43170103092784
51,109,950300,1081,511099503001081,Block 1081,60.67757131640932
51,109,950201,3015,511099502013015,Block 3015,83
51,109,950300,1011,511099503001011,Block 1011,0.42168674698795183
51,109,950300,1010,511099503001010,Block 1010,1.04
51,109,950300,1075,511099503001075,Block 1075,3.888888888888889
51,109,950100,2001,511099501002001,Block 2001,0
51,109,950300,1074,511099503001074,Block 1074,2.1770833333333335
51,109,950100,2109,511099501002109,Block 2109,50.18050541516246
51,109,950100,1119,511099501001119,Block 1119,26.395818815331012
51,003,011100,1044,510030111001044,Block 1044,78.82142857142857
51,003,011100,5023,510030111005023,Block 5023,36.19047619047619
51,003,011100,5014,510030111005014,Block 5014,41.98850574712644
51,003,011100,5013,510030111005013,Block 5013,51
51,003,011100,5012,510030111005012,Block 5012,35.285714285714285
51,003,010300,2013,510030103002013,Block 2013,80.2
51,003,010201,1042,510030102011042,Block 1042,42.60283687943262
51,003,010300,2014,510030103002014,Block 2014,81.24223602484471
51,003,010401,2102,510030104012102,Block 2102,95.71098265895954
51,003,010401,1005,510030104011005,Block 1005,83.6
51,003,010401,1000,510030104011000,Block 1000,97.49019607843137
51,003,011302,1001,510030113021001,Block 1001,0
51,003,011302,1015,510030113021015,Block 1015,61.58385093167702
51,003,011302,1017,510030113021017,Block 1017,54.7
51,003,010300,1005,510030103001005,Block 1005,5.833333333333333
51,003,011000,1046,510030110001046,Block 1046,10.2
51,003,011100,4015,510030111004015,Block 4015,1
51,003,011100,4034,510030111004034,Block 4034,0
51,003,011100,4046,510030111004046,Block 4046,0
51,003,011100,4055,510030111004055,Block 4055,22.237864077669904
51,003,011100,4043,510030111004043,Block 4043,3.7
51,003,011100,4024,510030111004024,Block 4024,36.592592592592595
51,003,011100,4042,510030111004042,Block 4042,18.142857142857142
51,003,011303,2024,510030113032024,Block 2024,33.044444444444444
51,003,011303,2026,510030113032026,Block 2026,12.333333333333334
51,003,010300,3020,510030103003020,Block 3020,16.428571428571427
51,003,010700,1010,510030107001010,Block 1010,0
51,003,011400,1064,510030114001064,Block 1064,47.75060532687651
51,003,011201,3032,510030112013032,Block 3032,94.99236641221374
51,003,011201,3045,510030112013045,Block 3045,70.05479452054794
51,003,011201,2020,510030112012020,Block 2020,21.323529411764707
51,003,010401,1045,510030104011045,Block 1045,55.6
51,003,010202,1017,510030102021017,Block 1017,49.01378857518056
51,003,010401,1094,510030104011094,Block 1094,62.15449101796407
51,003,010100,3009,510030101003009,Block 3009,44.560846560846564
51,003,010100,1053,510030101001053,Block 1053,89.7312925170068
51,003,010100,1052,510030101001052,Block 1052,68.60550458715596
51,003,010602,2012,510030106022012,Block 2012,46.85401459854015
51,003,010202,2010,510030102022010,Block 2010,0
51,003,011400,2024,510030114002024,Block 2024,24.817204301075268
51,003,010402,2040,510030104022040,Block 2040,63.476190476190474
51,003,011000,3021,510030110003021,Block 3021,75.4
51,003,010100,2089,510030101002089,Block 2089,95.19148936170212
51,003,010100,3010,510030101003010,Block 3010,25.13157894736842
51,003,011400,1046,510030114001046,Block 1046,57.32727272727273
51,003,011400,1040,510030114001040,Block 1040,73.1864406779661
51,003,010700,1007,510030107001007,Block 1007,19.583333333333332
51,003,010602,1027,510030106021027,Block 1027,7.62962962962963
51,003,010401,2071,510030104012071,Block 2071,48.52272727272727
51,003,010401,3116,510030104013116,Block 3116,60.4
51,003,011100,3022,510030111003022,Block 3022,45.666666666666664
51,003,010201,2022,510030102012022,Block 2022,60.67534778388871
51,003,010401,1077,510030104011077,Block 1077,55.625
51,003,010401,2067,510030104012067,Block 2067,77.55503634475598
51,003,010202,1040,510030102021040,Block 1040,46.70149675232985
51,003,011000,1001,510030110001001,Block 1001,28.740078256008943
51,003,011400,2004,510030114002004,Block 2004,21.11111111111111
51,109,950400,1033,511099504001033,Block 1033,10.935483870967742
51,109,950400,1047,511099504001047,Block 1047,59.31962025316456
51,109,950400,1046,511099504001046,Block 1046,17.337078651685392
51,109,950400,2027,511099504002027,Block 2027,15.803921568627452
51,109,950400,2026,511099504002026,Block 2026,16.842105263157894
51,109,950500,1005,511099505001005,Block 1005,92
51,109,950100,4020,511099501004020,Block 4020,43.02272727272727
51,109,950400,2092,511099504002092,Block 2092,15.666666666666666
51,109,950500,1054,511099505001054,Block 1054,76.18446601941747
51,109,950500,2020,511099505002020,Block 2020,26.5
51,109,950500,2024,511099505002024,Block 2024,58.40983606557377
51,109,950500,3077,511099505003077,Block 3077,17.795454545454547
51,109,950500,3060,511099505003060,Block 3060,0
51,109,950500,3094,511099505003094,Block 3094,15.866666666666667
51,109,950500,3116,511099505003116,Block 3116,5.777777777777778
