,GEOID,zone,spatial_unit,area,perc
0,51003011303,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.107865,1.1469400736172521
1,51003011201,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.355383,0.0984337821223713
2,51003011202,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.132984,0.08712943936381932
3,51003010202,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.818826,0.8491998313974948
4,51003010201,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.312248,0.2730302967637549
5,51003010401,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,1.428594,0.3702405760853527
6,51003010402,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,1.583499,1.987358758756809
7,51003011301,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.540478,0.12864567036262514
8,51003011302,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.068891,1.4389284117919818
9,51540001000,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
10,51125950200,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.825545,0.22036385494645241
11,51125950100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,2.204246,0.26992509476552445
12,51125950300,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,1.850076,0.24016063391515677
13,51540000201,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
14,51540000502,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.000726,0.014687618034533705
15,51065020300,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.026992,0.0063057248459211365
16,51065020200,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
17,51003010902,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
18,51065020102,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
19,51065020101,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
20,51003010602,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.24658,2.88001465118979
21,51003010903,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
22,51003010300,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.658217,1.6978396103540678
23,51003010700,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
24,51003010500,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.482116,1.1630173153563825
25,51003011000,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.896215,0.7255175461441715
26,51003011400,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.217416,0.045115256869048735
27,51003010100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.840163,0.14276006639746708
28,51003011100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.394369,0.5723793913868999
29,51003010800,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.040978,0.1807964662757543
30,51003010901,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
31,51540000202,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
32,51540000302,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.143116,4.3626542457201385
33,51540000401,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.095041,3.646742427352736
34,51540000501,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.004265,0.21526879071936622
35,51540000402,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.125767,3.9648292311698428
36,51540000600,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
37,51540000700,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.031307,0.5072598086648472
38,51540000800,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.042039,0.6277743912728324
39,51540000900,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.282798,5.294644956721401
40,51003010601,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.173043,1.5778005200159457
0,51109950202,AREA OF MINIMAL FLOOD HAZARD,tracts,205.411815,92.53403895654473
1,51109950300,AREA OF MINIMAL FLOOD HAZARD,tracts,514.584392,93.5176795837842
2,51079030200,AREA OF MINIMAL FLOOD HAZARD,tracts,134.848504,93.99950746081706
3,51079030102,AREA OF MINIMAL FLOOD HAZARD,tracts,253.775603,94.46401291099532
4,51003011303,AREA OF MINIMAL FLOOD HAZARD,tracts,8.605606,91.50432836565213
5,51003011201,AREA OF MINIMAL FLOOD HAZARD,tracts,348.723502,96.58923813693484
6,51003011202,AREA OF MINIMAL FLOOD HAZARD,tracts,145.830505,95.54630739632324
7,51003010202,AREA OF MINIMAL FLOOD HAZARD,tracts,90.105311,93.44771039173014
8,51003010201,AREA OF MINIMAL FLOOD HAZARD,tracts,105.408905,92.16976446187789
9,51003010401,AREA OF MINIMAL FLOOD HAZARD,tracts,361.420493,93.66729213294485
10,51003010402,AREA OF MINIMAL FLOOD HAZARD,tracts,63.703566,79.9506913829074
11,51003011301,AREA OF MINIMAL FLOOD HAZARD,tracts,386.716745,92.04710441678914
12,51003011302,AREA OF MINIMAL FLOOD HAZARD,tracts,4.300059,89.81546308635117
13,51540001000,AREA OF MINIMAL FLOOD HAZARD,tracts,3.49659,100.0
14,51109950201,AREA OF MINIMAL FLOOD HAZARD,tracts,226.833602,93.64777220718462
15,51125950200,AREA OF MINIMAL FLOOD HAZARD,tracts,357.257656,95.36327430399749
16,51125950100,AREA OF MINIMAL FLOOD HAZARD,tracts,762.135941,93.32879184021981
17,51125950300,AREA OF MINIMAL FLOOD HAZARD,tracts,731.999195,95.0217129980522
18,51540000201,AREA OF MINIMAL FLOOD HAZARD,tracts,1.947079,100.0
19,51079030101,AREA OF MINIMAL FLOOD HAZARD,tracts,229.02563,93.61427640581698
20,51540000502,AREA OF MINIMAL FLOOD HAZARD,tracts,4.592433,92.9089555829032
21,51065020300,AREA OF MINIMAL FLOOD HAZARD,tracts,0.162337,0.0379242906902897
22,51065020200,AREA OF MINIMAL FLOOD HAZARD,tracts,0.053639,0.009591888095585454
23,51003010902,AREA OF MINIMAL FLOOD HAZARD,tracts,3.42285,100.0
24,51109950100,AREA OF MINIMAL FLOOD HAZARD,tracts,448.555402,86.44288430894461
25,51109950500,AREA OF MINIMAL FLOOD HAZARD,tracts,325.743969,91.75542044795078
26,51109950400,AREA OF MINIMAL FLOOD HAZARD,tracts,217.432831,92.45792316728834
27,51065020102,AREA OF MINIMAL FLOOD HAZARD,tracts,0.0,0.0
28,51065020101,AREA OF MINIMAL FLOOD HAZARD,tracts,0.356388,0.19638551638246493
29,51003010602,AREA OF MINIMAL FLOOD HAZARD,tracts,6.420302,74.98809240434387
30,51003010903,AREA OF MINIMAL FLOOD HAZARD,tracts,1.574175,100.0
31,51003010300,AREA OF MINIMAL FLOOD HAZARD,tracts,34.908251,90.04418189743198
32,51003010700,AREA OF MINIMAL FLOOD HAZARD,tracts,5.150115,100.0
33,51003010500,AREA OF MINIMAL FLOOD HAZARD,tracts,38.45,92.75364388539877
34,51003011000,AREA OF MINIMAL FLOOD HAZARD,tracts,116.107562,93.99315283835045
35,51003011400,AREA OF MINIMAL FLOOD HAZARD,tracts,450.568378,93.49591617240979
36,51003010100,AREA OF MINIMAL FLOOD HAZARD,tracts,557.667903,94.75864428690176
37,51003011100,AREA OF MINIMAL FLOOD HAZARD,tracts,62.742861,91.06375144357911
38,51003010800,AREA OF MINIMAL FLOOD HAZARD,tracts,21.603551,95.31567377148806
39,51003010901,AREA OF MINIMAL FLOOD HAZARD,tracts,2.442826,100.0
40,51540000202,AREA OF MINIMAL FLOOD HAZARD,tracts,1.545728,100.0
41,51540000302,AREA OF MINIMAL FLOOD HAZARD,tracts,2.598973,79.22538774813442
42,51540000401,AREA OF MINIMAL FLOOD HAZARD,tracts,2.355736,90.39006764283019
43,51540000501,AREA OF MINIMAL FLOOD HAZARD,tracts,1.94359,98.09947689431489
44,51540000402,AREA OF MINIMAL FLOOD HAZARD,tracts,2.793233,88.05721570736547
45,51540000600,AREA OF MINIMAL FLOOD HAZARD,tracts,1.558868,100.0
46,51540000700,AREA OF MINIMAL FLOOD HAZARD,tracts,6.009901,97.37698378492586
47,51540000800,AREA OF MINIMAL FLOOD HAZARD,tracts,6.18912,92.4230129288164
48,51540000900,AREA OF MINIMAL FLOOD HAZARD,tracts,3.927562,73.53321570700861
49,51003010601,AREA OF MINIMAL FLOOD HAZARD,tracts,9.61066,87.62968941648288
0,51003011303,FLOODWAY,tracts,0.494523,5.258315913645987
1,51003011201,FLOODWAY,tracts,0.505007,0.1398765529253576
2,51003011202,FLOODWAY,tracts,0.390556,0.25588736479708707
3,51003010202,FLOODWAY,tracts,4.046451,4.196551534707281
4,51003010201,FLOODWAY,tracts,1.136657,0.9938952308056396
5,51003010401,FLOODWAY,tracts,3.712685,0.9621954405684524
6,51003010402,FLOODWAY,tracts,7.056203,8.855835611905073
7,51003011301,FLOODWAY,tracts,0.309296,0.0736192615804501
8,51003011302,FLOODWAY,tracts,0.262505,5.482949917078489
9,51540001000,FLOODWAY,tracts,0.0,0.0
10,51125950200,FLOODWAY,tracts,2.315272,0.6180187187489269
11,51125950100,FLOODWAY,tracts,19.180735,2.348813023840085
12,51125950300,FLOODWAY,tracts,5.495434,0.7133690254232289
13,51540000201,FLOODWAY,tracts,0.0,0.0
14,51540000502,FLOODWAY,tracts,0.195149,3.948035773858427
15,51065020300,FLOODWAY,tracts,0.108597,0.025369842956894546
16,51065020200,FLOODWAY,tracts,0.0,0.0
17,51003010902,FLOODWAY,tracts,0.0,0.0
18,51065020102,FLOODWAY,tracts,0.0,0.0
19,51065020101,FLOODWAY,tracts,0.0,0.0
20,51003010602,FLOODWAY,tracts,1.078966,12.60214895018105
21,51003010903,FLOODWAY,tracts,0.0,0.0
22,51003010300,FLOODWAY,tracts,2.187725,5.643133133240029
23,51003010700,FLOODWAY,tracts,0.0,0.0
24,51003010500,FLOODWAY,tracts,1.21982,2.9425942752740473
25,51003011000,FLOODWAY,tracts,2.82735,2.288839211674345
26,51003011400,FLOODWAY,tracts,8.714035,1.8082198522228408
27,51003010100,FLOODWAY,tracts,2.075191,0.3526153912364935
28,51003011100,FLOODWAY,tracts,2.017488,2.9281423072563357
29,51003010800,FLOODWAY,tracts,0.862195,3.8040365376695777
30,51003010901,FLOODWAY,tracts,0.0,0.0
31,51540000202,FLOODWAY,tracts,0.0,0.0
32,51540000302,FLOODWAY,tracts,0.304331,9.277026532702532
33,51540000401,FLOODWAY,tracts,0.068745,2.63775957921701
34,51540000501,FLOODWAY,tracts,0.014226,0.718033720228301
35,51540000402,FLOODWAY,tracts,0.083262,2.6248508070134733
