,file,min,max,mean,count,median,nodata,masked_count,spatial_unit,GEOID,full_path,prop_nodata,file_entityId,scene_entityId,displayId,spatialCoverage,spatialBounds,Date Acquired,Start Time,Stop Time,Day/Night Indicator,Land Cloud Cover,Sun Elevation L0RA,Sun Azimuth L0RA,Datum
19660,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,91.89889728799996,123.12250998800008,108.56420632892277,724,109.13494674200012,0.0,1024,blkgps,515400004023,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
19661,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,99.63250934000006,123.62700974000008,105.66352640437088,453,104.77594583600003,0.0,353,blkgps,515400005012,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
19662,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,99.5340703640001,110.30698579999996,104.47995651062296,366,104.27144608400005,0.0,417,blkgps,515400005013,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
19663,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,95.60881619600002,118.85887184000003,102.96736680537008,908,101.74587110600002,0.0,688,blkgps,515400005021,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
19664,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,105.920298932,118.034445416,112.43123543994489,508,112.241926922,0.0,565,blkgps,515400002021,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
19665,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,91.82506805600002,116.3548303880001,105.29747064875308,494,105.40349430800008,0.0,637,blkgps,515400006002,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
19666,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,93.30165269599998,118.92654863600004,99.3478496072714,1109,98.15592470000009,0.0,827,blkgps,515400007001,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
19667,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,65.320373768,114.81672138800006,94.22906076891124,1567,96.082553768,0.0,1697,blkgps,515400007002,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
19668,LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10,99.650966648,118.67429876000004,109.75893411409312,774,109.76249521400004,0.0,688,blkgps,515400004011,./st_b10_data/LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20210605_20210614_02_T1_ST_B10_TIF,LC80160332021156LGN00,LC08_L2SP_016033_20210605_20210614_02_T1,"[[-79.75287, 38.23923], [-77.63842, 37.83636], [-77.08273, 39.55295], [-79.24867, 39.95754], [-79.75287, 38.23923]]","[[-79.75287, 37.83636], [-79.75287, 39.95754], [-77.08273, 39.95754], [-77.08273, 37.83636], [-79.75287, 37.83636]]",2021/06/05,2021:156:15:52:08.6020220,2021:156:15:52:40.3720210,DAY,1.33,66.44237465,127.92177701,WGS84
20485,LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10,80.58456748400002,95.84876120000004,87.14278988034997,583,87.12460695200008,0.0,605,blkgps,515400005022,./st_b10_data/LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10.TIF,0.0,L2ST_LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10_TIF,LC80160332017225LGN00,LC08_L2SP_016033_20170813_20200903_02_T1,"[[-79.73211, 38.23922], [-77.61757, 37.83657], [-77.0622, 39.55319], [-79.22821, 39.95754], [-79.73211, 38.23922]]","[[-79.73211, 37.83657], [-79.73211, 39.95754], [-77.0622, 39.95754], [-77.0622, 37.83657], [-79.73211, 37.83657]]",2017/08/13,2017:225:15:52:24.3350750,2017:225:15:52:56.1050730,DAY,9.57,59.12591768,136.40397876,WGS84
20486,LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10,77.45912999599997,94.230670532,84.11708710101189,759,83.60541356000006,31.0,1001,blkgps,515400005023,./st_b10_data/LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10.TIF,0.0392405063291139,L2ST_LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10_TIF,LC80160332017225LGN00,LC08_L2SP_016033_20170813_20200903_02_T1,"[[-79.73211, 38.23922], [-77.61757, 37.83657], [-77.0622, 39.55319], [-79.22821, 39.95754], [-79.73211, 38.23922]]","[[-79.73211, 37.83657], [-79.73211, 39.95754], [-77.0622, 39.95754], [-77.0622, 37.83657], [-79.73211, 37.83657]]",2017/08/13,2017:225:15:52:24.3350750,2017:225:15:52:56.1050730,DAY,9.57,59.12591768,136.40397876,WGS84
20487,LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10,79.87088490800002,87.36455195600008,83.22416001360007,405,82.910188292,145.0,1112,blkgps,515400005024,./st_b10_data/LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10.TIF,0.2636363636363636,L2ST_LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10_TIF,LC80160332017225LGN00,LC08_L2SP_016033_20170813_20200903_02_T1,"[[-79.73211, 38.23922], [-77.61757, 37.83657], [-77.0622, 39.55319], [-79.22821, 39.95754], [-79.73211, 38.23922]]","[[-79.73211, 37.83657], [-79.73211, 39.95754], [-77.0622, 39.95754], [-77.0622, 37.83657], [-79.73211, 37.83657]]",2017/08/13,2017:225:15:52:24.3350750,2017:225:15:52:56.1050730,DAY,9.57,59.12591768,136.40397876,WGS84
20488,LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10,77.87749564400005,101.687422964,87.03531383324226,483,86.42938168400002,106.0,492,blkgps,515400005025,./st_b10_data/LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10.TIF,0.1799660441426146,L2ST_LC08_L2SP_016033_20170813_20200903_02_T1_ST_B10_TIF,LC80160332017225LGN00,LC08_L2SP_016033_20170813_20200903_02_T1,"[[-79.73211, 38.23922], [-77.61757, 37.83657], [-77.0622, 39.55319], [-79.22821, 39.95754], [-79.73211, 38.23922]]","[[-79.73211, 37.83657], [-79.73211, 39.95754], [-77.0622, 39.95754], [-77.0622, 37.83657], [-79.73211, 37.83657]]",2017/08/13,2017:225:15:52:24.3350750,2017:225:15:52:56.1050730,DAY,9.57,59.12591768,136.40397876,WGS84
