"census_tract","year","conventional","fha_insured","va_guaranteed","usda_guaranteed","home_purchase","home_improve","refinance","cash_out_refi","other_purpose","purposeNA","req_preapproval","noreq_preapproval","originated_loan","approvedApp_notAccepted","app_denied","app_withdrawn","fileclosed_incomplete","purchased_loan","denied_preapproval","approve_preapproval","appRace_AIAN","appRace_Asian","appRace_Black","appRace_HawPI","appRace_White","appRace_missing","appRace_NA","appRace_multiracial","appEth_HispLat","appMale","appFemale","appsex_missing","avg_rateSpread","highCost_mortgages","nonHighCost_mortgages","firstlien_secured","sublien_secured","avg_loan_amount","med_loan_amount","avg_app_income","median_app_income","median_income_accepted_app","white_denial_rate","black_denial_rate","hislat_denial_rate","loans_per_units","perc_conventional","perc_govern_backed","sum_mortgage_dollars_in000s","avg_homepurchase_loanamount","med_homepurchase_loanamount","total_apps","perc_app_missingRace","overall_denial_rate","perc_white_apps","perc_black_apps","perc_hislat_apps","population","minority_population","median_family_income","tract_to_msamd_income","tract_owner_occupied_units","tract_one_to_four_family_homes"
"51003010300",2009,636,132,65,7,282,18,0,0,0,0,6,22,441,14,84,62,12,227,0,0,2,53,35,0,548,97,105,5,13,476,192,65,4.21375,0,840,596,13,227933.333333333,229,100661.268556005,86000,88000,0.10036496350365,0.114285714285714,0.153846153846154,0.000222457627118644,80.4988662131519,19.5011337868481,100246,226.521276595745,235.5,840,11.547619047619,0.1,65.2380952380952,4.16666666666667,1.54761904761905,6589,10.8400001525879,72800,129.949996948242,1833,2360
"51003010300",2010,604,102,73,11,312,17,0,0,0,0,4,47,430,32,54,70,22,182,0,0,4,66,16,2,547,80,75,2,12,468,198,49,3.61,0,790,585,12,237387.341772152,224,108740.579710145,95000,98000,0.0731261425959781,0.125,0.0833333333333333,0.000230637202317099,80,20,98427,261.205128205128,240,790,10.126582278481,0.0683544303797468,69.2405063291139,2.0253164556962,1.51898734177215,6589,10.8400001525879,73800,129.949996948242,1833,2360
"51003010300",2011,464,69,93,5,193,23,0,0,0,0,3,37,327,26,47,49,25,157,0,0,5,44,16,4,403,71,88,3,9,355,147,42,3.20666666666667,0,631,457,6,231744.849445325,222,121911.538461538,101000,105000,0.086848635235732,0,0.111111111111111,0.000219586881194768,76.4525993883792,23.5474006116208,73225,265.948186528497,252,631,11.2519809825674,0.0744849445324881,63.8668779714738,2.53565768621236,1.42630744849445,6589,10.8400001525879,76700,129.949996948242,1833,2360
"51003010300",2012,604,60,102,8,190,21,0,0,0,0,4,28,452,27,62,42,31,160,0,0,2,66,17,7,519,88,75,3,17,483,164,52,2.04,0,774,596,6,262678.294573643,230,114331.804281346,1e+05,1e+05,0.0751445086705202,0.176470588235294,0,0.000196891209765804,79.646017699115,20.353982300885,120254,285.394736842105,250,774,11.3695090439276,0.0801033591731266,67.0542635658915,2.19638242894057,2.19638242894057,8098,18.5400009155273,77800,113.209999084473,2158,2966
"51003010300",2013,497,50,81,17,170,32,0,0,0,0,2,31,362,23,62,59,21,118,0,0,0,55,24,6,416,83,61,3,20,365,179,40,2.40857142857143,0,645,507,7,245666.666666667,224,111722.935779817,96000,98000,0.0985576923076923,0.166666666666667,0,0.000189224649385543,77.3480662983425,22.6519337016575,94976,328.4,246,645,12.8682170542636,0.0961240310077519,64.4961240310078,3.72093023255814,3.10077519379845,8098,18.5400009155273,77500,113.209999084473,2158,2966
"51003010300",2014,291,26,53,3,199,37,0,0,0,0,11,34,212,5,38,52,12,54,0,0,0,40,12,0,223,53,45,0,11,222,78,28,2.6875,0,373,287,14,233396.782841823,228,106343.373493976,96500,101500,0.103139013452915,0.166666666666667,0.0909090909090909,0.000191626638995298,78.7735849056604,21.2264150943396,50315,279.959798994975,271,373,14.2091152815013,0.101876675603217,59.7855227882037,3.2171581769437,2.94906166219839,8098,18.5400009155273,77800,118.410003662109,2158,2966
"51003010300",2015,328,57,61,12,242,37,0,0,0,0,8,53,260,12,46,48,19,73,0,0,1,40,17,1,283,68,48,1,8,240,135,35,3.39333333333333,0,458,356,6,251100.436681223,242.5,107933.842239186,96000,1e+05,0.0954063604240283,0.294117647058824,0.375,0.00019139770381647,74.6153846153846,25.3846153846154,64646,280.169421487603,261.5,458,14.8471615720524,0.100436681222707,61.7903930131004,3.7117903930131,1.74672489082969,8098,18.5400009155273,80800,118.410003662109,2158,2966
"51003010300",2016,437,49,85,7,275,22,0,0,0,0,5,65,323,17,74,61,15,88,0,0,4,48,20,2,360,82,62,5,28,315,154,47,4.832,0,578,477,4,253103.806228374,249.5,109790.554414784,93000,95000,0.116666666666667,0.35,0.321428571428571,0.000188409821109833,77.7089783281734,22.2910216718266,83910,268.8,269,578,14.1868512110727,0.1280276816609,62.2837370242215,3.46020761245675,4.84429065743945,8098,18.5400009155273,77000,118.410003662109,2158,2966
"51003010300",2017,316,42,64,23,290,19,0,0,0,0,5,52,252,6,35,36,18,98,0,0,0,50,18,0,259,54,64,2,11,233,114,34,3.182,0,445,330,6,297098.876404494,256,110828.496042216,95000,98500,0.0810810810810811,0.222222222222222,0.0909090909090909,0.00018086622000366,72.6190476190476,27.3809523809524,81819,336.772413793103,272,445,12.1348314606742,0.0786516853932584,58.2022471910112,4.04494382022472,2.47191011235955,8833,22.6000003814697,74100,128.350006103516,2196,3131
"51003010400",2007,655,11,2,0,230,63,0,0,0,0,8,103,317,60,88,58,15,130,0,0,1,12,84,0,403,102,66,6,4,396,153,53,4.93189189189189,0,668,432,86,302214.071856287,230,132010,93000,103000,0.109181141439206,0.297619047619048,0.5,0.000175434712829424,97.7917981072555,2.20820189274448,95829,366.365217391304,299,668,15.2694610778443,0.131736526946108,60.3293413173653,12.5748502994012,0.598802395209581,6404,13.789999961853,66800,132.320007324219,1997,2705
