,GEOID,zone,spatial_unit,area,perc
0,515400005022,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
1,515400005023,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
2,515400005024,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
3,515400005025,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
4,510030111003,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.200776,0.7745788032931868
5,510030110004,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.378203,0.9082102346412889
6,510030111001,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.044285,0.2449015165202207
7,510030110005,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.064336,0.6608305083144097
8,510030103003,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.068317,0.563110829396797
9,510030114003,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.061697,0.03297624346993868
10,510030106011,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.078139,2.1098428371080042
11,510030111004,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.073385,0.9990327549602791
12,510030106022,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.037394,2.1141448240653156
13,510030108002,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
14,510030108003,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
15,510030108004,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
16,511099501004,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
17,511099503003,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
18,511099503002,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
19,511099501001,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
20,511099501002,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
21,511099501003,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.0,0.0
22,510030112011,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.001781,0.0019591455560116137
23,510030110003,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.373956,1.383956114695202
24,510030103005,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,blkgps,0.329635,3.7021005954740107
