,file,min,max,mean,count,median,nodata,masked_count,spatial_unit,GEOID,basename,full_path,prop_nodata,entity_id,start_date,end_date,start_year,end_year,cloud_cover,area,shp_percent,spatial_bounds,spatial_coverage
215,LC08_L2SP_016034_20200906_20200918_02_T1,75.9948502280001,123.65161948400008,80.40385942368644,835799,79.53250092800006,2917.0,618121,counties,51065,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200906_20200918_02_T1_ST_B10_cville_clipped.TIF,0.003477935320179894,LC80160342020250LGN00,2020-09-06,2020-09-06,2020,2020,0.09,8761.611621,97.20654727244991,"[[-80.13726, 36.40795], [-80.13726, 38.52635], [-77.52364, 38.52635], [-77.52364, 36.40795], [-80.13726, 36.40795]]","[[-80.13726, 36.80658], [-78.06168, 36.40795], [-77.52364, 38.12644], [-79.64735, 38.52635], [-80.13726, 36.80658]]"
216,LC08_L2SP_016034_20200906_20200918_02_T1,68.81495741600003,116.10873294800004,80.4475422742471,1454276,79.50173874800004,16871.0,1333842,counties,51109,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200906_20200918_02_T1_ST_B10_cville_clipped.TIF,0.011467922648110624,LC80160342020250LGN00,2020-09-06,2020-09-06,2020,2020,0.09,8761.611621,97.20654727244991,"[[-80.13726, 36.40795], [-80.13726, 38.52635], [-77.52364, 38.52635], [-77.52364, 36.40795], [-80.13726, 36.40795]]","[[-80.13726, 36.80658], [-78.06168, 36.40795], [-77.52364, 38.12644], [-79.64735, 38.52635], [-80.13726, 36.80658]]"
422,LC08_L2SP_016034_20200720_20210330_02_T1,98.45739406399996,144.03463995200002,114.27658800559207,29557,113.71543534400004,0.0,21968,counties,51540,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200720_20210330_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020202LGN01,2020-07-20,2020-07-20,2020,2020,9.89,8766.755681,97.26361854348912,"[[-80.13223, 36.40817], [-80.13223, 38.52677], [-77.51928, 38.52677], [-77.51928, 36.40817], [-80.13223, 36.40817]]","[[-80.13223, 36.80681], [-78.05767, 36.40817], [-77.51928, 38.12685], [-79.64194, 38.52677], [-80.13223, 36.80681]]"
423,LC08_L2SP_016034_20200720_20210330_02_T1,66.53240366000006,132.33270668,103.569465685826,294497,102.98558696,156312.0,878271,counties,51079,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200720_20210330_02_T1_ST_B10_cville_clipped.TIF,0.3467366445656586,LC80160342020202LGN01,2020-07-20,2020-07-20,2020,2020,9.89,8766.755681,97.26361854348912,"[[-80.13223, 36.40817], [-80.13223, 38.52677], [-77.51928, 38.52677], [-77.51928, 36.40817], [-80.13223, 36.40817]]","[[-80.13223, 36.80681], [-78.05767, 36.40817], [-77.51928, 38.12685], [-79.64194, 38.52677], [-80.13223, 36.80681]]"
424,LC08_L2SP_016034_20200720_20210330_02_T1,-6.5831457639999655,152.93106240800006,98.72311013967828,2089850,99.14646689599998,0.0,1676965,counties,51003,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200720_20210330_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020202LGN01,2020-07-20,2020-07-20,2020,2020,9.89,8766.755681,97.26361854348912,"[[-80.13223, 36.40817], [-80.13223, 38.52677], [-77.51928, 38.52677], [-77.51928, 36.40817], [-80.13223, 36.40817]]","[[-80.13223, 36.80681], [-78.05767, 36.40817], [-77.51928, 38.12685], [-79.64194, 38.52677], [-80.13223, 36.80681]]"
425,LC08_L2SP_016034_20200720_20210330_02_T1,54.41210474000011,143.24712814400004,96.00359503780363,1364745,95.87952338000008,0.0,1610729,counties,51125,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200720_20210330_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020202LGN01,2020-07-20,2020-07-20,2020,2020,9.89,8766.755681,97.26361854348912,"[[-80.13223, 36.40817], [-80.13223, 38.52677], [-77.51928, 38.52677], [-77.51928, 36.40817], [-80.13223, 36.40817]]","[[-80.13223, 36.80681], [-78.05767, 36.40817], [-77.51928, 38.12685], [-79.64194, 38.52677], [-80.13223, 36.80681]]"
426,LC08_L2SP_016034_20200720_20210330_02_T1,-19.527871108,139.432617824,94.14120982439972,835799,96.36556582400004,2917.0,618121,counties,51065,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200720_20210330_02_T1_ST_B10_cville_clipped.TIF,0.003477935320179894,LC80160342020202LGN01,2020-07-20,2020-07-20,2020,2020,9.89,8766.755681,97.26361854348912,"[[-80.13223, 36.40817], [-80.13223, 38.52677], [-77.51928, 38.52677], [-77.51928, 36.40817], [-80.13223, 36.40817]]","[[-80.13223, 36.80681], [-78.05767, 36.40817], [-77.51928, 38.12685], [-79.64194, 38.52677], [-80.13223, 36.80681]]"
427,LC08_L2SP_016034_20200720_20210330_02_T1,-189.66733625199998,134.2891813280001,67.79985262783174,1453954,84.50366921600005,17193.0,1334164,counties,51109,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200720_20210330_02_T1_ST_B10_cville_clipped.TIF,0.011686799483668185,LC80160342020202LGN01,2020-07-20,2020-07-20,2020,2020,9.89,8766.755681,97.26361854348912,"[[-80.13223, 36.40817], [-80.13223, 38.52677], [-77.51928, 38.52677], [-77.51928, 36.40817], [-80.13223, 36.40817]]","[[-80.13223, 36.80681], [-78.05767, 36.40817], [-77.51928, 38.12685], [-79.64194, 38.52677], [-80.13223, 36.80681]]"
633,LC08_L2SP_016034_20200704_20200913_02_T1,55.07656782800004,142.54575044000006,98.49331598902046,29557,100.37080166000003,0.0,21968,counties,51540,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200704_20200913_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020186LGN00,2020-07-04,2020-07-04,2020,2020,5.29,8761.698846,97.20751499864602,"[[-80.13743, 36.40785], [-80.13743, 38.52648], [-77.52432, 38.52648], [-77.52432, 36.40785], [-80.13743, 36.40785]]","[[-80.13743, 36.80654], [-78.0627, 36.40785], [-77.52432, 38.12648], [-79.64717, 38.52648], [-80.13743, 36.80654]]"
634,LC08_L2SP_016034_20200704_20200913_02_T1,32.56480450400001,120.80919405199998,83.63608407102282,291551,86.10330257600005,159258.0,881217,counties,51079,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200704_20200913_02_T1_ST_B10_cville_clipped.TIF,0.35327156290136175,LC80160342020186LGN00,2020-07-04,2020-07-04,2020,2020,5.29,8761.698846,97.20751499864602,"[[-80.13743, 36.40785], [-80.13743, 38.52648], [-77.52432, 38.52648], [-77.52432, 36.40785], [-80.13743, 36.40785]]","[[-80.13743, 36.80654], [-78.0627, 36.40785], [-77.52432, 38.12648], [-79.64717, 38.52648], [-80.13743, 36.80654]]"
635,LC08_L2SP_016034_20200704_20200913_02_T1,10.97590658000006,145.7388647240001,89.45725086645112,2089850,90.95757458000006,0.0,1676965,counties,51003,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200704_20200913_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020186LGN00,2020-07-04,2020-07-04,2020,2020,5.29,8761.698846,97.20751499864602,"[[-80.13743, 36.40785], [-80.13743, 38.52648], [-77.52432, 38.52648], [-77.52432, 36.40785], [-80.13743, 36.40785]]","[[-80.13743, 36.80654], [-78.0627, 36.40785], [-77.52432, 38.12648], [-79.64717, 38.52648], [-80.13743, 36.80654]]"
636,LC08_L2SP_016034_20200704_20200913_02_T1,6.656896507999999,131.15759140400002,89.22660901194902,1364745,90.31772123600001,0.0,1610729,counties,51125,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200704_20200913_02_T1_ST_B10_cville_clipped.TIF,0.0,LC80160342020186LGN00,2020-07-04,2020-07-04,2020,2020,5.29,8761.698846,97.20751499864602,"[[-80.13743, 36.40785], [-80.13743, 38.52648], [-77.52432, 38.52648], [-77.52432, 36.40785], [-80.13743, 36.40785]]","[[-80.13743, 36.80654], [-78.0627, 36.40785], [-77.52432, 38.12648], [-79.64717, 38.52648], [-80.13743, 36.80654]]"
637,LC08_L2SP_016034_20200704_20200913_02_T1,55.630287068000015,135.34124788400007,93.89544277458327,835799,92.55720794000004,2917.0,618121,counties,51065,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200704_20200913_02_T1_ST_B10_cville_clipped.TIF,0.003477935320179894,LC80160342020186LGN00,2020-07-04,2020-07-04,2020,2020,5.29,8761.698846,97.20751499864602,"[[-80.13743, 36.40785], [-80.13743, 38.52648], [-77.52432, 38.52648], [-77.52432, 36.40785], [-80.13743, 36.40785]]","[[-80.13743, 36.80654], [-78.0627, 36.40785], [-77.52432, 38.12648], [-79.64717, 38.52648], [-80.13743, 36.80654]]"
638,LC08_L2SP_016034_20200704_20200913_02_T1,53.37234305600005,128.49973905200005,92.09143287186454,1454174,90.99448919600003,16973.0,1333944,counties,51109,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016034_20200704_20200913_02_T1_ST_B10_cville_clipped.TIF,0.011537256304094697,LC80160342020186LGN00,2020-07-04,2020-07-04,2020,2020,5.29,8761.698846,97.20751499864602,"[[-80.13743, 36.40785], [-80.13743, 38.52648], [-77.52432, 38.52648], [-77.52432, 36.40785], [-80.13743, 36.40785]]","[[-80.13743, 36.80654], [-78.0627, 36.40785], [-77.52432, 38.12648], [-79.64717, 38.52648], [-80.13743, 36.80654]]"
844,LC08_L2SP_016033_20200922_20201005_02_T1,66.73543404800009,105.69265880000007,77.99924626439676,29428,77.53295922800004,129.0,22097,counties,51540,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.0043644483540278105,LC80160332020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,4129.867083,45.81920966119645,"[[-79.73837, 37.83651], [-79.73837, 39.95744], [-77.06817, 39.95744], [-77.06817, 37.83651], [-79.73837, 37.83651]]","[[-79.73837, 38.23916], [-77.62342, 37.83651], [-77.06817, 39.55307], [-79.2346, 39.95744], [-79.73837, 38.23916]]"
845,LC08_L2SP_016033_20200922_20201005_02_T1,54.135245120000015,96.44554749200005,66.81264770802355,450798,66.55701340400005,11.0,721970,counties,51079,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,2.440057762821949e-05,LC80160332020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,4129.867083,45.81920966119645,"[[-79.73837, 37.83651], [-79.73837, 39.95744], [-77.06817, 39.95744], [-77.06817, 37.83651], [-79.73837, 37.83651]]","[[-79.73837, 38.23916], [-77.62342, 37.83651], [-77.06817, 39.55307], [-79.2346, 39.95744], [-79.73837, 38.23916]]"
846,LC08_L2SP_016033_20200922_20201005_02_T1,55.298055524000006,114.12764855600005,68.7498031393007,1102252,67.98437855600004,987598.0,2664563,counties,51003,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.4725688446539225,LC80160332020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,4129.867083,45.81920966119645,"[[-79.73837, 37.83651], [-79.73837, 39.95744], [-77.06817, 39.95744], [-77.06817, 37.83651], [-79.73837, 37.83651]]","[[-79.73837, 38.23916], [-77.62342, 37.83651], [-77.06817, 39.55307], [-79.2346, 39.95744], [-79.73837, 38.23916]]"
847,LC08_L2SP_016033_20200922_20201005_02_T1,,,,0,,1364745.0,2975474,counties,51125,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,1.0,LC80160332020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,4129.867083,45.81920966119645,"[[-79.73837, 37.83651], [-79.73837, 39.95744], [-77.06817, 39.95744], [-77.06817, 37.83651], [-79.73837, 37.83651]]","[[-79.73837, 38.23916], [-77.62342, 37.83651], [-77.06817, 39.55307], [-79.2346, 39.95744], [-79.73837, 38.23916]]"
848,LC08_L2SP_016033_20200922_20201005_02_T1,64.72358747600009,98.27897342000001,69.80929814430706,32776,68.83956716,805940.0,1421144,counties,51065,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.9609212176708206,LC80160332020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,4129.867083,45.81920966119645,"[[-79.73837, 37.83651], [-79.73837, 39.95744], [-77.06817, 39.95744], [-77.06817, 37.83651], [-79.73837, 37.83651]]","[[-79.73837, 38.23916], [-77.62342, 37.83651], [-77.06817, 39.55307], [-79.2346, 39.95744], [-79.73837, 38.23916]]"
849,LC08_L2SP_016033_20200922_20201005_02_T1,53.03395907600009,101.64435591200007,69.04651895841455,1173017,67.87978714400005,298130.0,1615101,counties,51109,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200922_20201005_02_T1_ST_B10_cville_clipped.TIF,0.20265140057383796,LC80160332020266LGN00,2020-09-22,2020-09-22,2020,2020,0.01,4129.867083,45.81920966119645,"[[-79.73837, 37.83651], [-79.73837, 39.95744], [-77.06817, 39.95744], [-77.06817, 37.83651], [-79.73837, 37.83651]]","[[-79.73837, 38.23916], [-77.62342, 37.83651], [-77.06817, 39.55307], [-79.2346, 39.95744], [-79.73837, 38.23916]]"
1055,LC08_L2SP_016033_20200906_20200918_02_T1,78.30201372800005,120.27393212000003,91.04165808214583,29277,90.28080662000004,280.0,22248,counties,51540,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10_cville_clipped.TIF,0.009473221233548736,LC80160332020250LGN00,2020-09-06,2020-09-06,2020,2020,0.44,4110.276417,45.60185912307588,"[[-79.73071, 37.83621], [-79.73071, 39.95716], [-77.06043, 39.95716], [-77.06043, 37.83621], [-79.73071, 37.83621]]","[[-79.73071, 38.23894], [-77.6158, 37.83621], [-77.06043, 39.55271], [-79.2268, 39.95716], [-79.73071, 38.23894]]"
1056,LC08_L2SP_016033_20200906_20200918_02_T1,43.393091863999985,109.82709579200004,78.34453104348367,450798,78.69576963200004,11.0,721970,counties,51079,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10_cville_clipped.TIF,2.440057762821949e-05,LC80160332020250LGN00,2020-09-06,2020-09-06,2020,2020,0.44,4110.276417,45.60185912307588,"[[-79.73071, 37.83621], [-79.73071, 39.95716], [-77.06043, 39.95716], [-77.06043, 37.83621], [-79.73071, 37.83621]]","[[-79.73071, 38.23894], [-77.6158, 37.83621], [-77.06043, 39.55271], [-79.2268, 39.95716], [-79.73071, 38.23894]]"
1057,LC08_L2SP_016033_20200906_20200918_02_T1,47.964351812000054,128.88734252000006,80.06934097951375,1096076,79.60017772399996,993774.0,2670739,counties,51003,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10_cville_clipped.TIF,0.47552408067564655,LC80160332020250LGN00,2020-09-06,2020-09-06,2020,2020,0.44,4110.276417,45.60185912307588,"[[-79.73071, 37.83621], [-79.73071, 39.95716], [-77.06043, 39.95716], [-77.06043, 37.83621], [-79.73071, 37.83621]]","[[-79.73071, 38.23894], [-77.6158, 37.83621], [-77.06043, 39.55271], [-79.2268, 39.95716], [-79.73071, 38.23894]]"
1058,LC08_L2SP_016033_20200906_20200918_02_T1,,,,0,,1364745.0,2975474,counties,51125,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10_cville_clipped.TIF,1.0,LC80160332020250LGN00,2020-09-06,2020-09-06,2020,2020,0.44,4110.276417,45.60185912307588,"[[-79.73071, 37.83621], [-79.73071, 39.95716], [-77.06043, 39.95716], [-77.06043, 37.83621], [-79.73071, 37.83621]]","[[-79.73071, 38.23894], [-77.6158, 37.83621], [-77.06043, 39.55271], [-79.2268, 39.95716], [-79.73071, 38.23894]]"
1059,LC08_L2SP_016033_20200906_20200918_02_T1,76.94232537200008,109.82094335600009,81.27097836162005,30453,80.43075658400005,808263.0,1423467,counties,51065,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10_cville_clipped.TIF,0.9636909275607,LC80160332020250LGN00,2020-09-06,2020-09-06,2020,2020,0.44,4110.276417,45.60185912307588,"[[-79.73071, 37.83621], [-79.73071, 39.95716], [-77.06043, 39.95716], [-77.06043, 37.83621], [-79.73071, 37.83621]]","[[-79.73071, 38.23894], [-77.6158, 37.83621], [-77.06043, 39.55271], [-79.2268, 39.95716], [-79.73071, 38.23894]]"
1060,LC08_L2SP_016033_20200906_20200918_02_T1,69.02414024000001,116.12103782000003,80.42374635208432,1167412,79.44636682400001,303735.0,1620706,counties,51109,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_016033_20200906_20200918_02_T1_ST_B10_cville_clipped.TIF,0.20646135294433526,LC80160332020250LGN00,2020-09-06,2020-09-06,2020,2020,0.44,4110.276417,45.60185912307588,"[[-79.73071, 37.83621], [-79.73071, 39.95716], [-77.06043, 39.95716], [-77.06043, 37.83621], [-79.73071, 37.83621]]","[[-79.73071, 38.23894], [-77.6158, 37.83621], [-77.06043, 39.55271], [-79.2268, 39.95716], [-79.73071, 38.23894]]"
1266,LC08_L2SP_015034_20200713_20200912_02_T1,,,,0,,29582.0,51282,counties,51540,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_015034_20200713_20200912_02_T1_ST_B10_cville_clipped.TIF,1.0,LC80150342020195LGN00,2020-07-13,2020-07-13,2020,2020,8.25,2745.316903,30.45818381971,"[[-78.59079, 36.40771], [-78.59079, 38.52642], [-75.97699, 38.52642], [-75.97699, 36.40771], [-78.59079, 36.40771]]","[[-78.59079, 36.80651], [-76.51531, 36.40771], [-75.97699, 38.12634], [-78.1006, 38.52642], [-78.59079, 36.80651]]"
1267,LC08_L2SP_015034_20200713_20200912_02_T1,,,,0,,451246.0,1190277,counties,51079,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_015034_20200713_20200912_02_T1_ST_B10_cville_clipped.TIF,1.0,LC80150342020195LGN00,2020-07-13,2020-07-13,2020,2020,8.25,2745.316903,30.45818381971,"[[-78.59079, 36.40771], [-78.59079, 38.52642], [-75.97699, 38.52642], [-75.97699, 36.40771], [-78.59079, 36.40771]]","[[-78.59079, 36.80651], [-76.51531, 36.40771], [-75.97699, 38.12634], [-78.1006, 38.52642], [-78.59079, 36.80651]]"
1268,LC08_L2SP_015034_20200713_20200912_02_T1,,,,0,,2092521.0,3811824,counties,51003,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_015034_20200713_20200912_02_T1_ST_B10_cville_clipped.TIF,1.0,LC80150342020195LGN00,2020-07-13,2020-07-13,2020,2020,8.25,2745.316903,30.45818381971,"[[-78.59079, 36.40771], [-78.59079, 38.52642], [-75.97699, 38.52642], [-75.97699, 36.40771], [-78.59079, 36.40771]]","[[-78.59079, 36.80651], [-76.51531, 36.40771], [-75.97699, 38.12634], [-78.1006, 38.52642], [-78.59079, 36.80651]]"
1269,LC08_L2SP_015034_20200713_20200912_02_T1,,,,0,,1367512.0,2927775,counties,51125,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_015034_20200713_20200912_02_T1_ST_B10_cville_clipped.TIF,1.0,LC80150342020195LGN00,2020-07-13,2020-07-13,2020,2020,8.25,2745.316903,30.45818381971,"[[-78.59079, 36.40771], [-78.59079, 38.52642], [-75.97699, 38.52642], [-75.97699, 36.40771], [-78.59079, 36.40771]]","[[-78.59079, 36.80651], [-76.51531, 36.40771], [-75.97699, 38.12634], [-78.1006, 38.52642], [-78.59079, 36.80651]]"
1270,LC08_L2SP_015034_20200713_20200912_02_T1,54.20292191600002,137.556124844,89.13343981029392,413120,89.12414865199999,426146.0,1086474,counties,51065,cville,landsat8_c2_l2_data/cville/clipped/LC08_L2SP_015034_20200713_20200912_02_T1_ST_B10_cville_clipped.TIF,0.5077603524984927,LC80150342020195LGN00,2020-07-13,2020-07-13,2020,2020,8.25,2745.316903,30.45818381971,"[[-78.59079, 36.40771], [-78.59079, 38.52642], [-75.97699, 38.52642], [-75.97699, 36.40771], [-78.59079, 36.40771]]","[[-78.59079, 36.80651], [-76.51531, 36.40771], [-75.97699, 38.12634], [-78.1006, 38.52642], [-78.59079, 36.80651]]"
