"tract","medc_alltr","medc_workinRegiontr","medc_within40tr","medc_25_employeestr","commutersIntr","commuterinRegiontr","commuterw40tr","commuter25tr","avgc_alltr","avgc_workinRegiontr","avgc_within40tr","avgc_25_employeestr","county"
"51003010100",27.9724655627605,7.56870574570947,9.3739044729057,20.596554176123,2124,1460,1629,1948,29.4953480366797,8.13839120951784,9.72291870612303,22.8598324072912,"51003"
"51003010201",20.3076836119663,4.7369596786152,6.7137841943024,13.9748664747246,2387,1795,1967,2240,20.0243139921818,4.97650804302996,6.78494619789174,15.4812728717991,"51003"
"51003010202",18.3476926819954,2.93838503103511,4.34570253153309,13.888364283316,1477,1133,1208,1389,19.2394582370072,3.20884621876145,4.54363070791207,15.2527468929206,"51003"
"51003010300",19.2022595360645,4.12010014942961,5.95859379017625,13.9481301365098,3875,2937,3202,3646,19.34350728969,4.31698266524834,6.04054908815828,14.7571707730999,"51003"
"51003010401",24.7577811754776,9.67380307365917,11.009505408053,19.5049646808032,1890,1320,1491,1749,25.5645700417695,10.1196774133931,11.3496011906475,20.7007991808236,"51003"
"51003010402",24.5180250430028,7.43583443744402,9.36185139032763,18.853180770036,1397,1020,1116,1304,23.4120876006165,7.45443706386098,9.07681029691363,18.5160633870057,"51003"
"51003010500",19.1019376808856,3.86119286090676,5.4217311288026,13.6166487706001,2436,1897,2057,2312,17.585907810258,4.12956666459258,5.91109219494448,13.6204061823943,"51003"
"51003010601",21.2364421899996,2.77591973946567,4.69284436391281,15.8751524300606,2625,1905,2103,2446,21.2163251388963,2.71567529752503,4.92507648837954,15.9688296819858,"51003"
"51003010602",15.5746357052325,2.84127900060639,4.89706243270372,11.8442515711257,1746,1394,1510,1676,15.3611966585065,2.94571831003415,4.68292053356013,12.0388486742861,"51003"
"51003010700",20.2965778476807,2.48668318494821,4.22358929820029,14.8742681826361,2905,2171,2347,2713,20.7418962828429,2.3730355318535,4.24923555015708,15.3244542748686,"51003"
"51003010800",19.3569626692391,2.74321267987305,4.94770803595215,14.3099262239019,2708,2043,2222,2533,19.6982493577998,2.72546544953044,4.68854930142078,14.0535157830258,"51003"
"51003010901",41.0527554290725,2.19823548211541,4.85671652430577,26.8861163349451,380,201,225,310,41.2496398403922,2.10703214123142,4.83763504762167,27.8427592142036,"51003"
"51003010902",44.5343015618245,2.52803996849603,5.7457351355244,36.0608627884575,611,305,347,530,42.9865292954343,2.8754329860092,5.70733308228959,35.0178594181317,"51003"
"51003010903",78.3847210515813,2.31770214372464,16.9687316997733,64.844627639055,265,27,59,187,76.1171014195779,3.55315823298171,16.9134462722992,64.7716283304123,"51003"
"51003011000",24.3238990739308,6.99376766214416,8.36763126356744,19.4341162264837,2831,2133,2308,2646,24.0318074685383,7.06971293813602,8.44467823511793,18.6426586928873,"51003"
"51003011100",24.6812544602056,12.528709955136,13.2940796829394,20.4038734388538,4113,3133,3513,3892,25.7802713868758,12.8537195068783,13.4511852123601,21.0876387068105,"51003"
"51003011201",30.6358579200842,14.2600902323708,14.4627882418795,24.9948350411057,1901,1340,1517,1778,31.4145356606171,14.3184465499587,14.4907230068889,26.4036901606598,"51003"
"51003011202",19.819942400723,6.01068131463287,7.16335486679413,15.360329223973,1861,1442,1561,1748,22.0912891426967,6.83842739681734,8.26172439093434,16.6285963553932,"51003"
"51003011301",18.6437557382065,4.77451475299551,6.05021365533921,14.5600096653327,2583,1992,2133,2425,20.3328647445356,5.11094116942699,6.45918351315597,15.7922729139879,"51003"
"51003011302",20.2378867158084,4.05127485613712,6.55062024696023,15.3059438278903,1815,1355,1513,1714,20.3607555084158,3.96057553992235,6.48016551577116,16.1028578958402,"51003"
"51003011303",18.0183838397508,2.49931201366719,4.17470218910347,12.4198239562157,1981,1539,1652,1866,18.5429488918341,2.40082383153763,4.11171052933352,13.1488711980383,"51003"
"51003011400",27.3977518321762,9.59498267085865,11.1891484233148,21.9677007291755,1887,1318,1481,1750,28.7002254860259,9.59985939737436,10.9113581313614,23.2555229094626,"51003"
"51065020101",27.2977432610417,12.8649517823852,13.1287665255318,22.8000065220429,2533,1854,1943,2376,26.6387318256178,12.7885176329064,13.0160799534706,22.2588903561722,"51065"
"51065020102",25.8494237936635,10.1760376112886,11.0740642752741,20.2839918762919,4083,2947,3184,3777,25.6210385242198,9.93820211661575,11.1053997544009,20.448588146237,"51065"
"51065020200",29.0676277097315,12.9468149204121,13.3209401967796,23.7011544094661,2294,1525,1677,2134,29.5553038738438,13.7540083450349,14.23779567823,25.1111906036246,"51065"
"51065020300",22.2863530092222,8.78474195470689,9.92086448202231,17.8259148341155,2455,1822,1982,2280,23.3486806563569,8.94463127918213,10.0716360229093,18.4859020943302,"51065"
"51079030101",22.534446778761,5.24470366614418,8.54884107588409,16.860013373946,1644,1042,1295,1506,24.4860324881169,5.46452948186272,8.70131691989063,18.4413616225868,"51079"
"51079030102",23.0884621948247,5.11295706897558,7.85135384014731,17.8365228649519,2374,1594,1898,2214,24.2142194553752,5.6038950450456,8.46043740042313,18.597528842725,"51079"
"51079030200",23.9248340440787,6.69493156823698,8.75448932100594,18.0792735266736,4186,2859,3361,3881,23.4188548857674,6.91794765193127,9.20342596426548,18.4560378716041,"51079"
"51109950100",29.3767964491674,18.031169990473,17.1762341805171,25.7166244390974,2362,1004,1805,2040,31.0565212997801,17.7022505782825,17.0844368339378,26.7477911140825,"51109"
"51109950201",30.3027365001029,17.2457374507199,18.3519590553405,25.7752306614032,2007,1121,1592,1796,29.9802764070087,17.0260243414721,18.1241541530986,25.5605410523358,"51109"
"51109950202",28.4895086028274,15.5407117127563,18.426706620249,24.9646416841031,1422,611,1158,1214,28.9174856975947,15.264484431231,17.912331650278,25.0552518896776,"51109"
"51109950300",29.0222603538795,18.2791881377731,17.1564399665244,25.8079608838269,4186,2469,3203,3855,29.6222390558131,19.5910557951583,18.1253797099199,26.1251864355549,"51109"
"51109950400",31.8351650060339,18.6253038364377,20.324736504546,26.9503585237321,1406,834,1054,1257,31.594247606606,19.8211778038605,20.5826333430113,27.991959850698,"51109"
"51109950500",27.8478342033393,15.4574965529724,15.100477360947,23.4844779765418,1805,603,1428,1504,28.6199107794727,16.665791717053,15.842102827253,24.2042894917845,"51109"
"51125950100",32.335788918788,15.3900970673478,16.9541075687029,25.8272823736313,2509,1435,1996,2203,33.7242233003122,15.785069420555,16.8907006489403,26.5619893447891,"51125"
"51125950200",31.5693412649764,16.1873211225372,14.8182123436983,24.1783891195259,2114,1326,1699,1900,31.3769806590215,16.0882543906807,14.5850356856579,23.8112417576231,"51125"
"51125950300",32.7767796677567,16.1313020880479,14.7174996556856,24.8548239707543,1760,974,1351,1538,35.6040910331273,17.3700239746237,15.0284766879301,26.7578646139627,"51125"
"51540000201",21.4740872373096,1.46933422867543,3.91654996756231,13.2054757459827,1229,907,987,1140,20.5481038710188,1.67297851052744,3.91358943537369,14.4954166374547,"51540"
"51540000202",34.687608123079,1.36763095806144,4.00796453032145,26.4768600741348,1299,776,841,1131,33.2953696314961,1.52374944188046,3.63245250821487,24.2664609772878,"51540"
"51540000302",14.1547552786215,2.77310829443579,4.48502107308835,10.7107412588087,1448,1163,1239,1372,15.965759302612,2.88569564491758,4.3879351534183,11.8967682967889,"51540"
"51540000401",19.0944837352102,2.28564604651896,4.30888439577469,14.0880163708328,1818,1367,1481,1699,18.814727879057,2.19417074588321,4.2234691511155,13.9171676593211,"51540"
"51540000402",16.5971074500413,2.45331745414698,3.98929997466015,12.567943027875,2352,1868,2011,2238,16.043936598699,2.33399631863528,4.10568588750944,12.1158167596556,"51540"
"51540000501",21.1291019318377,2.25184032127688,4.6017061659123,13.9577168820071,1802,1355,1483,1676,19.8241077271697,2.23107024563426,4.49634248847172,13.6510036584153,"51540"
"51540000502",17.301954084931,2.48340117197935,3.72984362825434,12.6136497758045,2675,2129,2253,2531,17.4547581073579,2.66771649840058,3.95113403265602,13.0438366459048,"51540"
"51540000600",37.4475526712709,2.32247900203043,4.48668522050326,26.6645480933727,945,563,619,827,34.6129151820209,2.69927699149416,4.80505758021006,25.4041409514193,"51540"
"51540000700",24.187813571028,1.89292841139942,3.7915925835354,18.6164171910032,1499,1034,1113,1357,24.7430495790876,2.20172244905166,4.0359129082408,17.7019818306895,"51540"
"51540000800",15.107379583821,1.95952793161581,3.21068243283628,9.77742456575433,1868,1488,1594,1752,15.7594456419716,2.0119320817535,3.57271595270086,10.5318424812062,"51540"
"51540000900",15.7000022087694,2.88925176519491,4.63886820865427,11.4737120904221,1258,982,1065,1185,16.8650066626044,2.84132318249454,4.74552570568334,12.6163217455401,"51540"
"51540001000",17.2051504133082,1.57032017057465,3.58535038481605,11.7030017330463,1506,1178,1259,1410,17.3475086276983,1.76198067931654,3.35624230434837,11.5950204772116,"51540"
