STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,tree_can,imp_surf,blkgps,cells,developed,forest,percent_dev,percent_for
51,125,950200,1,511259502001,Block Group 1,84.67917259211377,1.3731609566903686,87,38675,5087,31422,13.153199741435035,81.24628312863607
51,540,000900,1,515400009001,Block Group 1,34.0622754491018,23.154491017964073,88,2505,1723,393,68.78243512974052,15.68862275449102
51,540,000201,2,515400002012,Block Group 2,15.508474576271187,50.80084745762712,89,472,428,7,90.67796610169492,1.4830508474576272
51,540,000700,4,515400007004,Block Group 4,45.08701657458563,38.767955801104975,90,724,704,20,97.23756906077348,2.7624309392265194
51,540,000700,3,515400007003,Block Group 3,25.89699074074074,56.04976851851852,91,864,735,115,85.06944444444444,13.310185185185187
51,540,000202,3,515400002023,Block Group 3,18.833333333333332,57.416666666666664,92,300,299,0,99.66666666666667,0
51,540,000900,2,515400009002,Block Group 2,50.69763513513514,22.841216216216218,93,1184,1040,137,87.83783783783784,11.570945945945946
51,540,000501,1,515400005011,Block Group 1,30.010830324909747,45.46028880866426,94,554,554,0,100,0
51,540,000302,1,515400003021,Block Group 1,23.861328125,52.044921875,95,1024,1016,7,99.21875,0.68359375
51,540,000800,1,515400008001,Block Group 1,58.12895662368113,23.814771395076203,96,853,700,147,82.063305978898,17.23329425556858
51,540,000800,2,515400008002,Block Group 2,53.718548387096774,25.51290322580645,97,1240,1047,185,84.43548387096774,14.919354838709678
51,540,000800,3,515400008003,Block Group 3,71.69076305220884,15.029116465863455,98,996,682,284,68.47389558232932,28.514056224899598
51,079,030200,2,510790302002,Block Group 2,52.30213434911421,1.1144265070439567,99,33078,3146,18403,9.510853135014209,55.635165366708996
51,540,000302,2,515400003022,Block Group 2,27.591346153846153,33.044871794871796,100,1248,951,202,76.20192307692307,16.185897435897438
51,540,000401,2,515400004012,Block Group 2,45.8193359375,33.3203125,101,1024,806,166,78.7109375,16.2109375
51,540,000402,1,515400004021,Block Group 1,15.485549132947977,56.44219653179191,102,346,332,14,95.95375722543352,4.046242774566474
51,540,000402,2,515400004022,Block Group 2,21.5,50.3,103,560,560,0,100,0
51,540,000402,3,515400004023,Block Group 3,21.793628808864266,49.22160664819945,104,722,701,13,97.09141274238226,1.8005540166204987
51,540,000501,2,515400005012,Block Group 2,31.569565217391304,41.96086956521739,105,460,434,18,94.34782608695652,3.91304347826087
51,540,000501,3,515400005013,Block Group 3,45.825484764542935,34.767313019390585,106,361,328,13,90.85872576177285,3.6011080332409975
51,540,000502,1,515400005021,Block Group 1,56.357300884955755,29.748893805309734,107,904,747,157,82.63274336283186,17.36725663716814
51,540,000202,1,515400002021,Block Group 1,8.282907662082515,67.84479371316307,108,509,508,0,99.80353634577604,0
51,540,000600,2,515400006002,Block Group 2,38.540485829959515,42.28947368421053,109,494,463,31,93.7246963562753,6.275303643724696
51,540,000700,1,515400007001,Block Group 1,65.4972972972973,21.954054054054055,110,1110,1092,18,98.37837837837839,1.6216216216216217
51,540,000700,2,515400007002,Block Group 2,62.894568690095845,25.26709265175719,111,1565,1500,65,95.84664536741214,4.15335463258786
51,540,000401,1,515400004011,Block Group 1,18.666666666666668,49.12483912483913,112,777,767,7,98.71299871299871,0.9009009009009009
51,079,030102,4,510790301024,Block Group 4,49.88686665273477,0.9068715922260007,113,52637,4672,26854,8.875885783764273,51.01734521344301
51,079,030200,3,510790302003,Block Group 3,45.53055555555556,2.699305555555555,114,36000,4215,18326,11.708333333333334,50.90555555555556
51,079,030101,1,510790301011,Block Group 1,79.39690785405071,0.2771964543393117,115,121275,6527,96826,5.381983096268811,79.84003298289014
51,079,030102,1,510790301021,Block Group 1,81.04070813297817,0.36121873594631054,116,115628,6597,97558,5.705365482409105,84.37229736741966
51,079,030101,2,510790301012,Block Group 2,35.829690365735246,2.215837738698889,117,46345,5670,16650,12.234329485381378,35.92620563167548
51,079,030102,3,510790301023,Block Group 3,51.322837669194584,3.026591149083229,118,10417,2363,5246,22.68407410962849,50.359988480368635
51,079,030200,1,510790302001,Block Group 1,50.982397317686505,6.542201302469533,119,15509,4086,8261,26.345992649429363,53.26584563801664
51,003,011302,1,510030113021,Block Group 1,54.05692599620493,33.9652118912081,120,1581,1230,300,77.7988614800759,18.975332068311197
51,003,010300,2,510030103002,Block Group 2,62.45559557818905,3.819898149298224,121,8051,1223,5243,15.190659545398086,65.1223450503043
51,003,010202,2,510030102022,Block Group 2,58.016649048625794,1.2649166079398637,122,34056,3518,19011,10.330044632370214,55.82276250880902
51,003,010601,3,510030106013,Block Group 3,31.805979255643685,53.73154362416108,123,1639,1379,259,84.13666870042708,15.802318486882244
51,003,010500,1,510030105001,Block Group 1,69.90842887014205,1.7461244502127047,124,13869,1786,8902,12.87764078159925,64.18631480279761
51,003,010402,1,510030104021,Block Group 1,66.3244331496089,2.1200369649163338,125,30299,3096,19789,10.218159015149014,65.31238654741081
51,003,011303,2,510030113032,Block Group 2,39.721710882512184,26.963724959393613,126,3694,2154,985,58.310774228478614,26.66486193827829
51,003,010902,1,510030109021,Block Group 1,74.3106441297396,17.790315212425764,127,2189,932,1243,42.57651895842851,56.78391959798995
51,003,010902,2,510030109022,Block Group 2,36.62011173184357,41.770949720670394,128,179,152,27,84.91620111731844,15.083798882681565
51,125,950300,1,511259503001,Block Group 1,77.1211431511865,0.5824410711104955,129,151581,7457,117494,4.919481993125788,77.51235313132912
51,003,011400,1,510030114001,Block Group 1,60.15405482404528,0.5445739554817853,130,80731,4010,47521,4.967113004917565,58.86338581214156
51,003,011400,4,510030114004,Block Group 4,82.41505809083294,0.4522617183231963,131,109828,4933,92583,4.491568634592272,84.29817532869578
51,003,010401,2,510030104012,Block Group 2,56.83033808037914,0.4532764000656922,132,85246,4678,47848,5.487647514252869,56.12931985078479
51,003,010100,1,510030101001,Block Group 1,59.882941667660745,0.6337587975665037,133,83830,5301,53271,6.323511869259216,63.54646308004295
51,003,010903,2,510030109032,Block Group 2,18.10375939849624,53.0406015037594,134,665,637,5,95.78947368421052,0.7518796992481203
51,003,011303,1,510030113031,Block Group 1,59.35538954108858,27.1889007470651,135,2811,1916,809,68.16079686944147,28.779793667733905
51,003,011100,2,510030111002,Block Group 2,51.90651352137249,13.382960162838033,136,6878,3087,2656,44.88223320732771,38.615876708345446
51,003,010901,1,510030109011,Block Group 1,36.458260869565216,37.07478260869565,137,1150,928,198,80.69565217391305,17.217391304347824
51,003,010901,2,510030109012,Block Group 2,28.01675977653631,45.076350093109866,138,537,495,32,92.17877094972067,5.95903165735568
51,003,010300,1,510030103001,Block Group 1,39.32592862345229,24.88383102694829,139,2746,1995,457,72.65112891478515,16.642388929351785
51,003,011000,2,510030110002,Block Group 2,67.35617183251767,6.140928040601776,140,11034,2965,5929,26.87148812760558,53.73391335870944
51,003,011202,1,510030112021,Block Group 1,76.01624662539,2.716823744321763,141,61859,6971,45432,11.269176675988943,73.44444624064404
51,003,011302,2,510030113022,Block Group 2,67.89106628242075,15.787896253602305,142,1735,920,733,53.02593659942363,42.247838616714695
51,003,010500,3,510030105003,Block Group 3,43.681370005189414,27.802283341982356,143,3854,2017,1461,52.335236118318626,37.908666320705755
51,079,030200,4,510790302004,Block Group 4,39.966012138521954,7.3400214209211,144,14005,4426,4964,31.602998928953944,35.44448411281685
51,003,010300,4,510030103004,Block Group 4,56.69620253164557,20.511954992967652,145,1422,989,359,69.54992967651195,25.246132208157523
51,003,010601,2,510030106012,Block Group 2,51.6770462633452,24.570284697508896,146,3372,2455,804,72.80545670225386,23.843416370106763
51,003,010903,1,510030109031,Block Group 1,17.42654028436019,59.38625592417062,147,422,392,25,92.89099526066352,5.924170616113744
51,065,020300,2,510650203002,Block Group 2,65.81642854962298,0.48846048172909606,148,131028,7316,87864,5.583539396159599,67.0574228409195
51,065,020300,1,510650203001,Block Group 1,65.24234220359729,0.6534193611140381,149,123371,7320,79264,5.933323066198701,64.24848627311118
51,065,020200,1,510650202001,Block Group 1,59.169185302279224,0.5147209168463647,150,116399,6477,79497,5.564480794508544,68.29697849637884
51,065,020200,4,510650202004,Block Group 4,57.99353936829379,0.6806898896781018,151,52936,2563,34143,4.841695632461841,64.49863986700922
51,065,020200,2,510650202002,Block Group 2,63.78750507987121,0.3126387195598487,152,127956,4605,88430,3.5988933695957988,69.10969395729782
51,065,020300,3,510650203003,Block Group 3,67.31454301324197,0.5645893138253542,153,43196,2307,29223,5.340772293730901,67.65209741642745
51,065,020102,3,510650201023,Block Group 3,61.273150962512666,10.285714285714286,154,4935,2492,1865,50.49645390070921,37.79128672745694
51,065,020102,2,510650201022,Block Group 2,61.66877804169966,5.5027711797308,155,7578,3692,2491,48.71997888624967,32.87147004486672
