STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,tree_can,imp_surf,blkgps,cells,developed,forest,percent_dev,percent_for
51,540,000502,2,515400005022,Block Group 2,58.957264957264954,25.73846153846154,1,585,508,77,86.83760683760684,13.162393162393164
51,540,000502,3,515400005023,Block Group 3,71.68860759493671,15.186075949367089,2,790,487,295,61.64556962025316,37.34177215189873
51,540,000502,4,515400005024,Block Group 4,65.46499102333932,22.09335727109515,3,557,472,84,84.73967684021544,15.080789946140035
51,540,000502,5,515400005025,Block Group 5,44.585910652920965,36.50343642611684,4,582,467,111,80.2405498281787,19.072164948453608
51,540,000600,1,515400006001,Block Group 1,28.384219554030874,57.00514579759863,5,583,578,4,99.14236706689536,0.6861063464837049
51,540,000202,2,515400002022,Block Group 2,9.651162790697674,61.62015503875969,6,258,258,0,100,0
51,540,001000,3,515400010003,Block Group 3,41.23857868020305,36.209813874788495,7,591,555,36,93.90862944162437,6.091370558375635
51,540,001000,2,515400010002,Block Group 2,30.13605442176871,52.72303206997085,8,1029,993,36,96.50145772594753,3.498542274052478
51,003,011100,3,510030111003,Block Group 3,51.72131605407217,3.4867053960451346,9,17902,2620,8711,14.63523628644844,48.659367668416934
51,003,011000,4,510030110004,Block Group 4,71.06539651635782,1.5185133678684422,10,28763,3274,19467,11.382679136390502,67.6807009004624
51,003,011100,1,510030111001,Block Group 1,37.16043251902283,5.768201842210653,11,12485,2302,4257,18.438125750901083,34.096916299559474
51,003,011000,5,510030110005,Block Group 5,61.32471392480309,3.778718977559816,12,6729,1830,3361,27.19572001783326,49.94798632783474
51,003,010300,3,510030103003,Block Group 3,52.15096820463782,14.758068371981832,13,8366,3135,3915,37.47310542672723,46.796557494621084
51,003,011400,3,510030114003,Block Group 3,61.914217230305916,0.4185040640413012,14,130166,5620,80299,4.317563726318701,61.68968855154188
51,003,010601,1,510030106011,Block Group 1,43.77088212334114,17.6783762685402,15,2562,1247,668,48.67291178766588,26.07338017174083
51,003,011100,4,510030111004,Block Group 4,30.990930599369086,19.81210567823344,16,5072,2972,922,58.59621451104101,18.178233438485805
51,003,010602,2,510030106022,Block Group 2,50.86677631578947,26.492598684210527,17,1216,827,298,68.00986842105263,24.50657894736842
51,003,010700,2,510030107002,Block Group 2,38.528762805358554,44.33727344365642,18,1269,1099,167,86.60362490149724,13.159968479117415
51,003,010700,3,510030107003,Block Group 3,21.72584640792733,61.86044591246903,19,1211,1164,36,96.11890999174236,2.972749793559042
51,003,010800,2,510030108002,Block Group 2,48.592592592592595,42.4040404040404,20,297,288,9,96.96969696969697,3.0303030303030303
51,003,010800,3,510030108003,Block Group 3,60.303972366148535,27.010362694300518,21,579,513,66,88.60103626943005,11.398963730569948
51,003,010800,4,510030108004,Block Group 4,57.97445255474452,21.594890510948904,22,548,352,158,64.23357664233576,28.832116788321166
51,109,950500,2,511099505002,Block Group 2,59.55184771380989,0.6404178173155975,23,94874,6201,57121,6.536037270485065,60.20722221051078
51,109,950500,3,511099505003,Block Group 3,62.2762326327933,0.8476701610071726,24,79748,5853,47737,7.339369012389025,59.85980839644881
51,109,950202,1,511099502021,Block Group 1,59.004935950170406,1.3811439471329001,25,110617,9673,65376,8.744587179185839,59.10122313930047
51,109,950100,4,511099501004,Block Group 4,59.01029268462449,0.41267313983434256,26,114936,6038,69229,5.253358390756595,60.232651214588984
51,109,950201,3,511099502013,Block Group 3,60.68145814381753,2.2864147678107876,27,45071,5323,27678,11.810254931108695,61.409775687249
51,109,950300,3,511099503003,Block Group 3,54.8458968383278,2.6796564027471286,28,96974,11137,54490,11.48452162435292,56.19031905459195
51,109,950300,2,511099503002,Block Group 2,49.88428864061931,0.8726829452201119,29,159146,10715,87231,6.7328113807447245,54.811933696102955
51,109,950100,1,511099501001,Block Group 1,53.08304347826087,0.9329855072463767,30,103500,8497,58662,8.209661835748792,56.67826086956522
51,109,950400,1,511099504001,Block Group 1,56.02637060326194,1.1757319709176657,31,50890,4118,33918,8.091963057575162,66.64963647081942
51,109,950100,2,511099501002,Block Group 2,53.09450961294148,1.8514440586092984,32,94456,9092,49117,9.625645803337003,51.999872956720594
51,109,950201,2,511099502012,Block Group 2,51.889522258414765,0.9302841114730366,33,44208,3148,28812,7.120883098081795,65.17372421281216
51,109,950100,3,511099501003,Block Group 3,64.91083487461826,0.6717923351542001,34,46498,2837,30558,6.10133769194374,65.71895565400663
51,109,950500,1,511099505001,Block Group 1,64.9007846677314,0.5605860704117769,35,72005,4254,48535,5.907923060898549,67.40504131657524
51,003,011201,1,510030112011,Block Group 1,72.39982794876697,1.4942649588988723,36,62772,4847,45377,7.721595615879692,72.28860001274452
51,003,011000,3,510030110003,Block Group 3,76.07984117615496,1.9067446477437355,37,18637,2743,13440,14.718034018350593,72.11461072060953
51,003,010300,5,510030103005,Block Group 5,66.133431085044,9.07249918540241,38,6138,1822,3265,29.68393613554904,53.19322254806126
51,003,010401,1,510030104011,Block Group 1,65.29944094418316,0.5103469695625166,39,112690,5954,75293,5.283521164255924,66.81426923418226
51,003,010401,3,510030104013,Block Group 3,60.94051712784793,1.8310335240492253,40,68339,7005,39593,10.250369481555188,57.93617114678295
51,003,010500,2,510030105002,Block Group 2,62.97671860678277,12.564711274060494,41,10910,3935,5780,36.06782768102658,52.97891842346472
51,003,011202,2,510030112022,Block Group 2,58.71083044034351,1.3398730129727754,42,43784,3301,24875,7.5392837566234245,56.8129910469578
51,003,011301,4,510030113014,Block Group 4,64.9330167255425,0.447029774349362,43,110968,4917,72431,4.4310071371927044,65.2719702977435
51,003,010402,2,510030104022,Block Group 2,55.62899589338916,4.101658748691521,44,24838,5209,11843,20.97189789838151,47.68097270311619
51,003,011201,3,510030112013,Block Group 3,76.92537905138045,0.4388094757235074,45,133689,6248,103358,4.6735333497894365,77.31226952105258
51,003,010201,2,510030102012,Block Group 2,56.585182410235724,2.784392830384416,46,34702,4770,20678,13.74560544060861,59.5873436689528
51,003,010602,1,510030106021,Block Group 1,50.03919062832801,14.831735889243877,47,4695,2193,1714,46.70926517571885,36.50692225772098
51,003,010800,1,510030108001,Block Group 1,60.90122864273373,11.899308888462278,48,10418,2991,5872,28.709925129583414,56.36398540986753
51,003,011301,1,510030113011,Block Group 1,81.1431376398979,3.667190261142745,49,5093,758,3855,14.883172982525034,75.69212644806598
51,540,000800,4,515400008004,Block Group 4,21.19699934768428,62.082191780821915,50,1533,1506,16,98.23874755381604,1.0437051532941943
51,003,011301,3,510030113013,Block Group 3,67.53257739981102,0.5913734645100328,51,89955,4870,58133,5.413818020121171,64.62453448946695
51,003,011000,1,510030110001,Block Group 1,50.43111839491458,2.689660309892729,52,20136,3981,8789,19.77056019070322,43.6481922924116
51,540,000402,4,515400004024,Block Group 4,30.38245614035088,34.97719298245614,53,570,491,32,86.14035087719299,5.614035087719298
51,540,000201,3,515400002013,Block Group 3,39.10245901639344,41.59426229508197,54,244,240,4,98.36065573770492,1.639344262295082
51,540,000201,1,515400002011,Block Group 1,43.24603174603175,36.993650793650794,55,630,591,39,93.80952380952381,6.190476190476191
51,540,001000,1,515400010001,Block Group 1,4.035398230088496,80.39823008849558,56,791,787,0,99.49431099873578,0
51,065,020102,1,510650201021,Block Group 1,67.9857892435505,5.362264975951027,57,13722,3896,7705,28.392362629354324,56.15070689403877
51,065,020101,1,510650201011,Block Group 1,59.88911958361182,1.656991709210882,58,70319,7139,47164,10.152305920163824,67.07148850239622
51,065,020101,3,510650201013,Block Group 3,71.3120219516378,0.7321557194306294,59,29155,2258,20577,7.744812210598526,70.57794546389985
51,065,020101,2,510650201012,Block Group 2,57.17316989607522,2.318207773421143,60,26269,3339,15443,12.710799802048042,58.78792493052648
51,065,020200,3,510650202003,Block Group 3,63.45386746684481,0.7346051493215643,61,91313,4987,64236,5.461434844983738,70.34704806544522
51,079,030102,2,510790301022,Block Group 2,40.06158152554234,3.189293212036389,62,5716,1335,2067,23.3554933519944,36.16165150454864
51,003,010700,1,510030107001,Block Group 1,28.016666666666666,56.82592592592592,63,1080,1041,39,96.38888888888889,3.6111111111111107
51,109,950400,2,511099504002,Block Group 2,62.31256804269065,0.6382092056183183,64,112062,6024,69259,5.3755956524067035,61.80417982902322
51,003,011201,2,510030112012,Block Group 2,62.118646932872544,0.8489913977686789,65,53242,3984,33216,7.4828143195221815,62.38683745914879
51,003,011400,2,510030114002,Block Group 2,55.231149392826886,2.509248799774075,66,14164,1653,7225,11.670432081332956,51.009601807399044
51,003,010100,3,510030101003,Block Group 3,54.737029150451576,0.981143990013951,67,68095,5327,36751,7.822894485645055,53.97018870695353
51,003,011100,5,510030111005,Block Group 5,68.35159381561367,4.5501049818667685,68,5239,1098,3199,20.95819812941401,61.06127123496851
51,003,011301,2,510030113012,Block Group 2,69.58152033607924,0.6042385411532775,69,85218,4867,56965,5.711234715670399,66.84620620056796
51,003,010201,1,510030102011,Block Group 1,62.04357699207485,2.3065831005745165,70,44037,5034,28841,11.431296409837183,65.49265390467107
51,003,010800,5,510030108005,Block Group 5,57.7915240852856,9.686233219268228,71,3799,1264,1744,33.27191366148987,45.90681758357463
51,003,010100,2,510030101002,Block Group 2,80.49910949464315,0.24065759180498134,72,253227,7621,213274,3.0095526938280672,84.2224565310966
51,003,010202,1,510030102021,Block Group 1,51.78224662266362,1.475417926099562,73,32422,3527,16062,10.87841589044476,49.54043550675467
51,125,950100,3,511259501003,Block Group 3,68.2170453234921,1.9563487487025715,74,34684,3026,24644,8.724483911890209,71.05293507092607
51,125,950100,1,511259501001,Block Group 1,77.26369416404569,0.4215532762658556,75,221609,9717,167768,4.38474971684363,75.70450658592385
51,125,950200,3,511259502003,Block Group 3,78.34311814653492,1.2863244241818215,76,59003,6342,45752,10.74860600308459,77.54181990746233
51,125,950300,4,511259503004,Block Group 4,56.091994519475435,1.4284497944803285,77,102180,8072,56419,7.899784693677823,55.21530632217655
51,125,950100,4,511259501004,Block Group 4,72.92212670508816,0.7436491838114555,78,186354,9629,123679,5.167047661976668,66.36777316290501
51,125,950200,4,511259502004,Block Group 4,66.77869017519522,1.7733202067437852,79,44693,4904,28969,10.972635535766226,64.81775669567942
51,125,950300,3,511259503003,Block Group 3,83.65782292090455,0.20566280095629474,80,218761,7148,193888,3.267492834646029,88.63005745996773
51,125,950300,2,511259503002,Block Group 2,70.1116780225004,0.7015686895896053,81,63110,3805,43142,6.029155442877515,68.36000633813975
51,125,950100,2,511259501002,Block Group 2,81.3229886690023,0.7911261559827034,82,126732,7587,105816,5.986648991572768,83.4958810718682
51,125,950200,2,511259502002,Block Group 2,80.50715430793369,0.5678166996384474,83,117272,6726,96871,5.735384405484685,82.6036905655229
51,109,950201,1,511099502011,Block Group 1,54.66325786179622,1.0681803637480647,84,78131,5217,46649,6.677247187416007,59.70613456886511
51,109,950202,2,511099502022,Block Group 2,60.64635885447107,1.2716072472238455,85,42775,3299,23523,7.712448860315605,54.992402104032735
51,109,950300,1,511099503001,Block Group 1,66.32425230928234,0.6520654350494154,86,123848,7208,86371,5.820037465280021,69.73951941089076
