,min,max,mean,median,nodata,spatial_unit,GEOID,file
0,63.843789128000026,92.58797011999998,69.13198849987543,67.77519573200006,2831.0,tracts,51109950202,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,53.32312356800007,92.6187323,69.319991911725,68.32891497200004,8931.0,tracts,51109950300,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,64.32367913600007,93.36317705600004,70.1322136535913,69.17795113999996,51.0,tracts,51079030200,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,55.421104244000034,88.17052107199999,66.68681946089187,66.25554404000007,21826.0,tracts,51079030102,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,65.89870275199996,100.604594228,75.58476154382308,74.71514354000004,0.0,tracts,51003011303,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,59.00182199600002,83.73461471600004,67.13239520177406,66.41550737600008,0.0,tracts,51003011201,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,60.78602843600011,88.89035608400002,68.48692654729311,67.39374470000007,0.0,tracts,51003011202,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,64.17602067200005,86.1771318080001,70.38811357605229,69.78088986800003,0.0,tracts,51003010202,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,62.82248475200011,98.03287598000006,69.01719907821501,67.7936530400001,0.0,tracts,51003010201,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,59.78318136800002,90.2500444400001,69.09972609686645,68.43965881999998,0.0,tracts,51003010401,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,63.868398872000014,92.57566524800009,70.76322903914479,69.73167038000005,0.0,tracts,51003010402,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,60.83524792400008,94.11992668399996,68.60954144600704,67.81826278400008,0.0,tracts,51003011301,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,65.61569069600003,93.40009167200003,73.18113121632334,72.54333363200001,0.0,tracts,51003011302,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,69.842414228,94.56905451199995,81.53852824676807,81.56280480800001,0.0,tracts,51540001000,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,64.08373413200005,91.2282817640001,69.08583503541419,67.92900663200001,2027.0,tracts,51109950201,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,55.77794553200003,86.49705848000002,66.24307184778789,65.58800473400001,0.0,tracts,51125950200,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,58.95875494400009,95.76877953200002,67.36829596142613,66.27400134800001,0.0,tracts,51125950100,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,52.9293676640001,101.50284988399999,65.54134289950264,64.66206311600001,0.0,tracts,51125950300,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,71.59585848800005,89.89320315200001,79.25945105041134,78.68961719600009,0.0,tracts,51540000201,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,63.54231976400005,96.451699928,71.50431752556105,71.18056905800012,140626.0,tracts,51079030101,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,67.11073264400002,93.3447197480001,74.62190535127372,74.02914692600004,0.0,tracts,51540000502,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
0,63.739197716000035,87.13691182399995,68.62876284177578,67.55986047200003,174.0,tracts,51065020300,LC08_L2SP_016034_20200922_20201005_02_T1_ST_B10_cville_clipped
