,min,max,mean,median,nodata,spatial_unit,GEOID,file
0,18.851024660000007,95.738017352,67.98871704050535,71.405132972,3.0,blkgps,510019901000,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,63.21008822000003,109.46410206799999,85.64097784186885,84.98355922400009,0.0,blkgps,510010908002,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,60.01697393600009,106.80009728000005,79.04608142506704,79.26179374400002,0.0,blkgps,510010904004,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,16.31622102800004,100.97989282400003,73.94615106489178,75.74875278800005,1.0,blkgps,510010904003,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,66.6554523800001,113.85694137200001,88.03743110381936,86.86620464,0.0,blkgps,510010908003,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,-189.66733625199998,92.38493973200005,55.862004879703164,72.86326030400002,0.0,blkgps,510010903001,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,-79.52027454399995,98.51276598799998,58.74617040296679,72.45104709200001,0.0,blkgps,510010903002,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,-21.016760619999957,99.01726574,77.07617432386508,81.37823172800002,0.0,blkgps,510019801001,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,65.3326786400001,105.94490867599998,83.08728571822729,82.541042132,0.0,blkgps,510010907004,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,73.06629069199997,103.58852568799996,84.49416486254717,83.69770010000005,0.0,blkgps,510010907005,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,0.8736066680000683,99.54022280000005,73.40469191470015,75.05967995600004,0.0,blkgps,510019802001,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,-6.3739629399999345,97.84830290000006,78.18295360310952,79.66170208400004,0.0,blkgps,510010902002,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,80.22772619600002,96.31634633599997,87.84810790858435,87.72139324399998,0.0,blkgps,510010901002,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,53.30466626000003,93.84306706400008,73.01428356141147,73.92147929600003,0.0,blkgps,510010905003,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,64.13295362000002,112.63260660800005,85.81741806456917,85.06354089200008,0.0,blkgps,510010907002,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,66.85233033199998,107.61837126800003,87.68490871303842,86.67547912400008,0.0,blkgps,510010907003,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,10.372967851999999,77.05306922000001,45.00432557905149,45.59566395200004,0.0,blkgps,510010905002,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,73.17703454,95.48576747600009,83.55730991081754,83.78998664000005,0.0,blkgps,510010906003,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
0,47.36141308399999,97.45454699599998,72.47187813232406,73.99530852799998,0.0,blkgps,510010904002,LC08_L2SP_014034_20200722_20200911_02_T1_ST_B10_easternShore_clipped
