YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202007,149037,898292,1,4.46,"NE","TAMARAC REFUGE",47.02,-95.56,471200,9533600
202007,149037,898293,1,2.76,"ESE","BRECKENRIDGE",46.25,-96.53,4615000,9631800
202007,149037,898294,1,1.18,"NW","ERDAHL",45.99,-95.85,4559400,9551000
202007,149037,898295,1,.84,"SW","(PKD)PARK RAPIDS ARP",46.89,-95.08,4653400,954800
202007,149037,898296,1,3.45,"N","BIRCHMONT",47.6,-94.88,4736000,9452800
202007,149037,898297,1,.84,"SW","(PKD)PARK RAPIDS ARP",46.89,-95.08,4653400,954800
202007,149037,898298,1,.69,"N","DORSET",46.96,-94.95,4657600,9457000
202007,149037,898299,1,1.41,"W","NEVIS",46.97,-94.86,4658200,9451600
202007,149037,898301,1,.84,"SE","BLUE GRASS",46.54,-95.01,4632400,95600
202007,149037,898302,1,1.9,"E","LUCE",46.67,-95.61,4640200,9536600
202007,149055,898495,1,.47,"W","NEW ROCKFORD",47.68,-99.14,4740800,998400
202007,149055,898496,1,.47,"W","NEW ROCKFORD",47.68,-99.14,4740800,998400
202007,149056,898557,1,.78,"S","AUDRA",39.0388,-80.0683,392328,804098
202007,149056,898557,2,.67,"E","AUDRA",39.0498,-80.0575,392988,803450
202007,149058,898560,1,0,"N","THORNVILLE",39.9,-82.42,3954000,8225200
202007,149058,898561,1,.69,"N","SOMERSET",39.81,-82.3,3948600,8218000
202007,149058,898562,1,.54,"W","CORYVILLE",38.53,-82.68,3831800,8240800
202007,149058,898563,1,.54,"E","COAL GROVE",38.5,-82.64,3830000,8238400
202007,149059,898564,1,.53,"E","BELLMONT",39.38,-81.26,3922800,8115600
202007,149060,898565,1,3.78,"W","CROWN CITY",38.596,-82.3498,3835760,8220988
202007,149060,898565,2,2.25,"ESE","PATRIOT",38.7578,-82.3413,3845468,8220478
202007,149060,898565,3,.52,"NW","CHIPPER MILLS",38.7753,-82.2268,3846518,8213608
202007,149060,898565,4,.35,"W","SWAN CREEK",38.6009,-82.2063,3836054,8212378
202007,149062,898566,1,2.61,"ENE","HODGES",38.3879,-82.3876,3823274,8223256
202007,149062,898566,2,1.31,"ESE","BARBOURSVILLE",38.4132,-82.2574,3824792,8215444
202007,149062,898566,3,1.92,"NNE","BARBOURSVILLE",38.4468,-82.2707,3826808,8216242
202007,149062,898566,4,.42,"WSW","HUNTINGTON",38.418,-82.4573,3825080,8227438
202007,149062,898569,1,.88,"SE","LOONEYVILLE",38.66,-81.29,3839600,8117400
202007,149062,898569,2,.88,"SE","ROXALANA",38.6696,-81.2604,3840176,8115624
202007,149062,898569,3,1.33,"SE","ROXALANA",38.6649,-81.2548,3839894,8115288
202007,149062,898569,4,1.28,"SE","LOONEYVILLE",38.6563,-81.2841,3839378,8117046
202007,149062,898572,1,.89,"NE","LOVADA",38.9587,-81.0577,3857522,813462
202007,149062,898572,2,.85,"S","DODRILL",38.8577,-81.0287,3851462,811722
202007,149062,898572,3,.88,"E","ALTIZER",38.82,-81.1336,3849200,818016
202007,149062,898572,4,.12,"S","ANNAMORIAH",38.9283,-81.2203,3855698,8113218
202007,149713,902431,1,1.38,"S","HOLLANDSVILLE",38.96,-75.67,3857600,7540200
202007,149713,902432,1,1.19,"N","CONCORD",38.6469,-75.5542,3838814,7533252
202007,149713,902434,1,1.98,"N","CONCORD",38.6583,-75.5445,3839498,7532670
202007,149713,902435,1,2.3,"SE","BRIDGEVILLE",38.7107,-75.5652,3842642,7533912
202007,149713,902436,1,1.38,"S","GREENWOOD",38.78,-75.58,3846800,7534800
202007,149714,902440,1,1.96,"E","PORT DEPOSIT",39.5985,-76.0833,3935910,764998
202007,149714,902441,1,1.44,"SSE","NORTH EAST",39.5797,-75.9436,3934782,7556616
202007,149714,902443,1,.63,"N","CHARLESTOWN",39.5791,-75.9787,3934746,7558722
202007,149714,902444,1,2.47,"E","FAIRLEE",39.2166,-76.1241,3912996,767446
202007,149714,902445,1,2.36,"W","CHESTERTOWN",39.2147,-76.1136,3912882,766816
202007,149714,902447,1,1.75,"WNW","GOLTS",39.34,-75.81,3920400,7548600
202007,149714,902448,1,3.49,"N","BURRISVILLE",39.1301,-76.062,397806,763720
202007,149714,902449,1,.93,"NNE","CRUMPTON",39.2424,-75.9232,3914544,7555392
202007,149714,902452,1,2.67,"SE","CENTREVILLE",39.0284,-76.0288,391704,761728
202007,149714,902453,1,0,"N","CENTREVILLE",39.05,-76.07,393000,764200
202007,149714,902455,1,1.91,"SE","BALTIMORE CORNER",39.0473,-75.8297,392838,7549782
202007,149714,902458,1,.48,"WNW","ROMANCOKE",38.8821,-76.3386,3852926,7620316
202007,149714,902460,1,1.35,"SW","WILLOUGHBY",38.9178,-76.0396,3855068,762376
202007,149714,902461,1,1.05,"NW","UNIONVILLE",38.8313,-76.143,3849878,768580
202007,149714,902462,1,1.08,"NE","EASTON ARPT",38.8123,-76.0576,3848738,763456
202007,149714,902463,1,1.75,"SE","KIRKHAM",38.75,-76.13,3845000,767800
202007,149714,902464,1,2.27,"ENE","KIRKHAM",38.7826,-76.111,3846956,766660
202007,149714,902466,1,.38,"NE","TRAPPE",38.6732,-76.0643,3840392,763858
202007,149714,902467,1,3.75,"W","FAIRLEE",39.22,-76.24,3913200,7614400
202007,149714,902468,1,.87,"NW","GOLDSBORO",39.04,-75.79,392400,7547400
202007,149715,902473,1,.69,"N","(PNE)NE ARPT PHILADE",40.09,-75.02,405400,751200
202007,149715,902474,1,1.06,"E","(PNE)NE ARPT PHILADE",40.08,-75,404800,7500
202007,149715,902475,1,1.06,"E","LANGHORNE BUEHL ARPT",40.18,-74.88,4010800,7452800
202007,149715,902476,1,1.26,"ESE","LANGHORNE MANOR",40.16,-74.91,409600,7454600
202007,149715,902477,1,.87,"NW","LEVITTOWN",40.16,-74.88,409600,7452800
202007,149715,902478,1,.69,"S","FAIRLESS HILLS",40.17,-74.85,4010200,7451000
202007,149715,902480,1,.87,"NW","LEVITTOWN",40.16,-74.88,409600,7452800
202007,149715,902481,1,1.38,"S","ARDSLEY",40.1,-75.15,406000,759000
202007,149715,902482,1,.69,"S","STANWOOD GARDENS",40.11,-74.93,406600,7455800
202007,149715,902483,1,1.26,"WNW","LEVITTOWN",40.16,-74.89,409600,7453400
202007,149715,902484,1,.53,"W","ERDENHEIM",40.1,-75.21,406000,7512600
202007,149715,902485,1,1.48,"SSE","MANAYUNK",40,-75.22,4000,7513200
202007,149715,902487,1,1.06,"E","SHAWMONT",40.03,-75.21,401800,7512600
202007,149715,902488,1,.87,"NE","PLYMOUTH VLY",40.14,-75.31,408400,7518600
202007,149715,902489,1,.87,"SE","EAGLEVILLE",40.16,-75.41,409600,7524600
202007,149715,902490,1,.87,"SW","MONT CLARE",40.14,-75.51,408400,7530600
202007,149715,902492,1,0,"N","JEFFERSONVILLE",40.13,-75.38,407800,7522800
202007,149715,902493,1,.87,"NE","MONT CLARE",40.16,-75.49,409600,7529400
202007,149715,902494,1,1.26,"ESE","ARCOLA",40.14,-75.45,408400,7527000
202007,149715,902495,1,.87,"SW","MONT CLARE",40.14,-75.51,408400,7530600
202007,149715,902496,1,.53,"W","OTTSVILLE",40.47,-75.16,4028200,759600
202007,149715,902498,1,2.1,"NE","COOPERSBURG",40.54,-75.35,4032400,7521000
202007,149715,902500,1,0,"N","AUDUBON",40.13,-75.43,407800,7525800
202007,149715,902501,1,2.1,"NE","COOPERSBURG",40.54,-75.35,4032400,7521000
202007,149715,902503,1,.53,"E","CENTER VLY",40.53,-75.39,4031800,7523400
202007,149715,902505,1,1.05,"E","TREXLERTOWN",40.55,-75.6,4033000,7536000
202007,149715,902506,1,1.06,"W","BERWYN",40.05,-75.44,403000,7526400
202007,149715,902507,1,.52,"W","NESQUEHONING",40.87,-75.81,4052200,7548600
202007,149715,902508,1,1.58,"E","FREDERICKSVILLE",40.45,-75.65,4027000,7539000
202007,149715,902510,1,1.72,"WSW","DALE",40.41,-75.65,4024600,7539000
202007,149715,902511,1,.92,"ESE","LENAPE",39.8957,-75.6135,3953742,7536810
202007,149715,902513,1,.02,"SE","NEW HANOVER",40.2998,-75.5797,4017988,7534782
202007,149715,902514,1,.85,"N","READING",40.3621,-75.9173,4021726,7555038
202007,149715,902515,1,1.38,"S","WERNERSVILLE",40.31,-76.12,4018600,767200
202007,149715,902518,1,2.61,"NE","TORRESDALE",40.08,-74.97,404800,7458200
202007,149715,902519,1,1.07,"ESE","WEST BRISTOL",40.0968,-74.8602,405808,7451612
202007,149715,902521,1,.83,"E","HILL CREST",40.079,-75.1543,404740,759258
202007,149715,902523,1,.34,"NNE","BALA CYNWYD",40.0047,-75.2478,40282,7514868
202007,149715,902524,1,1.15,"SSW","GLADWYNE",40.0349,-75.2592,402094,7515552
202007,149715,902525,1,.53,"E","GILBERTSVILLE",40.32,-75.61,4019200,7536600
202007,149876,903295,1,.86,"SE","MALLARD",42.92,-94.67,4255200,9440200
202007,149876,903296,1,3.78,"SSW","CLARKSVILLE",42.73,-92.7,4243800,9242000
202007,149876,903297,1,.69,"N","HANLONTOWN",43.29,-93.38,4317400,9322800
202007,149876,903298,1,3.13,"ESE","COSTER",42.66,-92.64,4239600,9238400
202007,149876,903300,1,4.3,"NW","GILBERT",42.17,-93.7,4210200,9342000
202007,149876,903302,1,1.54,"WNW","STORY CITY",42.1873,-93.6285,4211238,9337710
202007,149876,903303,1,.51,"W","KANAWHA",42.93,-93.79,4255800,9347400
202007,149876,903304,1,4.61,"NE","NEW HARTFORD",42.62,-92.56,4237200,9233600
202007,149876,903305,1,3.43,"NE","NEW HARTFORD",42.61,-92.58,4236600,9234800
202007,149876,903306,1,.51,"E","FINCHFORD",42.63,-92.54,4237800,9232400
202007,149876,903307,1,.69,"N","(MCW)MASON CITY MUNI",43.16,-93.33,439600,9319800
202007,149876,903308,1,2.46,"NW","NORTH CEDAR",42.57,-92.49,4234200,9229400
202007,149876,903309,1,1.38,"N","MASON CITY",43.17,-93.2,4310200,9312000
202007,149876,903310,1,1.47,"NNE","CEDAR FALLS ARPT",42.49,-92.47,4229400,9228200
202007,149876,903311,1,1.23,"NW","CEDAR FALLS ARPT",42.48,-92.5,4228800,9230000
202007,149876,903312,1,1.72,"NE","CEDAR FALLS ARPT",42.49,-92.46,4229400,9227600
202007,149876,903313,1,3.43,"NW","FERN",42.52,-92.81,4231200,9248600
202007,149876,903315,1,1.38,"N","ROLAND",42.19,-93.5,4211400,9330000
202007,149876,903317,1,2.16,"ENE","ROLAND",42.18,-93.46,4210800,9327600
202007,149876,903318,1,0,"N","ROLAND",42.17,-93.5,4210200,9330000
202007,149876,903319,1,0,"N","ROLAND",42.17,-93.5,4210200,9330000
202007,149876,903320,1,.51,"E","MC CALLSBURG",42.17,-93.39,4210200,9323400
202007,149876,903321,1,.86,"NE","COLO",42.03,-93.31,421800,9318600
202007,149876,903323,1,.69,"S","MC CALLSBURG",42.16,-93.4,429600,9324000
202007,149876,903324,1,.86,"SE","NEVADA",42.01,-93.44,42600,9326400
202007,149876,903325,1,.51,"W","COLLINS",41.9,-93.31,4154000,9318600
202007,149876,903326,1,1.47,"NNW","COLLINS",41.92,-93.31,4155200,9318600
202007,149876,903327,1,0,"N","COLO",42.02,-93.32,421200,9319200
202007,149876,903328,1,2.66,"ESE","COLLINS",41.89,-93.25,4153400,9315000
202007,149876,903329,1,.69,"N","BAXTER",41.83,-93.15,4149800,939000
202007,149876,903330,1,.69,"N","KELLOGG",41.73,-92.92,4143800,9255200
202007,149876,903331,1,.52,"E","WEST DES MOINES",41.58,-93.71,4134800,9342600
202007,149876,903332,1,1.48,"SSW","INDIANOLA",41.35,-93.58,4121000,9334800
202007,149877,903336,1,2.05,"W","MACKEY",42.17,-93.81,4210200,9348600
202007,149877,903337,1,4.63,"SSW","LUTHER",41.91,-93.99,4154600,9359400
202007,149877,903338,1,2.59,"SE","LOVINGTON",41.62,-93.67,4137200,9340200
202007,149877,903339,1,1.03,"W","WEST DES MOINES",41.58,-93.74,4134800,9344400
202007,149877,903340,1,2.14,"SSW","SAYDELL",41.64,-93.63,4138400,9337800
202007,149877,903341,1,.69,"N","GRIMES",41.69,-93.8,4141400,9348000
202007,149877,903342,1,.86,"NE","GRIMES",41.69,-93.79,4141400,9347400
202007,149877,903343,1,2.18,"ESE","ANKENY",41.72,-93.58,4143200,9334800
202007,149877,903344,1,.52,"W","DODGE FLD ARPT",41.68,-93.73,4140800,9343800
202007,149877,903345,1,1.38,"S","ANKENY",41.71,-93.62,4142600,9337200
202007,149877,903346,1,.86,"SW","ONTARIO",42.02,-93.69,421200,9341400
202007,149877,903347,1,1.24,"NE","DODGE FLD ARPT",41.69,-93.7,4141400,9342000
202007,149877,903348,1,1.48,"SSE","LOVINGTON",41.63,-93.69,4137800,9341400
202007,149877,903349,1,.52,"E","WEST DES MOINES",41.58,-93.71,4134800,9342600
202007,149877,903350,1,.52,"W","DODGE FLD ARPT",41.68,-93.73,4140800,9343800
202007,149877,903351,1,.86,"SE","CLOVER HILLS",41.59,-93.74,4135400,9344400
202007,149877,903352,1,1.38,"S","ANKENY",41.71,-93.62,4142600,9337200
202007,149877,903353,1,0,"N","JOHNSTON",41.67,-93.7,4140200,9342000
202007,149877,903354,1,1.24,"NE","RIDER",41.68,-93.76,4140800,9345600
202007,149877,903355,1,2.08,"NW","MONROE",41.54,-93.13,4132400,937800
202007,149877,903356,1,.52,"E","SANDYVILLE",41.37,-93.39,4122200,9323400
202007,149877,903357,1,0,"N","SANDYVILLE",41.37,-93.4,4122200,9324000
202007,149877,903358,1,.86,"SE","PELLA",41.41,-92.92,4124600,9255200
202007,149877,903359,1,1.55,"E","RIDER",41.67,-93.75,4140200,9345000
202007,149877,903360,1,1.24,"NW","ORALABOR",41.74,-93.65,4144400,9339000
202007,149877,903361,1,4.18,"WNW","NEPAS",41.31,-93.32,4118600,9319200
202007,149877,903362,1,.52,"W","BEWBERN",41.23,-93.24,4113800,9314400
202007,149877,903363,1,1.24,"ESE","HARTFORD",41.46,-93.4,4127600,9324000
202007,149877,903364,1,1.7,"WNW","FIFIELD",41.44,-93.06,4126400,933600
202007,149877,903365,1,1.47,"SSW","POLK CITY",41.75,-93.73,4145000,9343800
202007,149877,903366,1,1.7,"WNW","DODGE FLD ARPT",41.69,-93.75,4141400,9345000
202007,149877,903367,1,.69,"S","INDIANOLA",41.36,-93.57,4121600,9334200
202007,149877,903368,1,1.55,"E","ENTERPRISE",41.73,-93.5,4143800,9330000
202007,149877,903542,1,1.04,"W","NEW VIRGINIA",41.18,-93.75,4110800,9345000
202007,149877,903547,1,.86,"SW","LOVINGTON",41.64,-93.71,4138400,9342600
202007,149877,903548,1,1.55,"W","ORALABOR",41.73,-93.66,4143800,9339600
202007,149877,903549,1,2.2,"WSW","OSCEOLA",41.02,-93.82,411200,9349200
202007,149877,903550,1,2.6,"W","AVERY",41.07,-92.78,414200,9246800
202007,149877,903551,1,.86,"SW","AMES",42.02,-93.63,421200,9337800
202007,149877,903552,1,1.73,"NW","CRESTON ARPT",41.04,-94.39,412400,9423400
202007,149877,903553,1,2.07,"S","HARVARD",40.65,-93.27,4039000,9316200
202007,149877,903554,1,1.57,"W","SEYMOUR",40.68,-93.15,4040800,939000
202007,149877,903555,1,0,"N","ALLERTON",40.7,-93.37,4042000,9322200
202007,149877,903556,1,2.69,"ESE","NORWOOD",41.11,-93.43,416600,9325800
202007,149877,903557,1,0,"N","KNOXVILLE",41.32,-93.1,4119200,936000
202007,149877,903559,1,1.72,"WSW","PROMISE CITY",40.74,-93.18,4044400,9310800
202007,149877,903560,1,1.04,"W","NEW VIRGINIA",41.18,-93.75,4110800,9345000
202007,149877,903562,1,1.25,"WNW","COOL",41.19,-93.6,4111400,9336000
202007,149877,903563,1,1.25,"WSW","HUMESTON",40.86,-93.5,4051600,9330000
202007,149883,903400,1,1.29,"ESE","OAK LEVEL",36.7257,-79.0973,3643542,795838
202007,149883,909149,1,.88,"SW","STOVALL",36.99,-79.04,3659400,792400
202007,149883,909159,1,.69,"S","BOCOCK",37.36,-79.12,3721600,797200
202007,149883,909159,2,1.49,"NNW","RUSTBURG",37.3,-79.11,3718000,796600
202007,149883,909160,1,3.39,"WSW","CONCORD",37.3249,-79.0329,3719494,791974
202007,149883,909167,1,.42,"SW","SHEVA",36.8655,-79.3352,3651930,7920112
202007,149883,909168,1,.88,"NW","SHEPPARDS",37.39,-78.49,3723400,7829400
202007,149886,903425,1,.84,"NW","DICKINSON",46.89,-102.79,4653400,10247400
202007,149886,903426,1,.47,"W","DICKINSON",46.88,-102.79,4652800,10247400
202007,149886,909961,1,0,"N","WILLISTON",48.15,-103.62,489000,10337200
202007,149887,903428,1,0,"N","HAYNES",45.97,-102.47,4558200,10228200
202007,149887,903429,1,.84,"NE","HAYNES",45.98,-102.46,4558800,10227600
202007,149887,903430,1,4.79,"NNE","HALEY",46.03,-103.07,461800,1034200
202007,149887,903431,1,6.91,"S","REEDER",46.02,-102.95,461200,10257000
202007,149887,903432,1,11.8,"SSW","BONETRAILL",48.26,-103.94,4815600,10356400
202007,149887,903433,1,3.63,"WNW","BUCYRUS",46.09,-102.85,465400,10251000
202007,149887,903434,1,1.44,"E","HETTINGER",46,-102.6,4600,10236000
202007,149888,903437,1,10.58,"W","EDGELEY",46.35,-98.92,4621000,9855200
202007,149888,903438,1,8.64,"SW","EDGELEY",46.3,-98.85,4618000,9851000
202007,149888,903439,1,2.82,"SW","FREDONIA",46.3,-99.14,4618000,998400
202007,149888,903440,1,12.41,"WSW","EDGELEY",46.32,-98.95,4619200,9857000
202007,149888,903441,1,.48,"W","ASHLEY",46.03,-99.38,461800,9922800
202007,149888,903442,1,.69,"S","FORBES",45.94,-98.78,4556400,9846800
202007,149888,903443,1,4.38,"W","FORBES",45.94,-98.87,4556400,9852200
202007,149888,903444,1,5.71,"NNW","(JMS)JAMESTOWN MUNI",47.01,-98.71,47600,9842600
202007,149889,903449,1,4.83,"W","RHAME",46.24,-103.75,4614400,10345000
202007,149889,903450,1,.95,"W","MARMARTH",46.3,-103.92,4618000,10355200
202007,149889,903451,1,.48,"W","BOWMAN",46.18,-103.41,4610800,10324600
202007,149889,903452,1,2.13,"NNE","BENTLEY",46.36,-102.06,4621600,1023600
202001,144299,869108,2,2.31,"E","SILVA",37.1708,-90.4781,3710248,9028686
202001,144299,869108,3,.81,"ENE","GREENVILLE",37.136,-90.4575,378160,9027450
202001,144299,869108,4,.46,"NNW","GREENVILLE",37.136,-90.4738,378160,9028428
202001,144299,869109,1,0,"N","DONIPHAN",36.62,-90.82,3637200,9049200
202001,144299,869109,2,1.58,"WSW","DONIPHAN",36.6088,-90.8449,3636528,9050694
202001,144299,869109,3,3.59,"NW","DONIPHAN",36.6525,-90.8706,3639150,9052236
202001,144299,869109,4,2.63,"WNW","HILL TOP",36.6591,-90.8461,3639546,9050766
202001,144299,869110,1,1.08,"NE","POPLAR BLUFF",36.7625,-90.3884,3645750,9023304
202001,144299,869110,2,1.13,"NE","POPLAR BLUFF",36.7607,-90.3847,3645642,9023082
202001,144299,869110,3,1.49,"NE","POPLAR BLUFF",36.7627,-90.3783,3645762,9022698
202001,144299,869110,4,1.99,"NE","POPLAR BLUFF",36.7695,-90.3735,3646170,9022410
202001,144299,869110,5,1.74,"NE","POPLAR BLUFF",36.7697,-90.3805,3646182,9022830
202001,144299,869341,1,3.99,"ESE","SHOOK",37.0238,-90.2555,371428,9015330
202001,144300,866155,1,.3,"SSW","WARE",37.446,-89.4021,3726760,8924126
202001,144300,866155,2,.7,"E","WARE",37.45,-89.3872,3727000,8923232
202001,144300,866911,1,0,"N","HERRIN",37.8,-89.03,3748000,891800
202001,144300,866912,1,0,"WNW","(MDH)CRBNDL/MRFYSBRO",37.78,-89.25,3746800,8915000
202001,144300,868885,1,2.13,"NE","PINCKNEYVILLE",38.0975,-89.3477,385850,8920862
202001,144300,868885,2,1.41,"NW","PINCKNEYVILLE",38.0928,-89.4001,385568,8924006
202001,144300,868885,3,1.38,"SW","PINCKNEYVILLE",38.0653,-89.397,383918,8923820
202001,144300,868885,4,1.31,"ESE","PINCKNEYVILLE",38.072,-89.3583,384320,8921498
202001,144300,868887,1,1.49,"NNE","METROPOLIS",37.17,-88.72,3710200,8843200
202001,144300,868887,2,.76,"E","METROPOLIS",37.1499,-88.7162,378994,8842972
202001,144300,868887,3,1.13,"S","METROPOLIS MUNI ARPT",37.1636,-88.7515,379816,8845090
202001,144300,868887,4,.3,"E","METROPOLIS MUNI ARPT",37.1801,-88.7446,3710806,8844676
202001,144300,868888,1,1.76,"SW","MT CARMEL",38.4,-87.79,3824000,8747400
202001,144300,868888,2,.75,"SSW","SCHRODT STATION",38.3695,-87.8335,3822170,8750010
202001,144300,868888,3,.77,"W","SCHRODT STATION",38.3813,-87.8442,3822878,8750652
202001,144300,868888,4,2.06,"SW","MT CARMEL",38.4031,-87.8015,3824186,8748090
202001,144300,868889,1,.69,"S","SARATOGA",37.49,-89.15,3729400,899000
202001,144300,868889,2,2.35,"E","SARATOGA",37.4986,-89.1072,3729916,896432
202001,144300,868889,3,2.24,"ESE","SARATOGA",37.4847,-89.1139,3729082,896834
202001,144300,868889,4,2.14,"S","WESTERN SARATOGA",37.4693,-89.1756,3728158,8910536
202001,144300,869111,1,0,"N","WAYNE CITY",38.35,-88.58,3821000,8834800
202001,144300,869111,2,.73,"NE","WAYNE CITY",38.3578,-88.5708,3821468,8834248
202001,144300,869111,3,3.85,"SSE","SIMS",38.318,-88.5048,3819080,8830288
202001,144300,869111,4,3,"NNE","MAYBERRY",38.3124,-88.5378,3818744,8832268
202001,144300,869112,1,.88,"SW","MT CARBON",37.7423,-89.3427,3744538,8920562
202001,144300,869112,2,.8,"W","MT CARBON",37.752,-89.3445,3745120,8920670
202001,144300,869112,3,2.69,"W","HARRISON",37.7756,-89.3789,3746536,8922734
202001,144300,869112,4,3.24,"NE","SAND RIDGE",37.7642,-89.3895,3745852,8923370
202001,144300,869113,1,0,"N","PLUMFIELD",37.88,-89,3752800,8900
202001,144300,869113,2,1.06,"SE","ZEIGLER",37.8887,-89.0369,3753322,892214
202001,144300,869113,3,.55,"E","ZEIGLER JCT",37.9196,-89.0099,3755176,89594
202001,144300,869113,4,.17,"NNW","ORIENT",37.9223,-88.9811,3755338,8858866
202001,144300,869118,1,1.96,"E","BROWNSVILLE",38.0277,-88.2141,381662,8812846
202001,144300,869118,2,3.54,"N","HERALD",38.0212,-88.1776,381272,8810656
202001,144300,869118,3,1.69,"N","EPWORTH",38.0943,-88.1028,385658,886168
202001,144300,869118,4,.85,"ENE","CARMI",38.0859,-88.1562,385154,889372
202001,144300,869118,5,1.8,"SE","TRUMBULL",38.0651,-88.2029,383906,8812174
202001,144367,866529,1,.34,"NNW","NORTH VALIANT",34.0042,-95.103,34252,956180
202001,144367,866529,2,.91,"E","NORTH VALIANT",34.0005,-95.0841,3430,955046
202001,144367,866529,3,1.21,"E","NORTH VALIANT",33.9984,-95.0789,3359904,954734
202001,144367,866529,4,1.19,"E","NORTH VALIANT",33.9976,-95.0794,3359856,954764
202001,144367,866529,5,.2,"N","NORTH VALIANT",34.0028,-95.0996,34168,955976
202001,144367,866529,6,.29,"NW","NORTH VALIANT",34.0034,-95.1029,34204,956174
202001,144367,866530,1,2.61,"SSW","GARVIN",33.9155,-94.9484,3354930,9456904
202001,144367,866530,2,2.93,"SSW","GARVIN",33.9105,-94.9485,3354630,9456910
202001,144367,866530,3,2.88,"SSW","GARVIN",33.9106,-94.9468,3354636,9456808
202001,144367,866530,4,2.58,"SSW","GARVIN",33.9155,-94.9471,3354930,9456826
202001,144367,866531,1,1.39,"NW","BROKEN BOW",34.042,-94.7496,342520,9444976
202001,144367,866531,2,.94,"NNE","BROKEN BOW ARPT",34.0317,-94.7614,341902,9445684
202001,144367,866531,3,.93,"WSW","BROKEN BOW",34.0253,-94.7452,341518,9444712
202001,144367,866531,4,.55,"SE","BROKEN BOW",34.024,-94.7237,341440,9443422
202001,144367,866531,5,1.88,"ENE","BROKEN BOW",34.0364,-94.6981,342184,9441886
202001,144367,866531,6,1.25,"NNW","BROKEN BOW",34.0473,-94.7364,342838,9444184
202001,144367,866532,1,6.64,"W","HOCHATOWN",34.1871,-94.7852,3411226,9447112
202001,144367,866532,2,7.86,"WSW","HOCHATOWN",34.1687,-94.8023,3410122,9448138
202001,144367,866532,3,6.91,"NNW","BROKEN BOW",34.1247,-94.769,347482,9446140
202001,144367,866532,4,6.05,"N","BROKEN BOW",34.1176,-94.7326,347056,9443956
202001,144367,866532,5,5.19,"WSW","HOCHATOWN",34.1632,-94.7491,349792,9444946
202001,144367,866532,6,5.72,"W","HOCHATOWN",34.1885,-94.7691,3411310,9446146
202001,144368,866533,1,.29,"SW","LINDALE",32.5166,-95.4029,3230996,9524174
202001,144368,866534,1,.68,"SW","WHITEHOUSE",32.2222,-95.2271,3213332,9513626
202001,144368,866535,1,1.52,"N","NORTH RUSK",31.8219,-95.1675,3149314,9510050
202001,144368,866536,1,1.26,"NNW","NORTH RUSK",31.8177,-95.1751,3149062,9510506
202001,144368,866536,2,1.76,"N","NORTH RUSK",31.825,-95.1646,3149500,959876
202001,144368,866537,1,1.95,"ESE","DE KALB",33.4898,-94.5884,3329388,9435304
202001,144368,866537,2,2.9,"W","MALTA",33.4816,-94.5703,3328896,9434218
202001,144368,866537,3,2.89,"W","MALTA",33.4789,-94.5702,3328734,9434212
202001,144368,866537,4,2.05,"ESE","DE KALB",33.4875,-94.5877,3329250,9435262
202001,144368,866538,1,1.08,"SE","KILGORE",32.3696,-94.8662,3222176,9451972
202001,144368,866539,1,.84,"S","KILGORE",32.3679,-94.8818,3222074,9452908
202001,144368,866540,1,1.53,"W","DEL RENTZEL",31.5832,-94.7558,3134992,9445348
202001,144368,866540,2,.72,"ENE","DEL RENTZEL",31.5855,-94.7197,3135130,9443182
202001,144368,866649,1,.78,"WSW","GLENFAWN",31.8968,-94.8427,3153808,9450562
202001,144368,866649,2,2.01,"NW","SULPHUR SPGS",31.9194,-94.7755,3155164,9446530
202001,144368,866650,1,.86,"E","BRACHFIELD",32.0497,-94.8053,322982,9448318
202001,144368,866651,1,2.43,"W","WINNSBORO",32.9468,-95.3218,3256808,9519308
202001,144368,866651,2,2.39,"W","WINNSBORO",32.9468,-95.321,3256808,9519260
202001,144368,866651,3,2.39,"W","WINNSBORO",32.9466,-95.321,3256796,9519260
202001,144368,866651,4,2.43,"W","WINNSBORO",32.9466,-95.3218,3256796,9519308
202001,144368,866652,1,.35,"ENE","OLD LONDON",32.2311,-94.9441,3213866,9456646
202001,144368,866653,1,1.74,"SW","MINDEN",32.004,-94.7229,32240,9443374
202001,144368,866654,1,1.28,"NW","MINDEN",32.032,-94.7167,321920,9443002
202001,144368,866655,1,4.12,"NNW","WELLS",31.5369,-94.9512,3132214,9457072
202001,144368,866656,1,2.42,"ESE","POLLOK",31.4619,-94.8401,3127714,9450406
202001,144368,866656,2,2.66,"E","POLLOK",31.4638,-94.8354,3127828,9450124
202001,144368,866657,1,3.14,"SE","HENDERSON",32.1234,-94.7566,327404,9445396
202001,144368,866658,1,2.6,"WSW","FLANAGAN",32.3606,-94.5932,3221636,9435592
202001,144368,866659,1,1.01,"SW","NACOGDOCHES",31.5883,-94.6803,3135298,9440818
202001,144368,866660,1,.23,"SW","HALLSVILLE",32.4978,-94.573,3229868,9434380
202001,144368,866661,1,2.55,"SE","KILGORE EAST",32.3758,-94.797,3222548,9447820
202001,144368,866662,1,5.32,"ENE","TATUM",32.3289,-94.4356,3219734,9426136
