"BlockCode","Blkgr","tract","resproviders","bb253_num","bb253_per","bbmin_dl","bbmax_dl","bbmin_up","bbmax_up","avgMaxAdDown","avgMaxAdUp"
"510010902003100","510010902003","51001090200",4,3,75,15,2000,2,2000,520,503.75
"510010902003101","510010902003","51001090200",8,5,62.5,2,2000,0.768,2000,381.5,256.8835
"510010902003102","510010902003","51001090200",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010902003103","510010902003","51001090200",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010902003104","510010902003","51001090200",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010902003105","510010902003","51001090200",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010902003106","510010902003","51001090200",7,4,57.1,2,2000,0.768,2000,431.428571428571,292.152571428571
"510010902003107","510010902003","51001090200",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010902003108","510010902003","51001090200",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010902003109","510010902003","51001090200",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010902003110","510010902003","51001090200",5,3,60,2,2000,1.3,2000,415.4,401.86
"510010902003111","510010902003","51001090200",2,1,50,15,35,2,3,25,2.5
"510010902003112","510010902003","51001090200",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010902003113","510010902003","51001090200",5,3,60,2,2000,1.3,2000,415.4,401.86
"510010902003114","510010902003","51001090200",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010902003115","510010902003","51001090200",7,5,71.4,2,2000,1.3,2000,435.285714285714,293.471428571429
"510010902003116","510010902003","51001090200",7,5,71.4,2,2000,1.3,2000,435.285714285714,293.471428571429
"510010902003117","510010902003","51001090200",8,5,62.5,2,2000,0.768,2000,381.5,256.8835
"510010902003118","510010902003","51001090200",5,3,60,2,35,1.3,10,21.4,3.86
"510010902003119","510010902003","51001090200",8,5,62.5,2,2000,1,2000,382.125,256.9125
"510010902003120","510010902003","51001090200",8,5,62.5,2,2000,1,2000,382.125,256.9125
"510010902003121","510010902003","51001090200",8,5,62.5,2,2000,1,2000,382.125,256.9125
"510010902003122","510010902003","51001090200",8,5,62.5,2,2000,0.768,2000,381.5,256.8835
"510010902003123","510010902003","51001090200",8,5,62.5,2,2000,1,2000,382.75,256.9125
"510010902003124","510010902003","51001090200",7,5,71.4,2,2000,1.3,2000,435.285714285714,293.471428571429
"510010902003125","510010902003","51001090200",5,3,60,2,35,0.768,10,19.4,3.6136
"510010902003126","510010902003","51001090200",3,2,66.7,15,35,2,10,26.6666666666667,5
"510010902003127","510010902003","51001090200",4,3,75,15,2000,2,2000,520,503.75
"510010902003128","510010902003","51001090200",2,1,50,15,35,2,3,25,2.5
"510010902003129","510010902003","51001090200",2,1,50,15,35,2,3,25,2.5
"510010902003130","510010902003","51001090200",4,2,50,2,35,1.3,3,19.25,2.325
"510010902003131","510010902003","51001090200",5,3,60,2,35,1.3,10,21.4,3.86
"510010902003132","510010902003","51001090200",8,5,62.5,2,2000,0.768,2000,381.5,256.8835
"510010902003133","510010902003","51001090200",8,5,62.5,2,2000,0.768,2000,381.5,256.8835
"510010902003134","510010902003","51001090200",8,5,62.5,2,2000,0.768,2000,381.5,256.8835
"510010902003135","510010902003","51001090200",5,3,60,2,2000,1.3,2000,415.4,401.86
"510010902003136","510010902003","51001090200",1,1,100,35,35,3,3,35,3
"510010902003137","510010902003","51001090200",5,3,60,2,35,0.768,10,19.4,3.6136
"510010902003138","510010902003","51001090200",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010902003139","510010902003","51001090200",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010902003140","510010902003","51001090200",8,5,62.5,2,2000,1,2000,382.125,256.9125
"510010902003141","510010902003","51001090200",5,3,60,2,940,1.3,35,203.4,8.86
"510010902003142","510010902003","51001090200",8,5,62.5,2,2000,0.768,2000,381.5,256.8835
"510010902003143","510010902003","51001090200",6,4,66.7,2,2000,1,2000,502,340.55
"510010902003144","510010902003","51001090200",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010902003145","510010902003","51001090200",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010902003146","510010902003","51001090200",4,2,50,2,35,0.768,3,16.75,2.017
"510010902003147","510010902003","51001090200",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010902003148","510010902003","51001090200",5,3,60,2,2000,0.768,2000,413.4,401.6136
"510010902003149","510010902003","51001090200",7,5,71.4,2,2000,0.768,2000,433.857142857143,293.295428571429
"510010902003150","510010902003","51001090200",5,3,60,2,940,0.768,35,201,8.6136
"510010902003151","510010902003","51001090200",4,2,50,2,35,1,3,19.25,2.075
"510010902003152","510010902003","51001090200",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010902003153","510010902003","51001090200",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010902003154","510010902003","51001090200",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010902003155","510010902003","51001090200",5,4,80,2,940,1.3,35,205.4,9.06
"510010902003156","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003157","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003158","510010902003","51001090200",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010902003159","510010902003","51001090200",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010902003160","510010902003","51001090200",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010902003161","510010902003","51001090200",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010902003162","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003163","510010902003","51001090200",5,3,60,2,940,1,35,202.4,8.66
"510010902003164","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003165","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003166","510010902003","51001090200",1,1,100,35,35,3,3,35,3
"510010902003167","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003168","510010902003","51001090200",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010902003169","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003170","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003171","510010902003","51001090200",4,2,50,2,35,0.768,3,16.75,2.017
"510010902003172","510010902003","51001090200",4,2,50,2,35,0.768,3,16.25,2.017
"510010902003173","510010902003","51001090200",4,2,50,2,35,0.768,3,16.25,2.017
"510010902003174","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003175","510010902003","51001090200",5,3,60,2,940,0.768,35,201.4,8.6136
"510010902003176","510010902003","51001090200",4,3,75,2,940,1.3,35,250.5,10.575
"510010902003177","510010902003","51001090200",5,3,60,2,940,0.768,35,201.4,8.6136
"510010902003178","510010902003","51001090200",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010902003179","510010902003","51001090200",1,1,100,35,35,3,3,35,3
"510010902003180","510010902003","51001090200",1,1,100,35,35,3,3,35,3
"510010902003181","510010902003","51001090200",1,1,100,35,35,3,3,35,3
"510010902003182","510010902003","51001090200",5,3,60,2,2000,0.768,2000,413.4,401.6136
"510010902003183","510010902003","51001090200",2,1,50,15,35,2,3,25,2.5
"510010902003184","510010902003","51001090200",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010902003185","510010902003","51001090200",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010902003186","510010902003","51001090200",5,3,60,2,2000,1.3,2000,415.4,401.86
"510010902003187","510010902003","51001090200",5,3,60,2,35,0.768,3,18,2.2136
"510010902003188","510010902003","51001090200",4,2,50,2,35,0.768,3,16.75,2.017
"510010902003189","510010902003","51001090200",2,2,100,30,35,3,10,32.5,6.5
"510010902003190","510010902003","51001090200",1,1,100,35,35,3,3,35,3
"510010902003191","510010902003","51001090200",4,3,75,15,2000,2,2000,520,503.75
"510010903001000","510010903001","51001090300",4,2,50,2,35,1.3,3,19.25,2.325
"510010903001001","510010903001","51001090300",4,2,50,2,35,1.3,3,19.25,2.325
"510010903001002","510010903001","51001090300",4,2,50,2,35,1.3,3,19.25,2.325
"510010903001003","510010903001","51001090300",2,1,50,15,35,2,3,25,2.5
"510010903001004","510010903001","51001090300",2,1,50,15,35,2,3,25,2.5
"510010903001005","510010903001","51001090300",2,1,50,15,35,2,3,25,2.5
"510010903001006","510010903001","51001090300",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010903001007","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001008","510010903001","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903001009","510010903001","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903001010","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001011","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001012","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001013","510010903001","51001090300",3,2,66.7,15,2000,2,2000,683.333333333333,668.333333333333
"510010903001014","510010903001","51001090300",3,2,66.7,15,2000,2,2000,683.333333333333,668.333333333333
"510010903001015","510010903001","51001090300",4,2,50,2,35,1.3,3,19.25,2.325
"510010903001016","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001017","510010903001","51001090300",3,2,66.7,15,2000,2,2000,683.333333333333,668.333333333333
"510010903001018","510010903001","51001090300",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010903001019","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001020","510010903001","51001090300",3,2,66.7,15,2000,2,2000,683.333333333333,668.333333333333
"510010903001021","510010903001","51001090300",3,2,66.7,15,2000,2,2000,683.333333333333,668.333333333333
"510010903001022","510010903001","51001090300",2,1,50,15,35,2,3,25,2.5
"510010903001023","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001024","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001025","510010903001","51001090300",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010903001026","510010903001","51001090300",2,1,50,15,35,2,3,25,2.5
"510010903001027","510010903001","51001090300",2,1,50,15,35,2,3,25,2.5
"510010903001028","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001029","510010903001","51001090300",4,2,50,2,35,1.3,3,19.25,2.325
"510010903001030","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001031","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001032","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001033","510010903001","51001090300",2,1,50,15,35,2,3,25,2.5
"510010903001034","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001035","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001036","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001037","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001038","510010903001","51001090300",2,1,50,15,35,2,3,25,2.5
"510010903001039","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001040","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001041","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001042","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001043","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001044","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001045","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001046","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001047","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001048","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001049","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001050","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001051","510010903001","51001090300",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010903001052","510010903001","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903001053","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001054","510010903001","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903001055","510010903001","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903001056","510010903001","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903001057","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001058","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001059","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001060","510010903001","51001090300",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010903001061","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001062","510010903001","51001090300",7,4,57.1,2,2000,0.768,2000,431.714285714286,292.152571428571
"510010903001063","510010903001","51001090300",6,4,66.7,2,2000,1.3,2000,502.833333333333,340.716666666667
"510010903001064","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001065","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001066","510010903001","51001090300",1,1,100,35,35,3,3,35,3
"510010903001067","510010903001","51001090300",4,2,50,2,35,0.768,3,16.75,2.017
"510010903001068","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903001069","510010903001","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002000","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002001","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002002","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002003","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002004","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002005","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002006","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002007","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002008","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002009","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002010","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002011","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002012","510010903002","51001090300",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010903002013","510010903002","51001090300",4,3,75,2,35,1.3,10,23,4.325
"510010903002014","510010903002","51001090300",5,4,80,2,940,1.3,35,206.4,10.46
"510010903002015","510010903002","51001090300",6,4,66.7,2,2000,1,2000,502.833333333333,340.55
"510010903002016","510010903002","51001090300",5,4,80,2,2000,1.3,2000,418.4,403.46
"510010903002017","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002018","510010903002","51001090300",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010903002019","510010903002","51001090300",7,5,71.4,1.5,2000,0.384,2000,433.357142857143,293.240571428571
"510010903002020","510010903002","51001090300",4,3,75,2,940,1.3,35,250.5,10.575
"510010903002021","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002022","510010903002","51001090300",4,3,75,2,940,1.3,35,250.5,10.575
"510010903002023","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002024","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002025","510010903002","51001090300",5,4,80,2,2000,1.3,2000,418.4,403.46
"510010903002026","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002027","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002028","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002029","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002030","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002031","510010903002","51001090300",7,5,71.4,2,2000,0.768,2000,433.857142857143,293.295428571429
"510010903002032","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002033","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002034","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002035","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002036","510010903002","51001090300",7,5,71.4,2,2000,0.768,2000,433.857142857143,293.295428571429
"510010903002037","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002038","510010903002","51001090300",7,5,71.4,2,2000,0.768,2000,433.857142857143,293.295428571429
"510010903002039","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002040","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002041","510010903002","51001090300",7,5,71.4,1.5,2000,0.384,2000,433.357142857143,293.240571428571
"510010903002042","510010903002","51001090300",7,5,71.4,1.5,2000,0.384,2000,433.357142857143,293.240571428571
"510010903002043","510010903002","51001090300",7,5,71.4,1.5,2000,0.384,2000,433.357142857143,293.240571428571
"510010903002044","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002045","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002046","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002047","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002048","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002049","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002050","510010903002","51001090300",5,4,80,2,2000,1.3,2000,418.4,403.46
"510010903002051","510010903002","51001090300",5,4,80,2,2000,1.3,2000,418.4,403.46
"510010903002052","510010903002","51001090300",5,4,80,2,2000,1.3,2000,418.4,403.46
"510010903002053","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002054","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002055","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002056","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002057","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002058","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002059","510010903002","51001090300",5,3,60,1.5,2000,0.384,2000,412.7,401.5368
"510010903002060","510010903002","51001090300",5,4,80,2,2000,1.3,2000,418.4,403.46
"510010903002061","510010903002","51001090300",5,4,80,2,35,1.3,10,23.4,4.06
"510010903002062","510010903002","51001090300",4,3,75,2,35,1.3,10,23,4.325
"510010903002063","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002064","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002065","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002066","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002067","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002068","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002069","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002070","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002071","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002072","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002073","510010903002","51001090300",5,3,60,2,2000,0.768,2000,413.4,401.6136
"510010903002074","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002075","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002076","510010903002","51001090300",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010903002077","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002078","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002079","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002080","510010903002","51001090300",5,3,60,2,2000,0.768,2000,413.4,401.6136
"510010903002081","510010903002","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903002082","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002083","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002084","510010903002","51001090300",4,3,75,2,940,1.3,35,250.5,10.575
"510010903002085","510010903002","51001090300",7,5,71.4,2,940,1,35,153.142857142857,8.04285714285714
"510010903002086","510010903002","51001090300",5,4,80,2,940,1.3,35,206.4,10.46
"510010903002087","510010903002","51001090300",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010903002088","510010903002","51001090300",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010903002089","510010903002","51001090300",7,5,71.4,2,2000,1,2000,435.285714285714,293.328571428571
"510010903002090","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002091","510010903002","51001090300",4,2,50,2,35,1,3,19.25,2.075
"510010903002092","510010903002","51001090300",4,2,50,2,35,0.768,3,17.25,2.017
"510010903002093","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002094","510010903002","51001090300",5,3,60,2,940,0.768,35,201.8,8.6136
"510010903002095","510010903002","51001090300",6,5,83.3,2,2000,1.3,2000,505.333333333333,342.05
"510010903002096","510010903002","51001090300",6,4,66.7,2,2000,1,2000,502.833333333333,340.55
"510010903002097","510010903002","51001090300",6,4,66.7,2,2000,0.768,2000,500.833333333333,340.511333333333
"510010903002098","510010903002","51001090300",5,3,60,2,2000,0.768,2000,413.4,401.6136
"510010903002099","510010903002","51001090300",1,1,100,35,35,3,3,35,3
"510010903002100","510010903002","51001090300",7,5,71.4,2,2000,1,2000,434.571428571429,292.328571428571
"510010903002101","510010903002","51001090300",5,4,80,2,2000,1.3,2000,600.4,408.46
"510010903002102","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002103","510010903002","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903002104","510010903002","51001090300",1,1,100,35,35,3,3,35,3
"510010903002105","510010903002","51001090300",7,5,71.4,1.5,2000,0.384,2000,433.357142857143,293.240571428571
"510010903003000","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003001","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003002","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003003","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003004","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003005","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003006","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003007","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003008","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003009","510010903003","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903003010","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003011","510010903003","51001090300",4,2,50,2,35,0.768,3,16.75,2.017
"510010903003012","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003013","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003014","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003015","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003016","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003017","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003018","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003019","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003020","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003021","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003022","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003023","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003024","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003025","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003026","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003027","510010903003","51001090300",1,1,100,35,35,3,3,35,3
"510010903003028","510010903003","51001090300",4,2,50,2,35,0.768,3,16.25,2.017
"510010903003029","510010903003","51001090300",4,2,50,2,35,0.768,3,16.25,2.017
"510010903003030","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003031","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003032","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003033","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003034","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003035","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003036","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003037","510010903003","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903003038","510010903003","51001090300",3,2,66.7,2,35,1.3,3,20.6666666666667,2.43333333333333
"510010903003039","510010903003","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
"510010903003040","510010903003","51001090300",4,3,75,2,2000,1.3,2000,515.5,501.825
