,GEOID,zone,spatial_unit,area,perc
0,51001090200,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,7.14143,2.3203350818290116
1,51001980200,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.314403,0.3551234386111797
2,51001980100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.443251,0.831530999039891
3,51001090400,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,13.957635,4.842133860762974
4,51001090300,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,6.590174,3.246500874330048
5,51001090800,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,27.655269,10.557757485863043
6,51001990200,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
7,51001090600,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,16.331999,8.262372682518022
8,51001990100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
9,51001090500,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,4.541656,4.370945110812766
10,51001090700,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,10.885897,4.206858369366541
11,51001090100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,1.62852,8.819612888467088
12,51131990100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,0.0,0.0
13,51131930300,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,4.097897,1.2960510564599712
14,51131930200,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,5.227071,1.7269153146901786
15,51131930100,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,tracts,3.236421,1.5008344059278584
0,51001090200,AREA OF MINIMAL FLOOD HAZARD,tracts,239.776352,77.90617304077502
1,51001980200,AREA OF MINIMAL FLOOD HAZARD,tracts,8.610126,9.7252810946318
2,51001980100,AREA OF MINIMAL FLOOD HAZARD,tracts,0.0,0.0
3,51001090400,AREA OF MINIMAL FLOOD HAZARD,tracts,196.159624,68.0510098942216
4,51001090300,AREA OF MINIMAL FLOOD HAZARD,tracts,47.766859,23.531267840196648
5,51001090800,AREA OF MINIMAL FLOOD HAZARD,tracts,102.258819,39.03862991868797
6,51001990200,AREA OF MINIMAL FLOOD HAZARD,tracts,0.0,0.0
7,51001090600,AREA OF MINIMAL FLOOD HAZARD,tracts,81.947369,41.457246172365316
8,51001990100,AREA OF MINIMAL FLOOD HAZARD,tracts,0.0,0.0
9,51001090500,AREA OF MINIMAL FLOOD HAZARD,tracts,63.543377,61.15492080921195
10,51001090700,AREA OF MINIMAL FLOOD HAZARD,tracts,186.074236,71.90844787894694
11,51001090100,AREA OF MINIMAL FLOOD HAZARD,tracts,0.419469,2.27172782570211
12,51131990100,AREA OF MINIMAL FLOOD HAZARD,tracts,0.0,0.0
13,51131930300,AREA OF MINIMAL FLOOD HAZARD,tracts,143.105722,45.26036700863075
14,51131930200,AREA OF MINIMAL FLOOD HAZARD,tracts,221.412059,73.14992957703949
15,51131930100,AREA OF MINIMAL FLOOD HAZARD,tracts,131.736284,61.09042906849377
