"blkgroup","medc_allblk","medc_workinRegionblk","medc_within40blk","medc_25_employeesblk","commutersInBlgr","commuterinRegionblk","commuterw40blk","commuter25blk","avgc_allblk","avgc_workinRegionblk","avgc_within40blk","avgc_25_employeesblk","county"
"510010906004",35.1908344580653,7.12709616095058,8.32348563679438,12.6410963696369,549,369,401,424,35.6142950091831,7.18009848115146,9.42991691317416,14.7573359072196,"51001"
"510010907001",38.3200978640636,6.14985639484507,7.8144303194086,13.4843143890896,445,290,311,327,38.5203486133217,5.85328831547942,7.68895897414522,13.8075137959042,"51001"
"510010907002",37.5708020848487,7.0394852555203,7.0394852555203,13.4047193899048,268,175,180,199,41.094511929251,6.96962190980977,7.72259285426806,16.0809894153476,"51001"
"510010907003",42.1960228786111,7.19785587405035,10.3956308577914,11.6494157690328,241,157,177,178,39.7105492356964,7.21809320583129,9.97475280448077,15.6308739126914,"51001"
"510010907004",35.4057532651498,7.71465799837285,10.2203427468893,13.0311903638972,374,251,279,285,36.3219586712845,7.63422905316847,10.1558836571563,15.8989156456685,"51001"
"510010907005",38.7059303006145,10.7202040968665,12.0934110052516,15.7319219565451,561,351,394,403,43.3044994578752,10.5681035918403,12.4706206165486,19.0206041812827,"51001"
"510010908001",39.7650226034997,6.54633929124042,8.33611708637303,14.8197012313139,336,210,229,245,44.5279365032661,6.79005393193651,9.05238739389995,17.7206531102543,"51001"
"510010908002",39.0040528140123,8.09556315208352,10.5597757925215,15.1152349252893,582,364,407,413,40.6811841796818,8.30773013365107,10.6120143782796,18.4035038858437,"51001"
"510010908003",45.2185404742657,7.6804498920331,10.0924525654083,15.2406177951694,322,185,210,219,50.1433077500388,7.61584320038776,10.210473025558,16.4960154156983,"51001"
"510019801001",104.273302454372,24.0391763665614,24.0391763665614,63.271131959047,192,6,6,18,106.113169625393,19.9903711907502,19.9903711907502,66.9871704726681,"51001"
"510019802001",95.6877318795854,16.6101060819941,22.2667977998827,63.2921763680339,166,8,11,25,95.6877318795854,16.6101060819941,22.2667977998827,63.2921763680339,"51001"
"511319301001",37.6367069841881,9.7635160742608,12.4710777038967,14.4607239897015,227,137,170,157,41.5076032749928,9.852759951786,12.9411006905497,18.7270079639428,"51131"
"511319301002",36.0734572976622,7.42660909754487,10.7345030919098,10.2464230062237,470,291,344,326,40.152421559559,7.75635347346532,10.757296422463,12.5250359194776,"51131"
"511319301003",30.1878185939041,6.55940214800388,9.1053493445549,10.0776805537694,276,179,204,205,33.9010171341632,6.81905922611386,9.43555936263233,14.3641653020524,"51131"
"511319301004",40.9112319049421,6.90191384199377,10.258778736073,14.8663872873753,439,261,304,305,45.4033694386628,6.90312174092756,9.88880767026407,15.7345581541669,"51131"
"511319302001",36.6910931537726,6.63033566118803,11.6252919014372,11.06377835568,261,144,196,175,36.6421047904961,7.38769189416426,11.8194783863767,14.2931478804461,"51131"
"511319302002",33.7582837755329,8.30739407617457,10.7892812033172,9.45039184209048,277,170,206,190,35.7182852245631,7.99614978987383,10.8674882764669,12.074386617518,"51131"
"511319302003",35.8867273514711,7.97155815403862,12.2882447579344,12.6907818668096,351,211,270,236,37.84099662028,7.67799255915969,11.1786897480999,13.3442163759181,"51131"
"511319302004",33.3153420143703,7.41504923992997,9.94450170992424,8.08549229033629,312,191,232,211,40.776752393899,7.94872611882817,11.0458286006495,12.4310337222572,"51131"
"511319303001",30.3922851960611,6.07037195645218,9.06655720812206,7.899377437461,468,309,376,341,30.7440171257769,6.48817690292679,9.66429850174117,9.57510796439483,"51131"
"511319303002",24.7474463247384,6.98997345188805,9.58876067271163,8.36987022093669,548,354,441,393,31.2921512394119,7.16311259395529,9.50435126201874,10.8512657659104,"51131"
"511319303003",27.8155674181765,6.56030509140311,9.57570751448149,10.7157099497806,417,264,344,297,29.5505267887427,6.35468573675386,10.0040583213192,11.2711677196791,"51131"
"511319303004",30.8883964438759,6.78357407741209,12.2606128978316,10.1302396178829,351,195,267,223,38.7016613124346,7.17645172780576,11.4221690841034,10.7756842140013,"51131"
