CNTY_FIPS,Year,Fipsyearmin,Janmin,Febmin,Marmin,Aprmin,Maymin,Junmin,Julmin,Augmin,Sepmin,Octmin,Novmin,Decmin,Avg_Tempmin,Fipsyearmax,Janmax,Febmax,Marmax,Aprmax,Maymax,Junmax,Julmax,Augmax,Sepmax,Octmax,Novmax,Decmax,Avg_Tempmax,Fipsyearpcp,Janpcp,Febpcp,Marpcp,Aprpcp,Maypcp,Junpcp,Julpcp,Augpcp,Seppcp,Octpcp,Novpcp,Decpcp,Avg_monthlypcp,Tot_yearlypcp
131,1899,44131281899,28.8,23.7,36.5,44,55.7,67,70,70.2,61.3,54.1,38.7,32.5,48.54,44131271899,47.7,40.6,54.2,63.3,74.3,85.1,86.6,84.6,79.2,71,58.7,49.6,66.24,44131011899,2.94,6.92,4.64,1.9,1.98,3.1,5.95,3.17,1.82,4.9,0.9,0.88,3.26,39.1
131,1900,44131281900,30.6,28,32.2,45.8,55.4,66.6,71.9,72.3,67.2,58.1,45.1,32.5,50.48,44131271900,47.2,47.9,50,62.4,75.8,82.1,88.8,89.3,83.4,72.3,61.2,49.3,67.47,44131011900,2.43,3.67,4.01,2.98,2.94,1.99,3.86,2.74,1.82,3.48,4.28,2.46,3.06,36.66
131,1901,44131281901,31.1,25.2,39.1,42.3,54.7,65.4,73.8,71,63.9,50.9,35.9,30.8,48.67,44131271901,46.3,41.3,57.4,58.1,71.9,81.7,88.4,85.1,79.2,69.5,52.5,48.7,65.01,44131011901,2.68,0.87,3.2,4.05,2.62,3.46,4.74,7.74,4.63,1.3,1.66,4.12,3.42,41.07
131,1902,44131281902,27.1,25.5,38.6,44.4,55.9,64.8,69.9,66.1,61.9,55.4,46.5,31.6,48.98,44131271902,43.6,40.3,57.9,62.4,74.8,82.7,88.1,84.2,77.3,72.4,63.4,49.2,66.36,44131011902,2.69,5.44,1.69,2.77,2.29,2.88,5.16,2.6,4.47,2.86,2.7,4.25,3.32,39.8
131,1903,44131281903,29.7,32,42.8,46.8,56,61.9,69.8,68.2,62.3,50.8,35.5,27.3,48.59,44131271903,46.6,51.1,60.5,63.5,74.9,77.2,87.9,84.1,78.9,69.1,55.2,44.7,66.14,44131011903,3.3,4.01,5.92,3.6,1.56,4.78,4.7,5.11,2,6.01,2.04,2.51,3.8,45.54
131,1904,44131281904,24.5,23.7,36.4,43.8,56,65.6,69.5,68.7,62.8,48.9,37.9,28.2,47.17,44131271904,43.3,40.7,54,62.4,75.7,81.5,84.7,82.8,79.7,67.8,54.4,43.8,64.23,44131011904,2.56,4.19,3.7,1.52,2.33,3.7,6.11,3.18,2.46,2.12,2.13,5.69,3.31,39.690000000000005
131,1905,44131281905,25.4,22.6,38,45.7,57.6,65,71.4,67.5,63.2,52.6,39.3,33.1,48.45,44131271905,43,38.1,57,64.8,77,82.5,86.7,84.2,80.3,70.7,58.2,50,66.04,44131011905,3.41,4.16,2.31,4.89,2.97,3.11,7.47,4.49,3.4,1.63,0.87,4.9,3.63,43.61
131,1906,44131281906,35.5,29.4,34.9,45.5,55.4,66.8,70.4,72.8,67.2,53.8,39.7,31.8,50.27,44131271906,49.9,46.8,50,66.6,75,82.3,83.6,85.6,82.2,68,57.8,49.2,66.42,44131011906,3.24,5.34,4.87,1.46,2.82,3.21,6.85,9.35,1.62,5.43,1.32,2.84,4.03,48.35
131,1907,44131281907,33.3,25.4,39.5,40.8,52.2,59.7,70.7,68.4,64.9,46.6,40.7,34.6,48.07,44131271907,52.2,42.7,61.1,57.4,70.8,74.8,85.8,81.9,80.5,66.5,55.6,50.8,65.01,44131011907,1.64,3.44,3.29,3.72,3.3,3.38,2.43,4.05,3.25,2.1,5.22,3.56,3.28,39.38
131,1908,44131281908,29.6,27.7,41.1,48.7,58.4,64.2,72.6,68.4,60.9,53.7,40.2,33.4,49.91,44131271908,46.3,44.9,59.1,67.2,75.1,80.9,87.1,82.6,75.1,69.7,57.7,51.9,66.47,44131011908,3.25,3.21,3.19,1.28,3.65,4.95,5.37,7.9,1.77,3.55,1.64,3.81,3.63,43.57
131,1909,44131281909,34.3,36.6,36.4,46.6,56.7,67,67.1,65.9,61.5,47,44.3,27.7,49.26,44131271909,50.6,56.4,53.4,64.8,73.2,82,84.2,81.4,75.9,67,61.1,43.3,66.11,44131011909,2.44,2.72,2.35,3.67,3.68,5.92,3.9,4.82,1.6,1.42,0.94,2.32,2.98,35.78
131,1910,44131281910,28.8,30.7,41.1,48,53.5,63.6,70.9,67.5,64.7,54.8,35.6,26.4,48.8,44131271910,46.1,48.3,60.6,67,72.2,77.5,84.1,81.9,80.3,71.8,50.8,41.8,65.2,44131011910,2.77,1.99,3.45,2.94,2.96,5.12,4.49,6.23,1.26,4.18,1.45,4.09,3.41,40.93
131,1911,44131281911,32.3,32.2,34,42.8,57.5,65.4,70.2,69.6,66,53.7,37.4,34.3,49.62,44131271911,50.7,49.5,54,59.4,77.4,82.6,87.6,86.5,81.2,67.6,55.7,52.8,67.08,44131011911,3.29,2.41,3.99,3.42,0.57,4.04,2.83,4.88,2.31,2.35,4.81,4.78,3.31,39.68
131,1912,44131281912,22.7,26.4,36.7,48.8,57.2,63.6,69.3,66.5,65.9,53.6,40,33.9,48.72,44131271912,38.2,42.3,52.4,68.4,74.7,79.8,84.7,84.2,80.8,70.8,58.3,53,65.63,44131011912,3.38,3.24,5.69,2.58,2.63,3.64,2.49,2.61,3.01,0.91,2.13,3.88,3.02,36.19
131,1913,44131281913,38,29.9,42.8,47.2,55.7,64,69.9,67.4,62.3,53.6,40.1,32.8,50.31,44131271913,57,48.6,60.7,64.8,74.9,80.6,87,82.6,77.5,68,59.4,50.1,67.6,44131011913,3.48,2.12,2.99,1.88,4.88,3.32,6.6,4.09,3.28,3.6,1.26,2.1,3.3,39.6
131,1914,44131281914,32,26,31.4,43.7,55.4,64.4,68.4,68.9,59.3,54.5,38.1,31.6,47.81,44131271914,48.4,44.5,48.8,62.2,74.9,82.5,82.8,85.7,77,69.6,57.5,42.3,64.68,44131011914,3.43,3.17,3.65,2.22,1.89,3.88,4.08,2.3,2.34,1.77,2.95,6.37,3.17,38.05
131,1915,44131281915,30.5,32.7,30.5,46,55.6,62.4,68.5,68.2,63.8,53.6,39.3,28.4,48.29,44131271915,46,50.3,46.3,66.7,72.2,77,84.8,83.7,80.2,70.1,60.3,46.1,65.31,44131011915,6.02,2.56,1.22,2.06,3.29,4.67,5.67,2.92,1.63,3.46,1.01,2.55,3.09,37.06
131,1916,44131281916,33.4,28.4,31.8,43.5,58.2,62.5,70.8,67.1,60,52.6,38.5,30.1,48.08,44131271916,53.1,48.5,50.3,62.8,75.4,77.8,83.7,83.3,77.1,69,59,48.6,65.72,44131011916,2.35,4.01,2.34,2.34,5.52,3.56,4.8,3.21,2.63,2.22,1.97,3.86,3.23,38.81
131,1917,44131281917,29.9,26.5,35.8,44.4,50.3,64,69.6,66.5,59.4,46.1,35.5,24,46,44131271917,48.9,46.5,52.9,63.8,69.2,80.6,83.2,84,72.8,65.7,55.4,38.3,63.44,44131011917,2.91,2.28,6.09,2.86,2.62,5.67,10.43,2.32,3.73,5.15,0.76,2.6,3.95,47.42
131,1918,44131281918,19.6,29.4,38.1,44.6,59.9,62,65.5,68.6,57,54.4,39.8,35.6,47.88,44131271918,34.8,50.2,58.5,61.9,76.9,78.1,81.2,85.3,76.3,71.8,56.4,51.7,65.26,44131011918,4.57,0.55,3.97,5.95,2.92,4.53,3.59,2.99,5.33,1.36,1.14,3.89,3.4,40.79
131,1919,44131281919,29,30.7,39,43.7,55.8,63.1,69.5,66,61.6,60.5,40.4,27.6,48.91,44131271919,49.5,45.8,56.6,63.6,72.9,77.9,83.9,82.4,79.9,75.8,58.6,45.1,66,44131011919,4,2.59,4.04,2.76,4.36,2.7,8.82,4.03,1.41,2.25,0.84,2.37,3.35,40.17
131,1920,44131281920,25.9,27.8,36,44.9,49.3,62.8,66.9,69.2,63.2,53.1,41,35.3,47.95,44131271920,44.6,42.8,57.2,63.7,67.6,81.6,83.4,82.1,79.2,72.7,58,50.6,65.29,44131011920,2.24,7.6,4.1,4.11,1,5.77,4.49,7.4,3.32,0.66,5.38,4.83,4.24,50.9
131,1921,44131281921,31.9,33.3,46,49.1,54,63.4,71.2,66.6,67.2,51.4,44.4,32.5,50.92,44131271921,50,51,65.9,68.5,69.4,82.3,86.7,82.9,84.6,69.6,61.1,49.6,68.47,44131011921,3.33,3.75,2.45,3.75,4.3,2.28,3.21,2.93,1.53,1.7,2.2,3.83,2.94,35.26
131,1922,44131281922,28.2,32.6,39.1,47.3,57,67,69.5,66.2,63.3,54.2,40.5,33.8,49.89,44131271922,43.2,49.5,57.3,66.2,73.9,81.2,83.6,80.8,78.1,71.3,57.8,51.6,66.21,44131011922,4.5,5.22,6.45,1.76,2.37,7.07,10.19,6.66,2.35,3.12,0.83,5.03,4.63,55.55
131,1923,44131281923,32,27.4,36.1,43.3,53.2,66.4,67.6,68.1,64.1,49.7,40.2,38.1,48.85,44131271923,49.7,44.3,58.8,64.7,71.9,84.4,83.3,83.2,78.1,67.2,55.8,56.6,66.5,44131011923,2.8,3.53,6.94,5.76,1.79,2.11,5.53,3.24,2.58,2.23,2.95,1.75,3.43,41.21
131,1924,44131281924,28.8,28.1,34.4,42.6,53.9,64,67.4,67.2,59.9,48.9,40.3,32.5,47.33,44131271924,49.8,45.5,54,62.6,72,80.3,82.5,84,74.9,69.6,58.5,51.9,65.47,44131011924,2.7,3.18,4.34,3.96,7.9,6.09,3.92,5.52,4.8,0.27,2.04,4.3,4.08,49.019999999999996
131,1925,44131281925,29.3,35.5,38.4,46.9,50.9,67.9,69,65.8,65.7,49.5,39.6,32.3,49.23,44131271925,48.2,57.4,59.8,66.6,70.5,85.2,86.7,81.2,81.4,65.9,56.7,47,67.22,44131011925,5.85,1.85,3.07,2.26,2.01,3.15,4.3,2.95,1.67,3.38,2.21,4.73,3.12,37.43
131,1926,44131281926,28.9,31.4,31.6,41.8,52.8,61.5,69.6,69.7,63.7,52.5,38.4,30.2,47.67,44131271926,48.1,49.5,51.4,63.1,72.9,78.8,85.7,86.2,79,70.6,58.1,46.9,65.86,44131011926,5.15,3.54,2.69,2.14,2.07,2.09,3.95,7.05,2.13,2.13,3.13,5.26,3.44,41.33
131,1927,44131281927,28.8,36.2,38.5,42.4,55,59.2,67.1,64.4,61.4,53.5,45,33.9,48.78,44131271927,45.4,53.5,57.2,60.7,73.7,77.9,83.9,79,79.4,71.3,62.1,51.7,66.32,44131011927,0.86,3.73,2.23,3.55,2.58,4.36,4.57,5.42,2.14,3.39,2.4,6.66,3.49,41.89
131,1928,44131281928,29.4,31.1,36.8,43.2,53.7,64.3,68.8,69.3,60.4,52.1,41.8,32.7,48.63,44131271928,49.5,49.6,54.9,64,70.3,78.5,85.5,85.8,74.2,70.6,59.8,49,65.97,44131011928,1.73,2.78,2.78,4.61,2.26,5.02,5.51,3.07,7.51,0.75,1.36,3.08,3.37,40.46
131,1929,44131281929,30.5,29.2,42,49,54.9,63.3,67.6,66,61.6,50.2,43.3,33.2,49.23,44131271929,48.9,45.6,61.5,68.4,73.7,80,84.2,81.8,78.2,67.8,58.6,50.5,66.6,44131011929,2.25,5.42,4.57,2.89,4.78,3.24,3.53,2.92,3.13,4.73,3,2.18,3.55,42.64
131,1930,44131281930,32.1,33.7,35.3,43.6,56.4,64.7,69.1,65.4,67,48.5,40.7,30,48.88,44131271930,48.7,55.4,54.2,63.3,77,81.6,87,84.4,84.6,66.4,56.8,47.4,67.23,44131011930,3.06,1.69,1.81,1.99,1.97,3.5,2.16,1.23,1.79,1.82,1.05,2.77,2.07,24.84
131,1931,44131281931,30.1,30.3,34.3,42.4,54.6,62.6,70.2,68.1,65.9,52.5,45.8,39.3,49.67,44131271931,48.5,51.2,50.4,63.8,72.8,81,87.3,84.9,83.5,73,64.2,57.9,68.21,44131011931,1.45,1.74,4.2,3.24,4.69,2.7,4.3,7.49,3.25,1.33,0.42,2.31,3.09,37.120000000000005
131,1932,44131281932,40.9,35.7,33.1,42.2,53.6,64.5,68.3,67.8,61.6,52.3,39.9,34.7,49.55,44131271932,58.2,54.8,52.8,64.4,72,82.2,86.3,84.8,79.1,69.5,57.5,52.7,67.86,44131011932,4.64,1.94,3.47,2.47,2.42,3.88,3.52,1.41,2.27,5.31,2.26,4.09,3.14,37.68
131,1933,44131281933,36.5,32.3,35.7,45.3,58.9,63.9,67,68.7,66.7,50.8,37.7,34.6,49.84,44131271933,55.2,50.4,53.6,63.6,76.5,83.9,84.4,83.9,83.6,69.9,55.9,53.7,67.88,44131011933,3.27,3.71,1.92,3.5,3.44,1.75,6.02,10.59,2.6,0.47,1.45,1.56,3.36,40.28
131,1934,44131281934,33.4,20.2,33.9,44.8,56.1,68.1,71.1,68.2,66.4,50,41.1,30.5,48.65,44131271934,51.6,37.4,51.1,63.8,72.9,85.2,87.8,82.6,78.6,68.2,60,49,65.68,44131011934,1.83,5.2,4.98,1.61,5.97,2.61,8.83,4.13,6.52,0.58,2.64,1.96,3.9,46.86
131,1935,44131281935,28.6,28.3,41.5,44.2,52.9,65,69.9,67.8,60.8,49.5,46.2,26.6,48.44,44131271935,45.1,48,61,60,72,82,85.3,83.4,78.4,69.4,59.1,40.9,65.38,44131011935,3.39,2.42,3.58,4.71,3.3,2.53,6.33,4.1,4.55,0.93,3.64,2.29,3.48,41.769999999999996
131,1936,44131281936,26.2,24.8,42.3,43.2,54.9,63.2,69.3,69.1,64.4,54.8,38.5,34.2,48.74,44131271936,41,41.7,59.6,61.6,76.9,80.9,86.2,85.7,80.6,71.2,56.3,50.1,65.98,44131011936,6.46,3.61,4.05,3.26,0.35,4.19,4.34,2.3,4.55,4.05,1.27,5.94,3.7,44.37
131,1937,44131281937,41.1,30.2,33.8,45.7,54.6,66.2,69.7,70,59.1,49.2,38.7,30.5,49.07,44131271937,56,47.4,51.8,63.6,74.2,83.6,85.4,84.9,76.2,65.6,56.6,46.3,65.97,44131011937,9.64,2.55,2.88,5.27,2.73,3.08,6.43,6.48,3.03,3.53,4.81,1.68,4.34,52.11
131,1938,44131281938,29.4,33.6,40.5,48.1,56.3,63.4,69.1,69.3,62.1,50.2,42.1,33.8,49.83,44131271938,45.8,52.2,61.3,67.4,72.8,79.8,85.5,87.2,77.6,68.1,62.6,49.1,67.45,44131011938,2.74,2.11,3.8,4.11,3.69,7.03,9.01,1.88,8.45,2.45,2.5,2.09,4.16,49.86
131,1939,44131281939,31.9,34.9,38.5,45.1,56,67.1,68.1,70.6,64.9,53.2,37.2,32.5,50,44131271939,49.5,55.4,57.4,65.5,76.2,84.3,84,85.6,81.2,70.9,55.1,49.1,67.85,44131011939,3.58,5.19,4.42,3.96,1.13,4.61,8.25,6.42,1.02,4.38,2.52,1.16,3.89,46.64
131,1940,44131281940,19,28.7,33.8,42,54.8,66.3,67.2,67.9,59,48.1,41.1,36.5,47.03,44131271940,35.2,46.4,51.6,60.5,73.1,84,86,81.3,76.8,65.6,58,52.8,64.28,44131011940,2.19,2.65,2.34,4.13,2.85,0.89,4.43,6.84,2.42,2.12,4.78,1.71,3.11,37.35
131,1941,44131281941,29.7,26.7,30.8,46.7,56,63.9,69.4,67.7,64.1,57,40.8,35.3,49.01,44131271941,44.6,42.2,49.5,67.1,78.8,81.1,85.4,85.3,82.7,76.5,62.1,52.3,67.3,44131011941,2.95,2.53,2.37,3,1.59,4.85,5.83,3.27,0.9,1.11,0.97,2.9,2.69,32.27
131,1942,44131281942,27.1,27.4,37.7,45,59.4,67.3,71,68.6,64.6,54.1,42.4,29.7,49.52,44131271942,45.4,44.1,56.3,67.9,78,84.3,88.8,83.2,81.5,69.3,60.5,46.4,67.14,44131011942,2.97,1.7,6.09,0.64,1.36,2.77,3.72,8.42,3.65,4.83,0.91,4.06,3.43,41.12
131,1943,44131281943,31.7,30.3,35.4,41.6,58.5,70.2,70,68.1,59.6,49.7,38.7,29.9,48.64,44131271943,48.9,52.5,56.4,62.7,77.1,87.1,86.1,86.3,78,66.6,58.5,47.4,67.3,44131011943,2.98,2.35,3.45,2.48,4,3.91,5.04,1.55,4.95,5.89,1.19,1.75,3.3,39.54
131,1944,44131281944,29.9,31.5,35.4,44.1,60.2,66.1,68.6,66.9,64.7,51.3,40.4,28.8,48.99,44131271944,46.4,47.6,53.5,64.5,79.5,84.6,86.9,84.7,79.7,68.2,55.8,44.6,66.33,44131011944,4.32,5.16,7.04,3.45,0.79,1.75,3.59,3.95,6.57,2.62,3.47,2.19,3.74,44.9
131,1945,44131281945,27.6,30.9,44.6,49.9,54.1,65.1,69.8,66.4,67.3,50.9,43.1,29.4,49.92,44131271945,41.6,49,66.7,68.8,72.4,83.8,84.2,83.3,81.7,69.5,60.5,41.1,66.88,44131011945,2.29,4.98,1.61,2.74,3.27,5.83,12.56,2.21,4.1,2.56,3.25,5.76,4.26,51.160000000000004
131,1946,44131281946,31.6,32.1,44.1,45.8,56.8,62.9,67.4,65.7,62.7,54.3,46.4,35.6,50.45,44131271946,47.4,50.4,61.5,64.2,75,80.6,83,81,78,71.1,61.7,54.4,67.36,44131011946,2.51,3.06,1.48,2.65,5.99,3.15,4.16,3.82,4.05,1.43,2.62,1.52,3.04,36.44
131,1947,44131281947,37,24,31.6,46.6,56.3,63.3,67.6,70.1,65.1,57.1,40.8,31,49.21,44131271947,53.1,42.5,46.4,65.3,76,80.1,84,85.3,80.2,73,55.9,47.8,65.8,44131011947,3.99,1.2,3.08,3.21,1.83,4.36,3.98,2.01,4.31,2.45,5.44,2.55,3.2,38.410000000000004
131,1948,44131281948,24.5,29.8,40.1,46.1,55.7,64.4,69.5,67.4,62,49.5,46.9,36.5,49.37,44131271948,40.2,48.2,58.8,64.8,74.9,82.6,86.9,84.9,78.5,65.2,63.2,52.1,66.69,44131011948,4.1,3.58,3.44,4.55,8.15,3.61,3.63,7.23,2.01,3.42,6.85,4.81,4.62,55.379999999999995
131,1949,44131281949,37.7,37.4,37.5,46.9,54.8,66.6,73.3,69.8,61.9,56.8,40.4,34.4,51.46,44131271949,54.7,54.1,56.8,64.4,74.7,82.3,88.8,85.2,77.7,72,59,52.4,68.51,44131011949,1.19,4.15,2.67,2.1,4.29,1.79,3.83,6.2,2.32,2.17,3.97,2.25,3.08,36.93
131,1950,44131281950,40.9,33.1,34.2,42.9,54.3,63.8,68.8,66.9,62.5,55.1,40.5,28.8,49.32,44131271950,59.2,49.8,53.8,62.8,71.9,83.2,84.8,83.1,77.4,69.9,59.3,45,66.68,44131011950,2.37,1.58,3.44,1.73,4.02,1.18,6.96,4.11,2.48,1.3,1.96,2.63,2.81,33.76
131,1951,44131281951,32.6,31.1,37.3,44.6,53.6,64.5,69.4,69,62.9,55.4,38.2,34.8,49.45,44131271951,52.3,50.6,53.4,65.5,74.9,81.8,86.2,84.4,79.4,69.8,56.6,53.3,67.35,44131011951,1.12,1.81,3.31,2.72,2.07,6.74,5.34,4.15,1.27,2.44,4.43,3.11,3.21,38.51
131,1952,44131281952,34.1,33.2,36.7,48.2,55.4,67.3,70.7,68.7,61.6,47.3,40.8,33.4,49.78,44131271952,51.4,48.7,54.1,67,74.6,87,88.9,85.6,80.1,66.8,58.9,48.4,67.62,44131011952,5.22,4.88,5.03,2.87,3.65,2.18,2.78,5.32,4.34,2.53,5.14,2.82,3.9,46.76
131,1953,44131281953,35.3,34.5,39.9,46.5,59.9,64.1,70,68.1,61.8,52.2,39.9,35.8,50.67,44131271953,52.1,52.4,56.8,65.9,79.6,82.8,89.1,85.7,80.6,70.8,59.1,52.2,68.92,44131011953,1.77,3.61,3.27,3.58,2.99,4.29,2.02,7.32,4.39,0.7,2.82,2.83,3.3,39.59
131,1954,44131281954,30.1,34.2,37.2,48.4,52.4,64.6,67.9,68.1,63,53.2,39.4,30.9,49.12,44131271954,48,54,56.8,68.9,72,84,86.8,87.1,82.4,73.3,55.8,47.4,68.04,44131011954,4.91,2.07,4.5,2.4,4.56,0.4,5.53,4.14,3.98,2.84,2.02,3.03,3.36,40.38
131,1955,44131281955,28.2,28.8,39.5,48.8,55.8,60.9,72.5,72.4,63.8,51.6,38.7,27.5,49.04,44131271955,43.1,48.2,60,67.3,75.4,80.2,89.2,86.1,78.4,71.3,58.5,42.6,66.69,44131011955,1.48,3.24,3.3,2.14,2.03,4.02,2.77,11.72,8.39,2.45,2.39,1.11,3.75,45.04
131,1956,44131281956,28.3,34.6,36.1,43.8,51.9,65,68.6,67.1,61.3,55.4,41,40.5,49.47,44131271956,41.7,51.7,54.7,62.8,73.2,82.5,85.5,84.4,77.5,67.5,58.3,58.9,66.56,44131011956,2.17,4.87,2.98,3.31,2.85,2.85,7.96,3.46,4,7.59,1.74,2.77,3.88,46.55
131,1957,44131281957,27.8,34.4,38.1,48.9,57.3,67.4,67.3,65.3,65.9,49.2,43.4,35.5,50.04,44131271957,44.6,49.5,53.3,69.8,75.9,83.5,86.7,83.4,80,64.4,59,52.4,66.88,44131011957,3.13,4.7,6.26,2.64,1.49,4.54,2.23,7.28,6.02,6.57,5.29,5.13,4.61,55.28
131,1958,44131281958,27.7,26,34.7,47,55.8,60.9,72,68.7,59.5,52,43.4,24.8,47.71,44131271958,42,41.7,47.6,63.1,72.7,78.8,88.1,83.5,78,67.4,62.2,42.1,63.93,44131011958,4.01,3.67,6.37,4.09,6.27,5.18,4.13,11.84,0.61,5.26,1.91,3.51,4.74,56.85
131,1959,44131281959,27,30.3,36.5,47.7,59,64.9,70.7,70.6,63.8,55.9,40.4,34.8,50.13,44131271959,45.8,48.7,56.4,67.4,76.2,83.7,84.4,87,79.7,70.7,58.2,51.4,67.47,44131011959,1.43,1.97,4.15,5.09,1.64,1.91,5.24,1.59,3.28,6.64,2.19,2.6,3.14,37.73
131,1960,44131281960,31,31.2,27.7,48.7,54.7,64.1,66.9,70.8,63.5,51.4,41.1,24.4,47.96,44131271960,47.2,47.8,43.1,71.3,72.6,81.6,83.4,85,78.2,68.2,60.7,44.3,65.28,44131011960,2.48,3.56,2.49,1.66,5.28,3.74,6.35,5.25,5.51,4.55,0.88,2.42,3.68,44.17
131,1961,44131281961,23.8,31.5,39.8,43.7,52.8,62,70.2,69.2,66.5,50.7,44,31.6,48.82,44131271961,41.2,49.3,58,61.8,69.8,79.2,86.4,84,81.6,69.1,58.7,47.8,65.58,44131011961,3.83,5.65,4.29,2.97,6.99,4.86,2.72,3.29,1.3,5.27,1.47,5.23,3.99,47.870000000000005
131,1962,44131281962,28.6,29.3,34.4,45.7,57.4,63.8,66.8,66.5,59.7,52.6,39.4,29.1,47.77,44131271962,46.4,46.6,51.1,64.7,76.2,80.2,82.2,82.9,76,69.2,54.3,43.2,64.42,44131011962,4.2,3.6,4.21,5.13,2.66,4.86,4.67,3.17,4.25,2.08,5.39,3.64,3.99,47.86
131,1963,44131281963,25.5,22.6,40,46.9,51.9,62.8,67.1,67,57.9,50.5,42.6,26.9,46.81,44131271963,42,41.8,60.6,66.7,72.2,81.4,86,84.2,74.1,69.9,60.6,42.2,65.14,44131011963,3.13,3.18,4.97,0.69,3.37,7.65,0.92,2.58,4.47,0.4,5.34,2.74,3.29,39.44
131,1964,44131281964,30.1,29.8,38.3,45.2,54.9,62.6,68.8,65.5,61.7,47.3,41.9,35.2,48.44,44131271964,48.9,45.5,57.7,62.2,74.6,82.3,83.7,82.3,78.3,64.5,62.9,52.6,66.29,44131011964,3.96,5.45,3,2.94,1.65,4.24,3.38,3.95,6.97,4.56,1.53,3.73,3.78,45.36
131,1965,44131281965,28.5,28.3,34.1,43,57.9,62.5,68,67.4,63.6,49.2,40.5,32.6,47.97,44131271965,47.2,48.4,50.7,60.7,77.6,79.8,82.8,83.8,80.2,66.7,59.7,51.7,65.78,44131011965,2.38,1.92,3.38,2.19,0.47,4.63,8.58,1.59,1.73,1.32,0.39,0.75,2.44,29.33
131,1966,44131281966,27,28.9,36.7,43.3,52.9,61.4,68.4,68,60.2,48.6,39.9,31.6,47.24,44131271966,41.3,43.4,56,61.4,71.2,80,87.1,83.5,77.7,68.8,59.1,47.4,64.74,44131011966,3.66,3.73,1.8,1.72,5.55,4,3.25,2.28,4.5,1.65,0.54,3.37,3,36.05
131,1967,44131281967,33.5,28.2,35.1,44.6,49.2,59.9,68.5,67.6,56.9,48.4,36.3,33.4,46.8,44131271967,50.2,45.6,54.8,67.3,69.3,78.9,82.6,81.6,75.1,68.2,54.7,51.1,64.95,44131011967,3.12,4.02,2.36,1.14,3.96,1.9,4.86,8.75,2.34,0.95,1.69,6.74,3.49,41.83
131,1968,44131281968,24.2,23.1,37.2,43.5,53.5,64.6,69.7,69.6,60,54.1,43.1,30.6,47.77,44131271968,41.5,42.6,58.4,64.7,72.8,82.3,85.5,87.5,78.9,70,60,46.5,65.89,44131011968,2.97,1.25,4.58,2.37,2.6,3.37,3.94,1.97,2.54,2.96,3.74,2.71,2.92,35
131,1969,44131281969,27.9,31.1,32.8,46.7,54.7,65.7,70.6,67.1,61.4,52.8,40.5,32,48.61,44131271969,43.3,42,49.7,66.1,73.3,82.9,85.8,83.5,76.8,68.4,54.9,46.7,64.45,44131011969,2.58,2.96,4.02,2.48,2.04,3.06,5.13,6.47,2.99,1.72,2.06,5.77,3.44,41.28
131,1970,44131281970,22.3,28.5,34.4,44.4,55.8,64.2,68,68.5,64.4,55.4,42.6,34.3,48.57,44131271970,39.2,48.6,50.6,63.7,75.8,81.9,83.7,85,82.7,70.6,58.3,50.4,65.88,44131011970,2.34,3.45,4.76,3.59,1.77,3.93,6.07,2.58,2.95,1.02,2.58,2.43,3.12,37.47
131,1971,44131281971,27,30.2,35.6,42.2,53.4,65.3,69.1,67.2,65.3,60.2,41.5,40.2,49.77,44131271971,42.3,49.9,53.1,63.6,71.6,81.4,84.7,83.4,78.8,71.6,58.7,58.6,66.47,44131011971,3.49,2.89,3.29,2.14,6.08,1.25,2.92,5.88,1.91,8.61,2.54,1.83,3.57,42.83
131,1972,44131281972,34.1,30.1,36.8,44.2,55,60.9,68.7,66,62.5,49.6,40.9,38.9,48.98,44131271972,50.2,47,53.7,63.8,68.9,77.4,84.7,83.2,78.1,65.2,56.5,54.2,65.24,44131011972,3.52,4.53,2.95,3.21,5.28,4.77,3.45,3.15,5.87,5.21,5.04,3.68,4.22,50.660000000000004
131,1973,44131281973,30,28.2,42.4,46.4,55.6,67.4,68.8,69.4,64.3,52.5,42.5,35.2,50.23,44131271973,46,45.4,57.7,63.9,72.3,81.9,85.1,85.1,81.3,71.3,62.4,51.8,67.02,44131011973,3.07,3.67,4.2,3.91,2.98,5.55,2.01,5.19,2.27,2.1,1.77,5.08,3.48,41.8
131,1974,44131281974,37.9,31,40.3,47.5,56.4,62.4,67.3,67.9,60.8,45.6,39.9,34.8,49.32,44131271974,53.9,48.3,59.5,68.6,73.4,77.8,84.7,82.4,77.3,67,58.5,51.8,66.93,44131011974,4.15,3.23,4.21,2.32,3.12,3.16,4.91,4.85,3.19,1.24,1.06,3.71,3.26,39.15
131,1975,44131281975,34,33.8,37.1,42.4,56.4,64.4,67.8,69.3,63.1,53.5,44.8,33.3,49.99,44131271975,50.5,50.2,54.1,59.6,73.5,82.2,83.6,87.2,77,70.1,63.2,50.4,66.8,44131011975,5.57,4.14,7.58,3.51,2.28,1.77,6.83,2.38,7.73,5.04,2.47,2.94,4.35,52.24
131,1976,44131281976,27.4,36.5,41.6,48.2,54.8,64.8,67.6,65.1,59.2,46.5,34.4,28.4,47.88,44131271976,45.5,58.4,60.5,68.4,72.1,81.4,85.3,82.2,78.3,64.5,52.9,46.8,66.36,44131011976,3.83,1.65,1.96,1.11,3.14,1.88,3.12,3.51,4.07,3.38,1.78,3.05,2.71,32.48
