"census_tract","year","conventional","fha_insured","va_guaranteed","usda_guaranteed","home_purchase","home_improve","refinance","cash_out_refi","other_purpose","purposeNA","req_preapproval","noreq_preapproval","originated_loans","approvedApp_notAccepted","app_denied","app_withdrawn","fileclosed_incomplete","purchased_loan","denied_preapproval","approve_preapproval","appRace_AIAN","appRace_Asian","appRace_Black","appRace_HawPI","appRace_White","appRace_multiracial","appRace_missing","appRace_NA","appEth_HispLat","appMale","appFemale","appsex_missing","highCost_mortgages","nonHighCost_mortgages","firstlien_secured","sublien_secured","avg_income_000s","median_income_000s","avg_loan_amount_000s","med_loan_amount_000s","white_denial_rate","black_denial_rate","hislat_denial_rate","median_income_accepted_app","loans_per_units","perc_conventional","perc_govern_backed","sum_mortgage_dollars_in000s","avg_homepurchase_loanamount","med_homepurchase_loanamount","total_apps","perc_app_missingRace","overall_denial_rate","perc_white_apps","perc_black_apps","perc_hislat_apps","tract_population","minority_population","median_family_income","tract_owner_occupied_units","tract_one_to_four_family_homes"
51001090800,2012,102,13,0,3,38,17,72,0,0,0,0,10,57,3,40,8,3,16,0,0,0,2,18,0,95,0,0,4,0,84,34,5,0,127,99,2,72.8852459016394,61,127.763779527559,117,0.273684210526316,0.666666666666667,NA,62,0.0297961317302666,77.1929824561403,22.8070175438596,7587,148.394736842105,132,127,6.2992125984252,0.31496062992126,74.8031496062992,14.1732283464567,0,3336,50.4500007629395,52600,1013,1913
51001090800,2013,114,25,0,3,32,12,102,0,0,0,1,7,65,11,34,14,6,16,0,0,0,0,20,1,105,0,0,14,4,77,50,5,0,146,122,2,87.1544715447154,59,331.63698630137,115,0.20952380952381,0.3,0.5,55,0.0339780449555672,86.1538461538462,13.8461538461538,7236,109.8125,100,146,4.10958904109589,0.232876712328767,71.9178082191781,13.6986301369863,2.73972602739726,3336,50.4500007629395,51600,1013,1913
51001090800,2014,74,20,0,2,31,19,59,0,0,0,0,5,42,1,32,17,6,11,0,0,0,3,17,0,71,0,0,8,3,64,30,7,0,109,84,2,67.83,57,134.036697247706,113,0.295774647887324,0.411764705882353,0.666666666666667,57,0.021955044432828,76.1904761904762,23.8095238095238,5427,154.096774193548,145,109,9.1743119266055,0.293577981651376,65.1376146788991,15.5963302752294,2.75229357798165,3336,50.4500007629395,52000,1013,1913
51001090800,2015,91,23,0,3,38,18,71,0,0,0,2,6,54,5,25,12,12,19,0,0,0,1,23,0,76,0,0,16,1,68,38,6,0,127,93,3,69.8981481481482,60,115.251968503937,104,0.157894736842105,0.304347826086957,0,55,0.0282279142707789,77.7777777777778,22.2222222222222,6215,107.210526315789,103,127,8.66141732283465,0.196850393700787,59.8425196850394,18.1102362204724,0.78740157480315,3336,50.4500007629395,52700,1013,1913
51001090800,2016,67,24,0,4,47,21,41,0,0,0,3,10,39,6,39,12,9,4,0,0,0,0,26,0,69,0,0,4,4,57,41,7,0,109,86,1,74.959595959596,45,123.844036697248,105,0.333333333333333,0.461538461538462,0.5,54,0.0203868269733403,69.2307692307692,30.7692307692308,6927,133.787234042553,129,109,9.1743119266055,0.357798165137615,63.302752293578,23.8532110091743,3.6697247706422,3336,50.4500007629395,52300,1013,1913
51001090800,2017,67,22,0,6,40,18,46,0,0,0,1,10,43,3,29,8,8,13,0,0,0,2,27,0,57,1,0,11,2,55,34,4,0,104,78,1,62.8876404494382,55,118.682692307692,120.5,0.228070175438596,0.518518518518518,0.5,59,0.0224308815858112,72.0930232558139,27.906976744186,5398,136.45,130,104,6.73076923076923,0.278846153846154,54.8076923076923,25.9615384615385,1.92307692307692,3814,45.7299995422363,53300,927,1917
51001090800,2018,69,17,0,0,45,13,12,16,6,1,1,92,53,0,18,7,6,9,0,0,0,0,18,0,57,0,0,8,4,63,16,6,0,49,85,8,65.3647058823529,53,111559.139784946,95000,0.105263157894737,0.611111111111111,0.25,59.5,0.0276473656755347,75.4716981132076,24.5283018867925,6445000,131444.444444444,125000,93,10.752688172043,0.193548387096774,61.2903225806452,19.3548387096774,4.3010752688172,3814,45.73,55900,927,1917
51001090800,2019,74,20,0,8,55,18,12,17,9,2,0,113,47,3,31,18,3,11,0,0,2,1,16,0,71,2,0,11,NA,63,32,7,0,49,94,19,72.6666666666667,59,111902.654867257,105000,0.309859154929577,0.4375,NA,69.5,0.0245174752217006,65.9574468085106,34.0425531914894,6095000,137909.090909091,135000,113,10.6194690265487,0.274336283185841,62.8318584070796,14.1592920353982,NA,3814,45.73,56100,927,1917
51001090800,2020,98,28,0,5,76,6,34,17,9,1,0,143,83,4,23,16,7,10,0,0,0,2,14,0,105,2,0,10,3,85,41,7,0,75,126,17,100.5,73,145559.440559441,135000,0.152380952380952,0.0714285714285714,0.333333333333333,72.5,0.0432968179447053,73.4939759036145,26.5060240963855,12315000,153421.052631579,140000,143,8.39160839160839,0.160839160839161,73.4265734265734,9.79020979020979,2.0979020979021,3814,45.73,58100,927,1917
51001980100,2012,3,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,3,3,0,131,148,118,142,0.333333333333333,NA,NA,67,NA,100,0,174,NA,NA,3,0,0.333333333333333,100,0,0,NA,NA,52600,NA,NA
51001980100,2013,3,0,0,0,1,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,3,3,0,97.6666666666667,96,207.333333333333,240,0,NA,NA,74,NA,100,0,382,72,72,3,0,0,100,0,0,NA,NA,51600,NA,NA
51001980200,2013,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,65,65,127,127,0,NA,NA,NA,NA,NA,NA,0,127,127,1,0,0,100,0,0,5,NA,51600,NA,NA
51001980200,2014,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,67,67,117,117,0,NA,NA,NA,NA,NA,NA,0,117,117,1,0,0,100,0,0,5,NA,52000,NA,NA
51001990100,2007,412,6,0,0,170,28,220,0,0,0,8,76,201,30,88,38,7,54,0,0,0,0,5,0,311,0,0,24,6,265,95,34,0,418,318,44,150.512820512821,101,199.569377990431,185,0.215434083601286,0.6,0.833333333333333,125,0.0518174787316319,99.5024875621891,0.497512437810945,41621,216.205882352941,206.5,418,18.6602870813397,0.210526315789474,74.4019138755981,1.19617224880383,1.43540669856459,4324,3.38000011444092,49600,1639,3879
51001990100,2008,257,10,0,0,79,28,161,0,0,0,6,34,131,24,57,26,3,27,0,0,0,0,1,0,207,0,0,18,1,169,64,17,1,267,213,26,115.89387755102,96,194.94776119403,191.5,0.251207729468599,0,0,110.5,0.0337715906161382,96.9465648854962,3.05343511450382,25854,219.556962025316,222,268,15.6716417910448,0.212686567164179,77.2388059701492,0.373134328358209,0.373134328358209,4324,3.38000011444092,50600,1639,3879
51001990100,2009,367,17,0,1,89,27,272,0,0,0,1,46,195,25,66,46,10,46,0,0,1,3,1,0,304,0,0,21,3,250,90,27,0,388,327,11,130.78813559322,95,193.059278350515,178,0.1875,0,0,118,0.0502706883217324,97.9487179487179,2.05128205128205,38712,181.539325842697,149,388,14.9484536082474,0.170103092783505,78.3505154639175,0.257731958762887,0.77319587628866,4324,3.38000011444092,53100,1639,3879
51001990100,2010,331,16,0,0,75,17,266,0,0,0,2,28,182,14,63,33,11,55,0,0,0,0,2,0,262,0,0,32,1,231,53,42,0,358,289,7,134.407766990291,105,179.564245810056,160,0.213740458015267,0.5,1,120,0.0469193091002836,92.8571428571429,7.14285714285714,32635,156.253333333333,130,358,17.3184357541899,0.175977653631285,73.1843575418994,0.558659217877095,0.279329608938547,4324,3.38000011444092,53300,1639,3879
51001990100,2011,258,11,0,2,62,15,197,0,0,0,1,27,140,10,70,15,7,32,0,0,0,3,1,0,220,0,0,16,1,181,52,25,0,274,234,4,133.127906976744,99.5,180.802919708029,162,0.295454545454545,0,1,111.5,0.0360917762309874,95.7142857142857,4.28571428571429,26457,163.693548387097,158,274,12.4087591240876,0.255474452554745,80.2919708029197,0.364963503649635,0.364963503649635,4324,3.38000011444092,51900,1639,3879
51001990100,2012,16,0,0,0,2,7,7,0,0,0,0,1,7,1,6,1,1,0,0,0,0,0,0,0,15,0,0,0,0,12,3,1,0,16,14,0,128.6875,74,161.5,107.5,0.4,NA,NA,62,NA,100,0,1222,207,207,16,6.25,0.375,93.75,0,0,NA,NA,52600,NA,NA
51001990100,2018,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,175,175,105000,105000,NA,0,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,0,100,0,0,0,55900,0,0
51001990200,2007,519,30,0,0,227,47,285,0,0,0,3,88,219,37,129,66,19,89,0,0,2,4,62,1,349,2,0,32,8,328,143,57,1,558,417,46,81.0269230769231,59,138.570661896243,135,0.214899713467049,0.435483870967742,0.375,68,0.0567946058091286,93.6073059360731,6.39269406392694,31540,158.246696035242,163,559,19.4991055456172,0.230769230769231,62.432915921288,11.0912343470483,1.43112701252236,8801,42.2000007629395,49600,2540,3856
51001990200,2008,350,75,0,2,171,48,222,0,0,0,2,57,199,25,100,23,11,83,0,0,0,4,55,5,267,3,0,49,6,249,117,26,0,441,327,23,78.1295336787565,57,138.022675736961,123,0.205992509363296,0.527272727272727,0.166666666666667,65,0.0516078838174274,79.3969849246231,20.6030150753769,30253,149.959064327485,125,441,13.8321995464853,0.226757369614512,60.5442176870748,12.4716553287982,1.36054421768707,8801,42.2000007629395,50600,2540,3856
51001990200,2009,271,84,0,6,99,26,265,0,0,0,0,35,165,6,81,51,12,75,0,0,1,2,30,4,260,2,0,36,4,232,90,32,0,390,304,6,77.3617647058824,63,147.320512820513,135,0.2,0.466666666666667,0,69.5,0.0427904564315353,78.1818181818182,21.8181818181818,25099,135.79797979798,135,390,14.6153846153846,0.207692307692308,66.6666666666667,7.69230769230769,1.02564102564103,8801,42.2000007629395,53100,2540,3856
51001990200,2010,218,52,0,6,80,14,196,0,0,0,1,29,132,9,66,35,5,43,0,0,0,0,27,0,189,0,0,13,3,190,56,31,0,290,236,9,83.8289962825279,68,150.162068965517,147,0.19047619047619,0.481481481481481,0,71,0.0342323651452282,78.7878787878788,21.2121212121212,19631,158.1625,155,290,21.0344827586207,0.227586206896552,65.1724137931034,9.31034482758621,1.03448275862069,8801,42.2000007629395,53300,2540,3856
51001990200,2011,219,37,0,5,105,11,174,0,0,0,5,26,126,20,55,25,12,52,0,0,1,1,26,0,198,2,0,31,1,163,71,25,0,290,231,4,81.092,65.5,152.751724137931,134,0.176767676767677,0.461538461538462,0,73,0.0326763485477178,79.3650793650794,20.6349206349206,19342,128.038095238095,111,290,11.3793103448276,0.189655172413793,68.2758620689655,8.96551724137931,0.344827586206897,8801,42.2000007629395,51900,2540,3856
51001990200,2012,7,0,0,1,1,3,4,0,0,0,0,0,3,0,3,1,0,1,0,0,0,0,2,0,3,0,0,1,0,3,2,2,0,8,5,0,60.2857142857143,67,113.5,70,0.333333333333333,0.5,NA,86,NA,100,0,307,170,170,8,25,0.375,37.5,25,0,NA,NA,52600,NA,NA
51001990200,2013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,40,40,57,57,0,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,100,0,0,NA,NA,51600,NA,NA
51001990300,2007,158,6,0,0,53,23,88,0,0,0,4,13,63,10,57,13,1,20,0,0,1,0,21,1,95,1,0,9,5,99,40,16,0,164,130,13,69.3986928104575,52,109.609756097561,92,0.315789473684211,0.428571428571429,0,55,0.0457184325108853,93.6507936507936,6.34920634920635,7314,125.528301886792,112,164,22.5609756097561,0.347560975609756,57.9268292682927,12.8048780487805,3.04878048780488,2904,26.1700000762939,49600,900,1378
51001990300,2008,97,27,0,0,26,27,71,0,0,0,1,8,38,7,40,14,1,24,0,0,0,1,13,0,79,0,0,15,2,71,30,8,0,124,91,6,59.0961538461538,48.5,99.3870967741936,91,0.379746835443038,0.538461538461538,0,62,0.0275761973875181,73.6842105263158,26.3157894736842,4190,102.230769230769,101.5,124,12.9032258064516,0.32258064516129,63.7096774193548,10.4838709677419,1.61290322580645,2904,26.1700000762939,50600,900,1378
51001990300,2009,89,37,0,3,22,19,90,0,0,0,0,8,48,4,32,14,2,31,0,0,0,0,7,2,80,3,0,18,0,75,26,12,0,131,90,7,57.7339449541284,55,116.961832061069,100,0.3125,0.428571428571429,NA,64,0.034833091436865,79.1666666666667,20.8333333333333,5861,91.9545454545455,83.5,131,18.3206106870229,0.244274809160305,61.0687022900763,5.34351145038168,0,2904,26.1700000762939,53100,900,1378
51001990300,2010,39,22,0,2,25,6,36,0,0,0,0,6,25,5,17,6,0,14,0,0,0,0,11,0,42,0,0,6,4,42,15,4,0,67,51,0,51.9259259259259,48,101.373134328358,93,0.261904761904762,0.272727272727273,0,48,0.0181422351233672,52,48,2773,80.32,69,67,11.9402985074627,0.253731343283582,62.6865671641791,16.4179104477612,5.97014925373134,2904,26.1700000762939,53300,900,1378
51001990300,2011,36,19,0,1,18,3,37,0,0,0,0,6,19,2,18,4,0,15,0,0,0,0,4,0,33,0,0,7,0,27,13,11,0,58,41,1,71.0425531914894,41,113.844827586207,102.5,0.303030303030303,0.5,NA,62.5,0.0137880986937591,73.6842105263158,26.3157894736842,2703,81,70.5,58,24.1379310344828,0.310344827586207,56.8965517241379,6.89655172413793,0,2904,26.1700000762939,51900,900,1378
51001990400,2007,311,28,0,0,88,37,216,0,0,0,1,33,126,20,110,41,9,35,0,0,0,1,121,0,131,0,0,18,5,189,96,38,0,341,270,31,66.2145110410095,50,128.809384164223,115,0.244274809160305,0.479338842975207,0.2,55,0.0530749789385004,88.8888888888889,11.1111111111111,17320,117.079545454545,109,341,20.5278592375367,0.32258064516129,38.41642228739,35.4838709677419,1.46627565982405,6035,63.3499984741211,49600,1388,2374
51001990400,2008,211,67,0,0,86,43,153,0,0,0,3,23,81,12,75,27,6,81,0,0,2,1,81,0,100,2,0,58,10,119,85,20,0,282,177,16,69.5069124423963,56,126.269503546099,106.5,0.26,0.481481481481481,0.3,62,0.0341196293176074,70.3703703703704,29.6296296296296,12242,129.837209302326,104,282,14.1843971631206,0.265957446808511,35.4609929078014,28.7234042553192,3.54609929078014,6035,63.3499984741211,50600,1388,2374
51001990400,2009,158,69,0,2,53,20,163,0,0,0,0,21,95,8,62,22,4,45,0,0,0,1,44,0,137,0,0,19,5,130,66,21,0,236,178,11,78.2371134020619,58.5,156.805084745763,136,0.255474452554745,0.340909090909091,0.2,58,0.040016849199663,73.6842105263158,26.3157894736842,15094,125.679245283019,115,236,14.8305084745763,0.26271186440678,58.0508474576271,18.6440677966102,2.11864406779661,6035,63.3499984741211,53100,1388,2374
51001990400,2010,138,28,0,5,47,18,111,0,0,0,0,7,73,7,41,19,7,29,0,0,3,3,28,0,118,2,0,11,0,97,59,9,0,176,138,4,78.5217391304348,60,147.982954545455,140,0.211864406779661,0.392857142857143,NA,66,0.0307497893850042,76.7123287671233,23.2876712328767,10150,138.723404255319,130,176,7.38636363636364,0.232954545454545,67.0454545454545,15.9090909090909,0,6035,63.3499984741211,53300,1388,2374
51001990400,2011,105,16,0,3,35,5,93,0,0,0,0,8,58,10,31,8,2,24,0,0,0,2,17,0,94,0,0,10,3,74,40,9,0,133,106,2,78.7647058823529,60,152.624060150376,130,0.212765957446809,0.294117647058824,1,64,0.0244313395113732,74.1379310344828,25.8620689655172,9372,129.285714285714,100,133,7.5187969924812,0.233082706766917,70.6766917293233,12.781954887218,2.25563909774436,6035,63.3499984741211,51900,1388,2374
51001990500,2007,210,15,0,0,59,23,143,0,0,0,2,21,87,15,68,26,4,25,0,0,2,0,51,0,117,0,0,12,7,104,77,32,0,225,179,20,56.1943127962085,52,114.848888888889,100,0.324786324786325,0.392156862745098,0.428571428571429,57,0.066412213740458,94.2528735632184,5.74712643678161,10215,122.762711864407,120,225,19.1111111111111,0.302222222222222,52,22.6666666666667,3.11111111111111,2791,40.3800010681152,49600,821,1310
51001990500,2008,142,27,0,0,39,31,99,0,0,0,0,11,54,2,64,19,2,28,0,0,0,1,40,0,84,1,0,20,2,67,68,14,0,169,122,14,53.7862068965517,48,94.2485207100592,75,0.404761904761905,0.55,0,57.5,0.0412213740458015,79.6296296296296,20.3703703703704,5920,88.2307692307692,70,169,14.2011834319527,0.378698224852071,49.7041420118343,23.6686390532544,1.18343195266272,2791,40.3800010681152,50600,821,1310
51001990500,2009,54,37,0,8,20,12,69,0,0,0,0,8,39,3,23,5,3,28,0,0,0,0,20,0,52,0,0,11,2,46,32,12,0,101,68,0,52.0470588235294,46,123.673267326733,116,0.230769230769231,0.2,0.5,49.5,0.0297709923664122,56.4102564102564,43.5897435897436,4883,148.25,116,101,17.8217821782178,0.227722772277228,51.4851485148515,19.8019801980198,1.98019801980198,2791,40.3800010681152,53100,821,1310
51001990500,2010,52,33,0,4,28,5,57,0,0,0,2,7,34,1,20,14,4,17,0,0,0,0,10,0,59,0,0,7,4,34,39,10,0,90,68,3,52.0506329113924,46,106.344444444444,101,0.23728813559322,0.4,0,45,0.0259541984732824,58.8235294117647,41.1764705882353,3405,79.4642857142857,81,90,15.5555555555556,0.222222222222222,65.5555555555556,11.1111111111111,4.44444444444444,2791,40.3800010681152,53300,821,1310
51001990500,2011,39,10,0,4,11,7,36,0,0,0,0,3,15,4,19,4,4,8,0,0,0,0,7,0,31,0,0,3,0,23,16,12,0,54,42,1,67.531914893617,54,114.166666666667,105,0.451612903225806,0.428571428571429,NA,55,0.0114503816793893,73.3333333333333,26.6666666666667,1562,126.363636363636,131,54,24.0740740740741,0.351851851851852,57.4074074074074,12.962962962963,0,2791,40.3800010681152,51900,821,1310
51001990600,2007,337,10,0,0,73,52,223,0,0,0,3,21,153,13,77,44,14,47,0,0,1,4,31,2,226,2,0,22,1,188,103,35,0,348,271,25,85.4617834394904,63.5,160.939655172414,124,0.199115044247788,0.451612903225806,0,69,0.0679396092362345,99.3464052287582,0.65359477124183,24433,178.068493150685,145,348,17.816091954023,0.221264367816092,64.9425287356322,8.9080459770115,0.28735632183908,4671,22.0900001525879,49600,1514,2252
51001990600,2008,232,30,0,0,70,36,158,0,0,0,4,23,116,16,51,25,7,49,0,0,0,0,19,1,178,0,0,36,1,143,69,16,0,264,198,14,104,62.5,157.363636363636,126,0.230337078651685,0.315789473684211,0,69,0.0515097690941385,93.1034482758621,6.89655172413793,19344,161.9,146,264,11.3636363636364,0.193181818181818,67.4242424242424,7.1969696969697,0.378787878787879,4671,22.0900001525879,50600,1514,2252
51001990600,2009,216,51,0,1,50,33,190,0,0,0,0,19,110,12,56,31,4,60,0,0,0,1,16,1,195,0,0,26,5,171,59,17,0,273,199,4,96.8,64,174.835164835165,150,0.215384615384615,0.4375,0.4,68,0.0488454706927176,84.5454545454545,15.4545454545455,19417,136.9,126.5,273,12.4542124542125,0.205128205128205,71.4285714285714,5.86080586080586,1.83150183150183,4671,22.0900001525879,53100,1514,2252
51001990600,2010,170,41,0,0,51,18,143,0,0,0,1,15,102,14,35,22,5,34,0,0,0,2,17,0,145,0,0,10,0,120,57,25,0,212,167,2,80.8622448979592,64.5,166.702830188679,146.5,0.158620689655172,0.235294117647059,NA,66,0.0452930728241563,87.2549019607843,12.7450980392157,16631,153.901960784314,140,212,17.9245283018868,0.165094339622642,68.3962264150943,8.0188679245283,0,4671,22.0900001525879,53300,1514,2252
51001990600,2011,161,27,0,7,64,11,132,0,0,0,2,12,86,12,47,21,5,36,0,0,0,2,17,0,145,0,0,21,1,109,64,13,0,207,165,4,82.2707182320442,67,157.599033816425,147,0.220689655172414,0.529411764705882,0,81,0.0381882770870337,81.3953488372093,18.6046511627907,13900,172.0625,164,207,10.6280193236715,0.227053140096618,70.048309178744,8.21256038647343,0.483091787439614,4671,22.0900001525879,51900,1514,2252
51001990700,2007,397,7,0,0,112,50,244,0,0,0,0,35,156,26,113,49,9,53,0,0,1,6,111,0,195,2,0,24,3,219,125,38,0,406,315,35,73.4538258575198,57,145.455665024631,124.5,0.215384615384615,0.432432432432432,0,65,0.0656289440471182,100,0,23632,154.8125,141.5,406,16.9950738916256,0.278325123152709,48.0295566502463,27.3399014778325,0.738916256157635,5031,42.0200004577637,49600,1573,2377
51001990700,2008,250,47,0,0,75,53,173,0,0,0,3,20,125,8,70,30,5,63,0,0,0,0,62,0,161,0,0,49,3,157,79,16,3,298,210,18,72.0207468879668,57,134.893687707641,114,0.180124223602484,0.451612903225806,0.333333333333333,70.5,0.0525872949095499,87.2,12.8,17361,154.6,126,301,9.63455149501661,0.232558139534884,53.4883720930233,20.5980066445183,0.996677740863787,5031,42.0200004577637,50600,1573,2377
51001990700,2009,223,62,0,4,59,22,212,0,0,0,1,15,129,9,65,22,7,61,0,0,0,4,48,0,167,0,0,34,9,156,76,27,0,293,224,5,81.9916666666667,62,169.986348122867,153,0.143712574850299,0.604166666666667,0.111111111111111,71.5,0.0542700883466554,81.3953488372093,18.6046511627907,23406,152.593220338983,129,293,13.6518771331058,0.221843003412969,56.9965870307167,16.382252559727,3.07167235494881,5031,42.0200004577637,53100,1573,2377
51001990700,2010,171,45,0,5,47,21,163,0,0,0,1,12,101,6,43,31,2,48,0,0,0,0,28,0,166,0,0,14,8,128,76,13,0,231,166,8,69.9471153846154,57,152.406926406926,144,0.162650602409639,0.392857142857143,0,59,0.0424905342869163,79.2079207920792,20.7920792079208,15024,171.382978723404,161,231,9.95670995670996,0.186147186147186,71.8614718614719,12.1212121212121,3.46320346320346,5031,42.0200004577637,53300,1573,2377
51001990700,2011,145,24,0,22,64,20,112,0,0,0,2,5,87,7,43,22,4,33,0,0,0,1,40,0,122,0,0,14,0,113,55,14,0,196,152,6,78.7977528089888,55.5,157.755102040816,150,0.180327868852459,0.35,NA,67,0.0366007572570467,75.8620689655172,24.1379310344828,13598,177.078125,185,196,9.69387755102041,0.219387755102041,62.2448979591837,20.4081632653061,0,5031,42.0200004577637,51900,1573,2377
51001990800,2007,206,5,0,0,41,28,144,0,0,0,1,16,100,10,49,32,3,19,0,0,0,0,37,0,126,0,0,10,7,118,61,24,0,213,158,33,66.6701570680628,50,126.276995305164,101,0.238095238095238,0.27027027027027,0.428571428571429,54.5,0.0544365813826892,97,3,14851,206.170731707317,119,213,18.7793427230047,0.230046948356808,59.1549295774648,17.3708920187793,3.28638497652582,3748,50.4799995422363,49600,1097,1837
51001990800,2008,210,33,0,0,66,43,137,0,0,0,1,16,80,11,58,22,6,69,0,0,0,0,32,0,123,0,0,53,10,106,66,21,0,246,160,12,82.8900523560209,57,139.764227642276,107.5,0.260162601626016,0.40625,0.2,53,0.0435492651061513,85,15,11863,156.121212121212,113.5,246,15.4471544715447,0.235772357723577,50,13.0081300813008,4.0650406504065,3748,50.4799995422363,50600,1097,1837
51001990800,2009,132,47,0,1,33,22,127,0,0,0,1,8,79,12,35,13,5,38,0,0,0,0,26,1,109,1,0,21,4,101,49,11,0,182,133,5,79.987012987013,53,146.494505494505,115,0.201834862385321,0.269230769230769,0.75,54.5,0.0430048992923244,78.4810126582278,21.5189873417722,11238,148.212121212121,110,182,13.7362637362637,0.192307692307692,59.8901098901099,14.2857142857143,2.1978021978022,3748,50.4799995422363,53100,1097,1837
51001990800,2010,94,29,0,1,24,12,89,0,0,0,2,3,57,5,24,7,2,30,0,0,0,1,25,0,74,1,0,16,2,57,44,8,0,125,84,3,138.257425742574,56,125.816,110,0.121621621621622,0.44,0.5,55,0.0310288513881328,78.9473684210526,21.0526315789474,7129,167.958333333333,128.5,125,7.2,0.192,59.2,20,1.6,3748,50.4799995422363,53300,1097,1837
51001990800,2011,78,19,0,2,19,14,67,0,0,0,1,5,52,2,19,9,2,16,0,0,0,0,20,0,67,0,0,4,3,59,30,7,0,100,73,5,99.7555555555556,70.5,161.57,138,0.164179104477612,0.3,0,71,0.0283070223189984,82.6923076923077,17.3076923076923,8428,175.157894736842,190,100,9,0.19,67,20,3,3748,50.4799995422363,51900,1097,1837
51131930100,2012,133,25,0,3,33,20,111,0,0,0,2,5,74,4,42,15,4,25,0,0,0,0,22,0,119,0,0,14,1,98,45,7,0,164,125,5,95.474025974026,72.5,156.689024390244,145,0.252100840336134,0.5,1,78,0.0292721518987342,87.8378378378378,12.1621621621622,11386,152.909090909091,136,164,5.48780487804878,0.25609756097561,72.5609756097561,13.4146341463415,0.609756097560976,4376,42.5999984741211,52600,1257,2528
51131930100,2013,139,19,0,7,47,25,104,0,0,0,0,7,74,5,50,8,8,31,0,0,0,0,23,0,103,1,0,23,2,93,40,20,0,176,128,6,81.2972972972973,60.5,354.761363636364,108,0.262135922330097,0.565217391304348,0,62,0.0292721518987342,85.1351351351351,14.8648648648649,11495,169.617021276596,116,176,15.3409090909091,0.284090909090909,58.5227272727273,13.0681818181818,1.13636363636364,4376,42.5999984741211,51600,1257,2528
51131930100,2014,98,15,0,5,38,16,72,0,0,0,1,8,45,10,36,11,6,18,0,0,1,0,19,0,81,0,0,12,1,59,43,12,0,126,96,3,74.7889908256881,45,162.198412698413,130,0.234567901234568,0.631578947368421,0,60,0.0178006329113924,82.2222222222222,17.7777777777778,7905,156.078947368421,134,126,10.3174603174603,0.285714285714286,64.2857142857143,15.0793650793651,0.793650793650794,4376,42.5999984741211,52000,1257,2528
51131930100,2015,108,20,0,3,72,17,62,0,0,0,2,12,69,3,38,14,6,21,0,0,0,1,26,0,101,0,0,12,6,79,55,5,0,151,117,1,70.796992481203,49,139.516556291391,102,0.267326732673267,0.307692307692308,0,55,0.0272943037974684,76.8115942028985,23.1884057971014,10691,135.625,102.5,151,7.28476821192053,0.251655629139073,66.887417218543,17.2185430463576,3.97350993377483,4376,42.5999984741211,52700,1257,2528
51131930100,2016,120,20,0,0,49,35,68,0,0,0,2,17,56,4,53,18,6,15,0,0,5,3,30,0,94,1,0,8,3,100,40,4,0,152,113,5,72.956204379562,53,145.381578947368,115,0.265957446808511,0.6,0.333333333333333,65,0.0221518987341772,80.3571428571429,19.6428571428571,10227,191.040816326531,175,152,7.89473684210526,0.348684210526316,61.8421052631579,19.7368421052632,1.97368421052632,4376,42.5999984741211,52300,1257,2528
51131930100,2017,108,12,0,10,54,34,62,0,0,0,2,10,72,4,32,20,9,13,0,0,3,0,34,0,88,1,0,14,5,76,54,6,1,149,109,2,81.2058823529412,54,130.293333333333,107,0.170454545454545,0.411764705882353,0.2,61.5,0.0305992350191245,70.8333333333333,29.1666666666667,9026,165.518518518519,126,150,7.33333333333333,0.213333333333333,58.6666666666667,22.6666666666667,3.33333333333333,4630,45.9599990844727,53300,1256,2353
51131930100,2018,126,19,0,6,55,21,41,28,20,1,4,162,77,5,41,19,6,18,0,0,1,0,15,0,118,1,0,13,5,98,43,12,0,80,140,26,71.0620689655172,53,137891.56626506,105000,0.26271186440678,0.266666666666667,0.6,63,0.0327241818954526,80.5194805194805,19.4805194805195,12265000,177000,115000,166,11.4457831325301,0.246987951807229,71.0843373493976,9.03614457831325,3.01204819277108,4630,45.96,55900,1256,2353
51131930100,2019,124,25,0,1,70,19,49,19,9,2,1,167,83,5,41,22,7,10,0,0,2,3,23,0,116,3,0,7,NA,103,48,10,0,79,149,19,89.3225806451613,65,160297.619047619,115000,0.224137931034483,0.521739130434783,NA,79,0.0352741181470463,78.3132530120482,21.6867469879518,13975000,180000,155000,168,10.1190476190476,0.244047619047619,69.0476190476191,13.6904761904762,NA,4630,45.96,56100,1256,2353
