"h_geocode","avgc_all","medc_all","commutersInBlockall","avgc_within40","medc_within40","commuterw40","avgc_25_employees","medc_25_employees","commuter25","avgc_workinRegion","medc_workinRegion","commuterinRegion"
"510010901001006",67.2254428123073,67.2254428123073,2,12.1746325885163,12.1746325885163,1,12.1746325885163,12.1746325885163,1,12.1746325885163,12.1746325885163,1
"510010901001007",58.0150779488263,26.7085805056518,23,13.473484808633,13.5817743539541,14,17.1280823836864,13.5896602791453,15,13.473484808633,13.5817743539541,14
"510010901001008",59.3763009685889,23.5838704957,12,11.9823105575463,11.0125130201032,8,19.4350416000709,20.4542314256753,9,11.9823105575463,11.0125130201032,8
"510010901001010",145.826536072819,145.826536072819,2,NA,NA,NA,155.227931547172,155.227931547172,1,NA,NA,NA
"510010901001011",45.8751215245304,24.7541741647888,27,10.608561221769,2.5812295331234,15,26.2158389058769,22.9930305859945,21,18.0882298450599,13.4601519275306,19
"510010901001016",0.297579699077521,0.297579699077521,1,0.297579699077521,0.297579699077521,1,0.297579699077521,0.297579699077521,1,0.297579699077521,0.297579699077521,1
"510010901001017",57.2816992949682,3.65354611761673,13,6.7985517981478,3.31099803773591,9,6.7985517981478,3.31099803773591,9,6.7985517981478,3.31099803773591,9
"510010901001018",49.0692909360033,14.1527636813756,33,7.56638406885307,1.94764552911702,22,13.5251012548194,1.97210220082474,23,7.56638406885307,1.94764552911702,22
"510010901001019",2.2442909636411,2.2442909636411,1,2.2442909636411,2.2442909636411,1,2.2442909636411,2.2442909636411,1,2.2442909636411,2.2442909636411,1
"510010901001022",61.1309514405467,64.3842343792943,21,5.04544044624876,1.18142244143802,8,37.4271442621564,8.20739583842129,13,5.04544044624876,1.18142244143802,8
"510010901001025",73.817037208872,73.817037208872,1,NA,NA,NA,73.817037208872,73.817037208872,1,NA,NA,NA
"510010901001031",26.4512035063568,11.4999036031538,11,6.82195580327265,0.871314945566699,8,6.82195580327265,0.871314945566699,8,6.82195580327265,0.871314945566699,8
"510010901001032",82.6481551042905,1.63926541939081,14,2.31317761087438,0.790410654822,9,16.5655049841491,0.920032541601825,10,2.31317761087438,0.790410654822,9
"510010901001035",79.5510578920873,76.3115475797633,6,18.5875279103014,21.5126209422082,3,67.7955390469598,21.5126209422082,5,18.5875279103014,21.5126209422082,3
"510010901001041",78.12514013985,43.6820774824078,4,17.9391922177099,17.9391922177099,2,17.9391922177099,17.9391922177099,2,17.9391922177099,17.9391922177099,2
"510010901001043",22.6480905117437,22.6480905117437,1,22.6480905117437,22.6480905117437,1,22.6480905117437,22.6480905117437,1,22.6480905117437,22.6480905117437,1
"510010901001044",30.7651009360738,12.679459241399,6,10.0549801393009,2.80651531541566,5,10.0549801393009,2.80651531541566,5,10.0549801393009,2.80651531541566,5
"510010901001045",47.1114560991249,9.96453769661466,8,5.80431907171049,5.69839182654862,5,33.4318277287641,6.18588219542531,7,5.80431907171049,5.69839182654862,5
"510010901001047",1.44089298643711,1.44089298643711,1,1.44089298643711,1.44089298643711,1,1.44089298643711,1.44089298643711,1,1.44089298643711,1.44089298643711,1
"510010901001048",146.98637339476,146.98637339476,1,NA,NA,NA,146.98637339476,146.98637339476,1,NA,NA,NA
"510010901001049",52.2263297778561,17.3380336132519,24,7.52735310011918,1.19116190761929,16,15.9629437916865,1.19116190761929,19,9.86009122299044,1.19116190761929,17
"510010901001050",45.0618391629354,12.4855125146135,5,8.61161062409168,12.0150442330983,3,23.3812911550755,12.2502783738559,4,8.61161062409168,12.0150442330983,3
"510010901001051",19.1444302324287,16.6229456164122,6,13.7979174304181,13.3497186310579,5,19.1444302324287,16.6229456164122,6,19.1444302324287,16.6229456164122,6
"510010901001054",0.30726435511093,0.30726435511093,1,0.30726435511093,0.30726435511093,1,0.30726435511093,0.30726435511093,1,0.30726435511093,0.30726435511093,1
"510010901001055",30.0387600505329,13.3036604592139,72,8.37083898128576,1.47975528199809,57,10.8448470456815,1.63245947450211,60,8.99890592869318,1.50445148840435,58
"510010901001056",45.1846432226613,11.6872790120483,11,5.25371749743253,0.682800315159867,7,22.9535795272912,0.698931603451836,8,5.25371749743253,0.682800315159867,7
"510010901001057",17.1618480106672,1.56358990360611,7,9.99667384302821,1.30658539159819,6,9.99667384302821,1.30658539159819,6,9.99667384302821,1.30658539159819,6
"510010901001058",284.251841721164,284.251841721164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510010901001059",22.3300452869711,22.3300452869711,1,22.3300452869711,22.3300452869711,1,22.3300452869711,22.3300452869711,1,22.3300452869711,22.3300452869711,1
"510010901001061",46.9315587963325,1.84684383776641,5,1.24220517602412,1.17276504476408,3,1.24220517602412,1.17276504476408,3,1.24220517602412,1.17276504476408,3
"510010901001063",13.3277364418484,13.3277364418484,1,13.3277364418484,13.3277364418484,1,13.3277364418484,13.3277364418484,1,13.3277364418484,13.3277364418484,1
"510010901001064",28.9216524076206,12.5373814914607,10,7.7589517135644,6.81312863519546,8,7.7589517135644,6.81312863519546,8,7.7589517135644,6.81312863519546,8
