"tract","PM25","OZONE","CANCER","RESP","DSLPM","PTRAF","Avg_PRE1960PCT","PWDIS","PNPL","PRMP","PTSDF","P_PM25","P_OZONE","P_CANCR","P_RESP","P_DSLPM","T_PM25","T_OZONE","T_CANCR","T_RESP","T_DSLPM"
"51001090100",6.86316794520548,44.1272699346405,19.8609636296433,0.234259697483729,0.19023491922,NA,0.313062552634957,NA,NA,NA,NA,12.1672537393978,63.302477998822,6.94309074883605,5.70988487502712,17.4945771595881,"6.86 ug/m3 (12%ile)","44.1 ppb (63%ile)","20 lifetime risk per million (6%ile)","0.23  (5%ile)","0.19 ug/m3 (17%ile)"
"51001090200",7.01074794520548,43.3496032679739,21.5729108115534,0.262476721889226,0.1788288361,NA,0.213372341823794,NA,NA,NA,NA,13.6165690678614,54.959827040063,11.1665658011555,9.84069031984898,15.4815413140644,"7.01 ug/m3 (13%ile)","43.3 ppb (54%ile)","22 lifetime risk per million (11%ile)","0.26  (9%ile)","0.179 ug/m3 (15%ile)"
"51001090300",6.99964739726027,43.984285620915,21.5986437779339,0.26160179839181,0.16178147846,NA,0.370416380124202,NA,NA,NA,NA,13.5556706807955,61.4384446139089,11.247345983854,9.68150046641341,12.5134447247602,"7 ug/m3 (13%ile)","44 ppb (61%ile)","22 lifetime risk per million (11%ile)","0.26  (9%ile)","0.162 ug/m3 (12%ile)"
"51001090400",6.91585534246575,44.2828954248366,20.8921938101019,0.2523646535814,0.16733884186926,NA,0.248144668757209,NA,NA,NA,NA,12.8263943580783,65.0584885878152,9.33321581558492,8.14496943346883,13.4520807202817,"6.92 ug/m3 (12%ile)","44.3 ppb (65%ile)","21 lifetime risk per million (9%ile)","0.25  (8%ile)","0.167 ug/m3 (13%ile)"
"51001090500",6.9538,44.3505712418301,21.0223895287935,0.254425418953075,0.1653831493837,NA,0.467001006617965,NA,NA,NA,NA,13.1864031046589,65.7401478946576,9.6575094107652,8.48168064514902,13.130193262896,"6.95 ug/m3 (13%ile)","44.4 ppb (65%ile)","21 lifetime risk per million (9%ile)","0.25  (8%ile)","0.165 ug/m3 (13%ile)"
"51001090600",6.94730438356164,44.8538333333333,21.8004995763632,0.267436126344711,0.162877574165,NA,0.375115012974748,NA,NA,NA,NA,13.1386741609862,70.1996578345397,11.7590150427385,10.6821037263915,12.7215863317346,"6.95 ug/m3 (13%ile)","44.9 ppb (70%ile)","22 lifetime risk per million (11%ile)","0.27  (10%ile)","0.163 ug/m3 (12%ile)"
"51001090700",6.91347424657534,44.9762699346405,22.171694933203,0.273840793392278,0.17611479263,NA,0.369902204496598,NA,NA,NA,NA,12.7874868213982,70.983997957115,12.7652357221357,11.8581276596156,14.9760005180678,"6.91 ug/m3 (12%ile)","45 ppb (70%ile)","22 lifetime risk per million (12%ile)","0.27  (11%ile)","0.176 ug/m3 (14%ile)"
"51001090800",6.83573808219178,45.0478718954248,21.237050201442,0.258932592841433,0.15629500841,NA,0.272723678065074,NA,NA,NA,NA,11.8018294333537,71.5132677231705,10.2360720123616,9.21802572487511,11.5439335234592,"6.84 ug/m3 (11%ile)","45 ppb (71%ile)","21 lifetime risk per million (10%ile)","0.26  (9%ile)","0.156 ug/m3 (11%ile)"
"51001980100",6.82447342465753,44.3305241830065,NA,NA,NA,NA,0,NA,NA,NA,NA,11.6649345658091,65.5471129744474,NA,NA,NA,"6.82 ug/m3 (11%ile)","44.3 ppb (65%ile)",NA,NA,NA
"51001980200",6.90794273972603,43.9482784313726,19.8991284342119,0.236800476513933,0.17583607551,NA,0,NA,NA,NA,NA,12.7386629183222,61.0072878246859,7.01790221042124,6.0237698409094,14.9283616539294,"6.91 ug/m3 (12%ile)","43.9 ppb (61%ile)","20 lifetime risk per million (7%ile)","0.24  (6%ile)","0.176 ug/m3 (14%ile)"
"51001990100",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51001990200",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51131930100",6.84952904109589,45.0187581699346,21.341166121003,0.262800861401128,0.165535374074,NA,0.377853937370596,NA,NA,NA,NA,11.9919517366089,71.2944853563755,10.508286215639,9.89487132612003,13.1651155633255,"6.85 ug/m3 (11%ile)","45 ppb (71%ile)","21 lifetime risk per million (10%ile)","0.26  (9%ile)","0.166 ug/m3 (13%ile)"
"51131930200",6.85207643835616,45.0658176470588,20.7174848559441,0.252712729305054,0.17566665082858,NA,0.29667901229237,NA,NA,NA,NA,12.0270191209624,71.6107658765567,8.93289886091138,8.19868265706064,14.8960651323007,"6.85 ug/m3 (12%ile)","45.1 ppb (71%ile)","21 lifetime risk per million (8%ile)","0.25  (8%ile)","0.176 ug/m3 (14%ile)"
"51131930300",6.88237698630137,45.4525359477124,20.8532394061038,0.254824960160084,0.1792860962,NA,0.361465260203779,NA,NA,NA,NA,12.4634299693725,73.7627218296323,9.24981976736095,8.53891803811771,15.5528428566059,"6.88 ug/m3 (12%ile)","45.5 ppb (73%ile)","21 lifetime risk per million (9%ile)","0.25  (8%ile)","0.179 ug/m3 (15%ile)"
"51131990100",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
