FIPS_TRACT,FIPS_BLKGP,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,intersection_density,proximity_transit,employment_mix,emp_housing_mix,emp_hou_mix_rank,emp_mix_rank,int_density_rank,prox_transit_rank,walkability_index,walkability_bins
51001990100,510019901000,51,001,990100,0,0,NA,0,0,1,1,1,1,1,Least Walkable
51001090800,510010908002,51,001,090800,2,2.486408823,NA,0.440021267,0.302047357,5,6,3,1,3.166666667,Least Walkable
51001090400,510010904004,51,001,090400,4,3.94526289,NA,0.532693449,0.621274596,14,9,4,1,5.5,Least Walkable
51001090400,510010904003,51,001,090400,3,3.076745341,NA,0.65081622,0.236515089,4,14,3,1,4.333333333,Least Walkable
51001090800,510010908003,51,001,090800,3,5.02150856,NA,0.754727679,0.866530988,20,17,4,1,7.833333333,Below Average Walkable
51001090300,510010903001,51,001,090300,1,2.671163195,NA,0.416956869,0.371216511,7,6,3,1,3.5,Least Walkable
51001090300,510010903002,51,001,090300,2,2.917794417,NA,0.587386786,0.345008157,6,11,3,1,4.166666667,Least Walkable
51001980100,510019801001,51,001,980100,1,0.658292489,NA,0,0,1,1,1,1,1,Least Walkable
51001090700,510010907004,51,001,090700,4,4.66700478,NA,0.658445813,0.470470064,9,14,4,1,5.5,Least Walkable
51001090700,510010907005,51,001,090700,5,4.114438607,NA,0.64159061,0.345787739,6,13,4,1,4.833333333,Least Walkable
51001980200,510019802001,51,001,980200,1,3.395123343,NA,0.053875667,0.115151019,2,2,3,1,2,Least Walkable
51001090200,510010902002,51,001,090200,2,11.52090426,NA,0.738271333,0.520869654,11,17,5,1,6.666666667,Below Average Walkable
51131990100,511319901000,51,131,990100,0,0,NA,0,0,1,1,1,1,1,Least Walkable
51131930200,511319302002,51,131,930200,2,4.066330748,NA,0.442849647,0.533364987,11,7,4,1,4.666666667,Least Walkable
51131930200,511319302001,51,131,930200,1,5.577488008,NA,0.45151979,0.539159915,11,7,4,1,4.666666667,Least Walkable
51131930100,511319301001,51,131,930100,1,5.244322488,NA,0.040359769,0.666470466,15,1,4,1,4.333333333,Least Walkable
51131930300,511319303004,51,131,930300,4,2.720411456,NA,0.369562332,0.591489667,13,5,3,1,4.333333333,Least Walkable
51001090100,510010901002,51,001,090100,2,65.88782337,NA,0.67882449,0.535280293,11,15,11,1,8.333333333,Below Average Walkable
51001090500,510010905003,51,001,090500,3,3.212495503,NA,0.37423802,0.567535773,12,5,3,1,4.166666667,Least Walkable
51001090700,510010907002,51,001,090700,2,7.340811565,NA,0.634166089,0.733077168,17,13,5,1,7,Below Average Walkable
51001090700,510010907003,51,001,090700,3,3.427158045,NA,0.572273922,0.542057329,11,11,3,1,5,Least Walkable
51001090500,510010905002,51,001,090500,2,25.73482204,NA,0.792809765,0.649041522,15,19,7,1,8.333333333,Below Average Walkable
51001090600,510010906003,51,001,090600,3,54.41141218,NA,0.890550076,0.728422039,17,20,10,1,9.833333333,Below Average Walkable
51001090400,510010904002,51,001,090400,2,3.667061255,NA,0.558228553,0.540899917,11,10,3,1,4.833333333,Least Walkable
51001090700,510010907001,51,001,090700,1,7.6047991,NA,0.826405271,0.861853817,20,19,5,1,8.5,Below Average Walkable
51001090600,510010906001,51,001,090600,1,5.533623343,NA,0.287706856,0.242720395,4,3,4,1,2.833333333,Least Walkable
51001090600,510010906004,51,001,090600,4,5.400453851,NA,0.786003571,0.778327003,18,18,4,1,7.666666667,Below Average Walkable
51001090200,510010902003,51,001,090200,3,3.538035347,NA,0.349297824,0.596952004,13,5,3,1,4.333333333,Least Walkable
51001090100,510010901003,51,001,090100,3,59.9345554,NA,0.34004949,0.468739754,9,4,10,1,5.833333333,Below Average Walkable
51001090100,510010901001,51,001,090100,1,22.81425747,NA,0.618360698,0.739716541,17,12,7,1,7.5,Below Average Walkable
51001990200,510019902000,51,001,990200,0,0,NA,0,0,1,1,1,1,1,Least Walkable
51001090100,510010901004,51,001,090100,4,51.5001704,NA,0.566386494,0.633928212,14,10,10,1,7.666666667,Below Average Walkable
51001090400,510010904001,51,001,090400,1,3.155567534,NA,0.446225652,0.348038877,6,7,3,1,3.5,Least Walkable
51001090800,510010908001,51,001,090800,1,3.803256332,NA,0.0754041,0.322351926,5,2,3,1,2.5,Least Walkable
51001090500,510010905001,51,001,090500,1,3.081109654,NA,0.229941823,0.326210748,5,3,3,1,2.666666667,Least Walkable
51001090300,510010903003,51,001,090300,3,2.458242381,NA,0.270426041,0.088892942,1,3,3,1,2,Least Walkable
51001090600,510010906002,51,001,090600,2,2.549918487,NA,0.333333333,0.114668961,2,4,3,1,2.333333333,Least Walkable
51001090200,510010902001,51,001,090200,1,2.362749629,NA,0.498721648,0.679933505,16,8,3,1,5.333333333,Least Walkable
51131930100,511319301003,51,131,930100,3,21.4507885,NA,0.805890864,0.831460951,19,19,7,1,9,Below Average Walkable
51131930300,511319303002,51,131,930300,2,20.47458413,NA,0.637652153,0.767420958,18,13,6,1,7.5,Below Average Walkable
51131930300,511319303001,51,131,930300,1,9.115883497,NA,0.737348961,0.448906201,9,17,5,1,6.333333333,Below Average Walkable
51131930300,511319303003,51,131,930300,3,1.377452767,NA,0.716262982,0.719335482,17,16,2,1,6.5,Below Average Walkable
51131930200,511319302003,51,131,930200,3,2.73306772,NA,0.673738126,0.641483293,14,14,3,1,6,Below Average Walkable
51131930200,511319302004,51,131,930200,4,1.326941954,NA,0.624221809,0.525794747,11,12,2,1,4.833333333,Least Walkable
51131930100,511319301002,51,131,930100,2,5.369414202,NA,0.709661526,0.762776008,18,16,4,1,7.333333333,Below Average Walkable
51131930100,511319301004,51,131,930100,4,2.277069234,NA,0.875810284,0.688250167,16,20,3,1,7.333333333,Below Average Walkable
