"census_tract","year","conventional","fha_insured","va_guaranteed","usda_guaranteed","home_purchase","home_improve","refinance","cash_out_refi","other_purpose","purposeNA","req_preapproval","noreq_preapproval","originated_loan","approvedApp_notAccepted","app_denied","app_withdrawn","fileclosed_incomplete","purchased_loan","denied_preapproval","approve_preapproval","appRace_AIAN","appRace_Asian","appRace_Black","appRace_HawPI","appRace_White","appRace_missing","appRace_NA","appRace_multiracial","appEth_HispLat","appMale","appFemale","appsex_missing","avg_rateSpread","highCost_mortgages","nonHighCost_mortgages","firstlien_secured","sublien_secured","avg_loan_amount","med_loan_amount","avg_app_income","median_app_income","median_income_accepted_app","white_denial_rate","black_denial_rate","hislat_denial_rate","loans_per_units","perc_conventional","perc_govern_backed","sum_mortgage_dollars_in000s","avg_homepurchase_loanamount","med_homepurchase_loanamount","total_apps","perc_app_missingRace","overall_denial_rate","perc_white_apps","perc_black_apps","perc_hislat_apps","population","minority_population","median_family_income","tract_to_msamd_income","tract_owner_occupied_units","tract_one_to_four_family_homes"
"51001980200",2013,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,0,1,1,0,127000,127,65000,65000,NA,0,NA,NA,NA,NA,NA,0,127,127,1,0,0,100,0,0,5,NA,51600,NA,NA,NA
"51001980200",2014,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,0,1,1,0,117000,117,67000,67000,NA,0,NA,NA,NA,NA,NA,0,117,117,1,0,0,100,0,0,5,NA,52000,NA,NA,NA
"51001990100",2007,412,6,0,0,170,28,0,0,0,0,8,76,201,30,88,38,7,54,0,0,0,0,5,0,311,78,24,0,6,265,95,34,5.1225,0,418,318,44,199569.377990431,185,150512.820512821,101000,125000,0.215434083601286,0.6,0.833333333333333,0.000123965260123521,99.5024875621891,0.497512437810945,41621,216.205882352941,206.5,418,18.6602870813397,0.210526315789474,74.4019138755981,1.19617224880383,1.43540669856459,4324,3.38000011444092,49600,85.7300033569336,1639,3879
"51001990100",2008,257,10,1,0,79,28,0,0,0,0,6,34,131,24,57,26,3,27,0,0,0,0,1,0,207,42,18,0,1,169,64,17,5.40357142857143,1,267,213,26,194947.76119403,191.5,115893.87755102,96000,110500,0.251207729468599,0,0,0.000126013397821411,96.9465648854962,3.05343511450382,25854,219.556962025316,222,268,15.6716417910448,0.212686567164179,77.2388059701492,0.373134328358209,0.373134328358209,4324,3.38000011444092,50600,85.7300033569336,1639,3879
"51001990100",2009,367,17,3,1,89,27,0,0,0,0,1,46,195,25,66,46,10,46,0,0,1,3,1,0,304,58,21,0,3,250,90,27,3.77333333333333,0,388,327,11,193059.278350515,178,130788.13559322,95000,118000,0.1875,0,0,0.000129563629695187,97.9487179487179,2.05128205128205,38712,181.539325842697,149,388,14.9484536082474,0.170103092783505,78.3505154639175,0.257731958762887,0.77319587628866,4324,3.38000011444092,53100,85.7300033569336,1639,3879
"51001990100",2010,331,16,11,0,75,17,0,0,0,0,2,28,182,14,63,33,11,55,0,0,0,0,2,0,262,62,32,0,1,231,53,42,2.34571428571429,0,358,289,7,179564.245810056,160,134407.766990291,105000,120000,0.213740458015267,0.5,1,0.00013105952262649,92.8571428571429,7.14285714285714,32635,156.253333333333,130,358,17.3184357541899,0.175977653631285,73.1843575418994,0.558659217877095,0.279329608938547,4324,3.38000011444092,53300,85.7300033569336,1639,3879
"51001990100",2011,258,11,3,2,62,15,0,0,0,0,1,27,140,10,70,15,7,32,0,0,0,3,1,0,220,34,16,0,1,181,52,25,2.486,0,274,234,4,180802.919708029,162,133127.906976744,99500,111500,0.295454545454545,0,1,0.000131721811061998,95.7142857142857,4.28571428571429,26457,163.693548387097,158,274,12.4087591240876,0.255474452554745,80.2919708029197,0.364963503649635,0.364963503649635,4324,3.38000011444092,51900,85.7300033569336,1639,3879
"51001990100",2012,16,0,0,0,2,7,0,0,0,0,0,1,7,1,6,1,1,0,0,0,0,0,0,0,15,1,0,0,0,12,3,1,NA,0,16,14,0,161500,107.5,128687.5,74000,62000,0.4,NA,NA,NA,100,0,1222,207,207,16,6.25,0.375,93.75,0,0,NA,NA,52600,NA,NA,NA
"51001990200",2007,519,30,10,0,227,47,0,0,0,0,3,88,219,37,129,66,19,89,0,0,2,4,62,1,349,109,32,2,8,328,143,57,5.24243902439024,1,558,417,46,138570.661896243,135,81026.9230769231,59000,68000,0.214899713467049,0.435483870967742,0.375,0.000101600368173754,93.6073059360731,6.39269406392694,31540,158.246696035242,163,559,19.4991055456172,0.230769230769231,62.432915921288,11.0912343470483,1.43112701252236,8801,42.2000007629395,49600,81.4499969482422,2540,3856
"51001990200",2008,350,75,14,2,171,48,0,0,0,0,2,57,199,25,100,23,11,83,0,0,0,4,55,5,267,61,49,3,6,249,117,26,4.555,0,441,327,23,138022.675736961,123,78129.5336787565,57000,65000,0.205992509363296,0.527272727272727,0.166666666666667,0.000117024679858112,79.3969849246231,20.6030150753769,30253,149.959064327485,125,441,13.8321995464853,0.226757369614512,60.5442176870748,12.4716553287982,1.36054421768707,8801,42.2000007629395,50600,81.4499969482422,2540,3856
"51001990200",2009,271,84,29,6,99,26,0,0,0,0,0,35,165,6,81,51,12,75,0,0,1,2,30,4,260,57,36,2,4,232,90,32,3.57833333333333,0,390,304,6,147320.512820513,135,77361.7647058823,63000,69500,0.2,0.466666666666667,0,0.000109719119055219,78.1818181818182,21.8181818181818,25099,135.79797979798,135,390,14.6153846153846,0.207692307692308,66.6666666666667,7.69230769230769,1.02564102564103,8801,42.2000007629395,53100,81.4499969482422,2540,3856
"51001990200",2010,218,52,14,6,80,14,0,0,0,0,1,29,132,9,66,35,5,43,0,0,0,0,27,0,189,61,13,0,3,190,56,31,2.219,0,290,236,9,150162.068965517,147,83828.9962825279,68000,71000,0.19047619047619,0.481481481481481,0,0.000118042638431821,78.7878787878788,21.2121212121212,19631,158.1625,155,290,21.0344827586207,0.227586206896552,65.1724137931034,9.31034482758621,1.03448275862069,8801,42.2000007629395,53300,81.4499969482422,2540,3856
"51001990200",2011,219,37,29,5,105,11,0,0,0,0,5,26,126,20,55,25,12,52,0,0,1,1,26,0,198,33,31,2,1,163,71,25,2.56076923076923,0,290,231,4,152751.724137931,134,81092,65500,73000,0.176767676767677,0.461538461538462,0,0.000112677063957648,79.3650793650794,20.6349206349206,19342,128.038095238095,111,290,11.3793103448276,0.189655172413793,68.2758620689655,8.96551724137931,0.344827586206897,8801,42.2000007629395,51900,81.4499969482422,2540,3856
"51001990200",2012,7,0,0,1,1,3,0,0,0,0,0,0,3,0,3,1,0,1,0,0,0,0,2,0,3,2,1,0,0,3,2,2,NA,0,8,5,0,113500,70,60285.7142857143,67000,86000,0.333333333333333,0.5,NA,NA,100,0,307,170,170,8,25,0.375,37.5,25,0,NA,NA,52600,NA,NA,NA
"51001990200",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,0,1,0,1,57000,57,40000,40000,NA,0,NA,NA,NA,NA,NA,0,NA,NA,1,0,0,100,0,0,NA,NA,51600,NA,NA,NA
"51001990300",2007,158,6,0,0,53,23,0,0,0,0,4,13,63,10,57,13,1,20,0,0,1,0,21,1,95,37,9,1,5,99,40,16,4.44409090909091,0,164,130,13,109609.756097561,92,69398.6928104575,52000,55000,0.315789473684211,0.428571428571429,0,0.000278770929944423,93.6507936507936,6.34920634920635,7314,125.528301886792,112,164,22.5609756097561,0.347560975609756,57.9268292682927,12.8048780487805,3.04878048780488,2904,26.1700000762939,49600,84.0899963378906,900,1378
"51001990300",2008,97,27,0,0,26,27,0,0,0,0,1,8,38,7,40,14,1,24,0,0,0,1,13,0,79,16,15,0,2,71,30,8,4.174375,0,124,91,6,99387.0967741935,91,59096.1538461538,48500,62000,0.379746835443038,0.538461538461538,0,0.000222388688609017,73.6842105263158,26.3157894736842,4190,102.230769230769,101.5,124,12.9032258064516,0.32258064516129,63.7096774193548,10.4838709677419,1.61290322580645,2904,26.1700000762939,50600,84.0899963378906,900,1378
"51001990300",2009,89,37,2,3,22,19,0,0,0,0,0,8,48,4,32,14,2,31,0,0,0,0,7,2,80,24,18,3,0,75,26,12,3.785,0,131,90,7,116961.832061069,100,57733.9449541284,55000,64000,0.3125,0.428571428571429,NA,0.000265901461350115,79.1666666666667,20.8333333333333,5861,91.9545454545455,83.5,131,18.3206106870229,0.244274809160305,61.0687022900763,5.34351145038168,0,2904,26.1700000762939,53100,84.0899963378906,900,1378
"51001990300",2010,39,22,4,2,25,6,0,0,0,0,0,6,25,5,17,6,0,14,0,0,0,0,11,0,42,8,6,0,4,42,15,4,1.9,0,67,51,0,101373.134328358,93,51925.9259259259,48000,48000,0.261904761904762,0.272727272727273,0,0.000270779628706973,52,48,2773,80.32,69,67,11.9402985074627,0.253731343283582,62.6865671641791,16.4179104477612,5.97014925373134,2904,26.1700000762939,53300,84.0899963378906,900,1378
"51001990300",2011,36,19,2,1,18,3,0,0,0,0,0,6,19,2,18,4,0,15,0,0,0,0,4,0,33,14,7,0,0,27,13,11,3.18,0,58,41,1,113844.827586207,102.5,71042.5531914894,41000,62500,0.303030303030303,0.5,NA,0.00023772583954757,73.6842105263158,26.3157894736842,2703,81,70.5,58,24.1379310344828,0.310344827586207,56.8965517241379,6.89655172413793,0,2904,26.1700000762939,51900,84.0899963378906,900,1378
"51001990400",2007,311,28,2,0,88,37,0,0,0,0,1,33,126,20,110,41,9,35,0,0,0,1,121,0,131,70,18,0,5,189,96,38,5.29135135135135,0,341,270,31,128809.384164223,115,66214.5110410095,50000,55000,0.244274809160305,0.479338842975207,0.2,0.000155645099526394,88.8888888888889,11.1111111111111,17320,117.079545454545,109,341,20.5278592375367,0.32258064516129,38.41642228739,35.4838709677419,1.46627565982405,6035,63.3499984741211,49600,79.9599990844727,1388,2374
"51001990400",2008,211,67,4,0,86,43,0,0,0,0,3,23,81,12,75,27,6,81,0,0,2,1,81,0,100,40,58,2,10,119,85,20,4.3864,0,282,177,16,126269.503546099,106.5,69506.9124423963,56000,62000,0.26,0.481481481481481,0.3,0.000120991593324849,70.3703703703704,29.6296296296296,12242,129.837209302326,104,282,14.1843971631206,0.265957446808511,35.4609929078014,28.7234042553192,3.54609929078014,6035,63.3499984741211,50600,79.9599990844727,1388,2374
"51001990400",2009,158,69,7,2,53,20,0,0,0,0,0,21,95,8,62,22,4,45,0,0,0,1,44,0,137,35,19,0,5,130,66,21,4.485,0,236,178,11,156805.084745763,136,78237.1134020619,58500,58000,0.255474452554745,0.340909090909091,0.2,0.000169562920337555,73.6842105263158,26.3157894736842,15094,125.679245283019,115,236,14.8305084745763,0.26271186440678,58.0508474576271,18.6440677966102,2.11864406779661,6035,63.3499984741211,53100,79.9599990844727,1388,2374
"51001990400",2010,138,28,5,5,47,18,0,0,0,0,0,7,73,7,41,19,7,29,0,0,3,3,28,0,118,13,11,2,0,97,59,9,2.54,0,176,138,4,147982.954545455,140,78521.7391304348,60000,66000,0.211864406779661,0.392857142857143,NA,0.000174714712414797,76.7123287671233,23.2876712328767,10150,138.723404255319,130,176,7.38636363636364,0.232954545454545,67.0454545454545,15.9090909090909,0,6035,63.3499984741211,53300,79.9599990844727,1388,2374
"51001990400",2011,105,16,9,3,35,5,0,0,0,0,0,8,58,10,31,8,2,24,0,0,0,2,17,0,94,10,10,0,3,74,40,9,2.95,0,133,106,2,152624.060150376,130,78764.7058823529,60000,64000,0.212765957446809,0.294117647058824,1,0.0001836942820404,74.1379310344828,25.8620689655172,9372,129.285714285714,100,133,7.5187969924812,0.233082706766917,70.6766917293233,12.781954887218,2.25563909774436,6035,63.3499984741211,51900,79.9599990844727,1388,2374
"51001990500",2007,210,15,0,0,59,23,0,0,0,0,2,21,87,15,68,26,4,25,0,0,2,0,51,0,117,43,12,0,7,104,77,32,4.85538461538462,0,225,179,20,114848.888888889,100,56194.3127962085,52000,57000,0.324786324786325,0.392156862745098,0.428571428571429,0.000295165394402036,94.2528735632184,5.74712643678161,10215,122.762711864407,120,225,19.1111111111111,0.302222222222222,52,22.6666666666667,3.11111111111111,2791,40.3800010681152,49600,107.449996948242,821,1310
"51001990500",2008,142,27,0,0,39,31,0,0,0,0,0,11,54,2,64,19,2,28,0,0,0,1,40,0,84,24,20,1,2,67,68,14,3.85928571428571,0,169,122,14,94248.5207100592,75,53786.2068965517,48000,57500,0.404761904761905,0.55,0,0.000243913455892317,79.6296296296296,20.3703703703704,5920,88.2307692307692,70,169,14.2011834319527,0.378698224852071,49.7041420118343,23.6686390532544,1.18343195266272,2791,40.3800010681152,50600,107.449996948242,821,1310
"51001990500",2009,54,37,2,8,20,12,0,0,0,0,0,8,39,3,23,5,3,28,0,0,0,0,20,0,52,18,11,0,2,46,32,12,4.11666666666667,0,101,68,0,123673.267326733,116,52047.0588235294,46000,49500,0.230769230769231,0.2,0.5,0.000294762300657547,56.4102564102564,43.5897435897436,4883,148.25,116,101,17.8217821782178,0.227722772277228,51.4851485148515,19.8019801980198,1.98019801980198,2791,40.3800010681152,53100,107.449996948242,821,1310
"51001990500",2010,52,33,1,4,28,5,0,0,0,0,2,7,34,1,20,14,4,17,0,0,0,0,10,0,59,14,7,0,4,34,39,10,2.468,0,90,68,3,106344.444444444,101,52050.6329113924,46000,45000,0.23728813559322,0.4,0,0.000288379983036472,58.8235294117647,41.1764705882353,3405,79.4642857142857,81,90,15.5555555555556,0.222222222222222,65.5555555555556,11.1111111111111,4.44444444444444,2791,40.3800010681152,53300,107.449996948242,821,1310
"51001990500",2011,39,10,1,4,11,7,0,0,0,0,0,3,15,4,19,4,4,8,0,0,0,0,7,0,31,13,3,0,0,23,16,12,1.8,0,54,42,1,114166.666666667,105,67531.914893617,54000,55000,0.451612903225806,0.428571428571429,NA,0.000212044105173876,73.3333333333333,26.6666666666667,1562,126.363636363636,131,54,24.0740740740741,0.351851851851852,57.4074074074074,12.962962962963,0,2791,40.3800010681152,51900,107.449996948242,821,1310
"51001990600",2007,337,10,1,0,73,52,0,0,0,0,3,21,153,13,77,44,14,47,0,0,1,4,31,2,226,62,22,2,1,188,103,35,4.17314285714286,0,348,271,25,160939.655172414,124,85461.7834394904,63500,69000,0.199115044247788,0.451612903225806,0,0.000195228762173088,99.3464052287582,0.65359477124183,24433,178.068493150685,145,348,17.816091954023,0.221264367816092,64.9425287356322,8.9080459770115,0.28735632183908,4671,22.0900001525879,49600,119.660003662109,1514,2252
"51001990600",2008,232,30,2,0,70,36,0,0,0,0,4,23,116,16,51,25,7,49,0,0,0,0,19,1,178,30,36,0,1,143,69,16,4.78689655172414,0,264,198,14,157363.636363636,126,104000,62500,69000,0.230337078651685,0.315789473684211,0,0.000195112761720222,93.1034482758621,6.89655172413793,19344,161.9,146,264,11.3636363636364,0.193181818181818,67.4242424242424,7.1969696969697,0.378787878787879,4671,22.0900001525879,50600,119.660003662109,1514,2252
"51001990600",2009,216,51,5,1,50,33,0,0,0,0,0,19,110,12,56,31,4,60,0,0,0,1,16,1,195,34,26,0,5,171,59,17,4.0025,0,273,199,4,174835.164835165,150,96800,64000,68000,0.215384615384615,0.4375,0.4,0.000178921138068563,84.5454545454545,15.4545454545455,19417,136.9,126.5,273,12.4542124542125,0.205128205128205,71.4285714285714,5.86080586080586,1.83150183150183,4671,22.0900001525879,53100,119.660003662109,1514,2252
"51001990600",2010,170,41,1,0,51,18,0,0,0,0,1,15,102,14,35,22,5,34,0,0,0,2,17,0,145,38,10,0,0,120,57,25,3.865,0,212,167,2,166702.830188679,146.5,80862.2448979592,64500,66000,0.158620689655172,0.235294117647059,NA,0.000213646569925266,87.2549019607843,12.7450980392157,16631,153.901960784314,140,212,17.9245283018868,0.165094339622642,68.3962264150943,8.0188679245283,0,4671,22.0900001525879,53300,119.660003662109,1514,2252
"51001990600",2011,161,27,12,7,64,11,0,0,0,0,2,12,86,12,47,21,5,36,0,0,0,2,17,0,145,22,21,0,1,109,64,13,1.73333333333333,0,207,165,4,157599.033816425,147,82270.7182320442,67000,81000,0.220689655172414,0.529411764705882,0,0.000184484430372144,81.3953488372093,18.6046511627907,13900,172.0625,164,207,10.6280193236715,0.227053140096618,70.048309178744,8.21256038647343,0.483091787439614,4671,22.0900001525879,51900,119.660003662109,1514,2252
"51001990700",2007,397,7,2,0,112,50,0,0,0,0,0,35,156,26,113,49,9,53,0,0,1,6,111,0,195,69,24,2,3,219,125,38,5.19921052631579,0,406,315,35,145455.665024631,124.5,73453.8258575198,57000,65000,0.215384615384615,0.432432432432432,0,0.000161647645436252,100,0,23632,154.8125,141.5,406,16.9950738916256,0.278325123152709,48.0295566502463,27.3399014778325,0.738916256157635,5031,42.0200004577637,49600,99.0999984741211,1573,2377
"51001990700",2008,250,47,4,0,75,53,0,0,0,0,3,20,125,8,70,30,5,63,0,0,0,0,62,0,161,29,49,0,3,157,79,16,4.94296296296296,3,298,210,18,134893.687707641,114,72020.7468879668,57000,70500,0.180124223602484,0.451612903225806,0.333333333333333,0.00017470862096196,87.2,12.8,17361,154.6,126,301,9.63455149501661,0.232558139534884,53.4883720930233,20.5980066445183,0.996677740863787,5031,42.0200004577637,50600,99.0999984741211,1573,2377
"51001990700",2009,223,62,4,4,59,22,0,0,0,0,1,15,129,9,65,22,7,61,0,0,0,4,48,0,167,40,34,0,9,156,76,27,4.378,0,293,224,5,169986.348122867,153,81991.6666666667,62000,71500,0.143712574850299,0.604166666666667,0.111111111111111,0.000185222144527834,81.3953488372093,18.6046511627907,23406,152.593220338983,129,293,13.6518771331058,0.221843003412969,56.9965870307167,16.382252559727,3.07167235494881,5031,42.0200004577637,53100,99.0999984741211,1573,2377
"51001990700",2010,171,45,10,5,47,21,0,0,0,0,1,12,101,6,43,31,2,48,0,0,0,0,28,0,166,23,14,0,8,128,76,13,3.2775,0,231,166,8,152406.926406926,144,69947.1153846154,57000,59000,0.162650602409639,0.392857142857143,0,0.000183941706869767,79.2079207920792,20.7920792079208,15024,171.382978723404,161,231,9.95670995670996,0.186147186147186,71.8614718614719,12.1212121212121,3.46320346320346,5031,42.0200004577637,53300,99.0999984741211,1573,2377
"51001990700",2011,145,24,5,22,64,20,0,0,0,0,2,5,87,7,43,22,4,33,0,0,0,1,40,0,122,19,14,0,0,113,55,14,3.35,0,196,152,6,157755.102040816,150,78797.7528089888,55500,67000,0.180327868852459,0.35,NA,0.000186738557433912,75.8620689655172,24.1379310344828,13598,177.078125,185,196,9.69387755102041,0.219387755102041,62.2448979591837,20.4081632653061,0,5031,42.0200004577637,51900,99.0999984741211,1573,2377
"51001990800",2007,206,5,2,0,41,28,0,0,0,0,1,16,100,10,49,32,3,19,0,0,0,0,37,0,126,40,10,0,7,118,61,24,4.6378947368421,0,213,158,33,126276.995305164,101,66670.1570680628,50000,54500,0.238095238095238,0.27027027027027,0.428571428571429,0.000255570804613564,97,3,14851,206.170731707317,119,213,18.7793427230047,0.230046948356808,59.1549295774648,17.3708920187793,3.28638497652582,3748,50.4799995422363,49600,89.3099975585938,1097,1837
"51001990800",2008,210,33,3,0,66,43,0,0,0,0,1,16,80,11,58,22,6,69,0,0,0,0,32,0,123,38,53,0,10,106,66,21,4.65823529411765,0,246,160,12,139764.227642276,107.5,82890.0523560209,57000,53000,0.260162601626016,0.40625,0.2,0.000177029532951835,85,15,11863,156.121212121212,113.5,246,15.4471544715447,0.235772357723577,50,13.0081300813008,4.0650406504065,3748,50.4799995422363,50600,89.3099975585938,1097,1837
"51001990800",2009,132,47,2,1,33,22,0,0,0,0,1,8,79,12,35,13,5,38,0,0,0,0,26,1,109,25,21,1,4,101,49,11,3.644,0,182,133,5,146494.505494505,115,79987.012987013,53000,54500,0.201834862385321,0.269230769230769,0.75,0.000236290655452332,78.4810126582278,21.5189873417722,11238,148.212121212121,110,182,13.7362637362637,0.192307692307692,59.8901098901099,14.2857142857143,2.1978021978022,3748,50.4799995422363,53100,89.3099975585938,1097,1837
"51001990800",2010,94,29,1,1,24,12,0,0,0,0,2,3,57,5,24,7,2,30,0,0,0,1,25,0,74,9,16,1,2,57,44,8,3.50714285714286,0,125,84,3,125816,110,138257.425742574,56000,55000,0.121621621621622,0.44,0.5,0.000248230811105063,78.9473684210526,21.0526315789474,7129,167.958333333333,128.5,125,7.2,0.192,59.2,20,1.6,3748,50.4799995422363,53300,89.3099975585938,1097,1837
"51001990800",2011,78,19,1,2,19,14,0,0,0,0,1,5,52,2,19,9,2,16,0,0,0,0,20,0,67,9,4,0,3,59,30,7,5.165,0,100,73,5,161570,138,99755.5555555556,70500,71000,0.164179104477612,0.3,0,0.000283070223189984,82.6923076923077,17.3076923076923,8428,175.157894736842,190,100,9,0.19,67,20,3,3748,50.4799995422363,51900,89.3099975585938,1097,1837
"51131930100",2012,133,25,3,3,33,20,0,0,0,0,2,5,74,4,42,15,4,25,0,0,0,0,22,0,119,9,14,0,1,98,45,7,NA,0,164,125,5,156689.024390244,145,95474.025974026,72500,78000,0.252100840336134,0.5,1,0.000178488731089843,87.8378378378378,12.1621621621622,11386,152.909090909091,136,164,5.48780487804878,0.25609756097561,72.5609756097561,13.4146341463415,0.609756097560976,4376,42.5999984741211,52600,75.1900024414062,1257,2528
"51131930100",2013,139,19,11,7,47,25,0,0,0,0,0,7,74,5,50,8,8,31,0,0,0,0,23,0,103,27,23,1,2,93,40,20,1.66,0,176,128,6,354761.363636364,108,81297.2972972973,60500,62000,0.262135922330097,0.565217391304348,0,0.000166319044879171,85.1351351351351,14.8648648648649,11495,169.617021276596,116,176,15.3409090909091,0.284090909090909,58.5227272727273,13.0681818181818,1.13636363636364,4376,42.5999984741211,51600,75.1900024414062,1257,2528
"51131930100",2014,98,15,8,5,38,16,0,0,0,0,1,8,45,10,36,11,6,18,0,0,1,0,19,0,81,13,12,0,1,59,43,12,1.64,0,126,96,3,162198.412698413,130,74788.9908256881,45000,60000,0.234567901234568,0.631578947368421,0,0.00014127486437613,82.2222222222222,17.7777777777778,7905,156.078947368421,134,126,10.3174603174603,0.285714285714286,64.2857142857143,15.0793650793651,0.793650793650794,4376,42.5999984741211,52000,78.0500030517578,1257,2528
"51131930100",2015,108,20,20,3,72,17,0,0,0,0,2,12,69,3,38,14,6,21,0,0,0,1,26,0,101,11,12,0,6,79,55,5,3.11333333333333,0,151,117,1,139516.556291391,102,70796.992481203,49000,55000,0.267326732673267,0.307692307692308,0,0.000180756978791181,76.8115942028985,23.1884057971014,10691,135.625,102.5,151,7.28476821192053,0.251655629139073,66.887417218543,17.2185430463576,3.97350993377483,4376,42.5999984741211,52700,78.0500030517578,1257,2528
"51131930100",2016,120,20,12,0,49,35,0,0,0,0,2,17,56,4,53,18,6,15,0,0,5,3,30,0,94,12,8,1,3,100,40,4,NA,0,152,113,5,145381.578947368,115,72956.204379562,53000,65000,0.265957446808511,0.6,0.333333333333333,0.000145736175882745,80.3571428571429,19.6428571428571,10227,191.040816326531,175,152,7.89473684210526,0.348684210526316,61.8421052631579,19.7368421052632,1.97368421052632,4376,42.5999984741211,52300,78.0500030517578,1257,2528
"51131930100",2017,108,12,20,10,54,34,0,0,0,0,2,10,72,4,32,20,9,13,0,0,3,0,34,0,88,11,14,1,5,76,54,6,2.9725,1,149,109,2,130293.333333333,107,81205.8823529412,54000,61500,0.170454545454545,0.411764705882353,0.2,0.000203994900127497,70.8333333333333,29.1666666666667,9026,165.518518518519,126,150,7.33333333333333,0.213333333333333,58.6666666666667,22.6666666666667,3.33333333333333,4630,45.9599990844727,53300,92.1399993896484,1256,2353
"51131930200",2012,120,22,5,1,43,18,0,0,0,0,0,11,57,7,45,19,10,10,0,0,0,3,26,0,91,22,6,0,4,84,43,15,4.08,0,148,123,1,199729.72972973,160.5,116785.185185185,71000,77000,0.285714285714286,0.461538461538462,0.5,0.000187504934340377,87.719298245614,12.280701754386,12804,201.302325581395,147,148,14.8648648648649,0.304054054054054,61.4864864864865,17.5675675675676,2.7027027027027,3820,51.75,52600,119.279998779297,1027,2054
"51131930200",2013,137,16,10,1,41,23,0,0,0,0,0,11,70,13,48,14,8,11,0,0,0,2,34,1,103,17,7,0,3,103,47,7,2.58666666666667,0,164,138,3,356207.317073171,139,95761.5894039735,78000,77000,0.252427184466019,0.441176470588235,0.666666666666667,0.000207803928087966,85.7142857142857,14.2857142857143,11247,194.487804878049,140,164,10.3658536585366,0.292682926829268,62.8048780487805,20.7317073170732,1.82926829268293,3820,51.75,51600,119.279998779297,1027,2054
"51131930200",2014,96,15,12,4,46,23,0,0,0,0,2,8,54,6,39,14,3,11,0,0,0,1,31,1,75,13,6,0,2,77,38,6,5.84,0,127,96,2,160905.511811024,146,96412.2807017544,70000,82000,0.186666666666667,0.612903225806452,0.5,0.000207009177406865,79.6296296296296,20.3703703703704,9373,182.195652173913,162.5,127,10.2362204724409,0.307086614173228,59.0551181102362,24.4094488188976,1.5748031496063,3820,51.75,52000,123.809997558594,1027,2054
"51131930200",2015,108,11,16,0,29,25,0,0,0,0,0,12,57,6,38,8,11,15,0,0,0,1,27,0,81,15,11,0,6,74,44,6,1.98333333333333,0,135,100,2,170133.333333333,143,116308.943089431,71000,85500,0.222222222222222,0.444444444444444,0.666666666666667,0.000205560965054636,77.1929824561403,22.8070175438596,10972,210.310344827586,172,135,11.1111111111111,0.281481481481481,60,20,4.44444444444444,3820,51.75,52700,123.809997558594,1027,2054
"51131930200",2016,92,22,11,2,38,19,0,0,0,0,3,6,53,3,30,20,11,10,0,0,0,1,24,0,79,16,7,1,3,76,36,8,1.6,0,127,101,4,199125.984251969,174,110082.568807339,75000,83000,0.215189873417722,0.458333333333333,0.333333333333333,0.000203175674121553,67.9245283018868,32.0754716981132,11681,203.447368421053,206,127,12.5984251968504,0.236220472440945,62.2047244094488,18.8976377952756,2.36220472440945,3820,51.75,52300,123.809997558594,1027,2054
"51131930200",2017,80,15,13,1,40,18,0,0,0,0,4,13,46,2,29,12,9,11,0,0,1,1,23,0,63,13,8,2,1,63,30,8,1.88,0,109,81,1,175183.486238532,174,86106.3829787234,65500,77000,0.19047619047619,0.521739130434783,0,0.000211009174311927,69.5652173913043,30.4347826086957,9815,211.85,186,109,11.9266055045872,0.26605504587156,57.7981651376147,21.1009174311927,0.917431192660551,3511,47.1100006103516,53300,107.050003051758,1062,2000
"51131930300",2012,242,24,20,2,97,21,0,0,0,0,3,22,142,8,67,24,8,39,0,0,0,2,20,1,212,30,23,2,2,181,64,20,3.42,0,288,231,10,212975.694444444,172,144078.947368421,106000,109000,0.226415094339623,0.4,0,0.000193052292699904,87.3239436619718,12.6760563380282,29270,222.072164948454,168,288,10.4166666666667,0.232638888888889,73.6111111111111,6.94444444444444,0.694444444444444,4193,42.7599983215332,52600,94.9100036621094,1333,2554
"51131930300",2013,239,17,20,0,87,18,0,0,0,0,6,25,143,9,61,25,8,30,0,0,1,5,19,0,190,41,20,0,4,175,50,31,2.27428571428571,0,276,232,10,216311.594202899,180,155056.224899598,108000,105000,0.215789473684211,0.315789473684211,0.5,0.000202864503535233,88.8111888111888,11.1888111888112,30972,251.425287356322,193,276,14.8550724637681,0.221014492753623,68.8405797101449,6.88405797101449,1.44927536231884,4193,42.7599983215332,51600,94.9100036621094,1333,2554
"51131930300",2014,180,18,20,0,90,26,0,0,0,0,4,13,105,6,42,23,5,37,0,0,2,0,23,0,152,18,23,1,3,125,54,16,1.83,0,218,161,1,211463.302752294,170,148266.666666667,112000,126000,0.157894736842105,0.652173913043478,0,0.000188587069752071,86.6666666666667,13.3333333333333,23291,202.555555555556,163.5,218,8.25688073394496,0.192660550458716,69.7247706422018,10.5504587155963,1.37614678899083,4193,42.7599983215332,52000,98.5199966430664,1333,2554
