"tract","medc_allworkerstr","medc_livewithin40tr","medc_25_restr","workersIntr","liveoutsideRegiontr","liveinsideRegiontr","perc_workers_liveinRegiontr","perc_workers_liveoutsideRegiontr","workersw40tr","workers25tr","avgc_allworkerstr","avgc_livewithin40tr","avgc_25_restr","county"
"51001090100",14.6531905676268,5.72053253800159,6.42731605207913,913,71,842,92.223439211391,7.77656078860898,832,839,15.4417026439987,5.73914644565178,6.19616066399485,"51001"
"51001090200",39.2868834596041,9.01233839361412,8.9877573403846,1974,609,1365,69.1489361702128,30.8510638297872,1374,1363,42.396280582189,9.30898797412722,9.12292399406038,"51001"
"51001090300",10.3021314444342,9.57007693103103,8.25912272836984,92,6,86,93.4782608695652,6.52173913043478,88,85,11.9013579514472,8.09335334808511,7.3934680861956,"51001"
"51001090400",21.2753833386906,9.48751240551269,9.09315902512696,1872,246,1626,86.8589743589744,13.1410256410256,1649,1625,23.0451508174543,9.31113588686776,8.95944065463388,"51001"
"51001090500",35.732757237832,8.14950671289137,7.92629640978711,2073,430,1643,79.2571152918476,20.7428847081524,1653,1643,32.87855558289,8.24627493948312,8.0814086962295,"51001"
"51001090600",36.3174983659694,9.12271419559707,7.10806618459985,864,288,576,66.6666666666667,33.3333333333333,608,576,37.3575109185957,8.96198289284803,7.53025412722493,"51001"
"51001090700",35.4920321243879,8.48900026572659,7.01948410890704,1186,357,829,69.8988195615514,30.1011804384486,886,827,38.4444676389072,8.80287788043884,7.11638801861284,"51001"
"51001090800",19.0816185566317,9.45464397072408,8.13259268777502,892,180,712,79.8206278026906,20.1793721973094,773,710,23.3747275609604,9.83128334722689,8.23368738356086,"51001"
"51001980100",25.8539408122976,13.13625253315,15.9681947548812,22,2,20,90.9090909090909,9.09090909090909,19,20,20.1275508505225,10.521807823457,12.6348896141535,"51001"
"51001980200",31.99416997298,6.7738138620448,6.7738138620448,32,8,24,75,25,24,24,31.4927201739737,7.21251318269447,7.21251318269447,"51001"
"51131930100",37.4693297777257,10.7489656852801,7.51377964210011,1443,480,963,66.7359667359667,33.2640332640333,1121,963,36.5836164422831,10.4219227193035,7.27858983880571,"51131"
"51131930200",13.0301496827583,8.22094795621075,6.85578576950572,956,175,781,81.6945606694561,18.3054393305439,867,779,18.7808995981625,8.46719560798374,6.95067547301733,"51131"
"51131930300",17.4423191958005,8.83360101003698,6.59600386153434,1360,371,989,72.7205882352941,27.2794117647059,1218,989,16.9634226535494,8.83835053611129,7.15377826237781,"51131"
