Store_Name,Address,Address_Line__2,City,State,Zip5,Zip4,County,ObjectId,geometry
Sheetz 565,4201 Anderson Hwy,NA,Powhatan,VA,23139,5602,POWHATAN,222397,"c(-77.941483, 37.555294)"
7-eleven 23904D,380 N Mason St,NA,Harrisonburg,VA,22802,4146,HARRISONBURG,224778,"c(-78.865555, 38.452824)"
"Abarrotes La Victoria, Llc.",440 W Broad St,NA,Waynesboro,VA,22980,4506,WAYNESBORO,225090,"c(-78.888779, 38.069832)"
Charlottesville Latino Market,380 Greenbrier Dr,Ste D,Charlottesville,VA,22901,1655,ALBEMARLE,225620,"c(-78.485283, 38.070778)"
Aldi 55,841 Shenandoah Village Dr,NA,Waynesboro,VA,22980,NA,WAYNESBORO,226132,"c(-78.937241, 38.054516)"
Staunton Junction,163 Greenville Ave,NA,Staunton,VA,24401,4379,STAUNTON,226151,"c(-79.069984, 38.147797)"
Fishersville Corner Market,1829 Jefferson Hwy,NA,Fishersville,VA,22939,2238,AUGUSTA,226580,"c(-78.96685, 38.097031)"
Lidl 1500,750 Twentyninght Place Court,NA,Charlottesville,VA,22901,NA,ALBEMARLE,226820,"c(-78.479065, 38.078098)"
D'amores Market,4814 Broad Street Rd,NA,Louisa,VA,23093,2204,LOUISA,228289,"c(-77.998222, 37.844482)"
Sheetz 572,2870 Stuarts Draft Hwy,NA,Stuarts Draft,VA,24477,2780,AUGUSTA,228565,"c(-79.026611, 38.037491)"
Sheetz 588,216 East Main St,NA,Louisa,VA,23093,6502,LOUISA,229069,"c(-77.999748, 38.021976)"
Crozet Great Valu,5728 Three Notched Rd,NA,Crozet,VA,22932,3107,ALBEMARLE,229753,"c(-78.698532, 38.069263)"
Stop In Food Stores 64,1129 Richmond Rd,NA,Charlottesville,VA,22911,3514,ALBEMARLE,229946,"c(-78.457619, 38.034035)"
Dollar Tree 6338,195 Madison Rd,NA,Orange,VA,22960,1427,ORANGE,230417,"c(-78.112488, 38.248322)"
Stop In Food Stores 8065,301 E Broad St,NA,Waynesboro,VA,22980,5005,WAYNESBORO,231129,"c(-78.883911, 38.069164)"
Wegmans 127,100 Wegmans Way,NA,Charlottesville,VA,22902,6507,CHARLOTTESVILLE,232462,"c(-78.501923, 38.009186)"
7-eleven 39892A,1911 S High St,NA,Harrisonburg,VA,22801,8563,HARRISONBURG,234460,"c(-78.905121, 38.431805)"
Babylon,1435 S Main St,NA,Harrisonburg,VA,22801,2910,HARRISONBURG,234553,"c(-78.882416, 38.432911)"
Aswadi Enterprises Llc. Corner Exxon,233 Caroline St,NA,Orange,VA,22960,1530,ORANGE,235397,"c(-78.113045, 38.240124)"
7-eleven 34517b 34517B,211 N Main St,NA,Bridgewater,VA,22812,1339,ROCKINGHAM,235732,"c(-78.975143, 38.384186)"
Staunton Farmers' Market,101 W Johnson St,NA,Staunton,VA,24401,NA,STAUNTON,235858,"c(-79.074066, 38.148697)"
"Sysco Virginia, LLC 7",5081 S Valley Pike,NA,Harrisonburg,VA,22801,3932,HARRISONBURG,237007,"c(-78.92424, 38.380337)"
Al-Barakah ,2173 S Main St,NA,Harrisonburg,VA,22801,2683,HARRISONBURG,237251,"c(-78.89341, 38.422421)"
Mad River Store,710 Port Republic Rd,NA,Harrisonburg,VA,22801,3328,HARRISONBURG,237692,"c(-78.87439, 38.427216)"
Goose Creek Market Exxon,137 Lee Jackson Hwy,NA,Staunton,VA,24401,5503,STAUNTON,238267,"c(-79.066032, 38.123207)"
The Country Store,587 Mt Torrey Rd,NA,Lyndhurst,VA,22952,2600,AUGUSTA,238485,"c(-78.945351, 38.026421)"
George's Tavern Market,5281 River Rd W,NA,Goochland,VA,23063,2824,GOOCHLAND,239752,"c(-78.054565, 37.73534)"
Prospect Market And Deli,832 Cherry Ave,NA,Charlottesville,VA,22903,3457,CHARLOTTESVILLE,240066,"c(-78.494858, 38.028549)"
Express Grocery Stores. ,198 Zan Rd,NA,Charlottesville,VA,22901,2857,ALBEMARLE,240136,"c(-78.488266, 38.063454)"
7-Eleven 36748A,1911 Reservoir St,NA,Harrisonburg,VA,22801,8741,HARRISONBURG,240474,"c(-78.854897, 38.426731)"
Beaver Dam Market,1505 Richmond Rd,NA,Troy,VA,22974,3734,FLUVANNA,242530,"c(-78.297226, 37.984653)"
Foodmart,953 S High St,NA,Harrisonburg,VA,22801,1636,HARRISONBURG,242543,"c(-78.887115, 38.440022)"
Spotted Pig Holler U Pick,75 Green Lane Dr,NA,Kents Store,VA,23084,2240,FLUVANNA,243009,"c(-78.071808, 37.909122)"
340 Market & Deli,150 South East Side Hwy,NA,Elkton,VA,22827,1697,ROCKINGHAM,243251,"c(-78.620178, 38.40242)"
7-Eleven Store 34518J,4025 Quarles Court,NA,Harrisonburg,VA,22801,NA,HARRISONBURG,243556,"c(-78.828842, 38.407677)"
